Time (ps), Potential energy per cell (eV), Kinetic energy per cell (eV), Total energy per cell (eV), Temperature (C), Pressure (GPa), Volume per cell (Å^3)
1.00000000e-02, 5.33349487e-01, 2.21864570e-01, 7.55214057e-01, 1.55954801e+02, 4.28480112e+00, 6.54508270e+01
2.00000000e-02, 1.87565388e-01, 5.53947354e-01, 7.41512742e-01, 7.98230931e+02, 2.45505871e+00, 6.54508270e+01
3.00000000e-02, 1.30518751e-01, 6.11621670e-01, 7.42140422e-01, 9.09777927e+02, 2.23299795e+00, 6.54508270e+01
4.00000000e-02, 2.98095591e-01, 4.49022717e-01, 7.47118308e-01, 5.95297828e+02, 3.31402404e+00, 6.54508270e+01
5.00000000e-02, 4.59135805e-01, 2.97960834e-01, 7.57096639e-01, 3.03131399e+02, 4.22520764e+00, 6.54508270e+01
6.00000000e-02, 4.42543408e-01, 3.09573150e-01, 7.52116557e-01, 3.25590597e+02, 4.07675296e+00, 6.54508270e+01
7.00000000e-02, 3.62462202e-01, 3.85367532e-01, 7.47829734e-01, 4.72183329e+02, 3.47558791e+00, 6.54508270e+01
8.00000000e-02, 3.53403833e-01, 3.95746577e-01, 7.49150409e-01, 4.92257277e+02, 3.29171703e+00, 6.54508270e+01
9.00000000e-02, 4.12265606e-01, 3.42108484e-01, 7.54374090e-01, 3.88516680e+02, 3.63994267e+00, 6.54508270e+01
1.00000000e-01, 4.57910159e-01, 3.02398803e-01, 7.60308962e-01, 3.11714806e+02, 3.94702322e+00, 6.54508270e+01
1.10000000e-01, 4.30583326e-01, 3.32960564e-01, 7.63543890e-01, 3.70823831e+02, 3.78465839e+00, 6.54508270e+01
1.20000000e-01, 3.48001415e-01, 4.12902891e-01, 7.60904305e-01, 5.25439036e+02, 3.28230405e+00, 6.54508270e+01
1.30000000e-01, 2.98818102e-01, 4.57811332e-01, 7.56629434e-01, 6.12295752e+02, 3.02438108e+00, 6.54508270e+01
1.40000000e-01, 3.44071498e-01, 4.12955481e-01, 7.57026979e-01, 5.25540752e+02, 3.30378691e+00, 6.54508270e+01
1.50000000e-01, 4.36834824e-01, 3.27226668e-01, 7.64061492e-01, 3.59733990e+02, 3.86384037e+00, 6.54508270e+01
1.60000000e-01, 4.62137893e-01, 3.06822645e-01, 7.68960538e-01, 3.20270889e+02, 4.03533799e+00, 6.54508270e+01
1.70000000e-01, 3.94589471e-01, 3.70864519e-01, 7.65453990e-01, 4.44133278e+02, 3.62923956e+00, 6.54508270e+01
1.80000000e-01, 3.37875724e-01, 4.25811701e-01, 7.63687425e-01, 5.50405765e+02, 3.24845443e+00, 6.54508270e+01
1.90000000e-01, 3.45746385e-01, 4.19140769e-01, 7.64887154e-01, 5.37503620e+02, 3.25797197e+00, 6.54508270e+01
2.00000000e-01, 3.87392268e-01, 3.79223178e-01, 7.66615445e-01, 4.60299629e+02, 3.46159579e+00, 6.54508270e+01
2.10000000e-01, 4.16064812e-01, 3.52909040e-01, 7.68973852e-01, 4.09405866e+02, 3.58029889e+00, 6.54508270e+01
2.20000000e-01, 4.07664189e-01, 3.61774109e-01, 7.69438298e-01, 4.26551658e+02, 3.49684523e+00, 6.54508270e+01
2.30000000e-01, 3.85604024e-01, 3.82992925e-01, 7.68596949e-01, 4.67590638e+02, 3.37957474e+00, 6.54508270e+01
2.40000000e-01, 3.87050214e-01, 3.82988422e-01, 7.70038636e-01, 4.67581929e+02, 3.46192287e+00, 6.54508270e+01
2.50000000e-01, 4.02198564e-01, 3.71636616e-01, 7.73835180e-01, 4.45626579e+02, 3.65900264e+00, 6.54508270e+01
2.60000000e-01, 3.90390816e-01, 3.82849614e-01, 7.73240430e-01, 4.67313462e+02, 3.66009674e+00, 6.54508270e+01
2.70000000e-01, 3.72546328e-01, 3.99810153e-01, 7.72356481e-01, 5.00116578e+02, 3.52263560e+00, 6.54508270e+01
2.80000000e-01, 3.77009813e-01, 3.96436136e-01, 7.73445949e-01, 4.93590942e+02, 3.43968436e+00, 6.54508270e+01
2.90000000e-01, 3.92334610e-01, 3.81851508e-01, 7.74186119e-01, 4.65383043e+02, 3.45213357e+00, 6.54508270e+01
3.00000000e-01, 4.05842373e-01, 3.69592531e-01, 7.75434904e-01, 4.41673145e+02, 3.54078800e+00, 6.54508270e+01
3.10000000e-01, 4.07207211e-01, 3.69784366e-01, 7.76991576e-01, 4.42044170e+02, 3.58165404e+00, 6.54508270e+01
3.20000000e-01, 3.92411096e-01, 3.85660103e-01, 7.78071199e-01, 4.72749186e+02, 3.50970871e+00, 6.54508270e+01
3.30000000e-01, 3.71216612e-01, 4.05176096e-01, 7.76392708e-01, 5.10494763e+02, 3.37859383e+00, 6.54508270e+01
3.40000000e-01, 3.75541328e-01, 4.00482655e-01, 7.76023983e-01, 5.01417253e+02, 3.35398959e+00, 6.54508270e+01
3.50000000e-01, 4.07373867e-01, 3.71387222e-01, 7.78761089e-01, 4.45144229e+02, 3.55661090e+00, 6.54508270e+01
3.60000000e-01, 4.30345808e-01, 3.50458131e-01, 7.80803939e-01, 4.04665602e+02, 3.77072317e+00, 6.54508270e+01
3.70000000e-01, 4.28607035e-01, 3.53338926e-01, 7.81945961e-01, 4.10237302e+02, 3.77238361e+00, 6.54508270e+01
3.80000000e-01, 4.14185269e-01, 3.69620736e-01, 7.83806005e-01, 4.41727697e+02, 3.67969734e+00, 6.54508270e+01
3.90000000e-01, 3.92034785e-01, 3.93646136e-01, 7.85680921e-01, 4.88194848e+02, 3.57822940e+00, 6.54508270e+01
4.00000000e-01, 3.59650783e-01, 4.24159229e-01, 7.83810012e-01, 5.47209745e+02, 3.44283503e+00, 6.54508270e+01
4.10000000e-01, 3.48077724e-01, 4.32916501e-01, 7.80994225e-01, 5.64147048e+02, 3.35536406e+00, 6.54508270e+01
4.20000000e-01, 3.81196130e-01, 4.00084401e-01, 7.81280531e-01, 5.00646996e+02, 3.47947883e+00, 6.54508270e+01
4.30000000e-01, 4.32729307e-01, 3.51883928e-01, 7.84613235e-01, 4.07423214e+02, 3.68080315e+00, 6.54508270e+01
4.40000000e-01, 4.50859908e-01, 3.36404216e-01, 7.87264124e-01, 3.77484144e+02, 3.75115049e+00, 6.54508270e+01
4.50000000e-01, 4.23765160e-01, 3.63349926e-01, 7.87115085e-01, 4.29599421e+02, 3.60455358e+00, 6.54508270e+01
4.60000000e-01, 3.91750309e-01, 3.95200460e-01, 7.86950769e-01, 4.91201041e+02, 3.46685011e+00, 6.54508270e+01
4.70000000e-01, 3.83756426e-01, 4.03678110e-01, 7.87434535e-01, 5.07597531e+02, 3.47111785e+00, 6.54508270e+01
4.80000000e-01, 3.97408964e-01, 3.91307997e-01, 7.88716961e-01, 4.83672690e+02, 3.58649642e+00, 6.54508270e+01
4.90000000e-01, 4.10127242e-01, 3.80469927e-01, 7.90597169e-01, 4.62710948e+02, 3.67622323e+00, 6.54508270e+01
5.00000000e-01, 4.00425163e-01, 3.89640977e-01, 7.90066140e-01, 4.80448532e+02, 3.59831444e+00, 6.54508270e+01
5.10000000e-01, 3.84527458e-01, 4.04573339e-01, 7.89100796e-01, 5.09328980e+02, 3.50779918e+00, 6.54508270e+01
5.20000000e-01, 3.84875380e-01, 4.04286117e-01, 7.89161497e-01, 5.08773468e+02, 3.50800214e+00, 6.54508270e+01
5.30000000e-01, 3.98126140e-01, 3.92158150e-01, 7.90284290e-01, 4.85316957e+02, 3.54725857e+00, 6.54508270e+01
5.40000000e-01, 4.04016203e-01, 3.86854230e-01, 7.90870434e-01, 4.75058729e+02, 3.53945849e+00, 6.54508270e+01
5.50000000e-01, 3.98551147e-01, 3.91702019e-01, 7.90253166e-01, 4.84434762e+02, 3.50753111e+00, 6.54508270e+01
5.60000000e-01, 3.97936446e-01, 3.91892889e-01, 7.89829335e-01, 4.84803919e+02, 3.51904378e+00, 6.54508270e+01
5.70000000e-01, 4.09937099e-01, 3.81835856e-01, 7.91772955e-01, 4.65352769e+02, 3.56296133e+00, 6.54508270e+01
5.80000000e-01, 4.13966508e-01, 3.78534965e-01, 7.92501472e-01, 4.58968567e+02, 3.58210609e+00, 6.54508270e+01
5.90000000e-01, 4.09029561e-01, 3.83377594e-01, 7.92407154e-01, 4.68334621e+02, 3.57058081e+00, 6.54508270e+01
6.00000000e-01, 4.04301442e-01, 3.89838774e-01, 7.94140217e-01, 4.80831089e+02, 3.50908133e+00, 6.54508270e+01
6.10000000e-01, 3.88944747e-01, 4.04260217e-01, 7.93204963e-01, 5.08723375e+02, 3.46682094e+00, 6.54508270e+01
6.20000000e-01, 3.82251158e-01, 4.10731177e-01, 7.92982335e-01, 5.21238759e+02, 3.47610915e+00, 6.54508270e+01
6.30000000e-01, 3.90114501e-01, 4.03530444e-01, 7.93644945e-01, 5.07311933e+02, 3.49329058e+00, 6.54508270e+01
6.40000000e-01, 3.95749961e-01, 3.97977603e-01, 7.93727564e-01, 4.96572270e+02, 3.46513208e+00, 6.54508270e+01
6.50000000e-01, 3.96864177e-01, 3.95969179e-01, 7.92833355e-01, 4.92687808e+02, 3.46916795e+00, 6.54508270e+01
6.60000000e-01, 4.09470688e-01, 3.82867790e-01, 7.92338478e-01, 4.67348618e+02, 3.61799556e+00, 6.54508270e+01
6.70000000e-01, 4.40000596e-01, 3.55583630e-01, 7.95584226e-01, 4.14578749e+02, 3.88748120e+00, 6.54508270e+01
6.80000000e-01, 4.52342340e-01, 3.47075803e-01, 7.99418143e-01, 3.98123894e+02, 3.96265794e+00, 6.54508270e+01
6.90000000e-01, 4.18314510e-01, 3.81195333e-01, 7.99509843e-01, 4.64113944e+02, 3.74723066e+00, 6.54508270e+01
7.00000000e-01, 3.68805330e-01, 4.28135517e-01, 7.96940847e-01, 5.54900222e+02, 3.37787815e+00, 6.54508270e+01
7.10000000e-01, 3.55299727e-01, 4.39247634e-01, 7.94547362e-01, 5.76391994e+02, 3.23458110e+00, 6.54508270e+01
7.20000000e-01, 3.93080290e-01, 4.03080778e-01, 7.96161068e-01, 5.06442242e+02, 3.44291391e+00, 6.54508270e+01
7.30000000e-01, 4.35236718e-01, 3.63015785e-01, 7.98252503e-01, 4.28953164e+02, 3.67059167e+00, 6.54508270e+01
7.40000000e-01, 4.43857092e-01, 3.54894538e-01, 7.98751630e-01, 4.13245987e+02, 3.72124796e+00, 6.54508270e+01
7.50000000e-01, 4.27165676e-01, 3.72733538e-01, 7.99899214e-01, 4.47748119e+02, 3.62819591e+00, 6.54508270e+01
7.60000000e-01, 3.98880099e-01, 4.00875007e-01, 7.99755105e-01, 5.02176094e+02, 3.46628236e+00, 6.54508270e+01
7.70000000e-01, 3.80246582e-01, 4.18849601e-01, 7.99096184e-01, 5.36940477e+02, 3.34877210e+00, 6.54508270e+01
7.80000000e-01, 3.82581060e-01, 4.16121315e-01, 7.98702376e-01, 5.31663741e+02, 3.38006133e+00, 6.54508270e+01
7.90000000e-01, 3.97856485e-01, 4.00765982e-01, 7.98622467e-01, 5.01965231e+02, 3.52053998e+00, 6.54508270e+01
8.00000000e-01, 4.13107920e-01, 3.86299288e-01, 7.99407208e-01, 4.73985423e+02, 3.64274903e+00, 6.54508270e+01
8.10000000e-01, 4.15068023e-01, 3.84814933e-01, 7.99882956e-01, 4.71114556e+02, 3.64020412e+00, 6.54508270e+01
8.20000000e-01, 4.05198241e-01, 3.94627432e-01, 7.99825673e-01, 4.90092756e+02, 3.54206762e+00, 6.54508270e+01
8.30000000e-01, 3.94428451e-01, 4.04918186e-01, 7.99346637e-01, 5.09995944e+02, 3.50416169e+00, 6.54508270e+01
8.40000000e-01, 3.92398793e-01, 4.06864020e-01, 7.99262814e-01, 5.13759352e+02, 3.52888768e+00, 6.54508270e+01
8.50000000e-01, 3.99584905e-01, 4.00445257e-01, 8.00030162e-01, 5.01344921e+02, 3.54972503e+00, 6.54508270e+01
8.60000000e-01, 4.03243746e-01, 3.96900130e-01, 8.00143876e-01, 4.94488346e+02, 3.52795124e+00, 6.54508270e+01
8.70000000e-01, 4.00978890e-01, 3.99145028e-01, 8.00123918e-01, 4.98830169e+02, 3.53508484e+00, 6.54508270e+01
8.80000000e-01, 3.97696239e-01, 4.01335772e-01, 7.99032012e-01, 5.03067253e+02, 3.54272652e+00, 6.54508270e+01
8.90000000e-01, 4.10295741e-01, 3.88361216e-01, 7.98656957e-01, 4.77973366e+02, 3.63372001e+00, 6.54508270e+01
9.00000000e-01, 4.38564244e-01, 3.63672939e-01, 8.02237183e-01, 4.30224154e+02, 3.77761278e+00, 6.54508270e+01
9.10000000e-01, 4.40042531e-01, 3.64452467e-01, 8.04494998e-01, 4.31731828e+02, 3.72309940e+00, 6.54508270e+01
9.20000000e-01, 4.06598696e-01, 3.95529272e-01, 8.02127968e-01, 4.91836991e+02, 3.46712851e+00, 6.54508270e+01
9.30000000e-01, 3.88266933e-01, 4.12984905e-01, 8.01251838e-01, 5.25597659e+02, 3.35064299e+00, 6.54508270e+01
9.40000000e-01, 4.00881435e-01, 4.01702557e-01, 8.02583992e-01, 5.03776646e+02, 3.45697433e+00, 6.54508270e+01
9.50000000e-01, 4.14491048e-01, 3.89731905e-01, 8.04222953e-01, 4.80624394e+02, 3.57518434e+00, 6.54508270e+01
9.60000000e-01, 4.03547334e-01, 3.99632515e-01, 8.03179849e-01, 4.99773009e+02, 3.52091391e+00, 6.54508270e+01
9.70000000e-01, 3.90951432e-01, 4.09612106e-01, 8.00563538e-01, 5.19074381e+02, 3.50464598e+00, 6.54508270e+01
9.80000000e-01, 4.11409705e-01, 3.90555670e-01, 8.01965375e-01, 4.82217625e+02, 3.58806459e+00, 6.54508270e+01
9.90000000e-01, 4.35336507e-01, 3.70397922e-01, 8.05734429e-01, 4.43230840e+02, 3.74672215e+00, 6.54508270e+01
1.00000000e+00, 4.17347472e-01, 3.87385454e-01, 8.04732927e-01, 4.76086161e+02, 3.67425152e+00, 6.54508270e+01
1.01000000e+00, 3.88415622e-01, 4.14606269e-01, 8.03021891e-01, 5.28733514e+02, 3.50396247e+00, 6.54508270e+01
1.02000000e+00, 3.87501298e-01, 4.15942539e-01, 8.03443837e-01, 5.31317972e+02, 3.51350882e+00, 6.54508270e+01
1.03000000e+00, 4.02718658e-01, 4.01995409e-01, 8.04714068e-01, 5.04343047e+02, 3.61894761e+00, 6.54508270e+01
1.04000000e+00, 4.07736202e-01, 3.96371092e-01, 8.04107294e-01, 4.93465143e+02, 3.65501127e+00, 6.54508270e+01
1.05000000e+00, 4.06755563e-01, 3.96833525e-01, 8.03589088e-01, 4.94359528e+02, 3.63975029e+00, 6.54508270e+01
1.06000000e+00, 4.09040002e-01, 3.94370599e-01, 8.03410600e-01, 4.89596020e+02, 3.64693991e+00, 6.54508270e+01
1.07000000e+00, 4.19536031e-01, 3.84248564e-01, 8.03784595e-01, 4.70019151e+02, 3.71326659e+00, 6.54508270e+01
1.08000000e+00, 4.31414290e-01, 3.75198746e-01, 8.06613036e-01, 4.52516039e+02, 3.73405691e+00, 6.54508270e+01
1.09000000e+00, 4.14235855e-01, 3.91675567e-01, 8.05911422e-01, 4.84383600e+02, 3.62925649e+00, 6.54508270e+01
1.10000000e+00, 3.89305628e-01, 4.15339015e-01, 8.04644643e-01, 5.30150706e+02, 3.49846355e+00, 6.54508270e+01
1.11000000e+00, 3.83818701e-01, 4.21032904e-01, 8.04851605e-01, 5.41163167e+02, 3.48181198e+00, 6.54508270e+01
1.12000000e+00, 3.90197157e-01, 4.13513797e-01, 8.03710954e-01, 5.26620582e+02, 3.54611087e+00, 6.54508270e+01
1.13000000e+00, 4.09450991e-01, 3.94879067e-01, 8.04330058e-01, 4.90579440e+02, 3.63043689e+00, 6.54508270e+01
1.14000000e+00, 4.25082055e-01, 3.80677147e-01, 8.05759202e-01, 4.63111729e+02, 3.63992729e+00, 6.54508270e+01
1.15000000e+00, 4.19181924e-01, 3.86355845e-01, 8.05537769e-01, 4.74094810e+02, 3.59158926e+00, 6.54508270e+01
1.16000000e+00, 4.05978983e-01, 3.98599887e-01, 8.04578870e-01, 4.97775820e+02, 3.51022360e+00, 6.54508270e+01
1.17000000e+00, 4.07392042e-01, 3.97848126e-01, 8.05240169e-01, 4.96321852e+02, 3.49866147e+00, 6.54508270e+01
1.18000000e+00, 4.16907637e-01, 3.89680816e-01, 8.06588453e-01, 4.80525583e+02, 3.58365907e+00, 6.54508270e+01
1.19000000e+00, 4.17197987e-01, 3.89408528e-01, 8.06606515e-01, 4.79998956e+02, 3.57571337e+00, 6.54508270e+01
1.20000000e+00, 4.14952227e-01, 3.90654610e-01, 8.05606837e-01, 4.82408983e+02, 3.55840977e+00, 6.54508270e+01
1.21000000e+00, 4.25139067e-01, 3.83017231e-01, 8.08156297e-01, 4.67637648e+02, 3.63488500e+00, 6.54508270e+01
1.22000000e+00, 4.19766320e-01, 3.89334610e-01, 8.09100931e-01, 4.79855993e+02, 3.64225919e+00, 6.54508270e+01
1.23000000e+00, 3.97363362e-01, 4.09504474e-01, 8.06867836e-01, 5.18866212e+02, 3.57274069e+00, 6.54508270e+01
1.24000000e+00, 3.92808101e-01, 4.14721680e-01, 8.07529781e-01, 5.28956728e+02, 3.55408498e+00, 6.54508270e+01
1.25000000e+00, 3.98367392e-01, 4.09324127e-01, 8.07691519e-01, 5.18517405e+02, 3.53345187e+00, 6.54508270e+01
1.26000000e+00, 4.02855601e-01, 4.03851195e-01, 8.06706796e-01, 5.07932294e+02, 3.50090130e+00, 6.54508270e+01
1.27000000e+00, 4.11944754e-01, 3.95105572e-01, 8.07050326e-01, 4.91017520e+02, 3.55138760e+00, 6.54508270e+01
1.28000000e+00, 4.19441779e-01, 3.88435459e-01, 8.07877237e-01, 4.78116958e+02, 3.58504593e+00, 6.54508270e+01
1.29000000e+00, 4.15043089e-01, 3.92303397e-01, 8.07346486e-01, 4.85597878e+02, 3.54389753e+00, 6.54508270e+01
1.30000000e+00, 4.11066672e-01, 3.95064369e-01, 8.06131040e-01, 4.90937830e+02, 3.55117660e+00, 6.54508270e+01
1.31000000e+00, 4.24189063e-01, 3.83820510e-01, 8.08009573e-01, 4.69191259e+02, 3.62383973e+00, 6.54508270e+01
1.32000000e+00, 4.30437791e-01, 3.79614269e-01, 8.10052060e-01, 4.61056033e+02, 3.66582042e+00, 6.54508270e+01
1.33000000e+00, 4.10113483e-01, 3.99080738e-01, 8.09194220e-01, 4.98705827e+02, 3.55916016e+00, 6.54508270e+01
1.34000000e+00, 3.85176495e-01, 4.22539821e-01, 8.07716316e-01, 5.44077674e+02, 3.42739370e+00, 6.54508270e+01
1.35000000e+00, 3.80464527e-01, 4.26080557e-01, 8.06545084e-01, 5.50925755e+02, 3.44398156e+00, 6.54508270e+01
1.36000000e+00, 3.99237780e-01, 4.07915435e-01, 8.07153215e-01, 5.15792876e+02, 3.57546216e+00, 6.54508270e+01
1.37000000e+00, 4.18313071e-01, 3.89347867e-01, 8.07660938e-01, 4.79881633e+02, 3.70845577e+00, 6.54508270e+01
1.38000000e+00, 4.26158180e-01, 3.81413108e-01, 8.07571288e-01, 4.64535139e+02, 3.76624312e+00, 6.54508270e+01
1.39000000e+00, 4.27224486e-01, 3.80795071e-01, 8.08019557e-01, 4.63339804e+02, 3.77019964e+00, 6.54508270e+01
1.40000000e+00, 4.25380029e-01, 3.83525094e-01, 8.08905123e-01, 4.68619899e+02, 3.74598296e+00, 6.54508270e+01
1.41000000e+00, 4.17715684e-01, 3.91837624e-01, 8.09553307e-01, 4.84697032e+02, 3.65357475e+00, 6.54508270e+01
1.42000000e+00, 4.07784564e-01, 4.01237569e-01, 8.09022133e-01, 5.02877321e+02, 3.56537858e+00, 6.54508270e+01
1.43000000e+00, 4.05049397e-01, 4.05040533e-01, 8.10089930e-01, 5.10232573e+02, 3.54855556e+00, 6.54508270e+01
1.44000000e+00, 3.98011227e-01, 4.11153867e-01, 8.09165094e-01, 5.22056276e+02, 3.52384894e+00, 6.54508270e+01
1.45000000e+00, 3.95819071e-01, 4.12324674e-01, 8.08143745e-01, 5.24320716e+02, 3.52359258e+00, 6.54508270e+01
1.46000000e+00, 4.06048911e-01, 4.02683345e-01, 8.08732256e-01, 5.05673573e+02, 3.60964337e+00, 6.54508270e+01
1.47000000e+00, 4.16179156e-01, 3.92390125e-01, 8.08569281e-01, 4.85765616e+02, 3.69555163e+00, 6.54508270e+01
1.48000000e+00, 4.22183648e-01, 3.86669172e-01, 8.08852821e-01, 4.74700811e+02, 3.74391108e+00, 6.54508270e+01
1.49000000e+00, 4.22606959e-01, 3.86542891e-01, 8.09149850e-01, 4.74456573e+02, 3.69596189e+00, 6.54508270e+01
1.50000000e+00, 4.20894183e-01, 3.88794140e-01, 8.09688323e-01, 4.78810678e+02, 3.64847783e+00, 6.54508270e+01
1.51000000e+00, 4.20177724e-01, 3.89906975e-01, 8.10084699e-01, 4.80962995e+02, 3.63338492e+00, 6.54508270e+01
1.52000000e+00, 4.20225722e-01, 3.91157088e-01, 8.11382810e-01, 4.83380820e+02, 3.66558291e+00, 6.54508270e+01
1.53000000e+00, 4.13101880e-01, 3.98500539e-01, 8.11602418e-01, 4.97583672e+02, 3.64132367e+00, 6.54508270e+01
1.54000000e+00, 4.01072891e-01, 4.10251312e-01, 8.11324203e-01, 5.20310659e+02, 3.51976524e+00, 6.54508270e+01
1.55000000e+00, 3.92750530e-01, 4.16900633e-01, 8.09651163e-01, 5.33171007e+02, 3.44980879e+00, 6.54508270e+01
1.56000000e+00, 4.04442334e-01, 4.05307478e-01, 8.09749811e-01, 5.10748867e+02, 3.51654906e+00, 6.54508270e+01
1.57000000e+00, 4.24900850e-01, 3.86063573e-01, 8.10964423e-01, 4.73529531e+02, 3.64014482e+00, 6.54508270e+01
1.58000000e+00, 4.31028457e-01, 3.80131014e-01, 8.11159471e-01, 4.62055461e+02, 3.69895105e+00, 6.54508270e+01
1.59000000e+00, 4.21916540e-01, 3.89683508e-01, 8.11600048e-01, 4.80530791e+02, 3.66109168e+00, 6.54508270e+01
1.60000000e+00, 4.04655538e-01, 4.06482932e-01, 8.11138470e-01, 5.13022295e+02, 3.55491725e+00, 6.54508270e+01
1.61000000e+00, 3.94063218e-01, 4.16118909e-01, 8.10182127e-01, 5.31659087e+02, 3.48852293e+00, 6.54508270e+01
1.62000000e+00, 4.04249878e-01, 4.05947954e-01, 8.10197832e-01, 5.11987601e+02, 3.57147885e+00, 6.54508270e+01
1.63000000e+00, 4.27199670e-01, 3.84014654e-01, 8.11214325e-01, 4.69566749e+02, 3.72493362e+00, 6.54508270e+01
1.64000000e+00, 4.40388553e-01, 3.73111943e-01, 8.13500495e-01, 4.48479985e+02, 3.80914949e+00, 6.54508270e+01
1.65000000e+00, 4.20548536e-01, 3.92964468e-01, 8.13513004e-01, 4.86876445e+02, 3.70141818e+00, 6.54508270e+01
1.66000000e+00, 3.87377371e-01, 4.22733247e-01, 8.10110617e-01, 5.44451774e+02, 3.49794656e+00, 6.54508270e+01
1.67000000e+00, 3.90816133e-01, 4.19117777e-01, 8.09933910e-01, 5.37459151e+02, 3.48493235e+00, 6.54508270e+01
1.68000000e+00, 4.18927423e-01, 3.93770271e-01, 8.12697694e-01, 4.88434936e+02, 3.63655351e+00, 6.54508270e+01
1.69000000e+00, 4.23664070e-01, 3.88889885e-01, 8.12553956e-01, 4.78995857e+02, 3.64763266e+00, 6.54508270e+01
1.70000000e+00, 4.08115456e-01, 4.03042332e-01, 8.11157788e-01, 5.06367884e+02, 3.53594339e+00, 6.54508270e+01
1.71000000e+00, 3.99190490e-01, 4.11116466e-01, 8.10306957e-01, 5.21983941e+02, 3.45353067e+00, 6.54508270e+01
1.72000000e+00, 4.06950858e-01, 4.03051467e-01, 8.10002325e-01, 5.06385551e+02, 3.52677684e+00, 6.54508270e+01
1.73000000e+00, 4.26071076e-01, 3.84865128e-01, 8.10936204e-01, 4.71211638e+02, 3.68329522e+00, 6.54508270e+01
1.74000000e+00, 4.36573377e-01, 3.76101358e-01, 8.12674735e-01, 4.54261767e+02, 3.77024424e+00, 6.54508270e+01
1.75000000e+00, 4.23718330e-01, 3.88314909e-01, 8.12033239e-01, 4.77883806e+02, 3.71733862e+00, 6.54508270e+01
1.76000000e+00, 4.10501831e-01, 4.00604121e-01, 8.11105951e-01, 5.01652177e+02, 3.67959066e+00, 6.54508270e+01
1.77000000e+00, 4.14114901e-01, 3.98809304e-01, 8.12924205e-01, 4.98180850e+02, 3.73180234e+00, 6.54508270e+01
1.78000000e+00, 4.12059124e-01, 4.01268834e-01, 8.13327958e-01, 5.02937788e+02, 3.72131192e+00, 6.54508270e+01
1.79000000e+00, 3.97860259e-01, 4.14012148e-01, 8.11872407e-01, 5.27584433e+02, 3.59397808e+00, 6.54508270e+01
1.80000000e+00, 3.89559504e-01, 4.21226746e-01, 8.10786250e-01, 5.41538075e+02, 3.50960073e+00, 6.54508270e+01
1.81000000e+00, 3.95833661e-01, 4.14669109e-01, 8.10502770e-01, 5.28855051e+02, 3.55496191e+00, 6.54508270e+01
1.82000000e+00, 4.07941047e-01, 4.02198341e-01, 8.10139388e-01, 5.04735534e+02, 3.62085078e+00, 6.54508270e+01
1.83000000e+00, 4.17815992e-01, 3.92904170e-01, 8.10720162e-01, 4.86759823e+02, 3.68262306e+00, 6.54508270e+01
1.84000000e+00, 4.15578924e-01, 3.95861345e-01, 8.11440269e-01, 4.92479250e+02, 3.64893182e+00, 6.54508270e+01
1.85000000e+00, 4.00868337e-01, 4.08543017e-01, 8.09411354e-01, 5.17006672e+02, 3.55229462e+00, 6.54508270e+01
1.86000000e+00, 4.04000427e-01, 4.05254778e-01, 8.09255205e-01, 5.10646941e+02, 3.54717530e+00, 6.54508270e+01
1.87000000e+00, 4.23726944e-01, 3.87005179e-01, 8.10732124e-01, 4.75350677e+02, 3.67116578e+00, 6.54508270e+01
1.88000000e+00, 4.33017596e-01, 3.78614685e-01, 8.11632282e-01, 4.59122754e+02, 3.72121279e+00, 6.54508270e+01
1.89000000e+00, 4.20098811e-01, 3.91519618e-01, 8.11618429e-01, 4.84081983e+02, 3.64092882e+00, 6.54508270e+01
1.90000000e+00, 4.00226222e-01, 4.09950496e-01, 8.10176718e-01, 5.19728857e+02, 3.51147532e+00, 6.54508270e+01
1.91000000e+00, 3.99593966e-01, 4.11498046e-01, 8.11092013e-01, 5.22721949e+02, 3.51199396e+00, 6.54508270e+01
1.92000000e+00, 4.07270228e-01, 4.04108873e-01, 8.11379102e-01, 5.08430664e+02, 3.57934167e+00, 6.54508270e+01
1.93000000e+00, 4.11114261e-01, 4.00073514e-01, 8.11187775e-01, 5.00625939e+02, 3.63215495e+00, 6.54508270e+01
1.94000000e+00, 4.09671220e-01, 4.01095877e-01, 8.10767098e-01, 5.02603276e+02, 3.67848189e+00, 6.54508270e+01
1.95000000e+00, 4.09747712e-01, 4.00226863e-01, 8.09974575e-01, 5.00922530e+02, 3.66595586e+00, 6.54508270e+01
1.96000000e+00, 4.17626117e-01, 3.93324751e-01, 8.10950869e-01, 4.87573262e+02, 3.68651392e+00, 6.54508270e+01
1.97000000e+00, 4.19568580e-01, 3.92343136e-01, 8.11911715e-01, 4.85674735e+02, 3.69572805e+00, 6.54508270e+01
1.98000000e+00, 4.05786135e-01, 4.05683365e-01, 8.11469500e-01, 5.11475865e+02, 3.61777005e+00, 6.54508270e+01
1.99000000e+00, 3.89391459e-01, 4.20299862e-01, 8.09691321e-01, 5.39745404e+02, 3.54361068e+00, 6.54508270e+01
2.00000000e+00, 3.92934467e-01, 4.15978526e-01, 8.08912994e-01, 5.31387576e+02, 3.56170955e+00, 6.54508270e+01
2.01000000e+00, 4.14181243e-01, 3.96512754e-01, 8.10693997e-01, 4.93739129e+02, 3.67706565e+00, 6.54508270e+01
