x path Brutus,y path Brutus,x path Ours,y path Ours,x circle Ours,y circle Ours,x path Reference,y path Reference,x circle Reference,y circle Reference
-0.2046221375669615,0.2785825762609793,-0.2036849707365036,0.28224924206733704,-0.01727142184972763,0.24814832210540771,-0.20658892393112183,0.27762570977211,-0.017698217183351517,0.24460335075855255
-0.2048996133701331,0.2777529652103106,-0.20366989076137543,0.2813971936702728,0.2748520076274872,0.08258312195539474,-0.2067364603281021,0.2769363224506378,0.2675551772117615,0.06068364903330803
-0.2051842108654915,0.2769044508783658,-0.2036547213792801,0.28054505586624146,0.5253719091415405,0.07337873429059982,-0.20693564414978027,0.2762187719345093,0.5036755800247192,0.15152478218078613
-0.2054760117262833,0.2760369595459738,-0.20363952219486237,0.27969294786453247,0.19384367763996124,-0.050132960081100464,-0.20718611776828766,0.2754421532154083,0.18628104031085968,-0.10207094252109528
-0.2057751002716617,0.2751504152578996,-0.20362432301044464,0.2788407802581787,-0.19141148030757904,0.3089894950389862,-0.20742565393447876,0.27463096380233765,-0.1892688274383545,0.29789507389068604
-0.2060815635384718,0.2742447397702929,-0.2036091834306717,0.277988463640213,-0.017348848283290863,0.24818331003189087,-0.20766012370586395,0.2738114595413208,-0.01779092289507389,0.24462750554084778
-0.2063954913562274,0.2733198524958554,-0.20359404385089874,0.2771364152431488,0.2748364210128784,0.08273091167211533,-0.2079049050807953,0.2726188004016876,0.2675551474094391,0.06095948815345764
-0.2067169764254196,0.2723756704466195,-0.20357878506183624,0.27628421783447266,0.5254946351051331,0.07381728291511536,-0.208233043551445,0.2715102434158325,0.5033800601959229,0.1519874930381775
-0.2070461143993248,0.2714121081742343,-0.2035636454820633,0.2754319906234741,0.1946524828672409,-0.04993993043899536,-0.20855529606342316,0.27039557695388794,0.18720068037509918,-0.10158607363700867
-0.2073830039694751,0.2704290777076331,-0.20354844629764557,0.27457988262176514,-0.19141800701618195,0.3090543746948242,-0.2088622897863388,0.2692020833492279,-0.18927977979183197,0.297965407371521
-0.2077277469549774,0.2694264884879594,-0.20363716781139374,0.27356183528900146,-0.01742617040872574,0.24821841716766357,-0.2091994732618332,0.2679141163825989,-0.01788337342441082,0.24465183913707733
-0.2080804483958666,0.2684042473006241,-0.2038181573152542,0.2723962962627411,0.2748209238052368,0.08287781476974487,-0.20953655242919922,0.2666260898113251,0.267555296421051,0.06123415008187294
-0.2084412166506993,0.2673622582043458,-0.20399923622608185,0.27123087644577026,0.5256170034408569,0.07425133883953094,-0.20988985896110535,0.2653404772281647,0.5030890107154846,0.15244589745998383
-0.2088101634986034,0.2663004224570296,-0.2041802555322647,0.2700650095939636,0.19545423984527588,-0.04974961280822754,-0.21024273335933685,0.2640514671802521,0.18811452388763428,-0.10110524296760559
-0.209187404246013,0.2652186384383262,-0.20436124503612518,0.26889950037002563,-0.1914246827363968,0.3091190457344055,-0.2105674296617508,0.26276344060897827,-0.1892911195755005,0.29803547263145447
-0.2095730578383337,0.2641168015686965,-0.20454229414463043,0.26773402094841003,-0.01750326156616211,0.248253732919693,-0.21086905896663666,0.26145997643470764,-0.017975497990846634,0.24467657506465912
-0.2099672469767982,0.2629948042248084,-0.20472334325313568,0.26656824350357056,0.27480554580688477,0.08302381634712219,-0.21117611229419708,0.260149747133255,0.26755520701408386,0.06150687113404274
-0.2103700982407894,0.261852535651076,-0.20490439236164093,0.26540276408195496,0.5257389545440674,0.07468103617429733,-0.21151116490364075,0.25884291529655457,0.5028024911880493,0.15290077030658722
-0.2107817422159286,0.2606898818671267,-0.20508532226085663,0.2642371952533722,0.1962496042251587,-0.04956214874982834,-0.2119491547346115,0.25755172967910767,0.1890217512845993,-0.10062912106513977
-0.2112023136282432,0.2595067255709939,-0.2052663415670395,0.2630717158317566,-0.19143179059028625,0.3091835677623749,-0.21241554617881775,0.2562825679779053,-0.1893029510974884,0.29810571670532227
-0.2116319514847498,0.2583029460377944,-0.20544739067554474,0.26190614700317383,-0.017580091953277588,0.2482892870903015,-0.2128589004278183,0.2550373077392578,-0.018067311495542526,0.24470146000385284
-0.2120707992208155,0.2570784190136485,-0.2056283801794052,0.26074036955833435,0.27479028701782227,0.08316897600889206,-0.2133009284734726,0.2538144886493683,0.2675550878047943,0.06177791953086853
-0.2125190048546798,0.2558330166045771,-0.20580945909023285,0.259574830532074,0.5258604884147644,0.07510595768690109,-0.21373210847377777,0.25263702869415283,0.5025050640106201,0.15332570672035217
-0.2129767211495494,0.2545666071600982,-0.20599044859409332,0.25840941071510315,0.19703719019889832,-0.04937748238444328,-0.21414533257484436,0.25146251916885376,0.1899212896823883,-0.10015849769115448
-0.213444105783706,0.253279055151218,-0.20617149770259857,0.2572435736656189,-0.19143915176391602,0.30924805998802185,-0.2145448923110962,0.25028738379478455,-0.1893150508403778,0.2981759011745453
-0.2139213215290992,0.2519702210425034,-0.20635248720645905,0.2560780644416809,-0.01765666902065277,0.24832502007484436,-0.21494154632091522,0.2491094321012497,-0.018158871680498123,0.24472668766975403
-0.2144085364389303,0.2506399611578805,-0.20653347671031952,0.2549125552177429,0.2747752070426941,0.08331327140331268,-0.21536007523536682,0.24793848395347595,0.2675548791885376,0.062047287821769714
-0.2149059240447678,0.2492881275398035,-0.20671455562114716,0.2537470757961273,0.525981605052948,0.07552655041217804,-0.2157798856496811,0.2467736154794693,0.5022120475769043,0.15374673902988434
-0.2154136635637793,0.2479145678013941,-0.20689557492733002,0.25258150696754456,0.19781778752803802,-0.04919595643877983,-0.21619974076747894,0.24560870230197906,0.19081495702266693,-0.09969201683998108
-0.2159319401167016,0.2465191249711273,-0.20706789195537567,0.25137266516685486,-0.19144676625728607,0.3093123137950897,-0.21659167110919952,0.24436740577220917,-0.18932756781578064,0.29824599623680115
-0.2164609449572258,0.2451016373296116,-0.2072453647851944,0.24997931718826294,-0.01773323118686676,0.2483609914779663,-0.21699194610118866,0.24306991696357727,-0.018249936401844025,0.24475230276584625
-0.2170008757135161,0.2436619382379802,-0.2082359939813614,0.24830788373947144,0.27476030588150024,0.08345655351877213,-0.21742942929267883,0.24179436266422272,0.2675554156303406,0.062313079833984375
-0.2175519366426451,0.2421998559573612,-0.20938672125339508,0.24659240245819092,0.5261022448539734,0.075942762196064,-0.2179562896490097,0.24045786261558533,0.501923680305481,0.1541643887758255
