Wavelength [nm],Absorbance,Wavelength simulated [nm],Absorbance simulated
579.40625,0.6995398921091643,566.18162,0.68430720
579.4375,0.6984250602426552,566.20662,0.68356019
579.46875,0.6959841636175103,566.23162,0.68293612
579.5,0.6940885413407787,566.25663,0.68243694
579.53125,0.6916510204277667,566.28163,0.68206399
579.5625,0.6873782492454097,566.30663,0.68181793
579.59375,0.6832177526513836,566.33163,0.68169878
579.625,0.6733224299116329,566.35664,0.68170590
579.65625,0.6666116969238438,566.38164,0.68183804
579.6875,0.6634733358623468,566.40664,0.68209331
579.71875,0.6609500567473916,566.43164,0.68246928
579.75,0.6596232976192328,566.45665,0.68296295
579.78125,0.6566767538555524,566.48165,0.68357082
579.8125,0.6552750139730071,566.50665,0.68428898
579.84375,0.6535782415281346,566.53165,0.68511307
579.875,0.6514358944703798,566.55666,0.68603843
579.875,0.6515708216069973,566.58166,0.68706008
579.90625,0.6504664595601886,566.60666,0.68817283
579.9375,0.6483496291674209,566.63166,0.68937132
579.96875,0.6463856416881584,566.65667,0.69065007
580.0,0.6443449653444788,566.68167,0.69200353
580.03125,0.6425375948750587,566.70667,0.69342614
580.0625,0.6397344448527593,566.73167,0.69491238
580.09375,0.6388455959516728,566.75668,0.69645679
580.125,0.6395743528194533,566.78168,0.69805402
580.15625,0.6403062525408844,566.80668,0.69969887
580.1875,0.6412393658566513,566.83168,0.70138628
580.21875,0.6420257090332393,566.85669,0.70311137
580.25,0.6421366558614321,566.88169,0.70486947
580.28125,0.6434614117096302,566.90669,0.70665607
580.3125,0.6440000413653834,566.93169,0.70846688
580.34375,0.6448571727716738,566.95670,0.71029776
580.375,0.6457008944151426,566.98170,0.71214479
580.40625,0.6466484560803587,567.00670,0.71400418
580.4375,0.6482277633750767,567.03170,0.71587229
580.46875,0.6489709821539651,567.05671,0.71774559
580.5,0.6506735623101976,567.08171,0.71962067
580.53125,0.6539753313839431,567.10671,0.72149419
580.5625,0.6571824085780482,567.13171,0.72336284
580.59375,0.6619595491669847,567.15672,0.72522336
580.625,0.6699733541285449,567.18172,0.72707248
580.625,0.6704201243481314,567.20672,0.72890692
580.65625,0.6763177767740356,567.23172,0.73072334
580.6875,0.6811828222815439,567.25673,0.73251837
580.71875,0.687346372271471,567.28173,0.73428856
580.75,0.691383159871789,567.30673,0.73603039
580.78125,0.697046755811266,567.33173,0.73774025
580.8125,0.7023022931160025,567.35674,0.73941444
580.84375,0.7079250622178979,567.38174,0.74104918
580.875,0.7132441919735332,567.40674,0.74264062
580.90625,0.7181218352546517,567.43174,0.74418482
580.9375,0.7226606751496856,567.45675,0.74567780
580.96875,0.7278241375100302,567.48175,0.74711555
581.0,0.731925573000769,567.50675,0.74849401
581.03125,0.7355220480312945,567.53175,0.74980915
581.0625,0.7373414720637732,567.55676,0.75105695
581.09375,0.737139679064779,567.58176,0.75223345
581.125,0.7339717940987298,567.60676,0.75333476
581.15625,0.7315488173927509,567.63176,0.75435712
581.1875,0.7307990138513699,567.65677,0.75529687
581.21875,0.7309960084545553,567.68177,0.75615056
581.25,0.7309758960660317,567.70677,0.75691490
581.28125,0.7325525907765663,567.73177,0.75758683
581.3125,0.7342262880092505,567.75678,0.75816356
581.34375,0.7362446437014196,567.78178,0.75864255
581.375,0.738664825745166,567.80678,0.75902157
581.375,0.7388197260322238,567.83178,0.75929872
581.40625,0.7414306650811906,567.85679,0.75947245
581.4375,0.7439255996591554,567.88179,0.75954154
581.46875,0.7476510455310053,567.90679,0.75950521
581.5,0.7513439342909728,567.93179,0.75936302
581.53125,0.754440282496158,567.95680,0.75911499
581.5625,0.7582894187918687,567.98180,0.75876151
581.59375,0.7607981214615503,568.00680,0.75830345
581.625,0.7580829143678028,568.03180,0.75774208
581.65625,0.7538839749355342,568.05681,0.75707911
581.6875,0.7512598000119586,568.08181,0.75631670
581.71875,0.7480871484717705,568.10681,0.75545742
581.75,0.744916843406125,568.13181,0.75450428
581.78125,0.7419333386583673,568.15682,0.75346070
581.8125,0.739896465188137,568.18182,0.75233048
581.84375,0.7361597618100153,568.20682,0.75111781
581.875,0.7330431832124529,568.23182,0.74982725
581.90625,0.7307889895896063,568.25683,0.74846367
581.9375,0.7267094561660139,568.28183,0.74703226
581.96875,0.7230799895645922,568.30683,0.74553845
582.0,0.7193632984904492,568.33183,0.74398793
582.03125,0.7151647511930044,568.35684,0.74238658
582.0625,0.7095186249096963,568.38184,0.74074040
582.09375,0.7032338880362776,568.40684,0.73905552
582.125,0.694315785065905,568.43184,0.73733814
582.125,0.693541209774424,568.45685,0.73559443
582.15625,0.6889073300982249,568.48185,0.73383055
582.1875,0.6865388075749551,568.50685,0.73205257
582.21875,0.6831038964767375,568.53185,0.73026642
582.25,0.6813891614615151,568.55686,0.72847783
582.28125,0.6791627648278806,568.58186,0.72669234
582.3125,0.6770672275261358,568.60686,0.72491520
582.34375,0.6744142303430712,568.63186,0.72315135
582.375,0.6717705344735787,568.65687,0.72140539
582.40625,0.6700260403876589,568.68187,0.71968156
582.4375,0.6668300615442985,568.70687,0.71798372
582.46875,0.6638397703300007,568.73187,0.71631529
582.5,0.6614749110177889,568.75688,0.71467928
582.53125,0.6576982878014908,568.78188,0.71307830
582.5625,0.6538205825224535,568.80688,0.71151448
582.59375,0.6499232389381996,568.83188,0.70998958
582.625,0.6440562590600183,568.85689,0.70850491
582.65625,0.6407816735720777,568.88189,0.70706142
582.6875,0.6392530009031855,568.90689,0.70565969
582.71875,0.6377829271539857,568.93189,0.70429993
582.75,0.6361414153059007,568.95690,0.70298208
582.78125,0.6346380542709471,568.98190,0.70170579
582.8125,0.6338814822072739,569.00690,0.70047048
582.84375,0.6312072378090996,569.03190,0.69927538
582.875,0.6300442979524334,569.05691,0.69811959
582.875,0.6303789039952521,569.08191,0.69700207
582.90625,0.6289688987593736,569.10691,0.69592176
582.9375,0.6278746002544277,569.13191,0.69487757
582.96875,0.6266471444088464,569.15692,0.69386842
583.0,0.6250564557211773,569.18192,0.69289334
583.03125,0.6241304218852479,569.20692,0.69195146
583.0625,0.6236906407767804,569.23192,0.69104203
583.09375,0.6254565426853004,569.25693,0.69016452
583.125,0.6279466919915443,569.28193,0.68931861
583.15625,0.6299083489740618,569.30693,0.68850422
583.1875,0.6315205374812329,569.33193,0.68772152
583.21875,0.6317780379060998,569.35694,0.68697099
583.25,0.6324710943997043,569.38194,0.68625341
583.28125,0.6330596081827427,569.40694,0.68556985
583.3125,0.6331406683723815,569.43194,0.68492171
583.34375,0.6338442816274575,569.45695,0.68431070
583.375,0.6336939057642503,569.48195,0.68373885
583.40625,0.6335564284236486,569.50695,0.68320847
583.4375,0.6325125263535264,569.53195,0.68272217
583.46875,0.6317738436729915,569.55696,0.68228279
583.5,0.6310559844498351,569.58196,0.68189342
583.53125,0.6294120339134611,569.60696,0.68155735
583.5625,0.6281550369666788,569.63196,0.68127803
583.59375,0.6260514588954881,569.65697,0.68105903
583.625,0.6204415069485836,569.68197,0.68090397
583.625,0.621111159889145,569.70697,0.68081653
583.65625,0.6173024812406123,569.73197,0.68080035
583.6875,0.6154068456434296,569.75698,0.68085896
583.71875,0.6123309692232883,569.78198,0.68099578
583.75,0.6101742806225092,569.80698,0.68121401
583.78125,0.6085083276415895,569.83198,0.68151659
583.8125,0.606432272180782,569.85699,0.68190616
583.84375,0.6041887579360788,569.88199,0.68238495
583.875,0.6031056634711689,569.90699,0.68295479
583.90625,0.6015510836900693,569.93199,0.68361701
583.9375,0.5999766621248095,569.95700,0.68437244
583.96875,0.5973650426998256,569.98200,0.68522130
584.0,0.5963787546325645,570.00700,0.68616325
584.03125,0.5966061892918118,570.03200,0.68719728
584.0625,0.5977131573279186,570.05701,0.68832176
584.09375,0.6013025518276576,570.08201,0.68953437
584.125,0.6091740614522342,570.10701,0.69083214
584.15625,0.6172226100618612,570.13201,0.69221143
584.1875,0.6225809272864418,570.15702,0.69366796
584.21875,0.627828318160144,570.18202,0.69519681
584.25,0.6329105275648785,570.20702,0.69679249
584.28125,0.6391082248609257,570.23202,0.69844894
584.3125,0.6433321461150184,570.25703,0.70015959
584.34375,0.6504035170323146,570.28203,0.70191741
584.375,0.6567236041115904,570.30703,0.70371501
584.375,0.6578554794630238,570.33203,0.70554463
584.40625,0.6618442182324431,570.35704,0.70739828
584.4375,0.6677630287587911,570.38204,0.70926775
584.46875,0.6745370232533672,570.40704,0.71114475
584.5,0.6798825618564035,570.43204,0.71302090
584.53125,0.6853343296376242,570.45705,0.71488789
584.5625,0.6913998722088988,570.48205,0.71673749
584.59375,0.6956790649202079,570.50705,0.71856164
584.625,0.699394776264055,570.53205,0.72035253
584.65625,0.701304036684064,570.55706,0.72210262
584.6875,0.7029181384205738,570.58206,0.72380475
584.71875,0.7061403479543363,570.60706,0.72545217
584.75,0.7090082652210434,570.63206,0.72703858
584.78125,0.7131516509234082,570.65707,0.72855819
584.8125,0.715833100642581,570.68207,0.73000574
584.84375,0.7203624992975529,570.70707,0.73137654
584.875,0.7247720770467728,570.73207,0.73266650
584.90625,0.727291327107742,570.75708,0.73387214
584.9375,0.730913123106631,570.78208,0.73499064
584.96875,0.734498935327875,570.80708,0.73601978
585.0,0.7365849095189498,570.83208,0.73695801
585.03125,0.7393303168555996,570.85709,0.73780442
585.0625,0.7402963993895048,570.88209,0.73855875
585.09375,0.7389503569528354,570.90709,0.73922135
585.125,0.7327868684009644,570.93209,0.73979319
585.125,0.7326548000178066,570.95710,0.74027585
585.15625,0.7280821045451025,570.98210,0.74067145
585.1875,0.7239971090428553,571.00710,0.74098268
585.21875,0.7202283479209712,571.03210,0.74121272
585.25,0.717616437519059,571.05711,0.74136521
585.28125,0.7135611307911618,571.08211,0.74144424
585.3125,0.7112193473275217,571.10711,0.74145425
585.34375,0.7071557258347939,571.13211,0.74140002
585.375,0.7033595061434162,571.15712,0.74128661
585.40625,0.6995040763808023,571.18212,0.74111927
585.4375,0.6955319495656753,571.20712,0.74090343
585.46875,0.6910381372251325,571.23212,0.74064459
585.5,0.6858540124647661,571.25713,0.74034826
585.53125,0.6810804886837349,571.28213,0.74001993
585.5625,0.6762827517650913,571.30713,0.73966494
585.59375,0.6715045954287968,571.33213,0.73928846
585.625,0.6679351976544898,571.35714,0.73889543
585.65625,0.6680879836774638,571.38214,0.73849043
585.6875,0.6677595548504136,571.40714,0.73807768
585.71875,0.6682328588849601,571.43214,0.73766099
585.75,0.6681047273573606,571.45715,0.73724363
585.78125,0.6680250512803735,571.48215,0.73682836
585.8125,0.667078092379097,571.50715,0.73641738
585.84375,0.6658517665102168,571.53215,0.73601226
585.875,0.6649882395520188,571.55716,0.73561394
585.875,0.6645150047048127,571.58216,0.73522273
585.90625,0.6634826811352088,571.60716,0.73483828
585.9375,0.6620999952627495,571.63216,0.73445958
585.96875,0.6591020282402555,571.65717,0.73408499
586.0,0.6567763136316376,571.68217,0.73371228
586.03125,0.6541723197884998,571.70717,0.73333858
586.0625,0.6507843364689907,571.73217,0.73296051
586.09375,0.6474725306178483,571.75718,0.73257416
586.125,0.6437062378338693,571.78218,0.73217517
586.15625,0.6430359462618955,571.80718,0.73175876
586.1875,0.6417711395190834,571.83218,0.73131981
586.21875,0.6416148115260101,571.85719,0.73085292
586.25,0.641802735340894,571.88219,0.73035245
586.28125,0.6412301333426056,571.90719,0.72981260
586.3125,0.6413741497517149,571.93219,0.72922751
586.34375,0.6420794435686589,571.95720,0.72859125
586.375,0.6416983642573011,571.98220,0.72789797
586.40625,0.6418477932456941,572.00720,0.72714188
586.4375,0.6420531955888025,572.03220,0.72631740
586.46875,0.642953498521004,572.05721,0.72541914
586.5,0.6420986473239142,572.08221,0.72444201
586.53125,0.6419341002909876,572.10721,0.72338125
586.5625,0.6426584399525954,572.13221,0.72223249
586.59375,0.6425075621397288,572.15722,0.72099181
586.625,0.6422439449199024,572.18222,0.71965575
586.625,0.6428805900500313,572.20722,0.71822140
586.65625,0.6406163617218172,572.23222,0.71668642
586.6875,0.6401227012702586,572.25723,0.71504907
586.71875,0.6379527614706115,572.28223,0.71330826
586.75,0.63625693795002,572.30723,0.71146358
586.78125,0.6332845167320642,572.33223,0.70951531
586.8125,0.6313138673780907,572.35724,0.70746448
586.84375,0.629298566411415,572.38224,0.70531289
586.875,0.6258495328990745,572.40724,0.70306310
586.90625,0.6235205812127818,572.43224,0.70071848
586.9375,0.6211881220968027,572.45725,0.69828321
586.96875,0.6178761639676268,572.48225,0.69576230
587.0,0.614989739132036,572.50725,0.69316158
587.03125,0.6126277908543344,572.53225,0.69048771
587.0625,0.6092756609177854,572.55726,0.68774818
587.09375,0.605417478282179,572.58226,0.68495128
587.125,0.5998943473876527,572.60726,0.68210613
587.15625,0.5969652860792041,572.63226,0.67922257
587.1875,0.5943947056330245,572.65727,0.67631122
587.21875,0.5922580937919143,572.68227,0.67338338
587.25,0.5907890836487162,572.70727,0.67045100
587.28125,0.5883964958504964,572.73227,0.66752665
587.3125,0.5870055860294783,572.75728,0.66462339
587.34375,0.5859681971359283,572.78228,0.66175478
587.375,0.5838722593719883,572.80728,0.65893474
587.375,0.5844721803376602,572.83228,0.65617748
587.40625,0.5836137532345291,572.85729,0.65349743
587.4375,0.5828378820176787,572.88229,0.65090907
587.46875,0.5816278320135682,572.90729,0.64842693
587.5,0.5814392691799382,572.93229,0.64606538
587.53125,0.5816626069936462,572.95730,0.64383855
587.5625,0.5801103498846844,572.98230,0.64176026
587.59375,0.5788508745981502,573.00730,0.63984382
587.625,0.5761167484462237,573.03230,0.63810197
587.65625,0.5728184841596686,573.05731,0.63654677
587.6875,0.5721224864509598,573.08231,0.63518947
587.71875,0.5713663119914631,573.10731,0.63404038
587.75,0.570360018261941,573.13231,0.63310884
587.78125,0.5706079861957282,573.15732,0.63240309
587.8125,0.5715675237439657,573.18232,0.63193016
587.84375,0.5745941192890578,573.20732,0.63169588
587.875,0.5763877212428687,573.23232,0.63170476
587.90625,0.5798456706789318,573.25733,0.63195996
587.9375,0.5863555571282121,573.28233,0.63246327
587.96875,0.5931301848520614,573.30733,0.63321508
588.0,0.6022880984853192,573.33233,0.63421438
588.03125,0.6142619725005674,573.35734,0.63545878
588.0625,0.6289310547000899,573.38234,0.63694451
588.09375,0.6458357680863026,573.40734,0.63866647
588.125,0.6717228635838377,573.43234,0.64061828
588.125,0.6724501066650721,573.45735,0.64279232
588.15625,0.6833605338171882,573.48235,0.64517983
588.1875,0.6889640203198858,573.50735,0.64777095
588.21875,0.6948910297713641,573.53235,0.65055484
588.25,0.6979918666866927,573.55736,0.65351976
588.28125,0.7021719030110201,573.58236,0.65665315
588.3125,0.7055293759614141,573.60736,0.65994177
588.34375,0.7086376703914323,573.63236,0.66337177
588.375,0.7119791910329243,573.65737,0.66692881
588.40625,0.7145241883670468,573.68237,0.67059819
588.4375,0.7175572715367174,573.70737,0.67436489
588.46875,0.7206503284506766,573.73237,0.67821375
588.5,0.7233467801820245,573.75738,0.68212952
588.53125,0.726207750225654,573.78238,0.68609694
588.5625,0.7287765760856606,573.80738,0.69010090
588.59375,0.7301083980396641,573.83238,0.69412643
588.625,0.729919149826159,573.85739,0.69815886
588.65625,0.7278367074939373,573.88239,0.70218382
588.6875,0.7267425331926812,573.90739,0.70618736
588.71875,0.7254012134847329,573.93239,0.71015596
588.75,0.7236135916439438,573.95740,0.71407660
588.78125,0.7217250710820715,573.98240,0.71793679
588.8125,0.7199288601109584,574.00740,0.72172458
588.84375,0.7171541147207366,574.03240,0.72542864
588.875,0.7138018093327135,574.05741,0.72903821
588.875,0.7135884848715646,574.08241,0.73254316
588.90625,0.7116249349151094,574.10741,0.73593397
588.9375,0.7078753544030341,574.13241,0.73920173
588.96875,0.7042460915536806,574.15742,0.74233813
589.0,0.7005820190879994,574.18242,0.74533545
589.03125,0.6959225947418675,574.20742,0.74818657
589.0625,0.6905954268779599,574.23242,0.75088492
589.09375,0.6844413611818705,574.25743,0.75342444
589.125,0.6748082980370866,574.28243,0.75579963
589.15625,0.6681821316346019,574.30743,0.75800545
589.1875,0.66507896689116,574.33243,0.76003733
589.21875,0.6626007482712015,574.35744,0.76189115
589.25,0.6596475432683923,574.38244,0.76356321
589.28125,0.6575131743996314,574.40744,0.76505019
589.3125,0.6563532407738848,574.43244,0.76634913
589.34375,0.6536770425777082,574.45745,0.76745745
589.375,0.6516874424750264,574.48245,0.76837288
589.40625,0.6501495997126436,574.50745,0.76909347
589.4375,0.6484619313403626,574.53245,0.76961757
589.46875,0.6472202230661102,574.55746,0.76994385
589.5,0.646412001553664,574.58246,0.77007123
589.53125,0.6470034006581438,574.60746,0.76999897
589.5625,0.6473713777923138,574.63246,0.76972658
589.59375,0.6498825718067496,574.65747,0.76925388
589.625,0.6536604681141017,574.68247,0.76858102
589.625,0.6535629268985443,574.70747,0.76770844
589.65625,0.6548220799046436,574.73247,0.76663694
589.6875,0.655307550182546,574.75748,0.76536770
589.71875,0.6546713296841435,574.78248,0.76390226
589.75,0.6550021636285053,574.80748,0.76224259
589.78125,0.6539970076170037,574.83248,0.76039111
589.8125,0.6534443950920057,574.85749,0.75835072
589.84375,0.6512269708381488,574.88249,0.75612484
589.875,0.650204182829224,574.90749,0.75371742
589.90625,0.6501441620365203,574.93249,0.75113302
589.9375,0.647949830129605,574.95750,0.74837681
589.96875,0.6464819203545169,574.98250,0.74545461
590.0,0.6457114282660014,575.00750,0.74237291
590.03125,0.6432455389728665,575.03250,0.73913892
590.0625,0.6413460726396587,575.05751,0.73576057
590.09375,0.6384031811342401,575.08251,0.73224653
590.125,0.6335300627222163,575.10751,0.72860622
590.15625,0.6298056224513509,575.13251,0.72484981
590.1875,0.6276219617624973,575.15752,0.72098819
590.21875,0.6265104646354956,575.18252,0.71703299
590.25,0.6244862704768642,575.20752,0.71299651
590.28125,0.6233153404136995,575.23252,0.70889171
590.3125,0.622857373168247,575.25753,0.70473213
590.34375,0.6210588275290927,575.28253,0.70053186
590.375,0.6199386290174187,575.30753,0.69630542
590.375,0.6202880619081834,575.33253,0.69206774
590.40625,0.6185799017017222,575.35754,0.68783400
590.4375,0.6172047612505938,575.38254,0.68361955
590.46875,0.6153328055807545,575.40754,0.67943982
590.5,0.6132483834121552,575.43254,0.67531018
590.53125,0.6099018353127117,575.45755,0.67124580
590.5625,0.6056969045605574,575.48255,0.66726159
590.59375,0.6016025325821412,575.50755,0.66337199
590.625,0.5910996465529681,575.53255,0.65959093
590.65625,0.5850171876799531,575.55756,0.65593164
590.6875,0.5816280819449728,575.58256,0.65240659
590.71875,0.5776720797453472,575.60756,0.64902736
590.75,0.5760082383886111,575.63256,0.64580454
590.78125,0.5737294024635777,575.65757,0.64274767
590.8125,0.571947549627118,575.68257,0.63986516
590.84375,0.5694505761200614,575.70757,0.63716421
590.875,0.5674861776539873,575.73257,0.63465083
590.90625,0.5667793759304798,575.75758,0.63232975
590.9375,0.5644674430351462,575.78258,0.63020447
590.96875,0.5634163438036968,575.80758,0.62827724
591.0,0.5627015927312968,575.83258,0.62654907
591.03125,0.5598991917832838,575.85759,0.62501982
591.0625,0.5571276944444863,575.88259,0.62368820
591.09375,0.5544003477038486,575.90759,0.62255188
591.125,0.5487656829472483,575.93259,0.62160753
591.125,0.5489214476642411,575.95760,0.62085094
591.15625,0.5451099445911238,575.98260,0.62027711
591.1875,0.5426877912667153,576.00760,0.61988032
591.21875,0.5389611907471317,576.03260,0.61965428
591.25,0.5374938781785847,576.05761,0.61959219
591.28125,0.5365440766162952,576.08261,0.61968688
591.3125,0.5347865136069576,576.10761,0.61993093
591.34375,0.5345211361749964,576.13261,0.62031672
591.375,0.5353587007163041,576.15762,0.62083657
591.40625,0.5357833606296123,576.18262,0.62148283
591.4375,0.5388268311262929,576.20762,0.62224795
591.46875,0.5436231296678877,576.23262,0.62312458
591.5,0.5499511838482423,576.25763,0.62410562
591.53125,0.5601350294939955,576.28263,0.62518429
591.5625,0.5772916683802071,576.30763,0.62635420
591.59375,0.6006496685547623,576.33263,0.62760937
591.625,0.645659800589629,576.35764,0.62894428
591.65625,0.6746625248444715,576.38264,0.63035388
591.6875,0.6898473579625383,576.40764,0.63183361
591.71875,0.7004534019343669,576.43264,0.63337943
591.75,0.7068868063689142,576.45765,0.63498777
591.78125,0.7128669324859604,576.48265,0.63665557
591.8125,0.7162407065125702,576.50765,0.63838023
591.84375,0.719844052874788,576.53265,0.64015957
591.875,0.7212174667369442,576.55766,0.64199185
591.875,0.7216779007148046,576.58266,0.64387566
591.90625,0.7218654240445859,576.60766,0.64580995
591.9375,0.7222257647677404,576.63266,0.64779393
591.96875,0.7223078249388257,576.65767,0.64982702
592.0,0.7208643622067358,576.68267,0.65190882
592.03125,0.7199073108636722,576.70767,0.65403903
592.0625,0.7181586785403544,576.73267,0.65621741
592.09375,0.7148287933177153,576.75768,0.65844371
592.125,0.7065356522600874,576.78268,0.66071760
592.15625,0.699523997428155,576.80768,0.66303865
592.1875,0.6949858229322847,576.83268,0.66540623
592.21875,0.6899074388471435,576.85769,0.66781951
592.25,0.6864997041265286,576.88269,0.67027736
592.28125,0.6833842010980025,576.90769,0.67277836
592.3125,0.6796704860116862,576.93269,0.67532073
592.34375,0.6758478184742522,576.95770,0.67790231
592.375,0.673216213577223,576.98270,0.68052054
592.40625,0.6695752905216854,577.00770,0.68317245
592.4375,0.6669080467379631,577.03270,0.68585462
592.46875,0.6638962155772613,577.05771,0.68856323
592.5,0.6606036370302107,577.08271,0.69129401
592.53125,0.6573140340559059,577.10771,0.69404228
592.5625,0.6532413630157462,577.13271,0.69680298
592.59375,0.6494061995500133,577.15772,0.69957065
592.625,0.6410004072167641,577.18272,0.70233950
592.625,0.6410781289588277,577.20772,0.70510342
592.65625,0.6377535936760845,577.23272,0.70785604
592.6875,0.6352243021384631,577.25773,0.71059073
592.71875,0.6335204273209256,577.28273,0.71330069
592.75,0.6328017570645694,577.30773,0.71597897
592.78125,0.6315369540258374,577.33273,0.71861849
592.8125,0.6308954878482032,577.35774,0.72121215
592.84375,0.6300151800958553,577.38274,0.72375279
592.875,0.6298145145708031,577.40774,0.72623331
592.90625,0.6286955374593037,577.43274,0.72864668
592.9375,0.6281326914256476,577.45775,0.73098593
592.96875,0.6282222598642468,577.48275,0.73324428
593.0,0.626528632405257,577.50775,0.73541508
593.03125,0.6251244016914888,577.53275,0.73749191
593.0625,0.6231941012496109,577.55776,0.73946853
593.09375,0.6196497571848133,577.58276,0.74133899
593.125,0.6147379080650317,577.60776,0.74309755
593.15625,0.6120321339890937,577.63276,0.74473877
593.1875,0.6102350481360141,577.65777,0.74625749
593.21875,0.608383823312124,577.68277,0.74764882
593.25,0.6074523267780958,577.70777,0.74890820
593.28125,0.6069837624511601,577.73277,0.75003131
593.3125,0.6055475937691341,577.75778,0.75101419
593.34375,0.6045437371457361,577.78278,0.75185312
593.375,0.6039779971285468,577.80778,0.75254471
593.375,0.6031268704160269,577.83278,0.75308585
593.40625,0.6027601618260994,577.85779,0.75347372
593.4375,0.6016915637746023,577.88279,0.75370580
593.46875,0.5997152663612286,577.90779,0.75377984
593.5,0.5979044313486155,577.93279,0.75369388
593.53125,0.5952773264407518,577.95780,0.75344625
593.5625,0.5924497502558126,577.98280,0.75303558
593.59375,0.5860728724997144,578.00780,0.75246079
593.625,0.5761102604822875,578.03280,0.75172109
593.65625,0.5705438566277614,578.05781,0.75081602
593.6875,0.5670177882478322,578.08281,0.74974541
593.71875,0.5647026985247849,578.10781,0.74850946
593.75,0.5637669293950386,578.13281,0.74710869
593.78125,0.5621862414066631,578.15782,0.74554401
593.8125,0.5619497641189013,578.18282,0.74381670
593.84375,0.5617195604514935,578.20782,0.74192844
593.875,0.5617108558361072,578.23282,0.73988137
593.90625,0.561352175782355,578.25783,0.73767804
593.9375,0.5613052102453828,578.28283,0.73532152
593.96875,0.5624389144279893,578.30783,0.73281535
594.0,0.5616723695439929,578.33283,0.73016361
594.03125,0.5613214702077934,578.35784,0.72737092
594.0625,0.5611582075521329,578.38284,0.72444249
594.09375,0.5590390149073863,578.40784,0.72138409
594.125,0.5561014546107008,578.43284,0.71820211
594.125,0.5558571917111883,578.45785,0.71490356
594.15625,0.5527590439358782,578.48285,0.71149607
594.1875,0.5495128827309175,578.50785,0.70798790
594.21875,0.5470644697908431,578.53285,0.70438793
594.25,0.5458663338240983,578.55786,0.70070565
594.28125,0.5430415751312618,578.58286,0.69695113
594.3125,0.5414472557013659,578.60786,0.69313503
594.34375,0.5410381236624493,578.63286,0.68926852
594.375,0.5384901533660915,578.65787,0.68536327
594.40625,0.5379066452010106,578.68287,0.68143138
594.4375,0.5369705695496658,578.70787,0.67748531
594.46875,0.5354307747785415,578.73287,0.67353786
594.5,0.5342434436623547,578.75788,0.66960202
594.53125,0.5332617719351027,578.78288,0.66569095
594.5625,0.5324483879161593,578.80788,0.66181784
594.59375,0.5301688505385649,578.83288,0.65799587
594.625,0.5291097147970377,578.85789,0.65423806
594.65625,0.5293189814575794,578.88289,0.65055720
594.6875,0.5277509615942366,578.90789,0.64696574
594.71875,0.5273898364999763,578.93289,0.64347569
594.75,0.527463049364652,578.95790,0.64009853
594.78125,0.5261912433177602,578.98290,0.63684511
594.8125,0.5263383513489589,579.00790,0.63372557
594.84375,0.5260255669497256,579.03290,0.63074927
594.875,0.5258408373748338,579.05791,0.62792471
594.875,0.5258416897833336,579.08291,0.62525949
594.90625,0.525403517520606,579.10791,0.62276024
594.9375,0.5264649132951777,579.13291,0.62043262
594.96875,0.526324397741827,579.15792,0.61828128
595.0,0.5279784224029613,579.18292,0.61630985
595.03125,0.5310891930680381,579.20792,0.61452099
595.0625,0.5354667199620832,579.23292,0.61291635
595.09375,0.5459885846721462,579.25793,0.61149666
595.125,0.5722932239453831,579.28293,0.61026172
595.15625,0.5970426587249043,579.30793,0.60921051
595.1875,0.6098665801676109,579.33293,0.60834122
595.21875,0.6234471198159997,579.35794,0.60765132
595.25,0.6351430660914672,579.38294,0.60713766
595.28125,0.6462879878847382,579.40794,0.60679653
595.3125,0.6560136516124464,579.43294,0.60662374
595.34375,0.669736636700407,579.45795,0.60661474
595.375,0.6799789739753519,579.48295,0.60676465
595.40625,0.6892891589844047,579.50795,0.60706838
595.4375,0.6996150139263992,579.53295,0.60752068
595.46875,0.7087187770997032,579.55796,0.60811625
595.5,0.7176644906540761,579.58296,0.60884976
595.53125,0.7251783270906071,579.60796,0.60971594
595.5625,0.7322799828148772,579.63296,0.61070963
595.59375,0.7376207993914046,579.65797,0.61182580
595.625,0.74240302755353,579.68297,0.61305960
595.625,0.7430048499001018,579.70797,0.61440641
595.65625,0.7437903627482227,579.73297,0.61586182
595.6875,0.7436871817853767,579.75798,0.61742164
595.71875,0.7428855242566188,579.78298,0.61908194
595.75,0.7412463758632133,579.80798,0.62083902
595.78125,0.739304577912018,579.83298,0.62268938
595.8125,0.737580876441978,579.85799,0.62462974
595.84375,0.7343730243125965,579.88299,0.62665697
595.875,0.7316736945764628,579.90799,0.62876810
595.90625,0.7291920324439651,579.93299,0.63096028
595.9375,0.7260568264414642,579.95800,0.63323073
595.96875,0.7218873683435679,579.98300,0.63557669
596.0,0.7181249345533309,580.00800,0.63799541
596.03125,0.7144302056988538,580.03300,0.64048412
596.0625,0.7087731153913029,580.05801,0.64303993
596.09375,0.7027977707455195,580.08301,0.64565987
596.125,0.6935801215474582,580.10801,0.64834080
596.15625,0.686315920618622,580.13301,0.65107938
596.1875,0.6829788829431104,580.15802,0.65387208
596.21875,0.679298700268768,580.18302,0.65671513
596.25,0.6763836249558777,580.20802,0.65960447
596.28125,0.6726421005059278,580.23302,0.66253580
596.3125,0.6700396639448227,580.25803,0.66550450
596.34375,0.6675463704777965,580.28303,0.66850569
596.375,0.6643504265086679,580.30803,0.67153416
596.375,0.6638372591367888,580.33303,0.67458444
