Wavelength [nm],Absorbance,Wavelength simulated [nm],Absorbance simulated
503.84375,0.965541178082432,503.20032,0.85159963
503.875,0.9655497120746988,503.22532,0.85067665
503.90625,0.9654878045123861,503.25033,0.84977455
503.9375,0.9655855279758427,503.27533,0.84890020
503.96875,0.965558245889876,503.30033,0.84806019
504.0,0.9655826608181156,503.32533,0.84726075
504.03125,0.9655768895774063,503.35034,0.84650770
504.0625,0.9655667113859067,503.37534,0.84580631
504.09375,0.9655575689409739,503.40034,0.84516132
504.125,0.9655603299377632,503.42534,0.84457678
504.125,0.965425667503826,503.45035,0.84405608
504.15625,0.9655518198986904,503.47535,0.84360186
504.1875,0.965492404835065,503.50035,0.84321601
504.21875,0.965500862509732,503.52535,0.84289961
504.25,0.9655309208413967,503.55036,0.84265298
504.28125,0.9655786289100854,503.57536,0.84247566
504.3125,0.9655453027069307,503.60036,0.84236643
504.34375,0.9654838987750306,503.62536,0.84232336
504.375,0.9655652565271309,503.65037,0.84234384
504.40625,0.9656185413770406,503.67537,0.84242467
504.4375,0.9655518619157953,503.70037,0.84256207
504.46875,0.9654963708958619,503.72537,0.84275180
504.5,0.9654606243633703,503.75038,0.84298923
504.53125,0.9654908713021632,503.77538,0.84326940
504.5625,0.9654825197075858,503.80038,0.84358712
504.59375,0.9655470707845921,503.82538,0.84393707
504.625,0.9654991803826718,503.85039,0.84431385
504.65625,0.9653839858775948,503.87539,0.84471206
504.6875,0.9654023278633148,503.90039,0.84512643
504.71875,0.9653647972863469,503.92539,0.84555182
504.75,0.9654008316186273,503.95040,0.84598332
504.78125,0.9653770898357718,503.97540,0.84641632
504.8125,0.9653559873044831,504.00040,0.84684652
504.84375,0.9653535259683684,504.02540,0.84727001
504.875,0.9653015875340898,504.05041,0.84768331
504.875,0.9652529883997396,504.07541,0.84808335
504.90625,0.9653091182181159,504.10041,0.84846752
504.9375,0.965274026261268,504.12541,0.84883370
504.96875,0.9653459336691446,504.15042,0.84918023
505.0,0.9652999880176845,504.17542,0.84950592
505.03125,0.9654113457474248,504.20042,0.84981006
505.0625,0.965313117622067,504.22542,0.85009236
505.09375,0.9653361306842632,504.25043,0.85035297
505.125,0.9653133227109114,504.27543,0.85059243
505.15625,0.9652781558958562,504.30043,0.85081164
505.1875,0.9652539735188607,504.32543,0.85101183
505.21875,0.9652943757844527,504.35044,0.85119451
505.25,0.9652909286880049,504.37544,0.85136144
505.28125,0.9653665823050277,504.40044,0.85151454
505.3125,0.9653612420218927,504.42544,0.85165590
505.34375,0.9652609025572505,504.45045,0.85178768
505.375,0.9653534752474565,504.47545,0.85191207
505.40625,0.9653746389845335,504.50045,0.85203123
505.4375,0.9653202305523388,504.52545,0.85214727
505.46875,0.9652835445873575,504.55046,0.85226215
505.5,0.9652895084472358,504.57546,0.85237766
505.53125,0.9652370894621635,504.60046,0.85249537
505.5625,0.9653138981006608,504.62546,0.85261658
505.59375,0.9652846486248015,504.65047,0.85274229
505.625,0.965304336543979,504.67547,0.85287317
505.625,0.9652345352737957,504.70047,0.85300952
505.65625,0.9652321664845115,504.72547,0.85315126
505.6875,0.9652581901816102,504.75048,0.85329794
505.71875,0.9652128072006114,504.77548,0.85344869
505.75,0.9651897064550828,504.80048,0.85360224
505.78125,0.9652632237573207,504.82548,0.85375698
505.8125,0.9652052010322729,504.85049,0.85391087
505.84375,0.9651879550882547,504.87549,0.85406158
505.875,0.9651505116431532,504.90049,0.85420642
505.90625,0.965116808417825,504.92549,0.85434246
505.9375,0.9651033099954501,504.95050,0.85446649
505.96875,0.9650603082084621,504.97550,0.85457513
506.0,0.9650363374303377,505.00050,0.85466482
506.03125,0.9650202472627544,505.02550,0.85473192
506.0625,0.9650657437853742,505.05051,0.85477273
506.09375,0.9649833303209594,505.07551,0.85478354
506.125,0.9649177433620758,505.10051,0.85476071
506.15625,0.9649086028979983,505.12551,0.85470068
506.1875,0.9648861990348233,505.15052,0.85460007
506.21875,0.9649207465951806,505.17552,0.85445568
506.25,0.9649455838296924,505.20052,0.85426457
506.28125,0.9649584973202113,505.22552,0.85402412
506.3125,0.9650027315852997,505.25053,0.85373202
506.34375,0.964965145634481,505.27553,0.85338636
506.375,0.964978993398855,505.30053,0.85298568
506.375,0.9649645475986406,505.32553,0.85252894
506.40625,0.9649287403072834,505.35054,0.85201562
506.4375,0.9649731972352937,505.37554,0.85144572
506.46875,0.9649790347888464,505.40054,0.85081981
506.5,0.9649798239964482,505.42554,0.85013902
506.53125,0.964981869828512,505.45055,0.84940508
506.5625,0.9649336993441286,505.47555,0.84862035
506.59375,0.9648834535003631,505.50055,0.84778781
506.625,0.964725868887764,505.52555,0.84691104
506.65625,0.9648591802284132,505.55056,0.84599429
506.6875,0.96481458030158,505.57556,0.84504242
506.71875,0.9647087673238174,505.60056,0.84406088
506.75,0.9647369461786789,505.62556,0.84305571
506.78125,0.9647624556845262,505.65057,0.84203351
506.8125,0.9647231538685905,505.67557,0.84100137
506.84375,0.9647641402634893,505.70057,0.83996686
506.875,0.9647397613254618,505.72557,0.83893793
506.90625,0.964671874849268,505.75058,0.83792287
506.9375,0.9647355049600808,505.77558,0.83693021
506.96875,0.9647414277187375,505.80058,0.83596863
507.0,0.9647677242471746,505.82558,0.83504690
507.03125,0.9647069728552775,505.85059,0.83417371
507.0625,0.9647192403755228,505.87559,0.83335764
507.09375,0.9646119434538145,505.90059,0.83260696
507.125,0.9644904021584076,505.92559,0.83192958
507.125,0.9645031089429951,505.95060,0.83133293
507.15625,0.964433792205442,505.97560,0.83082380
507.1875,0.9643163784613692,506.00060,0.83040827
507.21875,0.964347952266659,506.02560,0.83009160
507.25,0.9642919710814617,506.05061,0.82987814
507.28125,0.9643116797906314,506.07561,0.82977126
507.3125,0.9641971206476838,506.10061,0.82977326
507.34375,0.9642799250793546,506.12561,0.82988536
507.375,0.9642248447596841,506.15062,0.83010762
507.40625,0.9641633789216796,506.17562,0.83043896
507.4375,0.9642374976194761,506.20062,0.83087718
507.46875,0.9642346637667754,506.22562,0.83141895
507.5,0.9642196556534914,506.25063,0.83205984
507.53125,0.9641760465378039,506.27563,0.83279444
507.5625,0.9641996092680664,506.30063,0.83361638
507.59375,0.9641505248296462,506.32563,0.83451842
507.625,0.9641003998202228,506.35064,0.83549259
507.65625,0.9641294460903271,506.37564,0.83653023
507.6875,0.9640658395639577,506.40064,0.83762217
507.71875,0.964062014630229,506.42564,0.83875880
507.75,0.9639944521020128,506.45065,0.83993023
507.78125,0.963964659743168,506.47565,0.84112634
507.8125,0.9639511519136914,506.50065,0.84233697
507.84375,0.9639204839251151,506.52565,0.84355197
507.875,0.9638429746072013,506.55066,0.84476135
507.875,0.9637802254555918,506.57566,0.84595531
507.90625,0.9638127932320685,506.60066,0.84712440
507.9375,0.9637117243128861,506.62566,0.84825952
507.96875,0.9637004718442184,506.65067,0.84935206
508.0,0.9636195541143758,506.67567,0.85039387
508.03125,0.9636697100876652,506.70067,0.85137739
508.0625,0.9635362922172641,506.72567,0.85229564
508.09375,0.9634098587880388,506.75068,0.85314225
508.125,0.963349460021819,506.77568,0.85391149
508.15625,0.9632903168911976,506.80068,0.85459830
508.1875,0.9633818670096532,506.82568,0.85519828
508.21875,0.9633064594670054,506.85069,0.85570771
508.25,0.9632975151063059,506.87569,0.85612353
508.28125,0.9632877420951304,506.90069,0.85644337
508.3125,0.9633146739811772,506.92569,0.85666554
508.34375,0.9633514766789225,506.95070,0.85678901
508.375,0.96336308541895,506.97570,0.85681342
508.40625,0.9633828086375898,507.00070,0.85673907
508.4375,0.9633785221096273,507.02570,0.85656693
508.46875,0.9634496290059266,507.05071,0.85629862
508.5,0.963374967655746,507.07571,0.85593637
508.53125,0.9633756018631124,507.10071,0.85548308
508.5625,0.96320610337688,507.12571,0.85494226
508.59375,0.9631922328530225,507.15072,0.85431803
508.625,0.9629027867606084,507.17572,0.85361509
508.625,0.9629096712022809,507.20072,0.85283873
508.65625,0.9627883062277699,507.22572,0.85199478
508.6875,0.9627388598841091,507.25073,0.85108956
508.71875,0.9625598941009175,507.27573,0.85012989
508.75,0.9625167506549842,507.30073,0.84912300
508.78125,0.9625222344600136,507.32573,0.84807651
508.8125,0.9624376612400324,507.35074,0.84699835
508.84375,0.9623946427597967,507.37574,0.84589669
508.875,0.9623748357019478,507.40074,0.84477989
508.90625,0.9622230472631751,507.42574,0.84365640
508.9375,0.9621684560039971,507.45075,0.84253467
508.96875,0.9621785576690389,507.47575,0.84142306
509.0,0.9622355516450712,507.50075,0.84032977
509.03125,0.9622891764113416,507.52575,0.83926272
509.0625,0.9622870781403665,507.55076,0.83822948
509.09375,0.962393194332612,507.57576,0.83723714
509.125,0.962482751432227,507.60076,0.83629227
509.15625,0.9624808517358119,507.62576,0.83540082
509.1875,0.9625009172866289,507.65077,0.83456802
509.21875,0.9625017494962322,507.67577,0.83379840
509.25,0.962475909531942,507.70077,0.83309565
509.28125,0.9624625842449284,507.72577,0.83246267
509.3125,0.9625470389741532,507.75078,0.83190148
509.34375,0.9623887707232547,507.77578,0.83141325
509.375,0.9624602651423764,507.80078,0.83099833
509.375,0.9623630191417191,507.82578,0.83065624
509.40625,0.9624391074334401,507.85079,0.83038570
509.4375,0.9623818050841454,507.87579,0.83018474
509.46875,0.9622505895270292,507.90079,0.83005068
509.5,0.9622349672726419,507.92579,0.82998027
509.53125,0.9621290593517006,507.95080,0.82996975
509.5625,0.9619706602405244,507.97580,0.83001491
509.59375,0.9618793971490084,508.00080,0.83011120
509.625,0.9616543853635254,508.02580,0.83025382
509.65625,0.9615645000634149,508.05081,0.83043780
509.6875,0.961460631843382,508.07581,0.83065809
509.71875,0.9614383581652437,508.10081,0.83090967
509.75,0.9613455531657036,508.12581,0.83118758
509.78125,0.9613473621277518,508.15082,0.83148703
509.8125,0.9613938634295758,508.17582,0.83180345
509.84375,0.9613821920947996,508.20082,0.83213256
509.875,0.9613917498556271,508.22582,0.83247040
509.90625,0.9613813132280677,508.25083,0.83281339
509.9375,0.9613700878063463,508.27583,0.83315834
509.96875,0.9613842142902844,508.30083,0.83350251
510.0,0.9613767809966262,508.32583,0.83384359
510.03125,0.9614260189956269,508.35084,0.83417971
510.0625,0.9614679196555014,508.37584,0.83450945
510.09375,0.9614621021699389,508.40084,0.83483182
510.125,0.9615505926953662,508.42584,0.83514626
510.125,0.961591384265685,508.45085,0.83545260
510.15625,0.9615924992781851,508.47585,0.83575104
510.1875,0.9617007204958739,508.50085,0.83604209
510.21875,0.9616360516724108,508.52585,0.83632660
510.25,0.9615877331347624,508.55086,0.83660562
510.28125,0.9616032855599916,508.57586,0.83688044
510.3125,0.9616578575202024,508.60086,0.83715250
510.34375,0.9616394526876529,508.62586,0.83742334
510.375,0.961539231480947,508.65087,0.83769458
510.40625,0.961541590970399,508.67587,0.83796783
510.4375,0.9614269171920997,508.70087,0.83824466
510.46875,0.9613743759657363,508.72587,0.83852657
510.5,0.9612097432978881,508.75088,0.83881491
510.53125,0.9610616235622977,508.77588,0.83911086
510.5625,0.9609682278809115,508.80088,0.83941539
510.59375,0.9608105420866001,508.82588,0.83972924
510.625,0.9604127598747663,508.85089,0.84005284
510.65625,0.9599646508063358,508.87589,0.84038635
510.6875,0.9598167411104855,508.90089,0.84072959
510.71875,0.9598285667261678,508.92589,0.84108209
510.75,0.9596196253734968,508.95090,0.84144301
510.78125,0.9596062927956543,508.97590,0.84181118
510.8125,0.9595706209514535,509.00090,0.84218513
510.84375,0.9595928532279446,509.02590,0.84256303
510.875,0.959554748294896,509.05091,0.84294280
510.875,0.9595555103324166,509.07591,0.84332205
510.90625,0.9595970700022216,509.10091,0.84369813
510.9375,0.9596139758705542,509.12591,0.84406819
510.96875,0.9596876929795752,509.15092,0.84442918
511.0,0.9598262692134982,509.17592,0.84477789
511.03125,0.9599118306542106,509.20092,0.84511099
511.0625,0.9600542875646034,509.22592,0.84542506
511.09375,0.9601601152493003,509.25093,0.84571666
511.125,0.9603210029832915,509.27593,0.84598231
511.15625,0.9604290798196435,509.30093,0.84621859
511.1875,0.9603667374564571,509.32593,0.84642214
511.21875,0.9603775401924148,509.35094,0.84658969
511.25,0.9603400113140297,509.37594,0.84671813
511.28125,0.9602277169915419,509.40094,0.84680451
511.3125,0.9601636283288063,509.42594,0.84684608
511.34375,0.9601996418704823,509.45095,0.84684034
511.375,0.9600096068114127,509.47595,0.84678503
511.40625,0.9600068854999253,509.50095,0.84667818
511.4375,0.9600252878651491,509.52595,0.84651814
511.46875,0.9598132784564203,509.55096,0.84630357
511.5,0.9597947676612814,509.57596,0.84603350
511.53125,0.9597747674618134,509.60096,0.84570731
511.5625,0.9596884553594949,509.62596,0.84532477
511.59375,0.9595223879595391,509.65097,0.84488605
511.625,0.9593580830766935,509.67597,0.84439175
511.625,0.9594212451985948,509.70097,0.84384284
511.65625,0.9593411455385521,509.72597,0.84324078
511.6875,0.9592728785228739,509.75098,0.84258743
511.71875,0.9592906750432884,509.77598,0.84188508
511.75,0.9591026231077073,509.80098,0.84113650
511.78125,0.9590279494670881,509.82598,0.84034487
511.8125,0.9590372511833214,509.85099,0.83951381
511.84375,0.9588491123818912,509.87599,0.83864737
511.875,0.9588039893359704,509.90099,0.83775000
511.90625,0.9587710999303393,509.92599,0.83682656
511.9375,0.9586477913234713,509.95100,0.83588228
511.96875,0.9586763669186454,509.97600,0.83492273
512.0,0.9585410410139241,510.00100,0.83395382
512.03125,0.9584410408733248,510.02600,0.83298171
512.0625,0.9584886839880238,510.05101,0.83201282
512.09375,0.9586311321588762,510.07601,0.83105376
512.125,0.9586608246022029,510.10101,0.83011128
512.15625,0.9587243191337494,510.12601,0.82919221
512.1875,0.9588168667048392,510.15102,0.82830340
512.21875,0.9588000593376468,510.17602,0.82745169
512.25,0.9587003792659028,510.20102,0.82664377
512.28125,0.958765874855769,510.22602,0.82588619
512.3125,0.9587848642613476,510.25103,0.82518524
512.34375,0.9587847224309047,510.27603,0.82454688
512.375,0.9587491629630434,510.30103,0.82397671
512.375,0.9587427819494825,510.32603,0.82347984
512.40625,0.9587135861149377,510.35104,0.82306090
512.4375,0.9586465649309315,510.37604,0.82272390
512.46875,0.9585370856464961,510.40104,0.82247226
512.5,0.9583930944955955,510.42604,0.82230868
512.53125,0.9582331237887107,510.45105,0.82223516
512.5625,0.958110659366749,510.47605,0.82225294
512.59375,0.9577571794744463,510.50105,0.82236250
512.625,0.9574853434262244,510.52605,0.82256351
512.65625,0.9572528997506039,510.55106,0.82285487
512.6875,0.9570616153626825,510.57606,0.82323469
512.71875,0.9568639136607242,510.60106,0.82370033
512.75,0.9566733040415866,510.62606,0.82424840
512.78125,0.9566199548732953,510.65107,0.82487482
512.8125,0.9563893101369728,510.67607,0.82557487
512.84375,0.9561377003032223,510.70107,0.82634320
512.875,0.956094745738775,510.72607,0.82717394
512.90625,0.9559158892408612,510.75108,0.82806073
512.9375,0.9557453387186723,510.77608,0.82899682
512.96875,0.9555699302248859,510.80108,0.82997509
513.0,0.9553515670294296,510.82608,0.83098818
513.03125,0.955270491182438,510.85109,0.83202852
513.0625,0.955075001307472,510.87609,0.83308842
513.09375,0.9550130089892644,510.90109,0.83416015
513.125,0.9550048828049577,510.92609,0.83523597
513.125,0.9550878505818001,510.95110,0.83630823
513.15625,0.9552210109858207,510.97610,0.83736942
513.1875,0.9553698215337503,511.00110,0.83841222
513.21875,0.9554577781446009,511.02610,0.83942955
513.25,0.9555910179658621,511.05111,0.84041462
513.28125,0.9557334434823156,511.07611,0.84136096
513.3125,0.9558472203661295,511.10111,0.84226248
513.34375,0.9558594971763974,511.12611,0.84311345
513.375,0.9559955526848283,511.15112,0.84390857
513.40625,0.9560092650519644,511.17612,0.84464299
513.4375,0.9560691600728947,511.20112,0.84531228
513.46875,0.9561223521353143,511.22612,0.84591250
513.5,0.9561106756506998,511.25113,0.84644018
513.53125,0.9560622621405003,511.27613,0.84689232
513.5625,0.956029034445954,511.30113,0.84726641
513.59375,0.9558500978112917,511.32613,0.84756045
513.625,0.9554843064485962,511.35114,0.84777290
513.65625,0.9551813558973434,511.37614,0.84790274
513.6875,0.9549583920845383,511.40114,0.84794942
513.71875,0.9547640466161319,511.42614,0.84791290
513.75,0.954552026224418,511.45115,0.84779362
513.78125,0.9545019555140679,511.47615,0.84759252
513.8125,0.9543893218699122,511.50115,0.84731099
513.84375,0.9542094730117164,511.52615,0.84695094
513.875,0.9539854562962722,511.55116,0.84651473
513.875,0.9539860355768405,511.57616,0.84600521
513.90625,0.9539695445346098,511.60116,0.84542566
513.9375,0.9537323167083865,511.62616,0.84477984
513.96875,0.9535920826791222,511.65117,0.84407193
514.0,0.9535717586407144,511.67617,0.84330654
514.03125,0.9534752133364389,511.70117,0.84248867
514.0625,0.9534488654749544,511.72617,0.84162371
514.09375,0.9533073906929723,511.75118,0.84071741
514.125,0.9532461907076454,511.77618,0.83977583
514.15625,0.9532816796429151,511.80118,0.83880532
514.1875,0.9532961696537228,511.82618,0.83781250
514.21875,0.9533493274802828,511.85119,0.83680416
514.25,0.9533257123649775,511.87619,0.83578729
514.28125,0.9533934438578355,511.90119,0.83476895
514.3125,0.9533746021598338,511.92619,0.83375628
514.34375,0.9533978135200679,511.95120,0.83275638
514.375,0.9534612881023545,511.97620,0.83177633
514.40625,0.9534970265852998,512.00120,0.83082303
514.4375,0.9535296852445542,512.02620,0.82990323
514.46875,0.9535828027419194,512.05121,0.82902339
514.5,0.9536164942765009,512.07621,0.82818967
514.53125,0.9536863163776675,512.10121,0.82740785
514.5625,0.9538525305795212,512.12621,0.82668329
514.59375,0.9537040277218818,512.15122,0.82602084
514.625,0.9530701965853224,512.17622,0.82542483
514.625,0.9529748203262585,512.20122,0.82489901
514.65625,0.9524860231154603,512.22622,0.82444652
514.6875,0.9520407488299422,512.25123,0.82406988
514.71875,0.9517175921017622,512.27623,0.82377093
514.75,0.95149610918745,512.30123,0.82355084
514.78125,0.9512313148239573,512.32623,0.82341013
514.8125,0.9510044372240268,512.35124,0.82334861
514.84375,0.9508514757004902,512.37624,0.82336548
514.875,0.9506928853334675,512.40124,0.82345927
514.90625,0.9506164505222412,512.42624,0.82362789
514.9375,0.9505996681561563,512.45125,0.82386870
514.96875,0.9504794396411032,512.47625,0.82417848
515.0,0.9504953948366396,512.50125,0.82455355
515.03125,0.9505053755598667,512.52625,0.82498974
515.0625,0.9506241871684967,512.55126,0.82548250
515.09375,0.9505388893811254,512.57626,0.82602692
515.125,0.9503754814056191,512.60126,0.82661781
515.15625,0.9503090396776598,512.62626,0.82724971
515.1875,0.9500546065165195,512.65127,0.82791700
515.21875,0.9498779508897578,512.67627,0.82861390
515.25,0.9497441489676218,512.70127,0.82933457
515.28125,0.9496106115495722,512.72627,0.83007312
515.3125,0.9494251073914258,512.75128,0.83082369
515.34375,0.9492472776962563,512.77628,0.83158045
515.375,0.949057315791733,512.80128,0.83233770
515.375,0.9490530440235316,512.82628,0.83308985
515.40625,0.9488824038931003,512.85129,0.83383150
515.4375,0.9488176463216561,512.87629,0.83455745
515.46875,0.9486022998399417,512.90129,0.83526271
515.5,0.9484066943509297,512.92629,0.83594256
515.53125,0.9483817522237958,512.95130,0.83659255
515.5625,0.9483610535862664,512.97630,0.83720851
515.59375,0.9484212748530847,513.00130,0.83778659
515.625,0.9487644193492947,513.02630,0.83832326
515.65625,0.9491141584837288,513.05131,0.83881531
515.6875,0.9492917695473329,513.07631,0.83925986
515.71875,0.9495768491976369,513.10131,0.83965439
515.75,0.9497308795970338,513.12631,0.83999674
515.78125,0.9498478908704854,513.15132,0.84028508
515.8125,0.9500132669734564,513.17632,0.84051794
515.84375,0.9502244483260679,513.20132,0.84069423
515.875,0.9503229128344199,513.22632,0.84081321
515.90625,0.9504354139627187,513.25133,0.84087450
515.9375,0.9504781153651961,513.27633,0.84087809
515.96875,0.9506734177169791,513.30133,0.84082432
516.0,0.9505898350551407,513.32633,0.84071392
516.03125,0.9507960716876415,513.35134,0.84054796
516.0625,0.9507619830447726,513.37634,0.84032787
516.09375,0.9507342192670172,513.40134,0.84005546
516.125,0.950333480019976,513.42634,0.83973286
516.125,0.950473275287081,513.45135,0.83936258
516.15625,0.9500368462106771,513.47635,0.83894745
516.1875,0.9497170167968079,513.50135,0.83849064
516.21875,0.9493748408377083,513.52635,0.83799566
516.25,0.949206946724821,513.55136,0.83746629
516.28125,0.9489290375623468,513.57636,0.83690664
516.3125,0.9486672518442236,513.60136,0.83632108
516.34375,0.9483399425890107,513.62636,0.83571423
516.375,0.9480726528482379,513.65137,0.83509094
516.40625,0.9477266873338596,513.67637,0.83445625
516.4375,0.9474665764690856,513.70137,0.83381537
516.46875,0.9470131100176614,513.72637,0.83317363
516.5,0.9466775419412468,513.75138,0.83253647
516.53125,0.9462850195801574,513.77638,0.83190934
516.5625,0.9457993626313065,513.80138,0.83129770
516.59375,0.9452943934674551,513.82638,0.83070696
516.625,0.9447781863195001,513.85139,0.83014242
516.65625,0.9447994102615587,513.87639,0.82960921
516.6875,0.9449664327390096,513.90139,0.82911226
516.71875,0.9453028844197415,513.92639,0.82865623
516.75,0.9456636903534573,513.95140,0.82824543
516.78125,0.9460297393222995,513.97640,0.82788383
516.8125,0.9464571863016403,514.00140,0.82757495
516.84375,0.9470127041391417,514.02640,0.82732183
516.875,0.9474361782653578,514.05141,0.82712701
516.875,0.9473946185934715,514.07641,0.82699248
