Time (ps), Potential energy per cell (eV), Kinetic energy per cell (eV), Total energy per cell (eV), Temperature (C), Pressure (GPa), Volume per cell (Å^3)
2.00000000e-01, 5.74018939e-01, 5.36601750e-01, 1.11062069e+00, 7.64683070e+02, 4.97824201e+00, 6.54508270e+01
2.10000000e-01, 6.04979026e-01, 5.22909169e-01, 1.12788820e+00, 7.38200463e+02, 5.12265539e+00, 6.54508270e+01
2.20000000e-01, 5.99473747e-01, 5.43234432e-01, 1.14270818e+00, 7.77511236e+02, 5.09506754e+00, 6.54508270e+01
2.30000000e-01, 5.82000562e-01, 5.72888269e-01, 1.15488883e+00, 8.34864260e+02, 5.00796741e+00, 6.54508270e+01
2.40000000e-01, 5.99999387e-01, 5.71130053e-01, 1.17112944e+00, 8.31463722e+02, 5.22199520e+00, 6.54508270e+01
2.50000000e-01, 6.25194307e-01, 5.64884581e-01, 1.19007889e+00, 8.19384451e+02, 5.52319452e+00, 6.54508270e+01
2.60000000e-01, 6.01464461e-01, 5.98234763e-01, 1.19969922e+00, 8.83886518e+02, 5.52851889e+00, 6.54508270e+01
2.70000000e-01, 5.90242051e-01, 6.20935698e-01, 1.21117775e+00, 9.27792043e+02, 5.44401743e+00, 6.54508270e+01
2.80000000e-01, 6.23339561e-01, 6.03983599e-01, 1.22732316e+00, 8.95005252e+02, 5.50264021e+00, 6.54508270e+01
2.90000000e-01, 6.51893027e-01, 5.89814344e-01, 1.24170737e+00, 8.67600718e+02, 5.61900070e+00, 6.54508270e+01
3.00000000e-01, 6.51072318e-01, 6.01475669e-01, 1.25254799e+00, 8.90154703e+02, 5.65870286e+00, 6.54508270e+01
3.10000000e-01, 6.48861790e-01, 6.17448945e-01, 1.26631073e+00, 9.21048367e+02, 5.67129051e+00, 6.54508270e+01
3.20000000e-01, 6.41903350e-01, 6.36768701e-01, 1.27867205e+00, 9.58414407e+02, 5.76242273e+00, 6.54508270e+01
3.30000000e-01, 6.35686555e-01, 6.51632440e-01, 1.28731899e+00, 9.87162132e+02, 5.76525416e+00, 6.54508270e+01
3.40000000e-01, 6.67028964e-01, 6.33435318e-01, 1.30046428e+00, 9.51967362e+02, 5.91892465e+00, 6.54508270e+01
3.50000000e-01, 7.06932386e-01, 6.09332637e-01, 1.31626502e+00, 9.05350743e+02, 6.14497106e+00, 6.54508270e+01
3.60000000e-01, 7.09740617e-01, 6.16129984e-01, 1.32587060e+00, 9.18497387e+02, 6.19517016e+00, 6.54508270e+01
3.70000000e-01, 7.11759355e-01, 6.25456543e-01, 1.33721590e+00, 9.36535739e+02, 6.20444146e+00, 6.54508270e+01
3.80000000e-01, 7.31552805e-01, 6.21090669e-01, 1.35264347e+00, 9.28091770e+02, 6.35403436e+00, 6.54508270e+01
3.90000000e-01, 7.29130298e-01, 6.35825130e-01, 1.36495543e+00, 9.56589461e+02, 6.44351091e+00, 6.54508270e+01
4.00000000e-01, 7.00914410e-01, 6.72846803e-01, 1.37376121e+00, 1.02819250e+03, 6.36616533e+00, 6.54508270e+01
4.10000000e-01, 6.85313503e-01, 6.97630824e-01, 1.38294433e+00, 1.07612689e+03, 6.27397883e+00, 6.54508270e+01
4.20000000e-01, 7.00962138e-01, 6.90955607e-01, 1.39191774e+00, 1.06321646e+03, 6.30622936e+00, 6.54508270e+01
4.30000000e-01, 7.35601780e-01, 6.68881566e-01, 1.40448335e+00, 1.02052340e+03, 6.45806329e+00, 6.54508270e+01
4.40000000e-01, 7.41962265e-01, 6.72409018e-01, 1.41437128e+00, 1.02734579e+03, 6.45933126e+00, 6.54508270e+01
4.50000000e-01, 7.20282284e-01, 7.01257912e-01, 1.42154020e+00, 1.08314198e+03, 6.39538571e+00, 6.54508270e+01
4.60000000e-01, 7.17348492e-01, 7.12985384e-01, 1.43033388e+00, 1.10582390e+03, 6.43177479e+00, 6.54508270e+01
4.70000000e-01, 7.38146945e-01, 7.02788017e-01, 1.44093496e+00, 1.08610134e+03, 6.65544709e+00, 6.54508270e+01
4.80000000e-01, 7.60468744e-01, 6.87728965e-01, 1.44819771e+00, 1.05697586e+03, 6.78338161e+00, 6.54508270e+01
4.90000000e-01, 7.94736968e-01, 6.65669815e-01, 1.46040678e+00, 1.01431160e+03, 6.93862178e+00, 6.54508270e+01
5.00000000e-01, 7.99332159e-01, 6.73115165e-01, 1.47244732e+00, 1.02871154e+03, 6.93306162e+00, 6.54508270e+01
5.10000000e-01, 7.54222902e-01, 7.24096079e-01, 1.47831898e+00, 1.12731293e+03, 6.72965281e+00, 6.54508270e+01
5.20000000e-01, 7.15784105e-01, 7.67210646e-01, 1.48299475e+00, 1.21070014e+03, 6.46141430e+00, 6.54508270e+01
5.30000000e-01, 7.27046174e-01, 7.64970998e-01, 1.49201717e+00, 1.20636847e+03, 6.48629750e+00, 6.54508270e+01
5.40000000e-01, 7.59194953e-01, 7.39990877e-01, 1.49918583e+00, 1.15805481e+03, 6.71567401e+00, 6.54508270e+01
5.50000000e-01, 7.89879240e-01, 7.17679252e-01, 1.50755849e+00, 1.11490224e+03, 6.95987469e+00, 6.54508270e+01
5.60000000e-01, 7.98006416e-01, 7.18497324e-01, 1.51650374e+00, 1.11648446e+03, 6.99018126e+00, 6.54508270e+01
5.70000000e-01, 7.78962148e-01, 7.41198326e-01, 1.52016047e+00, 1.16039011e+03, 6.92164003e+00, 6.54508270e+01
5.80000000e-01, 7.89111843e-01, 7.37225731e-01, 1.52633757e+00, 1.15270678e+03, 7.03373870e+00, 6.54508270e+01
5.90000000e-01, 8.27165004e-01, 7.13510254e-01, 1.54067526e+00, 1.10683905e+03, 7.21337543e+00, 6.54508270e+01
6.00000000e-01, 8.01670898e-01, 7.44165100e-01, 1.54583600e+00, 1.16612811e+03, 7.09269706e+00, 6.54508270e+01
6.10000000e-01, 7.58463083e-01, 7.88238442e-01, 1.54670153e+00, 1.25136967e+03, 6.93289139e+00, 6.54508270e+01
6.20000000e-01, 7.84440822e-01, 7.72834349e-01, 1.55727517e+00, 1.22157685e+03, 7.10023924e+00, 6.54508270e+01
6.30000000e-01, 8.17869254e-01, 7.48038201e-01, 1.56590745e+00, 1.17361901e+03, 7.22180730e+00, 6.54508270e+01
6.40000000e-01, 8.10615891e-01, 7.62172531e-01, 1.57278842e+00, 1.20095600e+03, 7.15964804e+00, 6.54508270e+01
6.50000000e-01, 7.82019548e-01, 7.87993355e-01, 1.57001290e+00, 1.25089565e+03, 7.05179026e+00, 6.54508270e+01
6.60000000e-01, 8.20851873e-01, 7.64458292e-01, 1.58531017e+00, 1.20537685e+03, 7.14549974e+00, 6.54508270e+01
6.70000000e-01, 8.27986938e-01, 7.60392597e-01, 1.58837954e+00, 1.19751345e+03, 7.17456753e+00, 6.54508270e+01
6.80000000e-01, 8.20038283e-01, 7.73529196e-01, 1.59356748e+00, 1.22292075e+03, 7.17607176e+00, 6.54508270e+01
6.90000000e-01, 8.23108710e-01, 7.79200638e-01, 1.60230935e+00, 1.23388979e+03, 7.27742930e+00, 6.54508270e+01
7.00000000e-01, 8.16222808e-01, 7.86895305e-01, 1.60311811e+00, 1.24877193e+03, 7.32683338e+00, 6.54508270e+01
7.10000000e-01, 8.46432771e-01, 7.68558479e-01, 1.61499125e+00, 1.21330696e+03, 7.57673302e+00, 6.54508270e+01
7.20000000e-01, 8.36053863e-01, 7.82214651e-01, 1.61826851e+00, 1.23971915e+03, 7.60530475e+00, 6.54508270e+01
7.30000000e-01, 8.13192408e-01, 8.06226083e-01, 1.61941849e+00, 1.28615928e+03, 7.49812740e+00, 6.54508270e+01
7.40000000e-01, 8.39385441e-01, 7.93980903e-01, 1.63336634e+00, 1.26247607e+03, 7.57107861e+00, 6.54508270e+01
7.50000000e-01, 8.25137150e-01, 8.08176579e-01, 1.63331373e+00, 1.28993171e+03, 7.42128687e+00, 6.54508270e+01
7.60000000e-01, 8.19596168e-01, 8.17915641e-01, 1.63751181e+00, 1.30876788e+03, 7.33960410e+00, 6.54508270e+01
7.70000000e-01, 8.33013959e-01, 8.10793257e-01, 1.64380722e+00, 1.29499258e+03, 7.42818507e+00, 6.54508270e+01
7.80000000e-01, 8.37417034e-01, 8.09117983e-01, 1.64653502e+00, 1.29175246e+03, 7.55306282e+00, 6.54508270e+01
7.90000000e-01, 8.60992175e-01, 7.87537335e-01, 1.64852951e+00, 1.25001367e+03, 7.82699965e+00, 6.54508270e+01
8.00000000e-01, 9.31795121e-01, 7.26038888e-01, 1.65783401e+00, 1.13107048e+03, 8.36002858e+00, 6.54508270e+01
8.10000000e-01, 9.75758517e-01, 6.95580832e-01, 1.67133935e+00, 1.07216203e+03, 8.59262523e+00, 6.54508270e+01
8.20000000e-01, 9.05437650e-01, 7.69554181e-01, 1.67499183e+00, 1.21523273e+03, 8.10487356e+00, 6.54508270e+01
8.30000000e-01, 8.06133115e-01, 8.65875285e-01, 1.67200840e+00, 1.40152587e+03, 7.42031758e+00, 6.54508270e+01
8.40000000e-01, 8.16708558e-01, 8.59802208e-01, 1.67651077e+00, 1.38978003e+03, 7.42613942e+00, 6.54508270e+01
8.50000000e-01, 8.96082172e-01, 7.93450866e-01, 1.68953304e+00, 1.26145094e+03, 7.89917987e+00, 6.54508270e+01
8.60000000e-01, 9.09935733e-01, 7.79442400e-01, 1.68937813e+00, 1.23435738e+03, 8.09014366e+00, 6.54508270e+01
8.70000000e-01, 9.04510442e-01, 7.90013021e-01, 1.69452346e+00, 1.25480185e+03, 8.06941990e+00, 6.54508270e+01
8.80000000e-01, 9.01929582e-01, 7.98081679e-01, 1.70001126e+00, 1.27040732e+03, 8.08661840e+00, 6.54508270e+01
8.90000000e-01, 8.75345031e-01, 8.28074404e-01, 1.70341944e+00, 1.32841578e+03, 7.98410949e+00, 6.54508270e+01
9.00000000e-01, 8.64023200e-01, 8.40474029e-01, 1.70449723e+00, 1.35239770e+03, 7.91475144e+00, 6.54508270e+01
9.10000000e-01, 8.85073477e-01, 8.30295947e-01, 1.71536942e+00, 1.33271243e+03, 7.90140724e+00, 6.54508270e+01
9.20000000e-01, 8.59954744e-01, 8.53774623e-01, 1.71372937e+00, 1.37812217e+03, 7.77843115e+00, 6.54508270e+01
9.30000000e-01, 8.52185268e-01, 8.65101075e-01, 1.71728634e+00, 1.40002849e+03, 7.85849987e+00, 6.54508270e+01
9.40000000e-01, 8.64350129e-01, 8.54079347e-01, 1.71842948e+00, 1.37871153e+03, 7.99498581e+00, 6.54508270e+01
9.50000000e-01, 9.04563854e-01, 8.17908723e-01, 1.72247258e+00, 1.30875450e+03, 8.19289197e+00, 6.54508270e+01
9.60000000e-01, 9.37579916e-01, 7.92111901e-01, 1.72969182e+00, 1.25886127e+03, 8.35420320e+00, 6.54508270e+01
9.70000000e-01, 9.34751979e-01, 7.95522508e-01, 1.73027449e+00, 1.26545767e+03, 8.29772289e+00, 6.54508270e+01
9.80000000e-01, 9.58416410e-01, 7.78261729e-01, 1.73667814e+00, 1.23207386e+03, 8.45774523e+00, 6.54508270e+01
9.90000000e-01, 9.73260864e-01, 7.75247374e-01, 1.74850824e+00, 1.22624385e+03, 8.54353313e+00, 6.54508270e+01
1.00000000e+00, 9.11246502e-01, 8.36327260e-01, 1.74757376e+00, 1.34437750e+03, 8.27113577e+00, 6.54508270e+01
1.01000000e+00, 8.65330521e-01, 8.83085201e-01, 1.74841572e+00, 1.43481130e+03, 7.96897403e+00, 6.54508270e+01
1.02000000e+00, 8.85982161e-01, 8.66716554e-01, 1.75269872e+00, 1.40315296e+03, 8.08722849e+00, 6.54508270e+01
1.03000000e+00, 9.22349311e-01, 8.37144086e-01, 1.75949340e+00, 1.34595731e+03, 8.29996940e+00, 6.54508270e+01
1.04000000e+00, 9.06248365e-01, 8.52426664e-01, 1.75867503e+00, 1.37551511e+03, 8.16511464e+00, 6.54508270e+01
1.05000000e+00, 8.79243279e-01, 8.79663396e-01, 1.75890668e+00, 1.42819324e+03, 7.93210716e+00, 6.54508270e+01
1.06000000e+00, 8.80663648e-01, 8.78605764e-01, 1.75926941e+00, 1.42614770e+03, 7.90272053e+00, 6.54508270e+01
1.07000000e+00, 9.21533687e-01, 8.42805736e-01, 1.76433942e+00, 1.35690742e+03, 8.19117400e+00, 6.54508270e+01
1.08000000e+00, 9.52355208e-01, 8.16773338e-01, 1.76912855e+00, 1.30655857e+03, 8.39858943e+00, 6.54508270e+01
1.09000000e+00, 9.36789652e-01, 8.34243982e-01, 1.77103363e+00, 1.34034827e+03, 8.28334435e+00, 6.54508270e+01
1.10000000e+00, 9.11715698e-01, 8.60756364e-01, 1.77247206e+00, 1.39162545e+03, 8.18743501e+00, 6.54508270e+01
1.11000000e+00, 9.06659335e-01, 8.69652921e-01, 1.77631226e+00, 1.40883214e+03, 8.20600193e+00, 6.54508270e+01
1.12000000e+00, 9.00180700e-01, 8.77783217e-01, 1.77796392e+00, 1.42455682e+03, 8.23811885e+00, 6.54508270e+01
1.13000000e+00, 9.04256416e-01, 8.71673937e-01, 1.77593035e+00, 1.41274096e+03, 8.35801091e+00, 6.54508270e+01
1.14000000e+00, 9.42269526e-01, 8.43400886e-01, 1.78567041e+00, 1.35805849e+03, 8.55218125e+00, 6.54508270e+01
1.15000000e+00, 9.32767749e-01, 8.52565624e-01, 1.78533337e+00, 1.37578387e+03, 8.47395222e+00, 6.54508270e+01
1.16000000e+00, 8.95568978e-01, 8.91136992e-01, 1.78670597e+00, 1.45038415e+03, 8.21586508e+00, 6.54508270e+01
1.17000000e+00, 8.68712960e-01, 9.15377276e-01, 1.78409024e+00, 1.49726690e+03, 7.90069620e+00, 6.54508270e+01
1.18000000e+00, 8.94615385e-01, 8.94480491e-01, 1.78909588e+00, 1.45685076e+03, 7.92689995e+00, 6.54508270e+01
1.19000000e+00, 9.14454053e-01, 8.75113606e-01, 1.78956766e+00, 1.41939357e+03, 7.99255705e+00, 6.54508270e+01
1.20000000e+00, 9.17516844e-01, 8.72181513e-01, 1.78969836e+00, 1.41372265e+03, 8.09184054e+00, 6.54508270e+01
1.21000000e+00, 9.35194079e-01, 8.54254931e-01, 1.78944901e+00, 1.37905113e+03, 8.38661835e+00, 6.54508270e+01
1.22000000e+00, 1.00271341e+00, 7.92344957e-01, 1.79505837e+00, 1.25931202e+03, 8.93039839e+00, 6.54508270e+01
1.23000000e+00, 1.06239578e+00, 7.45944343e-01, 1.80834012e+00, 1.16956931e+03, 9.36047404e+00, 6.54508270e+01
1.24000000e+00, 1.00565395e+00, 8.01504894e-01, 1.80715885e+00, 1.27702811e+03, 9.00164641e+00, 6.54508270e+01
1.25000000e+00, 9.35081111e-01, 8.76247885e-01, 1.81132900e+00, 1.42158736e+03, 8.58716616e+00, 6.54508270e+01
1.26000000e+00, 8.99248488e-01, 9.12751239e-01, 1.81199973e+00, 1.49218793e+03, 8.39984920e+00, 6.54508270e+01
1.27000000e+00, 9.07540043e-01, 9.06137581e-01, 1.81367762e+00, 1.47939655e+03, 8.46387350e+00, 6.54508270e+01
1.28000000e+00, 9.27282278e-01, 8.92038510e-01, 1.81932079e+00, 1.45212776e+03, 8.54408205e+00, 6.54508270e+01
1.29000000e+00, 9.00103925e-01, 9.11058640e-01, 1.81116256e+00, 1.48891430e+03, 8.39215615e+00, 6.54508270e+01
1.30000000e+00, 9.08128602e-01, 9.06266345e-01, 1.81439495e+00, 1.47964559e+03, 8.50642495e+00, 6.54508270e+01
1.31000000e+00, 9.29471044e-01, 8.89374850e-01, 1.81884589e+00, 1.44697602e+03, 8.61958151e+00, 6.54508270e+01
1.32000000e+00, 9.08491645e-01, 9.07958629e-01, 1.81645027e+00, 1.48291861e+03, 8.43352877e+00, 6.54508270e+01
1.33000000e+00, 9.04401687e-01, 9.07345045e-01, 1.81174673e+00, 1.48173189e+03, 8.46644313e+00, 6.54508270e+01
1.34000000e+00, 9.87152672e-01, 8.31609540e-01, 1.81876221e+00, 1.33525303e+03, 8.90139443e+00, 6.54508270e+01
1.35000000e+00, 1.04968698e+00, 7.78482720e-01, 1.82816970e+00, 1.23250128e+03, 9.25747829e+00, 6.54508270e+01
1.36000000e+00, 1.01735815e+00, 8.08766313e-01, 1.82612446e+00, 1.29107230e+03, 9.13277900e+00, 6.54508270e+01
1.37000000e+00, 9.84760649e-01, 8.50506097e-01, 1.83526675e+00, 1.37180057e+03, 8.93665538e+00, 6.54508270e+01
1.38000000e+00, 9.37155885e-01, 8.96255715e-01, 1.83341160e+00, 1.46028419e+03, 8.59084608e+00, 6.54508270e+01
1.39000000e+00, 9.13011644e-01, 9.23261997e-01, 1.83627364e+00, 1.51251662e+03, 8.44505776e+00, 6.54508270e+01
1.40000000e+00, 9.16052213e-01, 9.18394565e-01, 1.83444678e+00, 1.50310259e+03, 8.45426858e+00, 6.54508270e+01
1.41000000e+00, 9.53371015e-01, 8.86662760e-01, 1.84003377e+00, 1.44173061e+03, 8.67405286e+00, 6.54508270e+01
1.42000000e+00, 9.58025253e-01, 8.81378676e-01, 1.83940393e+00, 1.43151074e+03, 8.67230793e+00, 6.54508270e+01
1.43000000e+00, 9.51783578e-01, 8.84450512e-01, 1.83623409e+00, 1.43745193e+03, 8.62519704e+00, 6.54508270e+01
1.44000000e+00, 9.74896171e-01, 8.66966394e-01, 1.84186256e+00, 1.40363617e+03, 8.85213937e+00, 6.54508270e+01
1.45000000e+00, 9.73602725e-01, 8.70847292e-01, 1.84445002e+00, 1.41114216e+03, 9.01562740e+00, 6.54508270e+01
1.46000000e+00, 9.56345107e-01, 8.85087445e-01, 1.84143255e+00, 1.43868381e+03, 8.95079211e+00, 6.54508270e+01
1.47000000e+00, 9.75564449e-01, 8.73699833e-01, 1.84926428e+00, 1.41665921e+03, 8.93347648e+00, 6.54508270e+01
1.48000000e+00, 9.56864360e-01, 8.92951669e-01, 1.84981603e+00, 1.45389389e+03, 8.87125909e+00, 6.54508270e+01
1.49000000e+00, 9.27336843e-01, 9.16223683e-01, 1.84356053e+00, 1.49890393e+03, 8.82602950e+00, 6.54508270e+01
1.50000000e+00, 9.78754534e-01, 8.71136890e-01, 1.84989142e+00, 1.41170226e+03, 9.08320073e+00, 6.54508270e+01
1.51000000e+00, 1.02559477e+00, 8.28763898e-01, 1.85435867e+00, 1.32974932e+03, 9.33585407e+00, 6.54508270e+01
1.52000000e+00, 1.01813059e+00, 8.37062515e-01, 1.85519311e+00, 1.34579955e+03, 9.30374001e+00, 6.54508270e+01
1.53000000e+00, 1.00344958e+00, 8.53324920e-01, 1.85677450e+00, 1.37725241e+03, 9.18368199e+00, 6.54508270e+01
1.54000000e+00, 1.00992368e+00, 8.50298990e-01, 1.86022267e+00, 1.37140001e+03, 9.25255759e+00, 6.54508270e+01
1.55000000e+00, 1.01988134e+00, 8.44168118e-01, 1.86404946e+00, 1.35954238e+03, 9.24409363e+00, 6.54508270e+01
1.56000000e+00, 1.00597389e+00, 8.62438973e-01, 1.86841286e+00, 1.39487976e+03, 9.05535802e+00, 6.54508270e+01
1.57000000e+00, 9.54111170e-01, 9.09737687e-01, 1.86384886e+00, 1.48635946e+03, 8.75578794e+00, 6.54508270e+01
1.58000000e+00, 9.51304641e-01, 9.10906145e-01, 1.86221079e+00, 1.48861936e+03, 8.79093673e+00, 6.54508270e+01
1.59000000e+00, 1.02913108e+00, 8.41423933e-01, 1.87055501e+00, 1.35423490e+03, 9.41251149e+00, 6.54508270e+01
1.60000000e+00, 1.06751249e+00, 8.10024436e-01, 1.87753693e+00, 1.29350562e+03, 9.68717784e+00, 6.54508270e+01
1.61000000e+00, 1.01443201e+00, 8.59615647e-01, 1.87404765e+00, 1.38941921e+03, 9.48080166e+00, 6.54508270e+01
1.62000000e+00, 9.87039285e-01, 8.89875374e-01, 1.87691466e+00, 1.44794407e+03, 9.30877656e+00, 6.54508270e+01
1.63000000e+00, 9.99295512e-01, 8.78685083e-01, 1.87798060e+00, 1.42630111e+03, 9.25770319e+00, 6.54508270e+01
1.64000000e+00, 1.04187621e+00, 8.38541573e-01, 1.88041778e+00, 1.34866017e+03, 9.51555375e+00, 6.54508270e+01
1.65000000e+00, 1.06665503e+00, 8.24403670e-01, 1.89105870e+00, 1.32131627e+03, 9.61225706e+00, 6.54508270e+01
1.66000000e+00, 9.94649184e-01, 8.90506412e-01, 1.88515560e+00, 1.44916455e+03, 9.11781252e+00, 6.54508270e+01
1.67000000e+00, 9.47211687e-01, 9.37142501e-01, 1.88435419e+00, 1.53936268e+03, 8.69892647e+00, 6.54508270e+01
1.68000000e+00, 9.61073212e-01, 9.30645743e-01, 1.89171895e+00, 1.52679741e+03, 8.71105133e+00, 6.54508270e+01
1.69000000e+00, 9.54451704e-01, 9.27880826e-01, 1.88233253e+00, 1.52144982e+03, 8.68377311e+00, 6.54508270e+01
1.70000000e+00, 9.96961518e-01, 8.92868827e-01, 1.88983034e+00, 1.45373366e+03, 8.89604325e+00, 6.54508270e+01
1.71000000e+00, 9.94991490e-01, 8.98577051e-01, 1.89356854e+00, 1.46477385e+03, 8.81131298e+00, 6.54508270e+01
1.72000000e+00, 9.25097273e-01, 9.56315823e-01, 1.88141310e+00, 1.57644551e+03, 8.54752092e+00, 6.54508270e+01
1.73000000e+00, 9.50983831e-01, 9.33655224e-01, 1.88463905e+00, 1.53261800e+03, 8.76459052e+00, 6.54508270e+01
1.74000000e+00, 1.01828914e+00, 8.73666977e-01, 1.89195612e+00, 1.41659566e+03, 9.16713276e+00, 6.54508270e+01
1.75000000e+00, 1.00874140e+00, 8.79191706e-01, 1.88793311e+00, 1.42728096e+03, 9.14901447e+00, 6.54508270e+01
1.76000000e+00, 9.94116646e-01, 8.90522367e-01, 1.88463901e+00, 1.44919541e+03, 9.11404979e+00, 6.54508270e+01
1.77000000e+00, 1.03626776e+00, 8.58323775e-01, 1.89459153e+00, 1.38692062e+03, 9.29408252e+00, 6.54508270e+01
1.78000000e+00, 1.02712769e+00, 8.69731637e-01, 1.89685932e+00, 1.40898438e+03, 9.21493482e+00, 6.54508270e+01
1.79000000e+00, 9.68973815e-01, 9.20132105e-01, 1.88910592e+00, 1.50646314e+03, 8.93183323e+00, 6.54508270e+01
1.80000000e+00, 9.77260262e-01, 9.18928238e-01, 1.89618850e+00, 1.50413476e+03, 8.89226355e+00, 6.54508270e+01
1.81000000e+00, 9.86322434e-01, 9.09204310e-01, 1.89552674e+00, 1.48532786e+03, 9.01430495e+00, 6.54508270e+01
1.82000000e+00, 9.95593055e-01, 8.97592179e-01, 1.89318523e+00, 1.46286902e+03, 9.14099381e+00, 6.54508270e+01
1.83000000e+00, 1.04848565e+00, 8.51012441e-01, 1.89949809e+00, 1.37277988e+03, 9.42278689e+00, 6.54508270e+01
1.84000000e+00, 1.05690796e+00, 8.46108025e-01, 1.90301598e+00, 1.36329433e+03, 9.44273402e+00, 6.54508270e+01
1.85000000e+00, 1.00629578e+00, 8.95445304e-01, 1.90174108e+00, 1.45871679e+03, 9.14375814e+00, 6.54508270e+01
1.86000000e+00, 9.82910966e-01, 9.19391280e-01, 1.90230225e+00, 1.50503033e+03, 9.00601511e+00, 6.54508270e+01
1.87000000e+00, 9.95781479e-01, 9.08656059e-01, 1.90443754e+00, 1.48426750e+03, 8.99149103e+00, 6.54508270e+01
1.88000000e+00, 1.00800842e+00, 8.97083395e-01, 1.90509182e+00, 1.46188499e+03, 9.00939366e+00, 6.54508270e+01
1.89000000e+00, 9.96071597e-01, 9.10293019e-01, 1.90636462e+00, 1.48743352e+03, 8.95935804e+00, 6.54508270e+01
1.90000000e+00, 9.60787763e-01, 9.40211699e-01, 1.90099946e+00, 1.54529877e+03, 8.86056982e+00, 6.54508270e+01
1.91000000e+00, 9.75695196e-01, 9.24873797e-01, 1.90056899e+00, 1.51563398e+03, 8.97272428e+00, 6.54508270e+01
1.92000000e+00, 1.02044995e+00, 8.89342141e-01, 1.90979210e+00, 1.44691276e+03, 9.24464798e+00, 6.54508270e+01
1.93000000e+00, 9.81321636e-01, 9.24611418e-01, 1.90593305e+00, 1.51512651e+03, 9.04573776e+00, 6.54508270e+01
1.94000000e+00, 9.32955918e-01, 9.62915828e-01, 1.89587175e+00, 1.58921047e+03, 8.83638210e+00, 6.54508270e+01
1.95000000e+00, 9.93990677e-01, 9.12016457e-01, 1.90600713e+00, 1.49076680e+03, 9.15046878e+00, 6.54508270e+01
1.96000000e+00, 1.01494373e+00, 8.93817740e-01, 1.90876147e+00, 1.45556894e+03, 9.26802905e+00, 6.54508270e+01
1.97000000e+00, 9.56879626e-01, 9.40902479e-01, 1.89778211e+00, 1.54663480e+03, 8.95353808e+00, 6.54508270e+01
1.98000000e+00, 9.77071601e-01, 9.24463728e-01, 1.90153533e+00, 1.51484087e+03, 8.92135863e+00, 6.54508270e+01
1.99000000e+00, 1.03181673e+00, 8.74051054e-01, 1.90586779e+00, 1.41733850e+03, 9.20326739e+00, 6.54508270e+01
2.00000000e+00, 1.04746528e+00, 8.58625338e-01, 1.90609062e+00, 1.38750386e+03, 9.48705025e+00, 6.54508270e+01
