"MAE train","MAE validation","MAE train, extra task","MAE validation, extra task","Learning rate","Epoch"
0.20875604450702667,0.15257634222507477,0.21070139110088348,0.16028735041618347,0.0010000000474974513,1
0.1497250497341156,0.12745891511440277,0.15341749787330627,0.13849398493766785,0.0010000000474974513,2
0.13495057821273804,0.12244077771902084,0.14513495564460754,0.15877071022987366,0.0010000000474974513,3
0.12702922523021698,0.1133054569363594,0.1495657116174698,0.13148528337478638,0.0010000000474974513,4
0.12041489779949188,0.11893824487924576,0.12310927361249924,0.11048205941915512,0.0010000000474974513,5
0.1151978150010109,0.11265668272972107,0.11654448509216309,0.11121273040771484,0.0010000000474974513,6
0.1139736995100975,0.1243056058883667,0.11451897770166397,0.10590250045061111,0.0010000000474974513,7
0.10903951525688171,0.09503046423196793,0.1240018755197525,0.12365157902240753,0.0010000000474974513,8
0.10514410585165024,0.1105920821428299,0.11326008290052414,0.1097358986735344,0.0010000000474974513,9
0.1033167615532875,0.1058066114783287,0.10579144209623337,0.09697369486093521,0.0010000000474974513,10
0.102149598300457,0.08977799117565155,0.1481703817844391,0.11516179144382477,0.0010000000474974513,11
0.1028650626540184,0.08977089822292328,0.1185682937502861,0.10795790702104568,0.0010000000474974513,12
0.0985177606344223,0.09615858644247055,0.11243150383234024,0.10737472027540207,0.0010000000474974513,13
0.1001165434718132,0.09514892101287842,0.10841059684753418,0.09770096093416214,0.0010000000474974513,14
0.0953441858291626,0.08737407624721527,0.14074432849884033,0.13006699085235596,0.0010000000474974513,15
0.09487739950418472,0.08921301364898682,0.12172486633062363,0.12060327082872391,0.0010000000474974513,16
0.09363065659999847,0.08494219183921814,0.11274292320013046,0.10172581672668457,0.0010000000474974513,17
0.0916692242026329,0.12338821589946747,0.11597366631031036,0.11055712401866913,0.0010000000474974513,18
0.09045285731554031,0.08336862921714783,0.10968446731567383,0.1366206556558609,0.0010000000474974513,19
0.08858319371938705,0.1261606365442276,0.11413945257663727,0.14727570116519928,0.0010000000474974513,20
0.09035533666610718,0.07483119517564774,0.10579816997051239,0.12558074295520782,0.0010000000474974513,21
0.08794664591550827,0.09869996458292007,0.1123855784535408,0.11000648885965347,0.0010000000474974513,22
0.08901248127222061,0.1047617644071579,0.09904631972312927,0.09362215548753738,0.0010000000474974513,23
0.08840744942426682,0.10499991476535797,0.10594447702169418,0.09816832095384598,0.0010000000474974513,24
0.08390435576438904,0.1115565299987793,0.0962604507803917,0.10010898858308792,0.0010000000474974513,25
0.08666938543319702,0.08513077348470688,0.10317949205636978,0.09129561483860016,0.0010000000474974513,26
0.08513162285089493,0.07144966721534729,0.09284841269254684,0.1319897472858429,0.0010000000474974513,27
0.08486905694007874,0.1017426922917366,0.0964975580573082,0.13970570266246796,0.0010000000474974513,28
0.0823122188448906,0.07483208924531937,0.10246535390615463,0.09898053854703903,0.0010000000474974513,29
0.08390741050243378,0.09630803763866425,0.09593752026557922,0.11488918215036392,0.0010000000474974513,30
0.08140360563993454,0.086908720433712,0.10035265237092972,0.08361948281526566,0.0010000000474974513,31
0.08184148371219635,0.10976523905992508,0.10069932788610458,0.10586681962013245,0.0010000000474974513,32
0.085135817527771,0.07568126171827316,0.09079558402299881,0.08444429188966751,0.0010000000474974513,33
0.08589679002761841,0.10977082699537277,0.09158480167388916,0.11009999364614487,0.0010000000474974513,34
0.07888346165418625,0.07851794362068176,0.08829968422651291,0.10543682426214218,0.0010000000474974513,35
0.0808599516749382,0.09384942054748535,0.09198794513940811,0.10412817448377609,0.0010000000474974513,36
0.07752516120672226,0.07363946735858917,0.09487529844045639,0.11041764914989471,0.0010000000474974513,37
0.08064448833465576,0.07986074686050415,0.10925684869289398,0.10389465093612671,0.0010000000474974513,38
0.07777202129364014,0.07744432240724564,0.10213672369718552,0.11759954690933228,0.0010000000474974513,39
0.07706652581691742,0.10349588096141815,0.09382085502147675,0.10288674384355545,0.0010000000474974513,40
0.07762931287288666,0.07382772862911224,0.10139957815408707,0.10394170880317688,0.0010000000474974513,41
0.0761224702000618,0.1056891679763794,0.09658150374889374,0.11328740417957306,0.0010000000474974513,42
0.07660410553216934,0.08008360117673874,0.09311587363481522,0.10076217353343964,0.0010000000474974513,43
0.07514254003763199,0.1030953973531723,0.09014579653739929,0.07816027104854584,0.0010000000474974513,44
0.0782943144440651,0.09853839874267578,0.08998019993305206,0.0759677067399025,0.0010000000474974513,45
0.07303302735090256,0.0727739930152893,0.08563829213380814,0.10073616355657578,0.0010000000474974513,46
0.07515610754489899,0.09014596790075302,0.08861812949180603,0.13875526189804077,0.0010000000474974513,47
0.07713979482650757,0.07426340878009796,0.08479546010494232,0.0730888694524765,0.0010000000474974513,48
0.07705246657133102,0.08833219110965729,0.09086387604475021,0.08165787905454636,0.0010000000474974513,49
0.0751020535826683,0.070160873234272,0.09382177144289017,0.07908027619123459,0.0010000000474974513,50
0.07260966300964355,0.06593424826860428,0.08122182637453079,0.0880969762802124,0.0010000000474974513,51
0.07309326529502869,0.06353648751974106,0.1106245294213295,0.10004865378141403,0.0010000000474974513,52
0.07330247014760971,0.08766967058181763,0.09532614052295685,0.09207315742969513,0.0010000000474974513,53
0.07365333288908005,0.07669083029031754,0.10157185047864914,0.0922611802816391,0.0010000000474974513,54
0.07150023430585861,0.08623866736888885,0.09201742708683014,0.09261219203472137,0.0010000000474974513,55
0.07173805683851242,0.06303184479475021,0.08800647407770157,0.07874798029661179,0.0010000000474974513,56
0.07349919527769089,0.06573019921779633,0.09471705555915833,0.07942131906747818,0.0010000000474974513,57
0.07404333353042603,0.05992399901151657,0.08911003917455673,0.08496366441249847,0.0010000000474974513,58
0.07028453797101974,0.07983694225549698,0.08947516977787018,0.07765299826860428,0.0010000000474974513,59
0.0725863128900528,0.08976788073778152,0.0942801833152771,0.09909054636955261,0.0010000000474974513,60
0.06935837864875793,0.060086123645305634,0.0850609838962555,0.06837887316942215,0.0010000000474974513,61
0.06753802299499512,0.07628343254327774,0.08209171891212463,0.09891536086797714,0.0010000000474974513,62
0.0680588111281395,0.062774658203125,0.09165212512016296,0.10424807667732239,0.0010000000474974513,63
0.07125788182020187,0.07675911486148834,0.08291716128587723,0.07268602401018143,0.0010000000474974513,64
0.06839626282453537,0.08037863671779633,0.08498077839612961,0.12028827518224716,0.0010000000474974513,65
0.06975875794887543,0.05995025858283043,0.08101462572813034,0.09895645081996918,0.0010000000474974513,66
0.06863882392644882,0.09604161232709885,0.08063897490501404,0.07117466628551483,0.0010000000474974513,67
0.06865464895963669,0.07586552202701569,0.07856561243534088,0.07583732157945633,0.0010000000474974513,68
0.06887166202068329,0.06783805787563324,0.07721292972564697,0.08703731000423431,0.0010000000474974513,69
0.06663926690816879,0.06797773391008377,0.07691526412963867,0.07839930057525635,0.0010000000474974513,70
0.06840581446886063,0.05923949554562569,0.09669995307922363,0.10355623066425323,0.0010000000474974513,71
0.06788284331560135,0.06340042501688004,0.08648677170276642,0.08554637432098389,0.0010000000474974513,72
0.06545908749103546,0.0894087702035904,0.10626867413520813,0.10500828176736832,0.0010000000474974513,73
0.07002464681863785,0.07363389432430267,0.08630609512329102,0.10395520180463791,0.0010000000474974513,74
0.0677838996052742,0.0803784430027008,0.08058791607618332,0.08505889773368835,0.0010000000474974513,75
0.07096665352582932,0.05318877100944519,0.08424423635005951,0.06783284991979599,0.0010000000474974513,76
0.06650602072477341,0.05820523574948311,0.09107714146375656,0.0841958075761795,0.0010000000474974513,77
0.07006150484085083,0.08109300583600998,0.09761509299278259,0.12430174648761749,0.0010000000474974513,78
0.06534189730882645,0.07830140739679337,0.10551311075687408,0.08808644115924835,0.0010000000474974513,79
0.06821218132972717,0.05338039994239807,0.08571954071521759,0.08022189140319824,0.0010000000474974513,80
0.06687498092651367,0.05729052051901817,0.0892464816570282,0.08224087953567505,0.0010000000474974513,81
0.06580591201782227,0.08848048746585846,0.07964230328798294,0.07520785182714462,0.0010000000474974513,82
0.0640990287065506,0.061412591487169266,0.08201071619987488,0.08536886423826218,0.0010000000474974513,83
0.06692373007535934,0.0784488394856453,0.07763531059026718,0.08676283806562424,0.0010000000474974513,84
0.06390991806983948,0.06586854159832001,0.07743803411722183,0.076411671936512,0.0010000000474974513,85
0.06584538519382477,0.06945478916168213,0.07737735658884048,0.07100729644298553,0.0010000000474974513,86
0.06737770885229111,0.06825128197669983,0.07668015360832214,0.0722864493727684,0.0010000000474974513,87
0.06536995619535446,0.06689827889204025,0.07920629531145096,0.07396063208580017,0.0010000000474974513,88
0.06523557007312775,0.062142256647348404,0.07452569901943207,0.07329603284597397,0.0010000000474974513,89
0.06809474527835846,0.06818757951259613,0.0937112495303154,0.08577324450016022,0.0010000000474974513,90
0.06100666522979736,0.05181582272052765,0.08547049015760422,0.08530673384666443,0.0010000000474974513,91
0.064913809299469,0.07165922969579697,0.10766520351171494,0.10422328859567642,0.0010000000474974513,92
0.06279028952121735,0.07677313685417175,0.08749598264694214,0.10506594926118851,0.0010000000474974513,93
0.06468788534402847,0.05981588736176491,0.08380082994699478,0.09971935302019119,0.0010000000474974513,94
0.06468722969293594,0.06331318616867065,0.0858156606554985,0.07903613150119781,0.0010000000474974513,95
0.06772329658269882,0.061124615371227264,0.08361339569091797,0.06933296471834183,0.0010000000474974513,96
0.06070550158619881,0.05760185420513153,0.08431962132453918,0.09890271723270416,0.0010000000474974513,97
0.06368213146924973,0.06165659800171852,0.0825558677315712,0.07386288046836853,0.0010000000474974513,98
0.06309761852025986,0.05175234377384186,0.0754864513874054,0.07064269483089447,0.0010000000474974513,99
0.060609690845012665,0.06471800804138184,0.08182624727487564,0.07244417816400528,0.0010000000474974513,100
0.04527806118130684,0.04510493576526642,0.06469205766916275,0.060403358191251755,0.0003000000142492354,101
0.04374192655086517,0.04290200024843216,0.07493311911821365,0.05958760157227516,0.0003000000142492354,102
0.043517690151929855,0.04338976368308067,0.06049399450421333,0.05777711421251297,0.0003000000142492354,103
0.043639954179525375,0.04449889063835144,0.059762172400951385,0.05713800713419914,0.0003000000142492354,104
0.04348607733845711,0.041821133345365524,0.058895044028759,0.055641114711761475,0.0003000000142492354,105
0.04328163340687752,0.043772995471954346,0.05847124010324478,0.05642102658748627,0.0003000000142492354,106
0.04308733716607094,0.04356173798441887,0.05952872335910797,0.0581338070333004,0.0003000000142492354,107
0.042224422097206116,0.040621258318424225,0.05622110515832901,0.054376259446144104,0.0003000000142492354,108
0.04266480356454849,0.0420052595436573,0.05564318969845772,0.05147458240389824,0.0003000000142492354,109
0.042436134070158005,0.04186141863465309,0.05470360442996025,0.052997052669525146,0.0003000000142492354,110
