Time[s],Wavelength [nm],Voltage [V]
3726672810.9313325900,601.0000000000,0.1135860000
3726672811.8108358400,601.0937500000,0.1143702000
3726672812.6874198900,601.1875000000,0.1167179000
3726672813.5692558300,601.3125000000,0.1186418000
3726672814.4528045600,601.4062500000,0.1168078000
3726672815.3315968500,601.5000000000,0.1169425000
3726672816.2134647400,601.5937500000,0.1149789000
3726672817.0955009400,601.6875000000,0.1146092000
3726672817.9814920400,601.8125000000,0.1132419000
3726672818.8612737600,601.9062500000,0.1154026000
3726672819.7419166600,602.0000000000,0.1160541000
3726672820.6294031100,602.0937500000,0.1155088000
3726672821.5057864200,602.1875000000,0.1157723000
3726672822.3861761100,602.3125000000,0.1152872000
3726672823.2684383400,602.4062500000,0.1156375000
3726672824.1520786300,602.5000000000,0.1151759000
3726672825.0317158700,602.5937500000,0.1167669000
3726672825.9119458200,602.6875000000,0.1159520000
3726672826.7912817000,602.8125000000,0.1131949000
3726672827.6742806400,602.9062500000,0.1170671000
3726672828.5621409400,603.0000000000,0.1163809000
3726672829.4426088300,603.0937500000,0.1152719000
3726672830.3239593500,603.1875000000,0.1150871000
3726672831.2062487600,603.3125000000,0.1171407000
3726672832.0849008600,603.4062500000,0.1182180000
3726672832.9705448100,603.5000000000,0.1182588000
3726672833.8538122200,603.5937500000,0.1194301000
3726672834.7377400400,603.6875000000,0.1232615000
3726672835.6212649300,603.8125000000,0.1215858000
3726672836.5060758600,603.9062500000,0.1212141000
3726672837.3910098100,604.0000000000,0.1226304000
3726672838.2786078400,604.0937500000,0.1198651000
3726672839.1663646700,604.1875000000,0.1165729000
3726672840.0495882000,604.3125000000,0.1180097000
3726672840.9275846500,604.4062500000,0.1194526000
3726672841.7985024400,604.5000000000,0.1175706000
3726672842.6791257800,604.5937500000,0.1158274000
3726672843.5636978100,604.6875000000,0.1145806000
3726672844.4485807400,604.8125000000,0.1173357000
3726672845.3309774400,604.9062500000,0.1167220000
3726672846.2166161500,605.0000000000,0.1124188000
3726672847.1000375700,605.0937500000,0.1150646000
3726672847.9802222200,605.1875000000,0.1153250000
3726672848.8675766000,605.3125000000,0.1148747000
3726672849.7524552300,605.4062500000,0.1164034000
3726672850.6377744700,605.5000000000,0.1165504000
3726672851.5197048200,605.5937500000,0.1180566000
3726672852.3995718900,605.6875000000,0.1137780000
3726672853.2874174100,605.8125000000,0.1138944000
3726672854.1678361900,605.9062500000,0.1172948000
3726672855.0464782700,606.0000000000,0.1126557000
3726672855.9291582100,606.0937500000,0.1148502000
3726672856.8114438000,606.1875000000,0.1138964000
3726672857.6882529200,606.3125000000,0.1173010000
3726672858.5777487700,606.4062500000,0.1178912000
3726672859.4614262600,606.5000000000,0.1127946000
3726672860.3469162000,606.5937500000,0.1133858000
3726672861.2259721700,606.6875000000,0.1158172000
3726672862.1101713200,606.8125000000,0.1168690000
3726672862.9859294900,606.9062500000,0.1169364000
3726672863.8676238000,607.0000000000,0.1172132000
3726672864.7482199700,607.0937500000,0.1171856000
3726672865.6335358600,607.1875000000,0.1158642000
3726672866.5161480900,607.3125000000,0.1185223000
3726672867.3985319100,607.4062500000,0.1132807000
3726672868.2800865200,607.5000000000,0.1162012000
3726672869.1654109900,607.5937500000,0.1161195000
3726672870.0463953000,607.6875000000,0.1163544000
3726672870.9298968300,607.8125000000,0.1136799000
3726672871.8152937900,607.9062500000,0.1185570000
3726672872.6982455200,608.0000000000,0.1157090000
3726672873.5832023600,608.0937500000,0.1132847000
3726672874.4683837900,608.1875000000,0.1155048000
3726672875.3542504300,608.3125000000,0.1139311000
3726672876.2405023600,608.4062500000,0.1152535000
3726672877.1212391800,608.5000000000,0.1146786000
3726672878.0074877700,608.5937500000,0.1178667000
3726672878.8909225500,608.6875000000,0.1166607000
3726672879.7752542500,608.8125000000,0.1152454000
3726672880.6609153700,608.9062500000,0.1164708000
3726672881.5411849000,609.0000000000,0.1168690000
3726672882.4232382800,609.0937500000,0.1164177000
3726672883.3108944900,609.1875000000,0.1163074000
3726672884.1963582000,609.3125000000,0.1140026000
3726672885.0792479500,609.4062500000,0.1151034000
3726672885.9645104400,609.5000000000,0.1163584000
3726672886.8428888300,609.5937500000,0.1146317000
3726672887.7266302100,609.6875000000,0.1145663000
3726672888.6084656700,609.8125000000,0.1177156000
3726672889.4964113200,609.9062500000,0.1159847000
3726672890.3830246900,610.0000000000,0.1160419000
3726672891.2631301900,610.0937500000,0.1165811000
3726672892.1511063600,610.1875000000,0.1170967000
3726672893.0313925700,610.3125000000,0.1164463000
3726672893.9097728700,610.4062500000,0.1142089000
3726672894.7936592100,610.5000000000,0.1135972000
3726672895.6736702900,610.5937500000,0.1163421000
3726672896.5558114000,610.6875000000,0.1162298000
3726672897.4409837700,610.8125000000,0.1186816000
3726672898.3235087400,610.9062500000,0.1207954000
3726672899.2063870400,611.0000000000,0.1279252000
3726672900.0891008400,611.0937500000,0.1441688000
3726672900.9760584800,611.1875000000,0.1760209000
3726672901.8517422700,611.3125000000,0.1866144000
3726672902.7310953100,611.4062500000,0.1926322000
3726672903.6155104600,611.5000000000,0.2107509000
3726672904.4964528100,611.5937500000,0.2397580000
3726672905.3834342900,611.6875000000,0.2603814000
3726672906.2664589900,611.8125000000,0.2626004000
3726672907.1519856400,611.9062500000,0.2645580000
3726672908.0371336900,612.0000000000,0.2555319000
3726672908.9225997900,612.0937500000,0.2324853000
3726672909.8066158300,612.1875000000,0.2027519000
3726672910.6835594200,612.3125000000,0.1848795000
3726672911.5671505900,612.4062500000,0.1773290000
3726672912.4473967500,612.5000000000,0.1579606000
3726672913.3358440400,612.5937500000,0.1351489000
3726672914.2181711200,612.6875000000,0.1210732000
3726672915.1041975000,612.8125000000,0.1155497000
3726672915.9878177600,612.9062500000,0.1193219000
3726672916.8716402000,613.0000000000,0.1144642000
3726672917.7561583500,613.0937500000,0.1178687000
3726672918.6382322300,613.1875000000,0.1164361000
3726672919.5252175300,613.3125000000,0.1172091000
3726672920.4063177100,613.4062500000,0.1172908000
3726672921.2857079500,613.5000000000,0.1176420000
3726672922.1682109800,613.5937500000,0.1168323000
3726672923.0507311800,613.6875000000,0.1168435000
3726672923.9388990400,613.8125000000,0.1159867000
3726672924.8217687600,613.9062500000,0.1150401000
3726672925.7045145000,614.0000000000,0.1133409000
3726672926.5905599600,614.0937500000,0.1164136000
3726672927.4751143400,614.1875000000,0.1162400000
3726672928.3566198300,614.3125000000,0.1166607000
3726672929.2400512700,614.4062500000,0.1143907000
3726672930.1253504700,614.5000000000,0.1153934000
3726672931.0115265800,614.5937500000,0.1142293000
3726672931.8964657800,614.6875000000,0.1122534000
3726672932.7800097500,614.8125000000,0.1166811000
3726672933.6616535200,614.9062500000,0.1197875000
3726672934.5469017000,615.0000000000,0.1170855000
3726672935.4327406900,615.0937500000,0.1148788000
3726672936.3180632600,615.1875000000,0.1178606000
3726672937.1982407600,615.3125000000,0.1138392000
3726672938.0828366300,615.4062500000,0.1190584000
3726672938.9650559400,615.5000000000,0.1144233000
3726672939.8484935800,615.5937500000,0.1194791000
3726672940.7338728900,615.6875000000,0.1139720000
3726672941.6093759500,615.8125000000,0.1137106000
3726672942.4911856600,615.9062500000,0.1156416000
3726672943.3769273700,616.0000000000,0.1130009000
3726672944.2636704400,616.0937500000,0.1155640000
3726672945.1438570000,616.1875000000,0.1172806000
3726672946.0269041000,616.3125000000,0.1151504000
3726672946.9075398400,616.4062500000,0.1184569000
3726672947.7860345800,616.5000000000,0.1140373000
3726672948.6664400100,616.5937500000,0.1163360000
3726672949.5468320800,616.6875000000,0.1147726000
3726672950.4288921300,616.8125000000,0.1145173000
3726672951.3064618100,616.9062500000,0.1144519000
3726672952.1926221800,617.0000000000,0.1167077000
3726672953.0786943400,617.0937500000,0.1152188000
3726672953.9628081300,617.1875000000,0.1157131000
3726672954.8441462500,617.3125000000,0.1154864000
3726672955.7230567900,617.4062500000,0.1137555000
3726672956.6036624900,617.5000000000,0.1157560000
3726672957.4874081600,617.5937500000,0.1177625000
3726672958.3725438100,617.6875000000,0.1177707000
3726672959.2585578000,617.8125000000,0.1158377000
3726672960.1432318700,617.9062500000,0.1136758000
3726672961.0262222300,618.0000000000,0.1158908000
3726672961.9023680700,618.0937500000,0.1151627000
3726672962.7913327200,618.1875000000,0.1175624000
3726672963.6799712200,618.3125000000,0.1160112000
3726672964.5627007500,618.4062500000,0.1166668000
3726672965.4481973600,618.5000000000,0.1129314000
3726672966.3312287300,618.5937500000,0.1186693000
3726672967.2206368400,618.6875000000,0.1189338000
3726672968.1053657500,618.8125000000,0.1192504000
3726672968.9827623400,618.9062500000,0.1206238000
3726672969.8677177400,619.0000000000,0.1252538000
3726672970.7519335700,619.0937500000,0.1279537000
3726672971.6389551200,619.1875000000,0.1349222000
3726672972.5188207600,619.3125000000,0.1377498000
3726672973.3944888100,619.4062500000,0.1364090000
3726672974.2761144600,619.5000000000,0.1394745000
3726672975.1514439600,619.5937500000,0.1438645000
