Imaginary time (a.u.), E_T (Hartee energy units), Number of walkers
3.64300000e+02, -2.92952169e+00, 1.03000000e+03
3.64400000e+02, -2.92611609e+00, 1.02300000e+03
3.64500000e+02, -2.92416034e+00, 1.01900000e+03
3.64600000e+02, -2.91724582e+00, 1.00500000e+03
3.64700000e+02, -2.91923260e+00, 1.00900000e+03
3.64800000e+02, -2.91873805e+00, 1.00800000e+03
3.64900000e+02, -2.91575405e+00, 1.00200000e+03
3.65000000e+02, -2.91124302e+00, 9.93000000e+02
3.65100000e+02, -2.91525412e+00, 1.00100000e+03
3.65200000e+02, -2.91525425e+00, 1.00100000e+03
3.65300000e+02, -2.91375364e+00, 9.98000000e+02
3.65400000e+02, -2.91824217e+00, 1.00700000e+03
3.65500000e+02, -2.91873940e+00, 1.00800000e+03
3.65600000e+02, -2.91973157e+00, 1.01000000e+03
3.65700000e+02, -2.91675378e+00, 1.00400000e+03
3.65800000e+02, -2.91973348e+00, 1.01000000e+03
3.65900000e+02, -2.91874376e+00, 1.00800000e+03
3.66000000e+02, -2.91476076e+00, 1.00000000e+03
3.66100000e+02, -2.91476076e+00, 1.00000000e+03
3.66200000e+02, -2.91625852e+00, 1.00300000e+03
3.66300000e+02, -2.91675718e+00, 1.00400000e+03
3.66400000e+02, -2.91175268e+00, 9.94000000e+02
3.66500000e+02, -2.90923042e+00, 9.89000000e+02
3.66600000e+02, -2.90973422e+00, 9.90000000e+02
3.66700000e+02, -2.91174898e+00, 9.94000000e+02
3.66800000e+02, -2.91575620e+00, 1.00200000e+03
3.66900000e+02, -2.91074138e+00, 9.92000000e+02
3.67000000e+02, -2.90669168e+00, 9.84000000e+02
3.67100000e+02, -2.91124187e+00, 9.93000000e+02
3.67200000e+02, -2.91224695e+00, 9.95000000e+02
3.67300000e+02, -2.91325028e+00, 9.97000000e+02
3.67400000e+02, -2.91023176e+00, 9.91000000e+02
3.67500000e+02, -2.90566891e+00, 9.82000000e+02
3.67600000e+02, -2.90972326e+00, 9.90000000e+02
3.67700000e+02, -2.90515565e+00, 9.81000000e+02
3.67800000e+02, -2.90718763e+00, 9.85000000e+02
3.67900000e+02, -2.90819978e+00, 9.87000000e+02
3.68000000e+02, -2.90819800e+00, 9.87000000e+02
3.68100000e+02, -2.90870255e+00, 9.88000000e+02
3.68200000e+02, -2.90768774e+00, 9.86000000e+02
3.68300000e+02, -2.90819267e+00, 9.87000000e+02
3.68400000e+02, -2.90514210e+00, 9.81000000e+02
3.68500000e+02, -2.90104531e+00, 9.73000000e+02
3.68600000e+02, -2.90258085e+00, 9.76000000e+02
3.68700000e+02, -2.90052416e+00, 9.72000000e+02
3.68800000e+02, -2.90410823e+00, 9.79000000e+02
3.68900000e+02, -2.90563518e+00, 9.82000000e+02
3.69000000e+02, -2.90359190e+00, 9.78000000e+02
3.69100000e+02, -2.90205279e+00, 9.75000000e+02
3.69200000e+02, -2.90204936e+00, 9.75000000e+02
3.69300000e+02, -2.89895950e+00, 9.69000000e+02
3.69400000e+02, -2.89792218e+00, 9.67000000e+02
3.69500000e+02, -2.89688244e+00, 9.65000000e+02
3.69600000e+02, -2.89219252e+00, 9.56000000e+02
3.69700000e+02, -2.89427412e+00, 9.60000000e+02
3.69800000e+02, -2.89634761e+00, 9.64000000e+02
3.69900000e+02, -2.88638947e+00, 9.45000000e+02
3.70000000e+02, -2.88426093e+00, 9.41000000e+02
3.70100000e+02, -2.88795839e+00, 9.48000000e+02
3.70200000e+02, -2.89215288e+00, 9.56000000e+02
3.70300000e+02, -2.88847225e+00, 9.49000000e+02
3.70400000e+02, -2.88635324e+00, 9.45000000e+02
3.70500000e+02, -2.88581622e+00, 9.44000000e+02
3.70600000e+02, -2.88527851e+00, 9.43000000e+02
3.70700000e+02, -2.88738699e+00, 9.47000000e+02
3.70800000e+02, -2.88790735e+00, 9.48000000e+02
3.70900000e+02, -2.88313064e+00, 9.39000000e+02
3.71000000e+02, -2.88841882e+00, 9.49000000e+02
3.71100000e+02, -2.88998988e+00, 9.52000000e+02
3.71200000e+02, -2.88998325e+00, 9.52000000e+02
3.71300000e+02, -2.89623975e+00, 9.64000000e+02
3.71400000e+02, -2.89675322e+00, 9.65000000e+02
3.71500000e+02, -2.89726629e+00, 9.66000000e+02
3.71600000e+02, -2.89362526e+00, 9.59000000e+02
3.71700000e+02, -2.90086613e+00, 9.73000000e+02
3.71800000e+02, -2.89931844e+00, 9.70000000e+02
3.71900000e+02, -2.90137196e+00, 9.74000000e+02
3.72000000e+02, -2.90494900e+00, 9.81000000e+02
3.72100000e+02, -2.90900735e+00, 9.89000000e+02
3.72200000e+02, -2.90748688e+00, 9.86000000e+02
3.72300000e+02, -2.90748498e+00, 9.86000000e+02
3.72400000e+02, -2.91102025e+00, 9.93000000e+02
3.72500000e+02, -2.90950644e+00, 9.90000000e+02
3.72600000e+02, -2.90798764e+00, 9.87000000e+02
3.72700000e+02, -2.91151947e+00, 9.94000000e+02
3.72800000e+02, -2.91352670e+00, 9.98000000e+02
3.72900000e+02, -2.91302517e+00, 9.97000000e+02
3.73000000e+02, -2.91702080e+00, 1.00500000e+03
3.73100000e+02, -2.91552670e+00, 1.00200000e+03
3.73200000e+02, -2.92098608e+00, 1.01300000e+03
3.73300000e+02, -2.91999966e+00, 1.01100000e+03
3.73400000e+02, -2.91901103e+00, 1.00900000e+03
3.73500000e+02, -2.92099047e+00, 1.01300000e+03
3.73600000e+02, -2.92099220e+00, 1.01300000e+03
3.73700000e+02, -2.92000579e+00, 1.01100000e+03
3.73800000e+02, -2.92345724e+00, 1.01800000e+03
3.73900000e+02, -2.92395054e+00, 1.01900000e+03
3.74000000e+02, -2.92100030e+00, 1.01300000e+03
3.74100000e+02, -2.92149536e+00, 1.01400000e+03
3.74200000e+02, -2.92149722e+00, 1.01400000e+03
3.74300000e+02, -2.91753866e+00, 1.00600000e+03
3.74400000e+02, -2.91554743e+00, 1.00200000e+03
3.74500000e+02, -2.91002832e+00, 9.91000000e+02
3.74600000e+02, -2.90851119e+00, 9.88000000e+02
3.74700000e+02, -2.90648118e+00, 9.84000000e+02
3.74800000e+02, -2.90800110e+00, 9.87000000e+02
3.74900000e+02, -2.91303972e+00, 9.97000000e+02
3.75000000e+02, -2.90698476e+00, 9.85000000e+02
3.75100000e+02, -2.90647487e+00, 9.84000000e+02
3.75200000e+02, -2.90647272e+00, 9.84000000e+02
3.75300000e+02, -2.91253125e+00, 9.96000000e+02
3.75400000e+02, -2.91202845e+00, 9.95000000e+02
3.75500000e+02, -2.91303180e+00, 9.97000000e+02
3.75600000e+02, -2.90950849e+00, 9.90000000e+02
3.75700000e+02, -2.91303007e+00, 9.97000000e+02
3.75800000e+02, -2.91602967e+00, 1.00300000e+03
3.75900000e+02, -2.91603007e+00, 1.00300000e+03
3.76000000e+02, -2.91851680e+00, 1.00800000e+03
3.76100000e+02, -2.92197808e+00, 1.01500000e+03
3.76200000e+02, -2.91951092e+00, 1.01000000e+03
3.76300000e+02, -2.92148853e+00, 1.01400000e+03
3.76400000e+02, -2.92345888e+00, 1.01800000e+03
3.76500000e+02, -2.92444261e+00, 1.02000000e+03
3.76600000e+02, -2.92786489e+00, 1.02700000e+03
3.76700000e+02, -2.92542821e+00, 1.02200000e+03
3.76800000e+02, -2.92002032e+00, 1.01100000e+03
3.76900000e+02, -2.92150326e+00, 1.01400000e+03
3.77000000e+02, -2.91952881e+00, 1.01000000e+03
3.77100000e+02, -2.91605272e+00, 1.00300000e+03
3.77200000e+02, -2.91853945e+00, 1.00800000e+03
3.77300000e+02, -2.91804423e+00, 1.00700000e+03
3.77400000e+02, -2.91505709e+00, 1.00100000e+03
3.77500000e+02, -2.91154844e+00, 9.94000000e+02
3.77600000e+02, -2.91104437e+00, 9.93000000e+02
3.77700000e+02, -2.91305350e+00, 9.97000000e+02
3.77800000e+02, -2.91455535e+00, 1.00000000e+03
3.77900000e+02, -2.92101346e+00, 1.01300000e+03
3.78000000e+02, -2.92249374e+00, 1.01600000e+03
3.78100000e+02, -2.92249584e+00, 1.01600000e+03
3.78200000e+02, -2.92397214e+00, 1.01900000e+03
3.78300000e+02, -2.92052803e+00, 1.01200000e+03
3.78400000e+02, -2.92052961e+00, 1.01200000e+03
3.78500000e+02, -2.92053119e+00, 1.01200000e+03
3.78600000e+02, -2.91656449e+00, 1.00400000e+03
3.78700000e+02, -2.91706277e+00, 1.00500000e+03
3.78800000e+02, -2.91954483e+00, 1.01000000e+03
3.78900000e+02, -2.91756201e+00, 1.00600000e+03
3.79000000e+02, -2.91706554e+00, 1.00500000e+03
3.79100000e+02, -2.91806023e+00, 1.00700000e+03
3.79200000e+02, -2.91407309e+00, 9.99000000e+02
3.79300000e+02, -2.91607097e+00, 1.00300000e+03
3.79400000e+02, -2.91507336e+00, 1.00100000e+03
3.79500000e+02, -2.91557274e+00, 1.00200000e+03
3.79600000e+02, -2.91557300e+00, 1.00200000e+03
3.79700000e+02, -2.91357326e+00, 9.98000000e+02
3.79800000e+02, -2.91106169e+00, 9.93000000e+02
3.79900000e+02, -2.90904260e+00, 9.89000000e+02
3.80000000e+02, -2.91206535e+00, 9.95000000e+02
3.80100000e+02, -2.91156192e+00, 9.94000000e+02
3.80200000e+02, -2.91206390e+00, 9.95000000e+02
3.80300000e+02, -2.90701269e+00, 9.85000000e+02
3.80400000e+02, -2.90954235e+00, 9.90000000e+02
3.80500000e+02, -2.90954103e+00, 9.90000000e+02
3.80600000e+02, -2.91306263e+00, 9.97000000e+02
3.80700000e+02, -2.91256048e+00, 9.96000000e+02
3.80800000e+02, -2.91155492e+00, 9.94000000e+02
3.80900000e+02, -2.91456317e+00, 1.00000000e+03
3.81000000e+02, -2.91306092e+00, 9.97000000e+02
3.81100000e+02, -2.91155374e+00, 9.94000000e+02
3.81200000e+02, -2.91506174e+00, 1.00100000e+03
3.81300000e+02, -2.90801950e+00, 9.87000000e+02
3.81400000e+02, -2.91054432e+00, 9.92000000e+02
3.81500000e+02, -2.90953418e+00, 9.90000000e+02
3.81600000e+02, -2.91505778e+00, 1.00100000e+03
3.81700000e+02, -2.91405791e+00, 9.99000000e+02
3.81800000e+02, -2.91605579e+00, 1.00300000e+03
3.81900000e+02, -2.91305617e+00, 9.97000000e+02
3.82000000e+02, -2.91605578e+00, 1.00300000e+03
3.82100000e+02, -2.92002839e+00, 1.01100000e+03
3.82200000e+02, -2.92298841e+00, 1.01700000e+03
3.82300000e+02, -2.92249873e+00, 1.01600000e+03
3.82400000e+02, -2.92003410e+00, 1.01100000e+03
3.82500000e+02, -2.91656158e+00, 1.00400000e+03
3.82600000e+02, -2.91606384e+00, 1.00300000e+03
3.82700000e+02, -2.92201078e+00, 1.01500000e+03
3.82800000e+02, -2.91706219e+00, 1.00500000e+03
3.82900000e+02, -2.91656509e+00, 1.00400000e+03
3.83000000e+02, -2.92250627e+00, 1.01600000e+03
3.83100000e+02, -2.92398255e+00, 1.01900000e+03
3.83200000e+02, -2.92594387e+00, 1.02300000e+03
3.83300000e+02, -2.92887082e+00, 1.02900000e+03
3.83400000e+02, -2.92838840e+00, 1.02800000e+03
3.83500000e+02, -2.92887815e+00, 1.02900000e+03
3.83600000e+02, -2.93130554e+00, 1.03400000e+03
3.83700000e+02, -2.93130990e+00, 1.03400000e+03
3.83800000e+02, -2.93131425e+00, 1.03400000e+03
3.83900000e+02, -2.93324911e+00, 1.03800000e+03
3.84000000e+02, -2.93709276e+00, 1.04600000e+03
3.84100000e+02, -2.93566252e+00, 1.04300000e+03
3.84200000e+02, -2.93422777e+00, 1.04000000e+03
3.84300000e+02, -2.93230609e+00, 1.03600000e+03
3.84400000e+02, -2.93471801e+00, 1.04100000e+03
3.84500000e+02, -2.92892607e+00, 1.02900000e+03
3.84600000e+02, -2.92990067e+00, 1.03100000e+03
3.84700000e+02, -2.92698634e+00, 1.02500000e+03
3.84800000e+02, -2.92552399e+00, 1.02200000e+03
3.84900000e+02, -2.92601581e+00, 1.02300000e+03
3.85000000e+02, -2.92110714e+00, 1.01300000e+03
3.85100000e+02, -2.92455201e+00, 1.02000000e+03
3.85200000e+02, -2.92455459e+00, 1.02000000e+03
3.85300000e+02, -2.91913571e+00, 1.00900000e+03
3.85400000e+02, -2.92111512e+00, 1.01300000e+03
3.85500000e+02, -2.92308724e+00, 1.01700000e+03
3.85600000e+02, -2.92603061e+00, 1.02300000e+03
3.85700000e+02, -2.92554456e+00, 1.02200000e+03
3.85800000e+02, -2.92896037e+00, 1.02900000e+03
3.85900000e+02, -2.92896407e+00, 1.02900000e+03
3.86000000e+02, -2.92702035e+00, 1.02500000e+03
3.86100000e+02, -2.92310580e+00, 1.01700000e+03
3.86200000e+02, -2.91965459e+00, 1.01000000e+03
3.86300000e+02, -2.91965588e+00, 1.01000000e+03
3.86400000e+02, -2.91617976e+00, 1.00300000e+03
3.86500000e+02, -2.91568139e+00, 1.00200000e+03
3.86600000e+02, -2.91368165e+00, 9.98000000e+02
3.86700000e+02, -2.90864610e+00, 9.88000000e+02
3.86800000e+02, -2.90813821e+00, 9.87000000e+02
3.86900000e+02, -2.91015877e+00, 9.91000000e+02
3.87000000e+02, -2.91066188e+00, 9.92000000e+02
3.87100000e+02, -2.91217066e+00, 9.95000000e+02
3.87200000e+02, -2.91467629e+00, 1.00000000e+03
3.87300000e+02, -2.91965145e+00, 1.01000000e+03
3.87400000e+02, -2.92162902e+00, 1.01400000e+03
3.87500000e+02, -2.92359932e+00, 1.01800000e+03
3.87600000e+02, -2.92163312e+00, 1.01400000e+03
3.87700000e+02, -2.92064774e+00, 1.01200000e+03
3.87800000e+02, -2.92163645e+00, 1.01400000e+03
3.87900000e+02, -2.92605653e+00, 1.02300000e+03
3.88000000e+02, -2.92557047e+00, 1.02200000e+03
3.88100000e+02, -2.92655079e+00, 1.02400000e+03
3.88200000e+02, -2.92947498e+00, 1.03000000e+03
3.88300000e+02, -2.92899312e+00, 1.02900000e+03
3.88400000e+02, -2.92607281e+00, 1.02300000e+03
3.88500000e+02, -2.92215030e+00, 1.01500000e+03
3.88600000e+02, -2.92215222e+00, 1.01500000e+03
3.88700000e+02, -2.92215413e+00, 1.01500000e+03
3.88800000e+02, -2.92116986e+00, 1.01300000e+03
3.88900000e+02, -2.92166486e+00, 1.01400000e+03
3.89000000e+02, -2.91770623e+00, 1.00600000e+03
3.89100000e+02, -2.91321371e+00, 9.97000000e+02
3.89200000e+02, -2.91671159e+00, 1.00400000e+03
3.89300000e+02, -2.91471609e+00, 1.00000000e+03
3.89400000e+02, -2.91421584e+00, 9.99000000e+02
3.89500000e+02, -2.90969079e+00, 9.90000000e+02
3.89600000e+02, -2.90968950e+00, 9.90000000e+02
3.89700000e+02, -2.91019301e+00, 9.91000000e+02
3.89800000e+02, -2.91320997e+00, 9.97000000e+02
3.89900000e+02, -2.91220556e+00, 9.95000000e+02
3.90000000e+02, -2.91220492e+00, 9.95000000e+02
3.90100000e+02, -2.91270654e+00, 9.96000000e+02
3.90200000e+02, -2.91570904e+00, 1.00200000e+03
3.90300000e+02, -2.91370929e+00, 9.98000000e+02
3.90400000e+02, -2.90867374e+00, 9.88000000e+02
3.90500000e+02, -2.91069240e+00, 9.92000000e+02
3.90600000e+02, -2.90968229e+00, 9.90000000e+02
3.90700000e+02, -2.91420592e+00, 9.99000000e+02
3.90800000e+02, -2.91169701e+00, 9.94000000e+02
3.90900000e+02, -2.91169624e+00, 9.94000000e+02
3.91000000e+02, -2.91520426e+00, 1.00100000e+03
3.91100000e+02, -2.91620239e+00, 1.00300000e+03
3.91200000e+02, -2.91470502e+00, 1.00000000e+03
3.91300000e+02, -2.91219875e+00, 9.95000000e+02
3.91400000e+02, -2.91119207e+00, 9.93000000e+02
3.91500000e+02, -2.90866719e+00, 9.88000000e+02
3.91600000e+02, -2.91219567e+00, 9.95000000e+02
3.91700000e+02, -2.91520105e+00, 1.00100000e+03
3.91800000e+02, -2.91018105e+00, 9.91000000e+02
3.91900000e+02, -2.90663558e+00, 9.84000000e+02
3.92000000e+02, -2.90561623e+00, 9.82000000e+02
3.92100000e+02, -2.90203699e+00, 9.75000000e+02
3.92200000e+02, -2.90305835e+00, 9.77000000e+02
3.92300000e+02, -2.90560772e+00, 9.82000000e+02
3.92400000e+02, -2.90509598e+00, 9.81000000e+02
3.92500000e+02, -2.90356214e+00, 9.78000000e+02
3.92600000e+02, -2.90202320e+00, 9.75000000e+02
3.92700000e+02, -2.90099328e+00, 9.73000000e+02
3.92800000e+02, -2.90457404e+00, 9.80000000e+02
3.92900000e+02, -2.90252648e+00, 9.76000000e+02
3.93000000e+02, -2.90354693e+00, 9.78000000e+02
3.93100000e+02, -2.90149492e+00, 9.74000000e+02
3.93200000e+02, -2.90405174e+00, 9.79000000e+02
3.93300000e+02, -2.90862456e+00, 9.88000000e+02
3.93400000e+02, -2.90862303e+00, 9.88000000e+02
3.93500000e+02, -2.90963262e+00, 9.90000000e+02
3.93600000e+02, -2.90709969e+00, 9.85000000e+02
3.93700000e+02, -2.90199569e+00, 9.75000000e+02
3.93800000e+02, -2.89942177e+00, 9.70000000e+02
3.93900000e+02, -2.90096191e+00, 9.73000000e+02
3.94000000e+02, -2.90454268e+00, 9.80000000e+02
3.94100000e+02, -2.90095587e+00, 9.73000000e+02
3.94200000e+02, -2.90095240e+00, 9.73000000e+02
3.94300000e+02, -2.89940492e+00, 9.70000000e+02
3.94400000e+02, -2.90350786e+00, 9.78000000e+02
3.94500000e+02, -2.90554586e+00, 9.82000000e+02
3.94600000e+02, -2.90503413e+00, 9.81000000e+02
3.94700000e+02, -2.90858682e+00, 9.88000000e+02
3.94800000e+02, -2.91261757e+00, 9.96000000e+02
3.94900000e+02, -2.91161204e+00, 9.94000000e+02
3.95000000e+02, -2.90706349e+00, 9.85000000e+02
3.95100000e+02, -2.91060231e+00, 9.92000000e+02
3.95200000e+02, -2.90858109e+00, 9.88000000e+02
3.95300000e+02, -2.91009548e+00, 9.91000000e+02
3.95400000e+02, -2.90958954e+00, 9.90000000e+02
3.95500000e+02, -2.91260943e+00, 9.96000000e+02
3.95600000e+02, -2.91361193e+00, 9.98000000e+02
3.95700000e+02, -2.91760371e+00, 1.00600000e+03
3.95800000e+02, -2.91810124e+00, 1.00700000e+03
3.95900000e+02, -2.91059823e+00, 9.92000000e+02
3.96000000e+02, -2.91561230e+00, 1.00200000e+03
3.96100000e+02, -2.91710732e+00, 1.00500000e+03
3.96200000e+02, -2.91661019e+00, 1.00400000e+03
3.96300000e+02, -2.91810249e+00, 1.00700000e+03
3.96400000e+02, -2.91909544e+00, 1.00900000e+03
3.96500000e+02, -2.91909657e+00, 1.00900000e+03
3.96600000e+02, -2.91860191e+00, 1.00800000e+03
3.96700000e+02, -2.91810664e+00, 1.00700000e+03
3.96800000e+02, -2.91761075e+00, 1.00600000e+03
3.96900000e+02, -2.92354042e+00, 1.01800000e+03
3.97000000e+02, -2.92403359e+00, 1.01900000e+03
3.97100000e+02, -2.92697139e+00, 1.02500000e+03
3.97200000e+02, -2.92305675e+00, 1.01700000e+03
3.97300000e+02, -2.92010028e+00, 1.01100000e+03
3.97400000e+02, -2.91811950e+00, 1.00700000e+03
3.97500000e+02, -2.91762360e+00, 1.00600000e+03
3.97600000e+02, -2.91861741e+00, 1.00800000e+03
3.97700000e+02, -2.91960949e+00, 1.01000000e+03
3.97800000e+02, -2.92109369e+00, 1.01300000e+03
3.97900000e+02, -2.92010717e+00, 1.01100000e+03
3.98000000e+02, -2.91812638e+00, 1.00700000e+03
3.98100000e+02, -2.91911932e+00, 1.00900000e+03
3.98200000e+02, -2.92011054e+00, 1.01100000e+03
3.98300000e+02, -2.91613970e+00, 1.00300000e+03
3.98400000e+02, -2.91464232e+00, 1.00000000e+03
3.98500000e+02, -2.91163329e+00, 9.94000000e+02
3.98600000e+02, -2.91414132e+00, 9.99000000e+02
3.98700000e+02, -2.91263743e+00, 9.96000000e+02
3.98800000e+02, -2.91263693e+00, 9.96000000e+02
3.98900000e+02, -2.91313818e+00, 9.97000000e+02
3.99000000e+02, -2.91213379e+00, 9.95000000e+02
3.99100000e+02, -2.91263542e+00, 9.96000000e+02
3.99200000e+02, -2.91563793e+00, 1.00200000e+03
3.99300000e+02, -2.91463918e+00, 1.00000000e+03
3.99400000e+02, -2.91663519e+00, 1.00400000e+03
3.99500000e+02, -2.91812749e+00, 1.00700000e+03
3.99600000e+02, -2.91263654e+00, 9.96000000e+02
3.99700000e+02, -2.90910958e+00, 9.89000000e+02
3.99800000e+02, -2.90809605e+00, 9.87000000e+02
3.99900000e+02, -2.90555505e+00, 9.82000000e+02
4.00000000e+02, -2.91011439e+00, 9.91000000e+02
4.00100000e+02, -2.91112132e+00, 9.93000000e+02
4.00200000e+02, -2.91011238e+00, 9.91000000e+02
4.00300000e+02, -2.91011125e+00, 9.91000000e+02
4.00400000e+02, -2.90960533e+00, 9.90000000e+02
4.00500000e+02, -2.90960407e+00, 9.90000000e+02
4.00600000e+02, -2.91161895e+00, 9.94000000e+02
4.00700000e+02, -2.91262322e+00, 9.96000000e+02
4.00800000e+02, -2.91512648e+00, 1.00100000e+03
4.00900000e+02, -2.91662287e+00, 1.00400000e+03
4.01000000e+02, -2.91562636e+00, 1.00200000e+03
4.01100000e+02, -2.91362660e+00, 9.98000000e+02
4.01200000e+02, -2.91662337e+00, 1.00400000e+03
4.01300000e+02, -2.91562685e+00, 1.00200000e+03
4.01400000e+02, -2.91562710e+00, 1.00200000e+03
4.01500000e+02, -2.91312610e+00, 9.97000000e+02
4.01600000e+02, -2.90960281e+00, 9.90000000e+02
4.01700000e+02, -2.90960156e+00, 9.90000000e+02
4.01800000e+02, -2.91262146e+00, 9.96000000e+02
4.01900000e+02, -2.91512473e+00, 1.00100000e+03
4.02000000e+02, -2.91462510e+00, 1.00000000e+03
4.02100000e+02, -2.91512485e+00, 1.00100000e+03
4.02200000e+02, -2.91612298e+00, 1.00300000e+03
4.02300000e+02, -2.91612335e+00, 1.00300000e+03
4.02400000e+02, -2.91711974e+00, 1.00500000e+03
4.02500000e+02, -2.91161755e+00, 9.94000000e+02
4.02600000e+02, -2.91010547e+00, 9.91000000e+02
4.02700000e+02, -2.90808210e+00, 9.87000000e+02
4.02800000e+02, -2.90959793e+00, 9.90000000e+02
4.02900000e+02, -2.90858555e+00, 9.88000000e+02
4.03000000e+02, -2.91009998e+00, 9.91000000e+02
4.03100000e+02, -2.91009885e+00, 9.91000000e+02
4.03200000e+02, -2.91160907e+00, 9.94000000e+02
4.03300000e+02, -2.90706054e+00, 9.85000000e+02
4.03400000e+02, -2.90807286e+00, 9.87000000e+02
4.03500000e+02, -2.90857757e+00, 9.88000000e+02
4.03600000e+02, -2.91059628e+00, 9.92000000e+02
4.03700000e+02, -2.90908090e+00, 9.89000000e+02
4.03800000e+02, -2.90756054e+00, 9.86000000e+02
4.03900000e+02, -2.90857197e+00, 9.88000000e+02
4.04000000e+02, -2.90907629e+00, 9.89000000e+02
4.04100000e+02, -2.91159636e+00, 9.94000000e+02
4.04200000e+02, -2.91460465e+00, 1.00000000e+03
4.04300000e+02, -2.91209838e+00, 9.95000000e+02
4.04400000e+02, -2.90957886e+00, 9.90000000e+02
4.04500000e+02, -2.91008241e+00, 9.91000000e+02
4.04600000e+02, -2.90755221e+00, 9.86000000e+02
4.04700000e+02, -2.90449857e+00, 9.80000000e+02
4.04800000e+02, -2.90653274e+00, 9.84000000e+02
4.04900000e+02, -2.90500403e+00, 9.81000000e+02
4.05000000e+02, -2.90142108e+00, 9.74000000e+02
4.05100000e+02, -2.90499841e+00, 9.81000000e+02
4.05200000e+02, -2.90038771e+00, 9.72000000e+02
4.05300000e+02, -2.89780555e+00, 9.67000000e+02
4.05400000e+02, -2.89935020e+00, 9.70000000e+02
4.05500000e+02, -2.90089045e+00, 9.73000000e+02
4.05600000e+02, -2.90242633e+00, 9.76000000e+02
4.05700000e+02, -2.90139769e+00, 9.74000000e+02
4.05800000e+02, -2.90293212e+00, 9.77000000e+02
4.05900000e+02, -2.90139158e+00, 9.74000000e+02
4.06000000e+02, -2.90138833e+00, 9.74000000e+02
4.06100000e+02, -2.90035734e+00, 9.72000000e+02
4.06200000e+02, -2.90547159e+00, 9.82000000e+02
4.06300000e+02, -2.90444999e+00, 9.80000000e+02
4.06400000e+02, -2.91002848e+00, 9.91000000e+02
4.06500000e+02, -2.90648305e+00, 9.84000000e+02
4.06600000e+02, -2.90698894e+00, 9.85000000e+02
4.06700000e+02, -2.90342110e+00, 9.78000000e+02
4.06800000e+02, -2.90341836e+00, 9.78000000e+02
4.06900000e+02, -2.90443708e+00, 9.80000000e+02
4.07000000e+02, -2.90033621e+00, 9.72000000e+02
4.07100000e+02, -2.90494105e+00, 9.81000000e+02
4.07200000e+02, -2.90849381e+00, 9.88000000e+02
4.07300000e+02, -2.90697180e+00, 9.85000000e+02
4.07400000e+02, -2.90442541e+00, 9.80000000e+02
4.07500000e+02, -2.90391247e+00, 9.79000000e+02
4.07600000e+02, -2.90186278e+00, 9.75000000e+02
4.07700000e+02, -2.90031884e+00, 9.72000000e+02
4.07800000e+02, -2.90594202e+00, 9.83000000e+02
4.07900000e+02, -2.90695617e+00, 9.85000000e+02
4.08000000e+02, -2.90644645e+00, 9.84000000e+02
4.08100000e+02, -2.90287485e+00, 9.77000000e+02
4.08200000e+02, -2.90542433e+00, 9.82000000e+02
4.08300000e+02, -2.90593101e+00, 9.83000000e+02
4.08400000e+02, -2.90592891e+00, 9.83000000e+02
4.08500000e+02, -2.90541790e+00, 9.82000000e+02
4.08600000e+02, -2.90490626e+00, 9.81000000e+02
4.08700000e+02, -2.90592224e+00, 9.83000000e+02
4.08800000e+02, -2.90490181e+00, 9.81000000e+02
4.08900000e+02, -2.90285656e+00, 9.77000000e+02
4.09000000e+02, -2.90387621e+00, 9.79000000e+02
4.09100000e+02, -2.90387362e+00, 9.79000000e+02
4.09200000e+02, -2.90692602e+00, 9.85000000e+02
4.09300000e+02, -2.90284668e+00, 9.77000000e+02
4.09400000e+02, -2.90233180e+00, 9.76000000e+02
4.09500000e+02, -2.90130320e+00, 9.74000000e+02
4.09600000e+02, -2.90334916e+00, 9.78000000e+02
4.09700000e+02, -2.90538727e+00, 9.82000000e+02
4.09800000e+02, -2.90436568e+00, 9.80000000e+02
4.09900000e+02, -2.90180567e+00, 9.75000000e+02
4.10000000e+02, -2.89923188e+00, 9.70000000e+02
4.10100000e+02, -2.89871243e+00, 9.69000000e+02
4.10200000e+02, -2.89870859e+00, 9.69000000e+02
4.10300000e+02, -2.89715437e+00, 9.66000000e+02
4.10400000e+02, -2.89973147e+00, 9.71000000e+02
4.10500000e+02, -2.89818069e+00, 9.68000000e+02
4.10600000e+02, -2.89765994e+00, 9.67000000e+02
4.10700000e+02, -2.89713852e+00, 9.66000000e+02
4.10800000e+02, -2.89609804e+00, 9.64000000e+02
4.10900000e+02, -2.89557463e+00, 9.63000000e+02
4.11000000e+02, -2.89296723e+00, 9.58000000e+02
4.11100000e+02, -2.89296201e+00, 9.58000000e+02
4.11200000e+02, -2.90021080e+00, 9.72000000e+02
4.11300000e+02, -2.90072149e+00, 9.73000000e+02
4.11400000e+02, -2.90328096e+00, 9.78000000e+02
4.11500000e+02, -2.90735159e+00, 9.86000000e+02
4.11600000e+02, -2.91289709e+00, 9.97000000e+02
4.11700000e+02, -2.91739001e+00, 1.00600000e+03
4.11800000e+02, -2.92085782e+00, 1.01300000e+03
4.11900000e+02, -2.92869500e+00, 1.02900000e+03
4.12000000e+02, -2.93112213e+00, 1.03400000e+03
4.12100000e+02, -2.93160951e+00, 1.03500000e+03
4.12200000e+02, -2.93354233e+00, 1.03900000e+03
4.12300000e+02, -2.93306551e+00, 1.03800000e+03
