X-Axis_A (relative inverse cm), sample_A_spectrum (CCD counts), X-Axis_B (relative inverse cm), sample_B_spectrum (CCD counts), X-Axis_C (relative inverse cm),sample_C_spectrum (CCD counts)
 2.99258E+03, 1.56920E+03, 2.99258E+03, 1.58560E+03, 2.99258E+03, 1.58440E+03
 2.99461E+03, 1.57030E+03, 2.99461E+03, 1.58800E+03, 2.99461E+03, 1.58360E+03
 2.99664E+03, 1.57150E+03, 2.99664E+03, 1.58540E+03, 2.99664E+03, 1.58820E+03
 2.99867E+03, 1.57170E+03, 2.99867E+03, 1.58450E+03, 2.99867E+03, 1.58750E+03
 3.00070E+03, 1.57170E+03, 3.00070E+03, 1.58470E+03, 3.00070E+03, 1.58710E+03
 3.00273E+03, 1.56930E+03, 3.00273E+03, 1.58740E+03, 3.00273E+03, 1.58600E+03
 3.00476E+03, 1.57010E+03, 3.00476E+03, 1.58700E+03, 3.00476E+03, 1.58610E+03
 3.00679E+03, 1.57150E+03, 3.00679E+03, 1.58910E+03, 3.00679E+03, 1.58600E+03
 3.00882E+03, 1.57140E+03, 3.00882E+03, 1.58500E+03, 3.00882E+03, 1.58440E+03
 3.01084E+03, 1.57100E+03, 3.01084E+03, 1.58550E+03, 3.01084E+03, 1.58700E+03
 3.01287E+03, 1.57000E+03, 3.01287E+03, 1.58570E+03, 3.01287E+03, 1.58570E+03
 3.01490E+03, 1.56750E+03, 3.01490E+03, 1.58700E+03, 3.01490E+03, 1.58790E+03
 3.01692E+03, 1.57060E+03, 3.01692E+03, 1.58730E+03, 3.01692E+03, 1.58630E+03
 3.01895E+03, 1.56890E+03, 3.01895E+03, 1.58790E+03, 3.01895E+03, 1.58570E+03
 3.02097E+03, 1.57090E+03, 3.02097E+03, 1.58900E+03, 3.02097E+03, 1.58340E+03
 3.02299E+03, 1.57070E+03, 3.02299E+03, 1.58410E+03, 3.02299E+03, 1.58980E+03
 3.02502E+03, 1.57050E+03, 3.02502E+03, 1.58580E+03, 3.02502E+03, 1.58480E+03
 3.02704E+03, 1.57030E+03, 3.02704E+03, 1.58430E+03, 3.02704E+03, 1.58150E+03
 3.02906E+03, 1.57070E+03, 3.02906E+03, 1.58320E+03, 3.02906E+03, 1.58640E+03
 3.03108E+03, 1.57030E+03, 3.03108E+03, 1.58560E+03, 3.03108E+03, 1.58660E+03
 3.03311E+03, 1.57040E+03, 3.03311E+03, 1.58310E+03, 3.03311E+03, 1.58600E+03
 3.03513E+03, 1.56940E+03, 3.03513E+03, 1.59040E+03, 3.03513E+03, 1.58500E+03
 3.03715E+03, 1.57180E+03, 3.03715E+03, 1.58470E+03, 3.03715E+03, 1.58810E+03
 3.03917E+03, 1.57070E+03, 3.03917E+03, 1.58250E+03, 3.03917E+03, 1.58240E+03
 3.04118E+03, 1.56990E+03, 3.04118E+03, 1.58570E+03, 3.04118E+03, 1.58440E+03
 3.04320E+03, 1.57200E+03, 3.04320E+03, 1.58450E+03, 3.04320E+03, 1.58750E+03
 3.04522E+03, 1.57040E+03, 3.04522E+03, 1.58640E+03, 3.04522E+03, 1.58470E+03
 3.04724E+03, 1.57200E+03, 3.04724E+03, 1.58880E+03, 3.04724E+03, 1.58440E+03
 3.04925E+03, 1.57010E+03, 3.04925E+03, 1.58620E+03, 3.04925E+03, 1.58700E+03
 3.05127E+03, 1.57020E+03, 3.05127E+03, 1.58370E+03, 3.05127E+03, 1.58250E+03
 3.05329E+03, 1.57130E+03, 3.05329E+03, 1.58800E+03, 3.05329E+03, 1.58720E+03
 3.05530E+03, 1.57180E+03, 3.05530E+03, 1.58320E+03, 3.05530E+03, 1.58430E+03
 3.05732E+03, 1.57030E+03, 3.05732E+03, 1.58290E+03, 3.05732E+03, 1.58820E+03
 3.05933E+03, 1.56950E+03, 3.05933E+03, 1.58500E+03, 3.05933E+03, 1.58530E+03
 3.06134E+03, 1.56860E+03, 3.06134E+03, 1.58650E+03, 3.06134E+03, 1.58440E+03
 3.06336E+03, 1.57020E+03, 3.06336E+03, 1.58410E+03, 3.06336E+03, 1.58550E+03
 3.06537E+03, 1.57210E+03, 3.06537E+03, 1.58640E+03, 3.06537E+03, 1.58660E+03
 3.06738E+03, 1.56930E+03, 3.06738E+03, 1.58460E+03, 3.06738E+03, 1.58730E+03
 3.06939E+03, 1.57130E+03, 3.06939E+03, 1.58470E+03, 3.06939E+03, 1.58520E+03
 3.07140E+03, 1.57060E+03, 3.07140E+03, 1.58160E+03, 3.07140E+03, 1.58490E+03
 3.07341E+03, 1.56890E+03, 3.07341E+03, 1.58530E+03, 3.07341E+03, 1.58450E+03
 3.07542E+03, 1.57150E+03, 3.07542E+03, 1.58450E+03, 3.07542E+03, 1.58530E+03
 3.07743E+03, 1.57060E+03, 3.07743E+03, 1.58500E+03, 3.07743E+03, 1.58530E+03
 3.07944E+03, 1.56800E+03, 3.07944E+03, 1.58600E+03, 3.07944E+03, 1.58290E+03
 3.08145E+03, 1.56940E+03, 3.08145E+03, 1.58630E+03, 3.08145E+03, 1.58780E+03
 3.08346E+03, 1.56980E+03, 3.08346E+03, 1.58570E+03, 3.08346E+03, 1.58510E+03
 3.08546E+03, 1.57030E+03, 3.08546E+03, 1.58460E+03, 3.08546E+03, 1.58490E+03
 3.08747E+03, 1.56790E+03, 3.08747E+03, 1.58500E+03, 3.08747E+03, 1.58270E+03
 3.08947E+03, 1.56940E+03, 3.08947E+03, 1.58790E+03, 3.08947E+03, 1.58690E+03
 3.09148E+03, 1.56940E+03, 3.09148E+03, 1.58320E+03, 3.09148E+03, 1.58460E+03
 3.09348E+03, 1.56680E+03, 3.09348E+03, 1.58490E+03, 3.09348E+03, 1.58360E+03
 3.09549E+03, 1.56910E+03, 3.09549E+03, 1.58470E+03, 3.09549E+03, 1.58770E+03
 3.09749E+03, 1.56820E+03, 3.09749E+03, 1.58350E+03, 3.09749E+03, 1.58850E+03
 3.09950E+03, 1.56930E+03, 3.09950E+03, 1.58510E+03, 3.09950E+03, 1.58580E+03
 3.10150E+03, 1.56910E+03, 3.10150E+03, 1.58460E+03, 3.10150E+03, 1.58760E+03
 3.10350E+03, 1.56760E+03, 3.10350E+03, 1.58480E+03, 3.10350E+03, 1.58480E+03
 3.10550E+03, 1.56970E+03, 3.10550E+03, 1.58310E+03, 3.10550E+03, 1.58370E+03
 3.10750E+03, 1.56930E+03, 3.10750E+03, 1.58690E+03, 3.10750E+03, 1.58500E+03
 3.10950E+03, 1.56940E+03, 3.10950E+03, 1.58590E+03, 3.10950E+03, 1.58430E+03
 3.11150E+03, 1.57200E+03, 3.11150E+03, 1.58460E+03, 3.11150E+03, 1.58990E+03
 3.11350E+03, 1.57070E+03, 3.11350E+03, 1.58520E+03, 3.11350E+03, 1.58310E+03
 3.11550E+03, 1.57010E+03, 3.11550E+03, 1.58240E+03, 3.11550E+03, 1.58250E+03
 3.11750E+03, 1.56960E+03, 3.11750E+03, 1.58480E+03, 3.11750E+03, 1.58510E+03
 3.11950E+03, 1.56790E+03, 3.11950E+03, 1.58340E+03, 3.11950E+03, 1.58610E+03
 3.12150E+03, 1.56890E+03, 3.12150E+03, 1.58340E+03, 3.12150E+03, 1.58250E+03
 3.12349E+03, 1.56910E+03, 3.12349E+03, 1.58830E+03, 3.12349E+03, 1.58780E+03
 3.12549E+03, 1.56980E+03, 3.12549E+03, 1.58480E+03, 3.12549E+03, 1.58390E+03
 3.12748E+03, 1.56930E+03, 3.12748E+03, 1.58590E+03, 3.12748E+03, 1.58700E+03
 3.12948E+03, 1.57170E+03, 3.12948E+03, 1.58170E+03, 3.12948E+03, 1.58500E+03
 3.13147E+03, 1.56610E+03, 3.13147E+03, 1.58450E+03, 3.13147E+03, 1.58680E+03
 3.13347E+03, 1.56850E+03, 3.13347E+03, 1.58310E+03, 3.13347E+03, 1.58240E+03
 3.13546E+03, 1.56800E+03, 3.13546E+03, 1.58770E+03, 3.13546E+03, 1.58410E+03
 3.13746E+03, 1.57020E+03, 3.13746E+03, 1.58340E+03, 3.13746E+03, 1.58670E+03
 3.13945E+03, 1.57000E+03, 3.13945E+03, 1.58530E+03, 3.13945E+03, 1.58280E+03
 3.14144E+03, 1.56900E+03, 3.14144E+03, 1.58520E+03, 3.14144E+03, 1.58290E+03
 3.14343E+03, 1.57020E+03, 3.14343E+03, 1.58200E+03, 3.14343E+03, 1.58390E+03
 3.14542E+03, 1.57100E+03, 3.14542E+03, 1.58300E+03, 3.14542E+03, 1.58500E+03
 3.14741E+03, 1.56940E+03, 3.14741E+03, 1.58380E+03, 3.14741E+03, 1.58390E+03
 3.14940E+03, 1.57050E+03, 3.14940E+03, 1.58630E+03, 3.14940E+03, 1.58000E+03
 3.15139E+03, 1.57080E+03, 3.15139E+03, 1.58500E+03, 3.15139E+03, 1.58110E+03
 3.15338E+03, 1.57090E+03, 3.15338E+03, 1.58400E+03, 3.15338E+03, 1.58330E+03
 3.15537E+03, 1.56950E+03, 3.15537E+03, 1.58540E+03, 3.15537E+03, 1.58040E+03
 3.15736E+03, 1.57230E+03, 3.15736E+03, 1.58270E+03, 3.15736E+03, 1.58570E+03
 3.15934E+03, 1.57060E+03, 3.15934E+03, 1.58460E+03, 3.15934E+03, 1.58400E+03
 3.16133E+03, 1.57060E+03, 3.16133E+03, 1.58370E+03, 3.16133E+03, 1.58360E+03
 3.16332E+03, 1.57000E+03, 3.16332E+03, 1.58250E+03, 3.16332E+03, 1.58230E+03
 3.16530E+03, 1.56990E+03, 3.16530E+03, 1.58660E+03, 3.16530E+03, 1.58840E+03
 3.16729E+03, 1.57020E+03, 3.16729E+03, 1.58430E+03, 3.16729E+03, 1.58210E+03
 3.16927E+03, 1.56900E+03, 3.16927E+03, 1.58180E+03, 3.16927E+03, 1.58150E+03
 3.17126E+03, 1.57170E+03, 3.17126E+03, 1.58230E+03, 3.17126E+03, 1.58030E+03
 3.17324E+03, 1.57060E+03, 3.17324E+03, 1.58390E+03, 3.17324E+03, 1.58330E+03
 3.17522E+03, 1.56910E+03, 3.17522E+03, 1.58270E+03, 3.17522E+03, 1.58420E+03
 3.17721E+03, 1.56790E+03, 3.17721E+03, 1.58260E+03, 3.17721E+03, 1.58550E+03
 3.17919E+03, 1.57030E+03, 3.17919E+03, 1.58260E+03, 3.17919E+03, 1.58290E+03
 3.18117E+03, 1.57080E+03, 3.18117E+03, 1.58460E+03, 3.18117E+03, 1.58180E+03
 3.18315E+03, 1.56910E+03, 3.18315E+03, 1.58340E+03, 3.18315E+03, 1.58130E+03
 3.18513E+03, 1.56810E+03, 3.18513E+03, 1.58430E+03, 3.18513E+03, 1.58320E+03
 3.18711E+03, 1.56890E+03, 3.18711E+03, 1.58240E+03, 3.18711E+03, 1.58630E+03
 3.18909E+03, 1.56820E+03, 3.18909E+03, 1.58940E+03, 3.18909E+03, 1.58180E+03
 3.19107E+03, 1.56740E+03, 3.19107E+03, 1.58360E+03, 3.19107E+03, 1.58350E+03
 3.19305E+03, 1.57230E+03, 3.19305E+03, 1.57920E+03, 3.19305E+03, 1.58440E+03
 3.19503E+03, 1.57040E+03, 3.19503E+03, 1.58020E+03, 3.19503E+03, 1.58470E+03
 3.19700E+03, 1.56840E+03, 3.19700E+03, 1.58110E+03, 3.19700E+03, 1.58460E+03
 3.19898E+03, 1.56810E+03, 3.19898E+03, 1.58200E+03, 3.19898E+03, 1.58460E+03
 3.20096E+03, 1.56830E+03, 3.20096E+03, 1.58180E+03, 3.20096E+03, 1.58390E+03
 3.20293E+03, 1.56850E+03, 3.20293E+03, 1.58140E+03, 3.20293E+03, 1.58080E+03
 3.20491E+03, 1.57150E+03, 3.20491E+03, 1.58210E+03, 3.20491E+03, 1.58230E+03
 3.20688E+03, 1.56880E+03, 3.20688E+03, 1.58040E+03, 3.20688E+03, 1.58150E+03
 3.20886E+03, 1.56780E+03, 3.20886E+03, 1.58090E+03, 3.20886E+03, 1.58590E+03
 3.21083E+03, 1.56960E+03, 3.21083E+03, 1.58720E+03, 3.21083E+03, 1.58470E+03
 3.21280E+03, 1.57190E+03, 3.21280E+03, 1.58130E+03, 3.21280E+03, 1.58150E+03
 3.21477E+03, 1.57070E+03, 3.21477E+03, 1.58210E+03, 3.21477E+03, 1.58150E+03
 3.21675E+03, 1.57020E+03, 3.21675E+03, 1.58440E+03, 3.21675E+03, 1.58570E+03
 3.21872E+03, 1.57010E+03, 3.21872E+03, 1.58160E+03, 3.21872E+03, 1.58170E+03
 3.22069E+03, 1.57030E+03, 3.22069E+03, 1.58360E+03, 3.22069E+03, 1.58100E+03
 3.22266E+03, 1.57130E+03, 3.22266E+03, 1.58170E+03, 3.22266E+03, 1.58370E+03
 3.22463E+03, 1.56960E+03, 3.22463E+03, 1.58050E+03, 3.22463E+03, 1.58300E+03
 3.22660E+03, 1.57020E+03, 3.22660E+03, 1.58550E+03, 3.22660E+03, 1.58180E+03
 3.22857E+03, 1.56870E+03, 3.22857E+03, 1.58280E+03, 3.22857E+03, 1.58390E+03
 3.23054E+03, 1.57160E+03, 3.23054E+03, 1.58370E+03, 3.23054E+03, 1.58230E+03
 3.23250E+03, 1.57060E+03, 3.23250E+03, 1.58240E+03, 3.23250E+03, 1.58400E+03
 3.23447E+03, 1.56960E+03, 3.23447E+03, 1.58160E+03, 3.23447E+03, 1.58460E+03
 3.23644E+03, 1.57040E+03, 3.23644E+03, 1.58200E+03, 3.23644E+03, 1.58020E+03
 3.23841E+03, 1.57000E+03, 3.23841E+03, 1.58150E+03, 3.23841E+03, 1.58350E+03
 3.24037E+03, 1.57090E+03, 3.24037E+03, 1.58410E+03, 3.24037E+03, 1.57930E+03
 3.24234E+03, 1.57100E+03, 3.24234E+03, 1.58350E+03, 3.24234E+03, 1.58370E+03
 3.24430E+03, 1.57100E+03, 3.24430E+03, 1.58270E+03, 3.24430E+03, 1.58280E+03
 3.24627E+03, 1.56880E+03, 3.24627E+03, 1.58150E+03, 3.24627E+03, 1.57820E+03
 3.24823E+03, 1.57000E+03, 3.24823E+03, 1.58170E+03, 3.24823E+03, 1.58030E+03
 3.25019E+03, 1.56710E+03, 3.25019E+03, 1.58560E+03, 3.25019E+03, 1.58070E+03
 3.25216E+03, 1.56870E+03, 3.25216E+03, 1.58240E+03, 3.25216E+03, 1.58060E+03
 3.25412E+03, 1.56950E+03, 3.25412E+03, 1.58030E+03, 3.25412E+03, 1.58350E+03
 3.25608E+03, 1.56820E+03, 3.25608E+03, 1.57930E+03, 3.25608E+03, 1.58050E+03
 3.25804E+03, 1.57010E+03, 3.25804E+03, 1.57930E+03, 3.25804E+03, 1.58150E+03
 3.26000E+03, 1.57070E+03, 3.26000E+03, 1.58230E+03, 3.26000E+03, 1.58220E+03
 3.26196E+03, 1.56960E+03, 3.26196E+03, 1.58480E+03, 3.26196E+03, 1.58170E+03
 3.26392E+03, 1.56850E+03, 3.26392E+03, 1.58300E+03, 3.26392E+03, 1.57940E+03
 3.26588E+03, 1.57220E+03, 3.26588E+03, 1.57800E+03, 3.26588E+03, 1.58240E+03
 3.26784E+03, 1.56780E+03, 3.26784E+03, 1.58160E+03, 3.26784E+03, 1.58000E+03
 3.26980E+03, 1.56900E+03, 3.26980E+03, 1.58150E+03, 3.26980E+03, 1.58200E+03
 3.27175E+03, 1.57060E+03, 3.27175E+03, 1.58430E+03, 3.27175E+03, 1.58290E+03
 3.27371E+03, 1.57120E+03, 3.27371E+03, 1.58420E+03, 3.27371E+03, 1.58110E+03
 3.27567E+03, 1.56840E+03, 3.27567E+03, 1.58440E+03, 3.27567E+03, 1.58360E+03
 3.27762E+03, 1.57180E+03, 3.27762E+03, 1.58110E+03, 3.27762E+03, 1.58400E+03
 3.27958E+03, 1.56820E+03, 3.27958E+03, 1.57970E+03, 3.27958E+03, 1.58540E+03
 3.28153E+03, 1.57270E+03, 3.28153E+03, 1.58330E+03, 3.28153E+03, 1.58060E+03
 3.28349E+03, 1.57120E+03, 3.28349E+03, 1.58080E+03, 3.28349E+03, 1.58370E+03
 3.28544E+03, 1.57060E+03, 3.28544E+03, 1.57830E+03, 3.28544E+03, 1.58130E+03
 3.28740E+03, 1.57270E+03, 3.28740E+03, 1.58250E+03, 3.28740E+03, 1.58200E+03
 3.28935E+03, 1.57200E+03, 3.28935E+03, 1.57950E+03, 3.28935E+03, 1.58260E+03
 3.29130E+03, 1.56970E+03, 3.29130E+03, 1.57950E+03, 3.29130E+03, 1.57960E+03
 3.29325E+03, 1.57020E+03, 3.29325E+03, 1.58040E+03, 3.29325E+03, 1.58360E+03
 3.29521E+03, 1.57090E+03, 3.29521E+03, 1.57910E+03, 3.29521E+03, 1.58280E+03
 3.29716E+03, 1.56920E+03, 3.29716E+03, 1.58050E+03, 3.29716E+03, 1.57980E+03
 3.29911E+03, 1.56950E+03, 3.29911E+03, 1.58020E+03, 3.29911E+03, 1.58190E+03
 3.30106E+03, 1.57140E+03, 3.30106E+03, 1.57690E+03, 3.30106E+03, 1.58050E+03
 3.30301E+03, 1.57180E+03, 3.30301E+03, 1.58080E+03, 3.30301E+03, 1.58420E+03
 3.30496E+03, 1.56970E+03, 3.30496E+03, 1.58040E+03, 3.30496E+03, 1.58230E+03
 3.30690E+03, 1.56920E+03, 3.30690E+03, 1.58130E+03, 3.30690E+03, 1.58190E+03
 3.30885E+03, 1.57010E+03, 3.30885E+03, 1.57850E+03, 3.30885E+03, 1.58520E+03
 3.31080E+03, 1.56970E+03, 3.31080E+03, 1.58210E+03, 3.31080E+03, 1.58080E+03
 3.31275E+03, 1.57110E+03, 3.31275E+03, 1.58150E+03, 3.31275E+03, 1.58230E+03
 3.31469E+03, 1.57040E+03, 3.31469E+03, 1.58280E+03, 3.31469E+03, 1.58360E+03
 3.31664E+03, 1.57080E+03, 3.31664E+03, 1.58140E+03, 3.31664E+03, 1.57980E+03
 3.31858E+03, 1.56800E+03, 3.31858E+03, 1.58310E+03, 3.31858E+03, 1.58300E+03
 3.32053E+03, 1.56990E+03, 3.32053E+03, 1.58150E+03, 3.32053E+03, 1.58340E+03
 3.32247E+03, 1.57060E+03, 3.32247E+03, 1.58450E+03, 3.32247E+03, 1.58050E+03
 3.32442E+03, 1.56960E+03, 3.32442E+03, 1.57860E+03, 3.32442E+03, 1.58170E+03
 3.32636E+03, 1.56910E+03, 3.32636E+03, 1.58040E+03, 3.32636E+03, 1.58020E+03
 3.32830E+03, 1.57090E+03, 3.32830E+03, 1.57940E+03, 3.32830E+03, 1.58010E+03
 3.33024E+03, 1.57150E+03, 3.33024E+03, 1.58560E+03, 3.33024E+03, 1.58290E+03
 3.33219E+03, 1.56840E+03, 3.33219E+03, 1.58020E+03, 3.33219E+03, 1.58200E+03
 3.33413E+03, 1.56820E+03, 3.33413E+03, 1.57870E+03, 3.33413E+03, 1.58240E+03
 3.33607E+03, 1.56830E+03, 3.33607E+03, 1.58120E+03, 3.33607E+03, 1.58190E+03
 3.33801E+03, 1.56780E+03, 3.33801E+03, 1.58300E+03, 3.33801E+03, 1.57930E+03
 3.33995E+03, 1.57040E+03, 3.33995E+03, 1.57980E+03, 3.33995E+03, 1.58150E+03
 3.34189E+03, 1.57150E+03, 3.34189E+03, 1.58030E+03, 3.34189E+03, 1.58350E+03
 3.34383E+03, 1.57190E+03, 3.34383E+03, 1.57970E+03, 3.34383E+03, 1.58170E+03
 3.34576E+03, 1.57070E+03, 3.34576E+03, 1.58100E+03, 3.34576E+03, 1.58240E+03
 3.34770E+03, 1.57020E+03, 3.34770E+03, 1.57830E+03, 3.34770E+03, 1.57880E+03
 3.34964E+03, 1.56920E+03, 3.34964E+03, 1.57920E+03, 3.34964E+03, 1.58020E+03
 3.35158E+03, 1.57020E+03, 3.35158E+03, 1.58070E+03, 3.35158E+03, 1.58070E+03
 3.35351E+03, 1.57050E+03, 3.35351E+03, 1.58170E+03, 3.35351E+03, 1.58300E+03
 3.35545E+03, 1.57010E+03, 3.35545E+03, 1.57990E+03, 3.35545E+03, 1.57980E+03
 3.35738E+03, 1.57140E+03, 3.35738E+03, 1.58090E+03, 3.35738E+03, 1.58030E+03
 3.35932E+03, 1.57140E+03, 3.35932E+03, 1.58020E+03, 3.35932E+03, 1.57970E+03
 3.36125E+03, 1.56770E+03, 3.36125E+03, 1.58110E+03, 3.36125E+03, 1.57930E+03
 3.36319E+03, 1.56790E+03, 3.36319E+03, 1.58030E+03, 3.36319E+03, 1.57800E+03
 3.36512E+03, 1.56940E+03, 3.36512E+03, 1.58030E+03, 3.36512E+03, 1.58110E+03
 3.36705E+03, 1.56660E+03, 3.36705E+03, 1.58020E+03, 3.36705E+03, 1.58340E+03
 3.36898E+03, 1.57020E+03, 3.36898E+03, 1.57950E+03, 3.36898E+03, 1.58270E+03
 3.37092E+03, 1.56870E+03, 3.37092E+03, 1.57660E+03, 3.37092E+03, 1.58120E+03
 3.37285E+03, 1.56940E+03, 3.37285E+03, 1.58280E+03, 3.37285E+03, 1.58150E+03
 3.37478E+03, 1.56740E+03, 3.37478E+03, 1.57980E+03, 3.37478E+03, 1.58180E+03
 3.37671E+03, 1.56940E+03, 3.37671E+03, 1.58170E+03, 3.37671E+03, 1.58010E+03
 3.37864E+03, 1.57150E+03, 3.37864E+03, 1.57850E+03, 3.37864E+03, 1.58180E+03
 3.38057E+03, 1.56870E+03, 3.38057E+03, 1.57900E+03, 3.38057E+03, 1.58050E+03
 3.38250E+03, 1.56810E+03, 3.38250E+03, 1.57860E+03, 3.38250E+03, 1.57950E+03
 3.38442E+03, 1.56970E+03, 3.38442E+03, 1.58050E+03, 3.38442E+03, 1.58020E+03
 3.38635E+03, 1.56960E+03, 3.38635E+03, 1.57870E+03, 3.38635E+03, 1.58250E+03
 3.38828E+03, 1.57080E+03, 3.38828E+03, 1.57930E+03, 3.38828E+03, 1.57950E+03
 3.39021E+03, 1.56870E+03, 3.39021E+03, 1.57980E+03, 3.39021E+03, 1.57830E+03
 3.39213E+03, 1.56780E+03, 3.39213E+03, 1.57990E+03, 3.39213E+03, 1.58140E+03
 3.39406E+03, 1.56850E+03, 3.39406E+03, 1.58120E+03, 3.39406E+03, 1.58290E+03
 3.39598E+03, 1.57010E+03, 3.39598E+03, 1.58090E+03, 3.39598E+03, 1.58110E+03
 3.39791E+03, 1.56790E+03, 3.39791E+03, 1.58200E+03, 3.39791E+03, 1.58250E+03
 3.39983E+03, 1.57110E+03, 3.39983E+03, 1.57930E+03, 3.39983E+03, 1.58010E+03
 3.40176E+03, 1.56990E+03, 3.40176E+03, 1.57600E+03, 3.40176E+03, 1.58040E+03
 3.40368E+03, 1.56940E+03, 3.40368E+03, 1.58120E+03, 3.40368E+03, 1.58090E+03
 3.40560E+03, 1.57160E+03, 3.40560E+03, 1.57730E+03, 3.40560E+03, 1.57730E+03
 3.40752E+03, 1.56970E+03, 3.40752E+03, 1.58160E+03, 3.40752E+03, 1.58010E+03
 3.40945E+03, 1.57090E+03, 3.40945E+03, 1.57610E+03, 3.40945E+03, 1.58080E+03
 3.41137E+03, 1.57060E+03, 3.41137E+03, 1.57880E+03, 3.41137E+03, 1.57760E+03
 3.41329E+03, 1.57030E+03, 3.41329E+03, 1.58000E+03, 3.41329E+03, 1.58180E+03
 3.41521E+03, 1.56840E+03, 3.41521E+03, 1.58220E+03, 3.41521E+03, 1.57960E+03
 3.41713E+03, 1.56910E+03, 3.41713E+03, 1.58000E+03, 3.41713E+03, 1.58120E+03
 3.41905E+03, 1.56930E+03, 3.41905E+03, 1.58230E+03, 3.41905E+03, 1.58160E+03
 3.42097E+03, 1.56910E+03, 3.42097E+03, 1.58240E+03, 3.42097E+03, 1.58030E+03
 3.42288E+03, 1.57000E+03, 3.42288E+03, 1.57800E+03, 3.42288E+03, 1.58030E+03
 3.42480E+03, 1.56980E+03, 3.42480E+03, 1.58220E+03, 3.42480E+03, 1.57940E+03
 3.42672E+03, 1.56800E+03, 3.42672E+03, 1.57990E+03, 3.42672E+03, 1.58040E+03
 3.42864E+03, 1.57020E+03, 3.42864E+03, 1.57970E+03, 3.42864E+03, 1.57900E+03
 3.43055E+03, 1.56900E+03, 3.43055E+03, 1.58100E+03, 3.43055E+03, 1.58050E+03
 3.43247E+03, 1.56920E+03, 3.43247E+03, 1.57780E+03, 3.43247E+03, 1.57560E+03
 3.43438E+03, 1.56830E+03, 3.43438E+03, 1.58380E+03, 3.43438E+03, 1.57900E+03
 3.43630E+03, 1.56970E+03, 3.43630E+03, 1.57640E+03, 3.43630E+03, 1.57820E+03
 3.43821E+03, 1.56860E+03, 3.43821E+03, 1.58030E+03, 3.43821E+03, 1.58140E+03
 3.44013E+03, 1.57140E+03, 3.44013E+03, 1.57820E+03, 3.44013E+03, 1.58050E+03
 3.44204E+03, 1.56800E+03, 3.44204E+03, 1.57880E+03, 3.44204E+03, 1.58110E+03
 3.44395E+03, 1.57040E+03, 3.44395E+03, 1.58020E+03, 3.44395E+03, 1.57740E+03
 3.44586E+03, 1.56880E+03, 3.44586E+03, 1.57630E+03, 3.44586E+03, 1.58170E+03
 3.44778E+03, 1.57050E+03, 3.44778E+03, 1.58150E+03, 3.44778E+03, 1.57990E+03
 3.44969E+03, 1.57170E+03, 3.44969E+03, 1.58080E+03, 3.44969E+03, 1.57980E+03
 3.45160E+03, 1.56970E+03, 3.45160E+03, 1.58060E+03, 3.45160E+03, 1.57920E+03
 3.45351E+03, 1.57140E+03, 3.45351E+03, 1.57660E+03, 3.45351E+03, 1.57850E+03
 3.45542E+03, 1.57070E+03, 3.45542E+03, 1.57870E+03, 3.45542E+03, 1.58350E+03
 3.45733E+03, 1.57040E+03, 3.45733E+03, 1.58170E+03, 3.45733E+03, 1.58010E+03
 3.45924E+03, 1.56920E+03, 3.45924E+03, 1.57940E+03, 3.45924E+03, 1.57890E+03
 3.46115E+03, 1.57170E+03, 3.46115E+03, 1.57940E+03, 3.46115E+03, 1.58130E+03
 3.46305E+03, 1.57080E+03, 3.46305E+03, 1.57870E+03, 3.46305E+03, 1.57670E+03
 3.46496E+03, 1.56930E+03, 3.46496E+03, 1.57840E+03, 3.46496E+03, 1.57830E+03
 3.46687E+03, 1.57180E+03, 3.46687E+03, 1.57950E+03, 3.46687E+03, 1.57910E+03
 3.46877E+03, 1.57040E+03, 3.46877E+03, 1.57870E+03, 3.46877E+03, 1.57900E+03
 3.47068E+03, 1.57090E+03, 3.47068E+03, 1.58090E+03, 3.47068E+03, 1.57870E+03
 3.47259E+03, 1.56920E+03, 3.47259E+03, 1.57690E+03, 3.47259E+03, 1.58180E+03
 3.47449E+03, 1.56940E+03, 3.47449E+03, 1.57790E+03, 3.47449E+03, 1.58080E+03
 3.47640E+03, 1.56910E+03, 3.47640E+03, 1.58070E+03, 3.47640E+03, 1.57930E+03
 3.47830E+03, 1.57120E+03, 3.47830E+03, 1.58090E+03, 3.47830E+03, 1.57800E+03
 3.48020E+03, 1.56990E+03, 3.48020E+03, 1.57990E+03, 3.48020E+03, 1.58000E+03
 3.48211E+03, 1.56740E+03, 3.48211E+03, 1.57750E+03, 3.48211E+03, 1.57780E+03
 3.48401E+03, 1.57170E+03, 3.48401E+03, 1.57780E+03, 3.48401E+03, 1.57720E+03
 3.48591E+03, 1.56910E+03, 3.48591E+03, 1.57830E+03, 3.48591E+03, 1.57880E+03
 3.48781E+03, 1.56900E+03, 3.48781E+03, 1.57770E+03, 3.48781E+03, 1.57640E+03
 3.48971E+03, 1.56950E+03, 3.48971E+03, 1.58150E+03, 3.48971E+03, 1.57840E+03
 3.49161E+03, 1.57180E+03, 3.49161E+03, 1.57630E+03, 3.49161E+03, 1.58200E+03
 3.49351E+03, 1.57200E+03, 3.49351E+03, 1.57540E+03, 3.49351E+03, 1.57710E+03
 3.49541E+03, 1.56790E+03, 3.49541E+03, 1.57630E+03, 3.49541E+03, 1.57970E+03
