All days with start 2022-01-01,theoretical curve (leap day corrected) (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
365.0,80.78898282896975,80.47860578560815,370.0,80.25,0.25
366.0,80.71818084674635,80.37557318752417,385.0,77.5,0.25
367.0,80.64056070855162,80.26610820799245,386.0,77.0,0.25
368.0,80.55614538469099,80.15024195656733,389.0,76.75,0.25
369.0,80.46495985638475,80.02800736202168,392.0,75.75,0.25
370.0,80.36703110837529,79.89943916298863,394.0,75.0,0.25
371.0,80.2623881209415,79.76457389808894,395.0,74.75,0.25
372.0,80.15106186132249,79.62344989554694,405.0,71.75,0.25
373.0,80.03308527455347,79.47610726229769,418.0,67.375,0.25
374.0,79.90849327371618,79.32258787258883,423.0,65.375,0.25
375.0,79.77732272960702,79.16293535607998,428.0,63.5,0.25
376.0,79.6396124598258,78.99719508544341,429.0,63.25,0.25
377.0,79.49540321728827,78.82541416346925,436.0,60.5,0.25
378.0,79.34473767816618,78.64764140967908,437.0,60.0,0.25
379.0,79.18766042925783,78.46392734645158,438.0,59.75,0.25
380.0,79.02421795479358,78.27432418466421,441.0,58.625,0.25
381.0,78.85445862267953,78.07888580885518,444.0,57.375,0.25
382.0,78.67843267018397,77.87766776190952,472.0,46.75,0.25
383.0,78.49619218907046,77.67072722927408,477.0,45.0,0.25
384.0,78.30779111018235,77.45812302270562,498.0,39.0,0.25
385.0,78.11328518748275,77.23991556355668,512.0,36.0,0.25
386.0,77.91273198155521,77.01616686560409,520.0,35.0,0.25
387.0,77.7061908425697,76.78694051742488,528.0,34.5,0.25
388.0,77.49372289271888,76.5523016643246,529.0,34.5,0.25
389.0,77.27539100813019,76.31231698982326,530.0,34.25,0.25
390.0,77.05125980025866,76.06705469670415,531.0,34.25,0.25
391.0,76.82139559676645,75.81658448763083,532.0,34.25,0.25
392.0,76.58586642189411,75.56097754533788,536.0,34.25,0.25
393.0,76.34474197633034,75.30030651240101,550.0,34.75,0.25
394.0,76.09809361658495,75.03464547059235,551.0,35.0,0.25
395.0,75.84599433387243,74.76406991982665,553.0,35.25,0.25
396.0,75.58851873251136,74.48865675670443,564.0,36.75,0.25
397.0,75.32574300784665,74.2084842526583,577.0,39.75,0.25
398.0,75.05774492370087,73.92363203170845,581.0,40.75,0.25
399.0,74.78460378936128,73.63418104783392,590.0,43.75,0.25
400.0,74.50640043610994,73.34021356196557,593.0,44.25,0.25
