Particle 1 x (Å), Particle 1 y (Å), Particle 1 z (Å), Particle 2 x (Å), Particle 2 y (Å), Particle 2 z (Å), Particle 3 x (Å), Particle 3 y (Å), Particle 3 z (Å)
-1.07572030, 13.03691605, -14.09026835, 11.04366498, 13.59318725, -9.74464762, 25.70678055, 0.59319776, -0.13268176
-1.08172434, 13.01561646, -14.11365246, 11.19254284, 13.63494952, -9.74065422, 25.79501467, 0.58072963, -0.22070906
-1.09206911, 13.01328377, -14.13896434, 11.33334923, 13.67970331, -9.72923140, 25.87664426, 0.54629649, -0.29162019
-1.10649893, 13.03428468, -14.16396290, 11.45398883, 13.71759889, -9.70621388, 25.91916377, 0.48374563, -0.32107218
-1.12628610, 13.08080256, -14.18749588, 11.54478698, 13.74508528, -9.67033180, 25.91289952, 0.40672477, -0.30971861
-1.15509206, 13.14817756, -14.20699367, 11.59942404, 13.76615674, -9.62209997, 25.88417207, 0.33324735, -0.28460920
-1.19166288, 13.21929103, -14.21496749, 11.61767921, 13.78503259, -9.56208990, 25.87201916, 0.26965816, -0.27565445
-1.23178854, 13.26889942, -14.20181619, 11.60517530, 13.80016161, -9.48838669, 25.89594967, 0.21509033, -0.29358759
-1.26844393, 13.27410306, -14.15921204, 11.57228354, 13.80623231, -9.39860938, 25.94686448, 0.17517517, -0.32193150
-1.28923138, 13.22981395, -14.08650488, 11.53180261, 13.79856678, -9.29734586, 26.00855470, 0.16080022, -0.33207719
-1.28594263, 13.15358889, -13.99522227, 11.49757402, 13.77608011, -9.19766239, 26.07229015, 0.17514197, -0.30100984
-1.26180178, 13.07048285, -13.90096962, 11.48196385, 13.73942767, -9.11806942, 26.13428071, 0.21051451, -0.21854118
-1.22449874, 13.00384453, -13.81974601, 11.48889019, 13.69198664, -9.06760920, 26.19359656, 0.25562241, -0.09142831
-1.17970725, 12.96846937, -13.76331274, 11.51310198, 13.64066531, -9.03848173, 26.24886555, 0.30283699, 0.05990557
-1.12969174, 12.96751074, -13.73494778, 11.54311437, 13.59434066, -9.01391537, 26.29448775, 0.34997082, 0.21167700
-1.07763203, 12.99635081, -13.73367411, 11.56714187, 13.56177812, -8.98105152, 26.32674059, 0.40000722, 0.33804154
-1.02839456, 13.04675795, -13.76029679, 11.57781894, 13.54993968, -8.93808730, 26.34585802, 0.46137191, 0.41996424
-0.98681412, 13.10884990, -13.81700808, 11.57198268, 13.56395121, -8.89248841, 26.35549314, 0.53811950, 0.45242905
-0.95422822, 13.17225007, -13.89965046, 11.54952936, 13.60433962, -8.85166883, 26.36022503, 0.62298973, 0.44213395
-0.92551952, 13.22060227, -13.98446063, 11.51315726, 13.66345357, -8.81744852, 26.36411318, 0.70110136, 0.40195870
-0.89202328, 13.23616862, -14.03679430, 11.46752832, 13.72760166, -8.78630317, 26.36754201, 0.75447740, 0.34331575
-0.85532668, 13.21504509, -14.04432804, 11.41950997, 13.78359996, -8.75252117, 26.36531043, 0.76822783, 0.27409681
-0.82837094, 13.17356417, -14.02649831, 11.37788505, 13.82498436, -8.70964684, 26.35204793, 0.74070956, 0.20147100
-0.81874563, 13.13640244, -14.00687883, 11.35168326, 13.85606148, -8.65458908, 26.32788885, 0.68590285, 0.13454134
-0.82229204, 13.12566020, -13.99872975, 11.34926311, 13.89157896, -8.59218202, 26.29587991, 0.62375327, 0.08066752
-0.82755333, 13.15312575, -14.00637190, 11.37474522, 13.94701077, -8.53131594, 26.25763455, 0.57109971, 0.04067168
-0.82091655, 13.21568466, -14.02739528, 11.42292130, 14.02532242, -8.47894602, 26.21551751, 0.53709872, 0.00948932
-0.79210423, 13.29988112, -14.05658454, 11.48123077, 14.11602291, -8.44046763, 26.17410701, 0.52362862, -0.01868292
-0.74072109, 13.38954727, -14.09013085, 11.53383764, 14.20555493, -8.42266177, 26.13937010, 0.52727374, -0.04695107
-0.68362357, 13.47082657, -14.12740252, 11.56913319, 14.28518006, -8.42701622, 26.11480932, 0.54324018, -0.07598525
-0.64739675, 13.53329990, -14.17080989, 11.58339854, 14.34961747, -8.44513238, 26.10001248, 0.56719801, -0.10443592
-0.64911528, 13.57085066, -14.22146874, 11.57981169, 14.39685191, -8.46553914, 26.09167268, 0.59492259, -0.12845817
-0.68219915, 13.58431874, -14.27091213, 11.56516553, 14.42847752, -8.48224687, 26.08555138, 0.62294823, -0.14197622
-0.72614128, 13.57853784, -14.30292146, 11.54621831, 14.44837555, -8.49537789, 26.07775480, 0.64967884, -0.13787373
-0.76018342, 13.56196691, -14.30071802, 11.52841654, 14.46400529, -8.50750527, 26.06465716, 0.67594975, -0.11235129
-0.76750249, 13.54307320, -14.25131794, 11.51961672, 14.48439387, -8.52057644, 26.04421775, 0.70496798, -0.07135912
-0.74090162, 13.52330421, -14.15437146, 11.53223240, 14.51415366, -8.53479146, 26.01806885, 0.73938114, -0.02907010
-0.68659587, 13.49558312, -14.03077397, 11.57767455, 14.54525101, -8.54963546, 25.99309860, 0.77739264, -0.00101886
-0.61638240, 13.44757302, -13.93411151, 11.65102250, 14.56248994, -8.56589858, 25.97982690, 0.81295027, 0.00211392
-0.53937573, 13.35926725, -13.92605655, 11.72642662, 14.55648458, -8.58129544, 25.98513010, 0.84131707, -0.02162379
-0.46562325, 13.23450282, -13.98859693, 11.77322933, 14.52688132, -8.58873883, 26.00730149, 0.86162680, -0.06447680
-0.40684724, 13.10770342, -14.04967853, 11.77982958, 14.47690088, -8.58521848, 26.03735133, 0.87700320, -0.11295112
-0.36021849, 13.00789412, -14.06277599, 11.75406717, 14.40827087, -8.57740580, 26.06321639, 0.89376913, -0.15400824
-0.31122586, 12.94424220, -14.02712594, 11.70883196, 14.32604193, -8.57220909, 26.07420506, 0.91953609, -0.17558308
-0.25845320, 12.90857853, -13.96572280, 11.65749064, 14.24558765, -8.56750833, 26.06523186, 0.95894493, -0.17071913
-0.21860943, 12.88871121, -13.90067627, 11.61154172, 14.18925374, -8.55329729, 26.04239517, 1.00990871, -0.14390137
-0.20542753, 12.87587478, -13.84361264, 11.57651844, 14.17445377, -8.52159390, 26.01989600, 1.06436312, -0.10791742
-0.22086052, 12.86558782, -13.80039911, 11.55265274, 14.19982794, -8.47177769, 26.01307271, 1.11312829, -0.07503189
-0.25975539, 12.85670685, -13.77421789, 11.53852112, 14.24994795, -8.40865735, 26.03403699, 1.14888602, -0.05323634
-0.32103764, 12.84994880, -13.75716251, 11.53275280, 14.30759107, -8.33977803, 26.08519293, 1.16938197, -0.04302230
-0.41253738, 12.84624575, -13.72682867, 11.53249553, 14.36081883, -8.27296878, 26.15708159, 1.17522778, -0.04150014
-0.53751366, 12.84677414, -13.67246626, 11.53233894, 14.40268451, -8.21650219, 26.23396014, 1.16834731, -0.04287676
-0.66939110, 12.85449781, -13.61404956, 11.52638086, 14.42739191, -8.17858304, 26.29994781, 1.15117340, -0.03536305
-0.75774919, 12.86906723, -13.57315983, 11.51166760, 14.42795871, -8.16794620, 26.34470474, 1.12484028, -0.00374027
-0.76373375, 12.89001280, -13.55717863, 11.48766540, 14.40111783, -8.19188989, 26.36494866, 1.08910567, 0.06310369
-0.70297057, 12.92679825, -13.56168110, 11.45570809, 14.35039205, -8.25017219, 26.36642728, 1.04342133, 0.15934227
-0.61168052, 12.98384582, -13.57972771, 11.42036389, 14.28474189, -8.33185634, 26.35862380, 0.99296537, 0.26013705
-0.51646835, 13.05331895, -13.60510875, 11.38891450, 14.21687980, -8.41694645, 26.35130505, 0.95112234, 0.33566915
-0.43171597, 13.11998440, -13.63479845, 11.36882015, 14.16202336, -8.48677690, 26.35182911, 0.92952012, 0.36952488
-0.36267299, 13.16619124, -13.66866460, 11.36445941, 14.13072242, -8.52936875, 26.36387849, 0.93009067, 0.36689253
-0.30846059, 13.17841072, -13.70905679, 11.37501469, 14.12192391, -8.54197429, 26.38526277, 0.94780742, 0.34566881
-0.26827785, 13.15719539, -13.76062672, 11.39632857, 14.12573864, -8.52548277, 26.41013509, 0.97946788, 0.32379021
-0.24017070, 13.11400837, -13.82501370, 11.42274852, 14.13135406, -8.48258838, 26.43259058, 1.02704151, 0.31497424
-0.22122531, 13.06212397, -13.89363557, 11.44586053, 14.12546364, -8.42611315, 26.44858929, 1.09320667, 0.32834378
-0.20886636, 13.01872477, -13.94733142, 11.45316099, 14.08625561, -8.38694460, 26.45883112, 1.17800995, 0.36604559
-0.20138214, 13.00711917, -13.96283734, 11.43749936, 13.99751461, -8.39316871, 26.46727201, 1.27660888, 0.42396746
-0.19497324, 13.04085554, -13.93137648, 11.40901744, 13.87972911, -8.43993990, 26.47589642, 1.37241761, 0.49582652
-0.17883944, 13.10134121, -13.87920865, 11.38198447, 13.77390723, -8.50140333, 26.48054966, 1.44445267, 0.57861828
-0.13849361, 13.16034764, -13.84922172, 11.36781418, 13.72122647, -8.54195506, 26.47110909, 1.48066124, 0.66772883
-0.07117417, 13.20191731, -13.86393108, 11.37425137, 13.74687418, -8.53250651, 26.44030064, 1.48619104, 0.75348874
0.00770317, 13.22102216, -13.90780410, 11.39667968, 13.83627707, -8.48573739, 26.38984793, 1.47619056, 0.82787639
0.08157334, 13.21667947, -13.95883378, 11.42482704, 13.95847249, -8.42876842, 26.32945583, 1.46346260, 0.88995683
0.14008326, 13.19039984, -14.00457857, 11.45106137, 14.09130946, -8.37286127, 26.26807162, 1.45560371, 0.94080491
0.17812294, 13.14938263, -14.03928624, 11.46943604, 14.21877388, -8.31966542, 26.21084062, 1.45874336, 0.97625486
0.19010164, 13.10537303, -14.05901278, 11.47395117, 14.32243604, -8.27261414, 26.16122317, 1.47695493, 0.98647063
0.17147284, 13.07195270, -14.06368541, 11.45925793, 14.38511506, -8.23641572, 26.12108950, 1.51368471, 0.96550227
0.12197767, 13.05753575, -14.06376218, 11.42303762, 14.39723064, -8.21386784, 26.08879147, 1.56823991, 0.92377662
0.04627912, 13.05914322, -14.08097070, 11.37148273, 14.36189378, -8.20156612, 26.06003431, 1.63013833, 0.88376473
-0.04624375, 13.06650830, -14.13693137, 11.31849278, 14.29111415, -8.19215638, 26.03005332, 1.67793126, 0.86462975
-0.14682869, 13.06587732, -14.23707109, 11.28239097, 14.19839790, -8.18210641, 25.99476042, 1.69115933, 0.86765028
-0.24914604, 13.04792905, -14.36456231, 11.28100016, 14.09775928, -8.17295984, 25.95449146, 1.66914316, 0.87960329
-0.34859647, 13.01114543, -14.49514684, 11.31909506, 13.99858983, -8.16639092, 25.91219962, 1.63263008, 0.88902232
-0.43888527, 12.95399533, -14.60991551, 11.38408038, 13.90373330, -8.15955564, 25.87075363, 1.60445480, 0.89343949
-0.51236464, 12.87776556, -14.70068540, 11.45732533, 13.81627979, -8.14552109, 25.83475209, 1.60234977, 0.89446965
-0.56849971, 12.79342168, -14.76741914, 11.52316188, 13.73812793, -8.11807440, 25.81268732, 1.63126282, 0.89546820
-0.61212285, 12.72227659, -14.81526884, 11.57239921, 13.66709052, -8.07516490, 25.81645302, 1.68515473, 0.90071235
-0.64801939, 12.68828564, -14.84629352, 11.59965372, 13.59874294, -8.02308509, 25.85395231, 1.75572828, 0.91284347
-0.67888331, 12.70093639, -14.86037352, 11.60403405, 13.53019711, -7.97576897, 25.91837224, 1.83688234, 0.93222505
-0.70714761, 12.75041285, -14.85728412, 11.58907580, 13.45933456, -7.94583870, 25.99086044, 1.92370779, 0.95860484
-0.73655068, 12.81405536, -14.83874730, 11.55800537, 13.38607868, -7.93706586, 26.05171039, 2.00704492, 0.98959592
-0.77239303, 12.86734145, -14.80840088, 11.50953257, 13.31720479, -7.94711173, 26.08765196, 2.07032603, 1.01872430
-0.81926615, 12.89047734, -14.77150886, 11.43408272, 13.26375577, -7.97022612, 26.09078878, 2.09653782, 1.03381022
-0.87868259, 12.87380093, -14.72990241, 11.32229059, 13.23198248, -8.00146699, 26.06378168, 2.07911267, 1.02213404
-0.94712452, 12.81965793, -14.67838661, 11.18108302, 13.21797115, -8.03902846, 26.02474899, 2.03035464, 0.97277020
-1.01725231, 12.73437906, -14.60994929, 11.03404130, 13.21442952, -8.08161203, 25.99774010, 1.97313145, 0.88066777
-1.08259540, 12.62307997, -14.52564914, 10.91241220, 13.21876486, -8.12150448, 25.99452363, 1.92548236, 0.75291146
-1.14214989, 12.49686219, -14.43595872, 10.85592001, 13.23642201, -8.14295689, 26.00870093, 1.89353807, 0.60938525
-1.19868434, 12.37924104, -14.35885706, 10.89259709, 13.27284149, -8.13504541, 26.02758246, 1.87404066, 0.47278699
-1.24966652, 12.29763454, -14.30743882, 11.00465320, 13.32050570, -8.10826067, 26.04290376, 1.85767309, 0.36226777
-1.28392584, 12.26933230, -14.27604281, 11.15203319, 13.36932526, -8.07760883, 26.05120653, 1.83574362, 0.29375341
-1.29191695, 12.29215878, -14.24520248, 11.30610387, 13.41324082, -8.04947232, 26.05225028, 1.80504245, 0.26817164
-1.27693484, 12.34693165, -14.19872075, 11.45182377, 13.44976421, -8.02727528, 26.04701391, 1.76993671, 0.26844506
-1.25133626, 12.40753705, -14.13252202, 11.57605739, 13.47638611, -8.01238254, 26.03803325, 1.73666784, 0.27492304
-1.22438171, 12.45649310, -14.04950028, 11.66123176, 13.48732842, -8.00162169, 26.02870551, 1.71016654, 0.27296593
-1.19833733, 12.49337119, -13.95990703, 11.69315252, 13.47347095, -7.99320080, 26.02096446, 1.69398924, 0.25347229
-1.17302752, 12.52965931, -13.88097295, 11.67642927, 13.42971714, -7.98999334, 26.01610573, 1.68963661, 0.21416283
-1.15109529, 12.56925764, -13.82771911, 11.63075095, 13.36159018, -7.99666688, 26.01602419, 1.69727151, 0.15815687
-1.14035649, 12.58374576, -13.80915515, 11.57615906, 13.28333572, -8.01601771, 26.02206357, 1.71588430, 0.09238663
-1.14653107, 12.53031257, -13.83318323, 11.52618636, 13.21542148, -8.04574608, 26.03678156, 1.74523476, 0.02628679
-1.15909854, 12.40774218, -13.90179460, 11.48467326, 13.18427529, -8.07801513, 26.06265218, 1.78690949, -0.03028262
-1.16359487, 12.25739811, -14.00446003, 11.44589551, 13.21275406, -8.10270243, 26.09626229, 1.84339960, -0.07200192
-1.15645878, 12.12202823, -14.11666834, 11.40350183, 13.30195627, -8.11435881, 26.12728174, 1.91647855, -0.09900042
-1.14508988, 12.04084538, -14.20182217, 11.35684507, 13.43138047, -8.10842738, 26.14183332, 2.00185590, -0.11407004
-1.13870263, 12.04399159, -14.22282349, 11.30948649, 13.57641487, -8.07448323, 26.12522538, 2.08812482, -0.11901274
-1.14108434, 12.10892856, -14.18151860, 11.26142320, 13.72212486, -8.00552226, 26.06527952, 2.16239388, -0.11330888
-1.14981521, 12.18749900, -14.10395190, 11.20870649, 13.86318412, -7.90657561, 25.96307773, 2.21883527, -0.09810157
-1.15830874, 12.22999374, -14.02008835, 11.15060225, 13.99529097, -7.79164909, 25.83438025, 2.25675632, -0.07861338
-1.15499232, 12.18674019, -13.96056152, 11.09161146, 14.11296310, -7.67398205, 25.69720793, 2.27267443, -0.06354695
-1.13132546, 12.06549799, -13.93596615, 11.04200044, 14.20308824, -7.56710644, 25.56413011, 2.25325851, -0.06271703
-1.09197096, 11.93001039, -13.94313709, 11.01233200, 14.24828074, -7.48748877, 25.44328464, 2.18971852, -0.08108743
-1.05044404, 11.82784747, -13.98377249, 11.01143516, 14.24248170, -7.44464978, 25.34501766, 2.09059302, -0.11284385
-1.02873707, 11.78153884, -14.05632942, 11.03881980, 14.19785750, -7.43571257, 25.28427799, 1.97343995, -0.15122646
-1.04025067, 11.79443037, -14.14872880, 11.07925896, 14.13377671, -7.45404328, 25.27966756, 1.85321656, -0.19208824
-1.07802478, 11.85679004, -14.23828967, 11.10620643, 14.06282578, -7.49845679, 25.34244281, 1.73925734, -0.23225309
-1.12480728, 11.94973729, -14.30538005, 11.10131783, 13.98723250, -7.56684548, 25.45716563, 1.63349041, -0.27138772
-1.16845104, 12.05291702, -14.34740212, 11.06563115, 13.90558759, -7.64919619, 25.58988359, 1.52677444, -0.31124315
-1.20413526, 12.14888092, -14.37455226, 11.00783557, 13.82262410, -7.72717187, 25.71047254, 1.41386332, -0.35215959
-1.23179992, 12.22485118, -14.39709408, 10.93438138, 13.75471447, -7.77829307, 25.80449199, 1.30799715, -0.39792378
-1.25583974, 12.27134598, -14.41953075, 10.85390294, 13.73226013, -7.77450322, 25.86578253, 1.23097175, -0.45234823
-1.28259213, 12.27879630, -14.44037321, 10.77560746, 13.77035715, -7.70908537, 25.90004797, 1.19057147, -0.51432495
-1.31538954, 12.24295556, -14.45658065, 10.70987438, 13.85144628, -7.61025196, 25.92192862, 1.18747082, -0.57285714
-1.34741469, 12.17190711, -14.46862638, 10.66686506, 13.95518686, -7.50614456, 25.94525281, 1.22719259, -0.60647064
-1.36190357, 12.08338123, -14.48307808, 10.64915776, 14.07020723, -7.41153613, 25.97469820, 1.31351336, -0.59638016
-1.34482667, 11.99577677, -14.50927710, 10.64899157, 14.18833632, -7.33075405, 26.00083634, 1.43033973, -0.54510565
-1.30232629, 11.91811595, -14.55177718, 10.65613989, 14.29728561, -7.27409526, 26.00729613, 1.55152430, -0.47500783
-1.25712179, 11.84878695, -14.61167620, 10.66701354, 14.38025270, -7.26164621, 25.98863213, 1.65459745, -0.41378192
-1.22536583, 11.78660333, -14.69167522, 10.68487471, 14.42635047, -7.30754411, 25.95260966, 1.72480191, -0.38136594
-1.21020591, 11.73260785, -14.79228405, 10.71106286, 14.44489590, -7.39812132, 25.91287567, 1.75722540, -0.37370328
-1.20366555, 11.68811840, -14.90915264, 10.74154893, 14.45643234, -7.50277129, 25.88162034, 1.75367316, -0.36167001
-1.19352225, 11.65306529, -15.03089034, 10.76888798, 14.47504290, -7.59844352, 25.86480079, 1.72097812, -0.31698712
-1.17020196, 11.62424578, -15.14108996, 10.78042376, 14.50283566, -7.67364577, 25.86013119, 1.66978758, -0.23528418
-1.12530229, 11.59567653, -15.22281348, 10.76121110, 14.53562712, -7.72242286, 25.85778808, 1.61545308, -0.13245003
-1.04914012, 11.55889050, -15.26082186, 10.70103821, 14.56754868, -7.74024794, 25.84462125, 1.57844914, -0.02573096
-0.93869504, 11.50902878, -15.25086374, 10.60240134, 14.59227379, -7.72510601, 25.81256635, 1.57577651, 0.07599963
-0.80257040, 11.44792487, -15.20552295, 10.48714720, 14.60784149, -7.67591690, 25.75818478, 1.61140796, 0.16546291
-0.66254848, 11.38265255, -15.14740572, 10.38897369, 14.62133415, -7.59034741, 25.68036717, 1.67588600, 0.23771555
-0.53798269, 11.31577245, -15.10450144, 10.33642952, 14.64644052, -7.46520301, 25.57792202, 1.75830557, 0.29097262
-0.44113933, 11.24529406, -15.10778251, 10.32917960, 14.68641355, -7.30640918, 25.45090181, 1.85239571, 0.32679925
-0.36781178, 11.17264278, -15.16902716, 10.34531896, 14.73178610, -7.13528868, 25.30627720, 1.95293602, 0.35206261
-0.30282558, 11.11053529, -15.26185278, 10.37138920, 14.77487909, -6.98174691, 25.15598383, 2.05571203, 0.37763777
-0.23439227, 11.07592030, -15.34145207, 10.40768108, 14.81605553, -6.87193570, 25.02124618, 2.15689217, 0.41890987
-0.15891925, 11.07631594, -15.37670392, 10.45348541, 14.85982027, -6.81428123, 24.92902027, 2.25350092, 0.48737261
-0.07709617, 11.10237422, -15.36611371, 10.49902909, 14.90996666, -6.79200979, 24.89099279, 2.34232453, 0.57749434
0.00592688, 11.13410399, -15.32936309, 10.52743992, 14.96763923, -6.77516002, 24.89496636, 2.42059750, 0.66778152
0.08106643, 11.15319775, -15.28689131, 10.52437274, 15.02992192, -6.74098278, 24.91353433, 2.48989583, 0.73252117
0.13276122, 11.14312974, -15.25186398, 10.49277822, 15.08778770, -6.68474672, 24.92367343, 2.54993016, 0.74980221
0.14597963, 11.09223038, -15.22797846, 10.45159315, 15.12493484, -6.61610286, 24.91712045, 2.59533847, 0.71288838
0.12420952, 11.00744229, -15.21706448, 10.42058902, 15.12992368, -6.54767464, 24.89666156, 2.62279610, 0.63736208
0.09077910, 10.91308345, -15.22881999, 10.41282134, 15.10330468, -6.48886892, 24.86815778, 2.63462086, 0.55291343
0.07094764, 10.83615545, -15.28056936, 10.43625596, 15.05526567, -6.44626475, 24.83768128, 2.63191492, 0.49307755
0.07527329, 10.78909541, -15.37875394, 10.49347337, 15.00009282, -6.42266367, 24.80806053, 2.61705170, 0.47718224
0.09849101, 10.76519037, -15.50609702, 10.57852260, 14.95324066, -6.41386351, 24.77320221, 2.60346042, 0.49716911
0.13378715, 10.74901224, -15.63560565, 10.67109263, 14.93113541, -6.40765858, 24.72193136, 2.61186286, 0.52818711
0.17791513, 10.72773376, -15.74879263, 10.73758971, 14.95005435, -6.38398637, 24.64383951, 2.65683599, 0.54811407
0.22881706, 10.69789790, -15.83859998, 10.74472384, 15.01938793, -6.32754315, 24.53792134, 2.73814334, 0.54991693
0.28563290, 10.66651935, -15.90470402, 10.69546613, 15.12815940, -6.26602923, 24.41598614, 2.84346345, 0.54266289
0.34758321, 10.64257581, -15.95010874, 10.61793896, 15.25060755, -6.24740928, 24.29393730, 2.95641909, 0.53930845
0.41264906, 10.63030765, -15.97829685, 10.54307510, 15.36076839, -6.28870937, 24.18361891, 3.06276354, 0.55050290
0.47593221, 10.62950708, -15.99271915, 10.49304184, 15.43074793, -6.36867583, 24.09944017, 3.14451217, 0.58294715
0.52911343, 10.63540447, -15.99661826, 10.47598191, 15.43332077, -6.45593090, 24.05676830, 3.18168361, 0.63466020
0.55923079, 10.63757654, -15.99308871, 10.48687350, 15.36987356, -6.53049738, 24.05896240, 3.16235501, 0.69633934
0.55343927, 10.62187811, -15.98732221, 10.51154883, 15.27055923, -6.58284081, 24.08900931, 3.09121832, 0.75699999
0.50860781, 10.57977767, -15.98283431, 10.53501546, 15.16400298, -6.60681637, 24.12373348, 2.98783551, 0.80856215
0.43917663, 10.51795541, -15.97865316, 10.54636973, 15.06727353, -6.60043964, 24.14710857, 2.88074311, 0.84896389
0.37251647, 10.45496822, -15.97190529, 10.54720935, 14.98613690, -6.57286176, 24.14947777, 2.80116742, 0.88542162
0.33198791, 10.40658368, -15.96367386, 10.55072674, 14.92075250, -6.53955290, 24.12919357, 2.76123743, 0.92704635
0.32591584, 10.37532562, -15.95673572, 10.57080505, 14.86710196, -6.51205853, 24.09264261, 2.75010869, 0.97753469
0.34847947, 10.35378267, -15.95060228, 10.61396640, 14.82062402, -6.49174741, 24.05073168, 2.74702995, 1.03747773
0.38918098, 10.33506225, -15.94184254, 10.67538999, 14.78378772, -6.46967854, 24.02088160, 2.73349949, 1.10504757
0.43934460, 10.31550166, -15.92575783, 10.73625946, 14.76602353, -6.42908522, 24.02434139, 2.69922450, 1.17628613
0.49179470, 10.29166800, -15.89917008, 10.77627919, 14.77583972, -6.35623424, 24.07328845, 2.64441952, 1.24641162
0.53964922, 10.26118638, -15.86052477, 10.79313734, 14.81116850, -6.25027893, 24.15414271, 2.58073027, 1.30975199
0.57604819, 10.22424610, -15.80977373, 10.79905899, 14.85602562, -6.12282227, 24.24053422, 2.52863704, 1.36309577
0.59237774, 10.18012979, -15.74935720, 10.80135884, 14.88627394, -5.99288194, 24.31506367, 2.50491425, 1.40286337
0.58210208, 10.12624879, -15.68401373, 10.79964248, 14.87374220, -5.88407377, 24.36705078, 2.52063715, 1.41465449
0.54495547, 10.05861810, -15.62020192, 10.79208871, 14.80304501, -5.81269677, 24.38853367, 2.58190241, 1.37592101
0.48913574, 9.97498905, -15.56451589, 10.78079449, 14.69397881, -5.78014350, 24.37692836, 2.68069364, 1.27926006
0.42993292, 9.87563375, -15.52073898, 10.77072993, 14.58075258, -5.78045291, 24.33748647, 2.79434430, 1.14221741
0.38351499, 9.76368685, -15.48823019, 10.76977826, 14.49139163, -5.79933431, 24.27976389, 2.89849003, 0.98759640
0.36043637, 9.64039601, -15.46133128, 10.78558041, 14.45197585, -5.80661462, 24.21720919, 2.97266391, 0.83290267
0.36377682, 9.51097796, -15.43375066, 10.81729216, 14.47564157, -5.77087229, 24.16677535, 2.99866464, 0.68788533
0.38234529, 9.38061710, -15.40341223, 10.85434636, 14.54545243, -5.69162654, 24.14196746, 2.97194755, 0.55169499
0.39805373, 9.25430544, -15.37465349, 10.89272584, 14.62842617, -5.60098326, 24.14710738, 2.90820788, 0.42439308
0.40129935, 9.13586518, -15.35224503, 10.93960195, 14.69650731, -5.53651877, 24.17207390, 2.83825815, 0.31706948
0.39248435, 9.03084036, -15.33535497, 11.00102652, 14.73507827, -5.51581024, 24.19123731, 2.79778163, 0.25499523
0.37343047, 8.95079613, -15.32137817, 11.06822051, 14.74214828, -5.53460244, 24.18048094, 2.80910355, 0.25981459
0.34455155, 8.90745125, -15.30797655, 11.12430478, 14.72503509, -5.57749747, 24.14880015, 2.86132471, 0.31332344
0.30687829, 8.90429115, -15.29290618, 11.15806497, 14.69718670, -5.62633927, 24.11570238, 2.93023659, 0.38922419
0.26734057, 8.93206905, -15.27506105, 11.17128419, 14.67100071, -5.66716333, 24.09150910, 2.99342565, 0.47322092
0.23691438, 8.97550973, -15.25545142, 11.17911560, 14.65308838, -5.69041773, 24.07634732, 3.03278075, 0.55960026
0.22803918, 9.02000477, -15.23507744, 11.20496567, 14.64434399, -5.68950564, 24.06573378, 3.03641991, 0.64560990
0.25272660, 9.05447634, -15.21529721, 11.26223656, 14.64221264, -5.66921331, 24.05405983, 3.00199053, 0.72410955
0.31664853, 9.07462993, -15.20070593, 11.33455887, 14.64295248, -5.65334805, 24.03398774, 2.93953461, 0.78518325
0.41138969, 9.08308766, -15.19648783, 11.37061233, 14.63905553, -5.69146123, 24.00154374, 2.86872957, 0.82463916
0.51282560, 9.08595947, -15.19994188, 11.32827166, 14.62312544, -5.82464880, 23.96559527, 2.80935166, 0.85347922
0.59255418, 9.08993420, -15.20070154, 11.24095976, 14.59911488, -6.00251327, 23.94726705, 2.77191913, 0.88580184
0.63555144, 9.09996617, -15.19114127, 11.15587879, 14.57694765, -6.13436335, 23.96537051, 2.75286202, 0.91700418
0.64456272, 9.11882311, -15.17492878, 11.09820502, 14.56257711, -6.17122056, 24.02152860, 2.74186688, 0.92877480
0.63137536, 9.14746850, -15.16060073, 11.08085408, 14.55708797, -6.13912495, 24.10033545, 2.73326859, 0.91064321
0.60669160, 9.18465975, -15.15272000, 11.09693207, 14.55630702, -6.09519206, 24.18331530, 2.72497825, 0.86484759
0.57960863, 9.22627953, -15.14791463, 11.12748551, 14.55226865, -6.09562183, 24.25522069, 2.71429724, 0.79875326
0.56025566, 9.26515776, -15.13398182, 11.15636068, 14.54283310, -6.16455981, 24.30624002, 2.69477128, 0.72458455
0.56019381, 9.29355330, -15.09410631, 11.17624150, 14.53525973, -6.27468602, 24.33132496, 2.65959267, 0.65723965
0.58691543, 9.30721193, -15.02395893, 11.17857547, 14.53608221, -6.37869865, 24.32606087, 2.61013759, 0.61097581
0.63926975, 9.30567653, -14.94503887, 11.15272354, 14.54341077, -6.43717274, 24.28607199, 2.55648391, 0.60033743
0.70800066, 9.28993853, -14.88648919, 11.09595294, 14.54965453, -6.43474786, 24.21221741, 2.51195382, 0.63306120
0.77404477, 9.26892414, -14.85843181, 11.02021885, 14.54863193, -6.38853738, 24.11118843, 2.49009100, 0.70221511
0.81226150, 9.26366305, -14.85056638, 10.94118828, 14.53522836, -6.32381192, 23.99498652, 2.50139437, 0.79156369
0.81476854, 9.28771358, -14.84866365, 10.87038948, 14.50520072, -6.25746945, 23.89230426, 2.54691629, 0.88848387
0.79336711, 9.33215933, -14.84482865, 10.81509592, 14.46109855, -6.19508119, 23.85367509, 2.61275908, 0.98288953
0.76371082, 9.38019755, -14.83671074, 10.78208666, 14.41390486, -6.13218989, 23.90256389, 2.68820954, 1.06043188
