Radial distance r (atomic units), calculated hydrogen wavefunction from basis of four gaussians (atomic units) with 1000 points,Radial distance r (a.u.), Calculated helium wavefunction
2.2422422422422423,0.0337621604982477,4.49,0.0012797888325439
2.247247247247248,0.0335212538533061,4.5,0.0012617882413457
2.2522522522522523,0.0332818655792393,4.51,0.0012440426251386
2.2572572572572573,0.0330439833028351,4.5200000000000005,0.0012265483390209
2.2622622622622623,0.0328075948499543,4.53,0.0012093017908296
2.267267267267268,0.0325726882421116,4.54,0.0011922994403651
2.2722722722722724,0.0323392516930881,4.55,0.001175537798627
2.2772772772772774,0.032107273605574,4.5600000000000005,0.0011590134270618
2.2822822822822824,0.0318767425678438,4.57,0.0011427229368214
2.287287287287288,0.0316476473504628,4.58,0.0011266629880336
2.2922922922922924,0.0314199769030261,4.59,0.0011108302890825
2.2972972972972974,0.0311937203509314,4.6000000000000005,0.0010952215959005
2.3023023023023024,0.0309688669921837,4.61,0.0010798337112707
2.307307307307308,0.0307454062942345,4.62,0.0010646634841392
2.3123123123123124,0.0305233278908548,4.63,0.0010497078089388
2.3173173173173174,0.0303026215790417,4.64,0.0010349636249218
2.3223223223223224,0.0300832773159604,4.65,0.0010204279155035
2.3273273273273274,0.0298652852159201,4.66,0.0010060977076148
2.3323323323323324,0.0296486355473854,4.67,0.0009919700710653
2.3373373373373374,0.0294333187300227,4.68,0.0009780421179154
2.3423423423423424,0.0292193253317819,4.69,0.0009643110018577
2.3473473473473474,0.0290066460660137,4.7,0.0009507739176083
2.3523523523523524,0.0287952717886223,4.71,0.0009374281003062
2.3573573573573574,0.0285851934952546,4.72,0.0009242708249226
2.3623623623623624,0.0283764023185244,4.73,0.0009112994056785
2.3673673673673674,0.0281688895252734,4.74,0.0008985111954708
2.3723723723723724,0.0279626465138674,4.75,0.0008859035853078
2.3773773773773774,0.0277576648115296,4.76,0.000873474003752
2.3823823823823824,0.0275539360717092,4.7700000000000005,0.0008612199163722
2.3873873873873874,0.0273514520714866,4.78,0.000849138825203
2.3923923923923924,0.0271502047090145,4.79,0.0008372282682127
2.397397397397397,0.0269501860009957,4.8,0.0008254858187793
2.4024024024024024,0.026751388080196,4.8100000000000005,0.0008139090851736
2.4074074074074074,0.0265538031929942,4.82,0.000802495710051
2.4124124124124124,0.0263574236969675,4.83,0.0007912433699498
2.417417417417417,0.0261622420585131,4.84,0.0007801497747979
2.4224224224224224,0.0259682508505052,4.8500000000000005,0.0007692126674257
2.4274274274274275,0.0257754427499887,4.86,0.0007584298230877
2.4324324324324325,0.0255838105359072,4.87,0.0007477990489897
2.437437437437437,0.0253933470868676,4.88,0.0007373181838242
2.4424424424424425,0.0252040453789396,4.89,0.0007269850973118
2.4474474474474475,0.0250158984834903,4.9,0.00071679768975
2.4524524524524525,0.024828899565054,4.91,0.0007067538915685
2.457457457457457,0.0246430418792369,4.92,0.0006968516628907
2.4624624624624625,0.0244583187706567,4.93,0.0006870889931025
2.4674674674674675,0.0242747236709159,4.94,0.0006774639004269
2.4724724724724725,0.0240922500966104,4.95,0.0006679744315045
2.477477477477477,0.0239108916473712,4.96,0.0006586186609817
2.4824824824824825,0.0237306420039409,4.97,0.0006493946911028
2.4874874874874875,0.0235514949262833,4.98,0.0006403006513105
2.4924924924924925,0.0233734442517262,4.99,0.0006313346978501
2.497497497497497,0.0231964838931378,5.0,0.0006224950133813
2.5025025025025025,0.0230206078371358,5.01,0.0006137798065947
2.5075075075075075,0.022845810142329,5.0200000000000005,0.0006051873118341
2.5125125125125125,0.0226720849375916,5.03,0.0005967157887249
2.517517517517517,0.0224994264203691,5.04,0.0005883635218073
2.5225225225225225,0.0223278288550164,5.05,0.0005801288201753
2.5275275275275275,0.0221572865711675,5.0600000000000005,0.0005720100171209
2.5325325325325325,0.0219877939621358,5.07,0.0005640054697837
2.537537537537537,0.0218193454833464,5.08,0.0005561135588053
2.5425425425425425,0.0216519356507979,5.09,0.0005483326879891
2.5475475475475475,0.0214855590395553,5.1000000000000005,0.0005406612839652
2.5525525525525525,0.0213202102822725,5.11,0.0005330977958599
2.557557557557557,0.0211558840677452,5.12,0.0005256406949699
2.5625625625625625,0.020992575139492,5.13,0.0005182884744423
2.5675675675675675,0.0208302782943658,5.14,0.0005110396489579
2.5725725725725725,0.0206689883811933,5.15,0.0005038927544203
2.5775775775775776,0.0205087002994428,5.16,0.0004968463476488
2.5825825825825826,0.0203494089979209,5.17,0.0004898990060764
2.587587587587588,0.0201911094734957,5.18,0.0004830493274519
2.592592592592593,0.0200337967698489,5.19,0.0004762959295461
2.5975975975975976,0.0198774659762537,5.2,0.0004696374498631
2.6026026026026026,0.0197221122263801,5.21,0.0004630725453551
2.607607607607608,0.0195677306971269,5.22,0.0004565998921418
2.612612612612613,0.0194143166074789,5.23,0.0004502181852335
2.6176176176176176,0.0192618652173907,5.24,0.0004439261382587
2.6226226226226226,0.0191103718266954,5.25,0.0004377224831957
2.627627627627628,0.0189598317740385,5.26,0.0004316059701076
2.6326326326326326,0.0188102404358367,5.2700000000000005,0.0004255753668814
2.6376376376376376,0.0186615932252604,5.28,0.0004196294589718
2.6426426426426426,0.0185138855912414,5.29,0.0004137670491469
2.647647647647648,0.0183671130175029,5.3,0.0004079869572396
2.6526526526526526,0.0182212710216138,5.3100000000000005,0.0004022880199012
2.6576576576576576,0.0180763551540659,5.32,0.0003966690903594
2.6626626626626626,0.0179323609973732,5.33,0.0003911290381794
2.667667667667668,0.017789284165194,5.34,0.0003856667490289
2.6726726726726726,0.0176471203014748,5.3500000000000005,0.0003802811244459
2.6776776776776776,0.017505865079616,5.36,0.0003749710816106
2.6826826826826826,0.0173655142016583,5.37,0.0003697355531202
2.687687687687688,0.017226063397491,5.38,0.0003645734867672
2.6926926926926926,0.0170875084240798,5.39,0.0003594838453205
2.6976976976976976,0.016949845064716,5.4,0.0003544656063105
2.702702702702702,0.0168130691282847,5.41,0.0003495177618165
2.707707707707708,0.0166771764485532,5.42,0.0003446393182575
2.7127127127127126,0.0165421628834781,5.43,0.0003398292961864
2.7177177177177176,0.0164080243145322,5.44,0.0003350867300868
2.722722722722722,0.0162747566460491,5.45,0.0003304106681727
2.727727727727728,0.0161423558045868,5.46,0.0003258001721914
2.7327327327327327,0.0160108177383087,5.47,0.0003212543172289
2.7377377377377377,0.0158801384163828,5.48,0.000316772191519
2.7427427427427427,0.0157503138283976,5.49,0.0003123528962539
2.747747747747748,0.0156213399837958,5.5,0.0003079955453982
2.7527527527527527,0.0154932129113239,5.51,0.0003036992655062
2.7577577577577577,0.0153659286584988,5.5200000000000005,0.0002994631955408
2.7627627627627627,0.0152394832910901,5.53,0.0002952864866955
2.767767767767768,0.0151138728926183,5.54,0.0002911683022191
2.7727727727727727,0.0149890935638688,5.55,0.0002871078172429
2.7777777777777777,0.0148651414224201,5.5600000000000005,0.0002831042186102
2.7827827827827827,0.0147420126021883,5.57,0.0002791567047082
2.787787787787788,0.0146197032529849,5.58,0.0002752644853033
2.7927927927927927,0.0144982095400898,5.59,0.000271426781377
2.7977977977977977,0.0143775276438374,5.6000000000000005,0.0002676428249662
2.8028028028028027,0.0142576537592173,5.61,0.0002639118590042
2.807807807807808,0.0141385840954882,5.62,0.0002602331371648
2.8128128128128127,0.0140203148758045,5.63,0.0002566059237087
2.8178178178178177,0.0139028423368563,5.64,0.0002530294933316
2.8228228228228227,0.0137861627285214,5.65,0.0002495031310151
2.827827827827828,0.0136702723135308,5.66,0.0002460261318795
2.8328328328328327,0.013555167367145,5.67,0.0002425978010385
2.8378378378378377,0.0134408441768426,5.68,0.0002392174534562
2.8428428428428427,0.0133272990420206,5.69,0.0002358844138067
2.847847847847848,0.013214528273706,5.7,0.0002325980163346
2.8528528528528527,0.0131025281942781,5.71,0.0002293576047186
2.8578578578578577,0.0129912951372018,5.72,0.0002261625319361
2.8628628628628627,0.0128808254467716,5.73,0.0002230121601311
2.867867867867868,0.0127711154778656,5.74,0.0002199058604823
2.8728728728728727,0.0126621615957096,5.75,0.0002168430130746
2.8778778778778777,0.0125539601756515,5.76,0.0002138230067716
2.8828828828828827,0.0124465076029443,5.7700000000000005,0.0002108452390903
2.887887887887888,0.0123398002725395,5.78,0.0002079091160773
2.8928928928928928,0.0122338345888892,5.79,0.0002050140521873
2.8978978978978978,0.0121286069657568,5.8,0.0002021594701628
2.9029029029029028,0.0120241138260369,5.8100000000000005,0.000199344800916
2.907907907907908,0.0119203516015834,5.82,0.0001965694834119
2.9129129129129128,0.011817316733046,5.83,0.0001938329645535
2.9179179179179178,0.0117150056697142,5.84,0.0001911346990689
2.9229229229229228,0.0116134148693705,5.8500000000000005,0.000188474149399
2.927927927927928,0.0115125407981494,5.86,0.0001858507855879
2.932932932932933,0.0114123799304054,5.87,0.0001832640851744
2.937937937937938,0.0113129287485872,5.88,0.0001807135330852
2.942942942942943,0.0112141837431197,5.89,0.0001781986215292
2.947947947947948,0.0111161414122922,5.9,0.0001757188498943
2.952952952952953,0.0110187982621539,5.91,0.0001732737246443
2.957957957957958,0.0109221508064152,5.92,0.0001708627592189
2.962962962962963,0.0108261955663562,5.93,0.0001684854739336
2.967967967967968,0.01073092907074,5.94,0.0001661413958822
2.972972972972973,0.0106363478557336,5.95,0.0001638300588399
2.977977977977978,0.0105424484648331,5.96,0.0001615510031684
2.982982982982983,0.0104492274487954,5.97,0.0001593037757219
2.987987987987988,0.010356681365575,5.98,0.000157087929755
2.992992992992993,0.0102648067802662,5.99,0.0001549030248312
2.997997997997998,0.0101736002650504,6.0,0.0001527486267331
3.003003003003003,0.0100830583991481,6.01,0.0001506243073743
3.008008008008008,0.0099931777687764,6.0200000000000005,0.0001485296447117
3.013013013013013,0.0099039549671104,6.03,0.0001464642226597
3.018018018018018,0.0098153865942492,6.04,0.0001444276310057
3.023023023023023,0.0097274692571872,6.05,0.0001424194653258
3.028028028028028,0.0096401995697882,6.0600000000000005,0.0001404393269036
3.033033033033033,0.0095535741527649,6.07,0.000138486822648
3.038038038038038,0.0094675896336612,6.08,0.0001365615650137
3.043043043043043,0.0093822426468392,6.09,0.0001346631719224
3.048048048048048,0.0092975298334697,6.1000000000000005,0.0001327912666849
3.053053053053053,0.0092134478415258,6.11,0.0001309454779248
3.058058058058058,0.0091299933257802,6.12,0.0001291254395025
3.063063063063063,0.0090471629478064,6.13,0.0001273307904414
3.068068068068068,0.008964953375982,6.140000000000001,0.000125561174854
3.073073073073073,0.0088833612854956,6.15,0.0001238162418701
3.078078078078078,0.0088023833583572,6.16,0.0001220956455651
3.083083083083083,0.0087220162834103,6.17,0.0001203990448901
3.088088088088088,0.0086422567563478,6.18,0.0001187261036026
3.093093093093093,0.0085631014797296,6.19,0.0001170764901981
3.098098098098098,0.0084845471630038,6.2,0.0001154498778431
3.103103103103103,0.0084065905225288,6.21,0.0001138459443084
3.108108108108108,0.0083292282815997,6.22,0.0001122643719044
3.113113113113113,0.0082524571704747,6.23,0.000110704847416
3.118118118118118,0.0081762739264057,6.24,0.0001091670620397
3.123123123123123,0.0081006752936691,6.25,0.0001076507113205
3.128128128128128,0.0080256580236001,6.26,0.0001061554950906
3.133133133133133,0.0079512188746275,6.2700000000000005,0.0001046811174085
3.138138138138138,0.0078773546123115,6.28,0.000103227286499
3.143143143143143,0.0078040620093819,6.29,0.0001017937146942
3.148148148148148,0.0077313378457789,6.3,0.0001003801183752
3.153153153153153,0.0076591789086949,6.3100000000000005,9.89862179149468e-05
3.158158158158158,0.007587581992618,6.32,9.761173762113256e-05
3.163163163163163,0.0075165438993764,6.33,9.62564056810191e-05
3.168168168168168,0.0074460614381845,6.34,9.491995410615056e-05
3.173173173173173,0.00737613142569,6.3500000000000005,9.360211867823642e-05
3.178178178178178,0.0073067506860223,6.36,9.230263889574776e-05
3.183183183183183,0.0072379160508416,6.37,9.102125792127076e-05
3.188188188188188,0.0071696243593893,6.38,8.975772252961374e-05
3.193193193193193,0.0071018724585392,6.390000000000001,8.851178305665625e-05
3.198198198198198,0.0070346572028496,6.4,8.728319334892655e-05
3.203203203203203,0.0069679754546161,6.41,8.607171071390195e-05
3.2082082082082084,0.0069018240839249,6.42,8.487709587101533e-05
3.2132132132132134,0.0068361999687078,6.43,8.369911290336323e-05
3.2182182182182184,0.0067710999947963,6.44,8.253752921010182e-05
3.2232232232232234,0.0067065210559772,6.45,8.139211545952276e-05
3.2282282282282284,0.0066424600540486,6.46,8.026264554279841e-05
3.2332332332332334,0.0065789138988764,6.47,7.914889652838637e-05
3.2382382382382384,0.0065158795084505,6.48,7.805064861708475e-05
3.2432432432432434,0.0064533538089425,6.49,7.696768509772749e-05
3.2482482482482484,0.0063913337347626,6.5,7.589979230351301e-05
3.253253253253253,0.0063298162286173,6.51,7.484675956895292e-05
3.2582582582582584,0.0062687982415674,6.5200000000000005,7.380837918743657e-05
3.2632632632632634,0.0062082767330858,6.53,7.278444636939933e-05
3.2682682682682684,0.0061482486711156,6.54,7.177475920108725e-05
3.273273273273273,0.0060887110321282,6.55,7.077911860390756e-05
3.2782782782782784,0.0060296608011814,6.5600000000000005,6.979732829436069e-05
3.2832832832832834,0.0059710949719777,6.57,6.882919474454205e-05
3.2882882882882885,0.0059130105469222,6.58,6.787452714320429e-05
3.293293293293293,0.005855404537181,6.59,6.693313735737738e-05
3.2982982982982985,0.0057982739627385,6.6000000000000005,6.600483989453216e-05
3.3033033033033035,0.0057416158524554,6.61,6.508945186528374e-05
3.3083083083083085,0.0056854272441264,6.62,6.41867929466255e-05
3.313313313313313,0.0056297051845373,6.63,6.329668534568641e-05
3.3183183183183185,0.0055744467295218,6.640000000000001,6.241895376400266e-05
3.3233233233233235,0.0055196489440189,6.65,6.155342536230012e-05
3.3283283283283285,0.0054653089021285,6.66,6.069992972577571e-05
3.333333333333333,0.0054114236871684,6.67,5.985829882987169e-05
3.3383383383383385,0.0053579903917291,6.68,5.9028367006539584e-05
3.3433433433433435,0.0053050061177298,6.69,5.820997091098011e-05
3.3483483483483485,0.0052524679764728,6.7,5.740294948886016e-05
3.353353353353353,0.0052003730886985,6.71,5.6607143943991785e-05
3.3583583583583585,0.0051487185846387,6.72,5.58223977064718e-05
3.3633633633633635,0.0050975016040705,6.73,5.504855640127537e-05
3.3683683683683685,0.0050467192963691,6.74,5.428546781729391e-05
3.373373373373373,0.0049963688205604,6.75,5.3532981876813953e-05
3.3783783783783785,0.0049464473453724,6.76,5.279095060542928e-05
3.3833833833833835,0.0048969520492871,6.7700000000000005,5.205922810237975e-05
3.3883883883883885,0.0048478801205905,6.78,5.133767051131198e-05
3.393393393393393,0.0047992287574232,6.79,5.062613599145541e-05
3.3983983983983985,0.0047509951678296,6.8,4.992448468920565e-05
3.4034034034034035,0.0047031765698066,6.8100000000000005,4.923257871011456e-05
3.4084084084084085,0.0046557701913519,6.82,4.855028209127351e-05
3.413413413413413,0.0046087732705115,6.83,4.787746077409239e-05
3.4184184184184185,0.004562183055426,6.84,4.721398257746226e-05
3.4234234234234235,0.0045159968043772,6.8500000000000005,4.655971717130016e-05
3.4284284284284285,0.0044702117858331,6.86,4.59145360504677e-05
3.433433433433433,0.0044248252784925,6.87,4.527831250906229e-05
3.4384384384384385,0.004379834571329,6.88,4.4650921615068754e-05
3.443443443443444,0.004335236963634,6.890000000000001,4.403224018537419e-05
3.448448448448449,0.0042910297650592,6.9,4.342214676113465e-05
3.4534534534534536,0.0042472102956577,6.91,4.282052158349171e-05
3.4584584584584586,0.0042037758859255,6.92,4.2227246569634e-05
3.463463463463464,0.0041607238768408,6.93,4.16422052891972e-05
3.468468468468469,0.0041180516199037,6.94,4.106528294099672e-05
3.4734734734734736,0.0040757564771744,6.95,4.049636633009328e-05
3.4784784784784786,0.0040338358213106,6.96,3.993534384518096e-05
3.483483483483484,0.0039922870356047,6.97,3.938210543629797e-05
3.4884884884884886,0.0039511075140192,6.98,3.883654259284871e-05
3.4934934934934936,0.0039102946612222,6.99,3.8298548321940985e-05
3.4984984984984986,0.0038698458926217,7.0,3.776801712702876e-05
3.503503503503504,0.0038297586343986,7.01,3.724484498685785e-05
3.5085085085085086,0.0037900303235399,7.0200000000000005,3.6728929334706085e-05
3.5135135135135136,0.0037506584078697,7.03,3.62201690379235e-05
3.5185185185185186,0.0037116403460808,7.04,3.571846437775545e-05
3.523523523523524,0.0036729736077644,7.05,3.5223717029456546e-05
3.5285285285285286,0.0036346556734392,7.0600000000000005,3.473583004268307e-05
3.5335335335335336,0.0035966840345798,7.07,3.425470782216196e-05
3.5385385385385386,0.0035590561936443,7.08,3.378025610863648e-05
3.543543543543544,0.0035217696641006,7.09,3.331238196007739e-05
3.5485485485485486,0.0034848219704525,7.1000000000000005,3.285099373316466e-05
3.5535535535535536,0.0034482106482642,7.11,3.239600106502552e-05
3.558558558558558,0.0034119332441845,7.12,3.1947314855233754e-05
3.563563563563564,0.00337598731597,7.13,3.150484724806419e-05
3.5685685685685686,0.003340370432507,7.140000000000001,3.106851161499483e-05
3.5735735735735736,0.0033050801738336,7.15,3.06382225374597e-05
3.578578578578578,0.0032701141311595,7.16,3.0213895789843544e-05
3.583583583583584,0.0032354699068862,7.17,2.979544832271533e-05
3.5885885885885886,0.0032011451146254,7.18,2.9382798246302585e-05
3.5935935935935936,0.0031671373792175,7.19,2.897586481419603e-05
3.5985985985985987,0.003133444336748,7.2,2.857456840728373e-05
3.603603603603604,0.0031000636345647,7.21,2.817883051791495e-05
3.6086086086086087,0.003066992931292,7.22,2.7788573734285997e-05
3.6136136136136137,0.0030342298968462,7.23,2.74037217250461e-05
3.618618618618618,0.0030017722124491,7.24,2.702419922412046e-05
3.623623623623624,0.0029696175706407,7.25,2.6649932015749945e-05
3.6286286286286287,0.002937763675291,7.26,2.628084691973788e-05
3.6336336336336337,0.0029062082416117,7.27,2.591687177690783e-05
3.638638638638639,0.0028749489961661,7.28,2.555793543476728e-05
3.643643643643644,0.0028439836768789,7.29,2.520396773337057e-05
3.6486486486486487,0.0028133100330447,7.3,2.485489949138217e-05
3.6536536536536537,0.0027829258253357,7.31,2.451066249233881e-05
3.6586586586586582,0.0027528288258092,7.32,2.4171189471102483e-05
3.663663663663664,0.0027230168179134,7.33,2.383641410050619e-05
3.6686686686686687,0.0026934875964931,7.34,2.3506270978186472e-05
3.6736736736736737,0.0026642389677941,7.35,2.3180695613603223e-05
3.678678678678679,0.002635268749467,7.36,2.2859624415241144e-05
3.683683683683684,0.0026065747705706,7.37,2.254299467799137e-05
3.6886886886886887,0.0025781548715734,7.38,2.223074457071349e-05
3.6936936936936937,0.002550006904356,7.390000000000001,2.1922813123967942e-05
3.6986986986986983,0.0025221287322108,7.4,2.1619140217927432e-05
3.703703703703704,0.0024945182298425,7.41,2.1319666570451867e-05
3.7087087087087087,0.002467173283367,7.42,2.102433372533749e-05
3.7137137137137137,0.0024400917903098,7.43,2.073308404072672e-05
3.718718718718719,0.0024132716596038,7.44,2.0445860677684004e-05
3.723723723723724,0.0023867108115856,7.45,2.016260758893184e-05
3.7287287287287287,0.0023604071779924,7.46,1.98832695077436e-05
3.7337337337337337,0.0023343587019565,7.47,1.960779193699634e-05
3.7387387387387383,0.0023085633380008,7.48,1.9336121138373464e-05
3.743743743743744,0.0022830190520319,7.49,1.9068204121722703e-05
3.7487487487487487,0.0022577238213341,7.5,1.880398863456179e-05
3.7537537537537538,0.0022326756345612,7.51,1.8543423151732484e-05
3.758758758758759,0.0022078724917287,7.52,1.828645686519991e-05
3.763763763763764,0.0021833124042047,7.53,1.803303967399633e-05
3.7687687687687688,0.0021589933947003,7.54,1.778312217430424e-05
3.7737737737737738,0.0021349134972593,7.55,1.7536655649681187e-05
3.7787787787787783,0.0021110707572475,7.56,1.7293592061420092e-05
3.783783783783784,0.0020874632313406,7.57,1.7053884039046585e-05
3.7887887887887888,0.0020640889875121,7.58,1.6817484870948884e-05
3.793793793793794,0.0020409461050204,7.59,1.658434849513923e-05
3.798798798798799,0.0020180326743952,7.6,1.6354429490147145e-05
3.803803803803804,0.0019953467974229,7.61,1.6127683066036923e-05
3.808808808808809,0.0019728865871321,7.62,1.5904065055555356e-05
3.813813813813814,0.0019506501677781,7.63,1.5683531905400657e-05
3.818818818818819,0.0019286356748263,7.640000000000001,1.5466040667615787e-05
3.823823823823824,0.0019068412549356,7.65,1.5251548991101175e-05
3.828828828828829,0.0018852650659416,7.66,1.504001511324919e-05
3.833833833833834,0.0018639052768376,7.67,1.4831397851692552e-05
3.838838838838839,0.001842760067757,7.68,1.4625656596170836e-05
3.843843843843844,0.0018218276299535,7.69,1.4422751300511395e-05
3.848848848848849,0.0018011061657816,7.7,1.4222642474720864e-05
3.853853853853854,0.0017805938886763,7.71,1.4025291177189306e-05
3.858858858858859,0.0017602890231323,7.72,1.3830659007002952e-05
3.863863863863864,0.0017401898046823,7.73,1.363870809636503e-05
3.868868868868869,0.0017202944798754,7.74,1.3449401103123124e-05
3.873873873873874,0.0017006013062542,7.75,1.3262701203400177e-05
3.878878878878879,0.0016811085523321,7.76,1.3078572084330557e-05
3.883883883883884,0.0016618144975694,7.77,1.289697793689618e-05
3.888888888888889,0.0016427174323495,7.78,1.2717883448864435e-05
3.893893893893894,0.001623815657954,7.79,1.2541253797823609e-05
3.898898898898899,0.0016051074865377,7.8,1.2367054644317912e-05
3.903903903903904,0.0015865912411031,7.81,1.2195252125076672e-05
3.908908908908909,0.0015682652554741,7.82,1.2025812846339333e-05
3.913913913913914,0.0015501278742696,7.83,1.1858703877274126e-05
3.918918918918919,0.0015321774528762,7.84,1.1693892743488351e-05
3.923923923923924,0.0015144123574209,7.85,1.1531347420629056e-05
3.928928928928929,0.0014968309647428,7.86,1.137103632807517e-05
3.933933933933934,0.0014794316623651,7.87,1.121292832271591e-05
3.938938938938939,0.0014622128484657,7.88,1.1056992692817317e-05
3.943943943943944,0.0014451729318481,7.890000000000001,1.0903199151973806e-05
3.948948948948949,0.0014283103319119,7.9,1.0751517833145192e-05
3.953953953953954,0.001411623478622,7.91,1.0601919282777512e-05
3.958958958958959,0.0013951108124784,7.92,1.0454374455003307e-05
3.963963963963964,0.0013787707844851,7.930000000000001,1.030885470592705e-05
3.968968968968969,0.0013626018561188,7.94,1.0165331787987062e-05
3.973973973973974,0.0013466024992966,7.95,1.0023777844397998e-05
3.978978978978979,0.0013307711963443,7.96,9.88416540367043e-06
3.983983983983984,0.0013151064399635,7.97,9.74646737420739e-06
3.988988988988989,0.001299606733199,7.98,9.61065703897523e-06
3.993993993993994,0.0012842705894047,7.99,9.476708050250462e-06
3.998998998998999,0.0012690965322108,8.0,9.34459442443952e-06
4.004004004004004,0.0012540830954891,8.01,9.214290536969642e-06
4.009009009009009,0.0012392288233188,8.02,9.085771117252671e-06
4.014014014014014,0.0012245322699518,8.03,8.959011243717593e-06
4.019019019019019,0.0012099919997776,8.040000000000001,8.83398633891477e-06
4.024024024024024,0.0011956065872877,8.05,8.71067216468524e-06
4.029029029029029,0.0011813746170401,8.06,8.589044817399964e-06
4.034034034034034,0.0011672946836234,8.07,8.469080723264564e-06
4.039039039039039,0.0011533653916197,8.08,8.350756633688952e-06
4.044044044044044,0.001139585355569,8.09,8.234049620721854e-06
4.049049049049049,0.0011259531999314,8.1,8.118937072550661e-06
4.054054054054054,0.0011124675590501,8.11,8.005396689060835e-06
4.059059059059059,0.0010991270771144,8.120000000000001,7.893406477459016e-06
4.064064064064064,0.0010859304081209,8.13,7.782944747957123e-06
4.069069069069069,0.0010728762158365,8.14,7.673990109516619e-06
4.074074074074074,0.0010599631737592,8.15,7.566521465650603e-06
4.079079079079079,0.0010471899650801,8.16,7.460518010285908e-06
4.084084084084084,0.0010345552826445,8.17,7.355959223682178e-06
4.089089089089089,0.0010220578289124,8.18,7.2528248684079025e-06
4.094094094094094,0.0010096963159198,8.19,7.151094985371065e-06
4.099099099099099,0.0009974694652387,8.2,7.05074988990776e-06
4.104104104104104,0.0009853760079376,8.21,6.951770167922109e-06
4.109109109109109,0.0009734146845415,8.22,6.854136672081315e-06
4.114114114114114,0.0009615842449914,8.23,6.757830518064563e-06
4.119119119119119,0.0009498834486045,8.24,6.662833080861302e-06
4.124124124124124,0.0009383110640329,8.25,6.569125991123627e-06
4.129129129129129,0.0009268658692235,8.26,6.47669113156718e-06
4.134134134134134,0.0009155466513765,8.27,6.385510633424419e-06
4.1391391391391394,0.0009043522069046,8.28,6.295566872943084e-06
4.144144144144144,0.0008932813413913,8.290000000000001,6.206842467937912e-06
4.1491491491491495,0.0008823328695496,8.3,6.119320274387595e-06
4.1541541541541545,0.0008715056151806,8.31,6.03298338307748e-06
4.15915915915916,0.0008607984111311,8.32,5.947815116293138e-06
4.1641641641641645,0.000850210099252,8.33,5.863799024554883e-06
4.1691691691691695,0.0008397395303561,8.34,5.780918883399999e-06
4.174174174174175,0.0008293855641757,8.35,5.699158690210986e-06
4.17917917917918,0.0008191470693205,8.36,5.6185026610828295e-06
4.1841841841841845,0.0008090229232345,8.370000000000001,5.538935227739438e-06
4.1891891891891895,0.0007990120121539,8.38,5.460441034488718e-06
4.1941941941941945,0.0007891132310641,8.39,5.383004935219785e-06
4.1991991991992,0.0007793254836565,8.4,5.3066119904444685e-06
4.2042042042042045,0.0007696476822859,8.41,5.231247464377116e-06
4.2092092092092095,0.0007600787479273,8.42,5.156896822055361e-06
4.214214214214215,0.0007506176101323,8.43,5.083545726501058e-06
4.21921921921922,0.0007412632069862,8.44,5.01118003591971e-06
4.2242242242242245,0.0007320144850645,8.45,4.939785800938952e-06
4.2292292292292295,0.0007228703993892,8.46,4.869349261885116e-06
4.2342342342342345,0.0007138299133854,8.47,4.799856846096817e-06
4.23923923923924,0.0007048919988375,8.48,4.731295165276218e-06
4.2442442442442445,0.0006960556358456,8.49,4.663651012875728e-06
4.2492492492492495,0.0006873198127817,8.5,4.59691136152143e-06
4.254254254254255,0.0006786835262457,8.51,4.531063360472562e-06
4.25925925925926,0.0006701457810217,8.52,4.466094333113594e-06
4.2642642642642645,0.0006617055900338,8.53,4.401991774482996e-06
4.2692692692692695,0.0006533619743021,8.540000000000001,4.338743348835524e-06
4.2742742742742745,0.0006451139628989,8.55,4.27633688723701e-06
4.27927927927928,0.0006369605929044,8.56,4.214760385192224e-06
4.2842842842842845,0.0006289009093625,8.57,4.15400200030639e-06
4.2892892892892895,0.0006209339652366,8.58,4.094050049977897e-06
4.294294294294295,0.0006130588213657,8.59,4.03489300912226e-06
4.2992992992993,0.00060527454642,8.6,3.976519507927657e-06
4.3043043043043046,0.0005975802168566,8.61,3.918918329641863e-06
4.3093093093093096,0.0005899749168753,8.620000000000001,3.8620784083873095e-06
4.314314314314315,0.0005824577383744,8.63,3.805988827008648e-06
4.31931931931932,0.0005750277809063,8.64,3.7506388149474497e-06
4.324324324324325,0.0005676841516335,8.65,3.696017746146924e-06
4.32932932932933,0.0005604259652841,8.66,3.6421151369850215e-06
4.334334334334335,0.0005532523441074,8.67,3.588920644236229e-06
4.33933933933934,0.00054616241783,8.68,3.536424063059392e-06
4.344344344344345,0.0005391553236117,8.69,3.484615325015202e-06
4.34934934934935,0.0005322302060005,8.700000000000001,3.433484496108307e-06
4.354354354354355,0.0005253862168892,8.71,3.3830217748578907e-06
4.35935935935936,0.0005186225154709,8.72,3.333217490393333e-06
4.364364364364365,0.0005119382681948,8.73,3.2840621005760605e-06
4.36936936936937,0.0005053326487224,8.74,3.2355461901467174e-06
4.374374374374375,0.0004988048378828,8.75,3.1876604688970512e-06
4.37937937937938,0.0004923540236295,8.76,3.140395769867613e-06
4.384384384384385,0.0004859794009957,8.77,3.0937430475682262e-06
4.38938938938939,0.0004796801720507,8.78,3.0476933762238134e-06
4.394394394394395,0.0004734555458559,8.790000000000001,3.002237948043172e-06
4.3993993993994,0.000467304738421,8.8,2.957368071510993e-06
