Time (ps) dt = 0.005 ps, Potential energy (eV/cell) dt = 0.005 ps, Kinetic energy (eV/cell) dt = 0.005 ps, Total energy (ev/cell) dt = 0.005 ps, Time (ps) dt = 0.010 ps, Potential energy (eV/cell) dt = 0.010 ps, Kinetic energy (eV/cell) dt = 0.010 ps, Total energy (ev/cell) dt = 0.010 ps, Time (ps) dt = 0.020 ps, Potential energy (eV/cell) dt = 0.020 ps, Kinetic energy (eV/cell) dt = 0.020 ps, Total energy (ev/cell) dt = 0.020 ps
1.25500000e+00, 3.86412266e-01, 3.94723868e-01, 7.81136134e-01, 2.51000000e+00, 3.80640749e-01, 3.75293048e-01, 7.55933797e-01, 5.02000000e+00, 5.64347721e+01, 1.28066323e+05, 1.28122757e+05
1.26000000e+00, 3.91220271e-01, 3.89957255e-01, 7.81177526e-01, 2.52000000e+00, 3.80117422e-01, 3.75031853e-01, 7.55149275e-01, 5.04000000e+00, 5.62873865e+01, 1.28376027e+05, 1.28432314e+05
1.26500000e+00, 3.93308370e-01, 3.87945611e-01, 7.81253980e-01, 2.53000000e+00, 3.88836628e-01, 3.67669023e-01, 7.56505651e-01, 5.06000000e+00, 4.55110755e+01, 1.29427046e+05, 1.29472557e+05
1.27000000e+00, 3.92157500e-01, 3.89036360e-01, 7.81193860e-01, 2.54000000e+00, 3.91376699e-01, 3.65882042e-01, 7.57258741e-01, 5.08000000e+00, 5.24979626e+01, 1.30923992e+05, 1.30976490e+05
1.27500000e+00, 3.88690668e-01, 3.92356720e-01, 7.81047388e-01, 2.55000000e+00, 3.77588720e-01, 3.78321137e-01, 7.55909856e-01, 5.10000000e+00, 5.29930923e+01, 1.32803129e+05, 1.32856122e+05
1.28000000e+00, 3.84826643e-01, 3.96119847e-01, 7.80946490e-01, 2.56000000e+00, 3.66657709e-01, 3.88132230e-01, 7.54789939e-01, 5.12000000e+00, 5.83523686e+01, 1.33006091e+05, 1.33064443e+05
1.28500000e+00, 3.82457497e-01, 3.98412772e-01, 7.80870269e-01, 2.57000000e+00, 3.73313713e-01, 3.82780948e-01, 7.56094661e-01, 5.14000000e+00, 6.02717316e+01, 1.33837364e+05, 1.33897636e+05
1.29000000e+00, 3.82817535e-01, 3.98072667e-01, 7.80890203e-01, 2.58000000e+00, 3.78637273e-01, 3.78312156e-01, 7.56949430e-01, 5.16000000e+00, 5.05388967e+01, 1.35158978e+05, 1.35209516e+05
1.29500000e+00, 3.85843143e-01, 3.95115620e-01, 7.80958763e-01, 2.59000000e+00, 3.71980288e-01, 3.83148954e-01, 7.55129242e-01, 5.18000000e+00, 6.04302348e+01, 1.37263044e+05, 1.37323474e+05
1.30000000e+00, 3.90670478e-01, 3.90309419e-01, 7.80979897e-01, 2.60000000e+00, 3.75313782e-01, 3.79964261e-01, 7.55278043e-01, 5.20000000e+00, 4.75156770e+01, 1.39823218e+05, 1.39870734e+05
1.30500000e+00, 3.96520706e-01, 3.84461122e-01, 7.80981828e-01, 2.61000000e+00, 3.89100263e-01, 3.67474184e-01, 7.56574447e-01, 5.22000000e+00, 6.04737378e+01, 1.40585225e+05, 1.40645698e+05
1.31000000e+00, 4.02451058e-01, 3.78623839e-01, 7.81074898e-01, 2.62000000e+00, 3.97429901e-01, 3.59259786e-01, 7.56689688e-01, 5.24000000e+00, 5.26718930e+01, 1.42041630e+05, 1.42094302e+05
1.31500000e+00, 4.06519275e-01, 3.74705455e-01, 7.81224729e-01, 2.63000000e+00, 3.98251485e-01, 3.57768374e-01, 7.56019859e-01, 5.26000000e+00, 4.92450878e+01, 1.42843746e+05, 1.42892991e+05
1.32000000e+00, 4.06538747e-01, 3.74766172e-01, 7.81304918e-01, 2.64000000e+00, 4.00073080e-01, 3.55972259e-01, 7.56045339e-01, 5.28000000e+00, 5.74561281e+01, 1.42909217e+05, 1.42966673e+05
1.32500000e+00, 4.01196489e-01, 3.80119121e-01, 7.81315610e-01, 2.65000000e+00, 4.00663714e-01, 3.56700722e-01, 7.57364436e-01, 5.30000000e+00, 5.85930832e+01, 1.47107413e+05, 1.47166006e+05
1.33000000e+00, 3.90701621e-01, 3.90396425e-01, 7.81098047e-01, 2.66000000e+00, 3.86447297e-01, 3.69596763e-01, 7.56044060e-01, 5.32000000e+00, 4.73698190e+01, 1.57845359e+05, 1.57892729e+05
1.33500000e+00, 3.78336253e-01, 4.02407965e-01, 7.80744218e-01, 2.67000000e+00, 3.75839841e-01, 3.78675025e-01, 7.54514866e-01, 5.34000000e+00, 4.64046974e+01, 1.58979012e+05, 1.59025417e+05
1.34000000e+00, 3.69175046e-01, 4.11397103e-01, 7.80572149e-01, 2.68000000e+00, 3.88568161e-01, 3.67311479e-01, 7.55879640e-01, 5.36000000e+00, 4.79548096e+01, 1.59280753e+05, 1.59328708e+05
1.34500000e+00, 3.66416615e-01, 4.14181665e-01, 7.80598280e-01, 2.69000000e+00, 4.02997320e-01, 3.54865472e-01, 7.57862792e-01, 5.38000000e+00, 5.33662885e+01, 1.59619618e+05, 1.59672984e+05
1.35000000e+00, 3.69648700e-01, 4.11148514e-01, 7.80797214e-01, 2.70000000e+00, 3.89880282e-01, 3.67188843e-01, 7.57069125e-01, 5.40000000e+00, 5.21857247e+01, 1.59730987e+05, 1.59783173e+05
1.35500000e+00, 3.75523780e-01, 4.05456352e-01, 7.80980133e-01, 2.71000000e+00, 3.63345288e-01, 3.90822430e-01, 7.54167717e-01, 5.42000000e+00, 4.69122176e+01, 1.61146340e+05, 1.61193252e+05
1.36000000e+00, 3.80617405e-01, 4.00483271e-01, 7.81100676e-01, 2.72000000e+00, 3.64919875e-01, 3.89684859e-01, 7.54604733e-01, 5.44000000e+00, 5.07222342e+01, 1.61650086e+05, 1.61700808e+05
1.36500000e+00, 3.82980361e-01, 3.98162265e-01, 7.81142626e-01, 2.73000000e+00, 3.87460681e-01, 3.70663037e-01, 7.58123718e-01, 5.46000000e+00, 5.52283067e+01, 1.62843867e+05, 1.62899096e+05
1.37000000e+00, 3.82138197e-01, 3.98975991e-01, 7.81114188e-01, 2.74000000e+00, 3.86511138e-01, 3.70230960e-01, 7.56742098e-01, 5.48000000e+00, 5.72285043e+01, 1.63286012e+05, 1.63343241e+05
1.37500000e+00, 3.78757893e-01, 4.02247695e-01, 7.81005588e-01, 2.75000000e+00, 3.76742015e-01, 3.78413934e-01, 7.55155949e-01, 5.50000000e+00, 4.90299743e+01, 1.63183068e+05, 1.63232098e+05
1.38000000e+00, 3.74754026e-01, 4.06076354e-01, 7.80830379e-01, 2.76000000e+00, 3.78828945e-01, 3.78023016e-01, 7.56851961e-01, 5.52000000e+00, 5.60432341e+01, 1.62853336e+05, 1.62909379e+05
1.38500000e+00, 3.73144054e-01, 4.07494321e-01, 7.80638375e-01, 2.77000000e+00, 3.76095314e-01, 3.80838145e-01, 7.56933458e-01, 5.54000000e+00, 5.40368221e+01, 1.63301520e+05, 1.63355557e+05
1.39000000e+00, 3.77012598e-01, 4.03556481e-01, 7.80569079e-01, 2.78000000e+00, 3.69629280e-01, 3.86088074e-01, 7.55717354e-01, 5.56000000e+00, 4.87427357e+01, 1.64520092e+05, 1.64568834e+05
1.39500000e+00, 3.87141012e-01, 3.93594268e-01, 7.80735280e-01, 2.79000000e+00, 3.74776924e-01, 3.81115517e-01, 7.55892441e-01, 5.58000000e+00, 5.67500691e+01, 1.65742331e+05, 1.65799081e+05
1.40000000e+00, 4.00687717e-01, 3.80345653e-01, 7.81033370e-01, 2.80000000e+00, 3.89084767e-01, 3.67694107e-01, 7.56778874e-01, 5.60000000e+00, 5.51951774e+01, 1.67207050e+05, 1.67262245e+05
1.40500000e+00, 4.12883256e-01, 3.68403982e-01, 7.81287238e-01, 2.81000000e+00, 3.96521446e-01, 3.61142797e-01, 7.57664243e-01, 5.62000000e+00, 4.43086806e+01, 1.68792611e+05, 1.68836919e+05
1.41000000e+00, 4.19439553e-01, 3.61995321e-01, 7.81434874e-01, 2.82000000e+00, 3.88734439e-01, 3.67204567e-01, 7.55939006e-01, 5.64000000e+00, 5.31162569e+01, 1.69184716e+05, 1.69237832e+05
1.41500000e+00, 4.17966996e-01, 3.63455696e-01, 7.81422692e-01, 2.83000000e+00, 3.86825462e-01, 3.69230751e-01, 7.56056213e-01, 5.66000000e+00, 5.06152839e+01, 1.69752134e+05, 1.69802749e+05
1.42000000e+00, 4.08909477e-01, 3.72294529e-01, 7.81204007e-01, 2.84000000e+00, 3.94250228e-01, 3.61934288e-01, 7.56184516e-01, 5.68000000e+00, 5.28986576e+01, 1.72794035e+05, 1.72846934e+05
1.42500000e+00, 3.95829709e-01, 3.85059693e-01, 7.80889401e-01, 2.85000000e+00, 4.04792684e-01, 3.52613463e-01, 7.57406148e-01, 5.70000000e+00, 6.10238636e+01, 1.76553786e+05, 1.76614810e+05
1.43000000e+00, 3.83936851e-01, 3.96734583e-01, 7.80671434e-01, 2.86000000e+00, 4.01313727e-01, 3.56153416e-01, 7.57467143e-01, 5.72000000e+00, 5.04611684e+01, 1.79346022e+05, 1.79396483e+05
1.43500000e+00, 3.77326260e-01, 4.03289753e-01, 7.80616014e-01, 2.87000000e+00, 3.82857265e-01, 3.73589080e-01, 7.56446345e-01, 5.74000000e+00, 5.52129100e+01, 1.79155467e+05, 1.79210680e+05
1.44000000e+00, 3.77141703e-01, 4.03615227e-01, 7.80756930e-01, 2.88000000e+00, 3.66169037e-01, 3.88703436e-01, 7.54872473e-01, 5.76000000e+00, 5.60414357e+01, 1.79426170e+05, 1.79482211e+05
1.44500000e+00, 3.81143429e-01, 3.99884630e-01, 7.81028059e-01, 2.89000000e+00, 3.73567492e-01, 3.81446982e-01, 7.55014473e-01, 5.78000000e+00, 5.57941342e+01, 1.80196410e+05, 1.80252204e+05
1.45000000e+00, 3.85349946e-01, 3.95854941e-01, 7.81204887e-01, 2.90000000e+00, 4.00749948e-01, 3.57163140e-01, 7.57913088e-01, 5.80000000e+00, 5.35852538e+01, 1.81481692e+05, 1.81535277e+05
1.45500000e+00, 3.87099642e-01, 3.94110406e-01, 7.81210048e-01, 2.91000000e+00, 4.06557022e-01, 3.51617141e-01, 7.58174163e-01, 5.82000000e+00, 4.72446621e+01, 1.83047551e+05, 1.83094795e+05
1.46000000e+00, 3.86261915e-01, 3.94810152e-01, 7.81072067e-01, 2.92000000e+00, 3.85950344e-01, 3.69687115e-01, 7.55637460e-01, 5.84000000e+00, 5.83489787e+01, 1.82695973e+05, 1.82754322e+05
1.46500000e+00, 3.84581916e-01, 3.96377421e-01, 7.80959337e-01, 2.93000000e+00, 3.71623547e-01, 3.83212939e-01, 7.54836486e-01, 5.86000000e+00, 5.13179153e+01, 1.82556847e+05, 1.82608165e+05
1.47000000e+00, 3.83781601e-01, 3.97120261e-01, 7.80901862e-01, 2.94000000e+00, 3.75354341e-01, 3.80733805e-01, 7.56088146e-01, 5.88000000e+00, 5.70671552e+01, 1.82264649e+05, 1.82321716e+05
1.47500000e+00, 3.84618940e-01, 3.96293206e-01, 7.80912146e-01, 2.95000000e+00, 3.79021491e-01, 3.78547560e-01, 7.57569051e-01, 5.90000000e+00, 5.42655227e+01, 1.82884611e+05, 1.82938877e+05
1.48000000e+00, 3.87021660e-01, 3.93904826e-01, 7.80926486e-01, 2.96000000e+00, 3.65410474e-01, 3.90188580e-01, 7.55599054e-01, 5.92000000e+00, 5.76647932e+01, 1.85656064e+05, 1.85713729e+05
1.48500000e+00, 3.90773697e-01, 3.90164828e-01, 7.80938524e-01, 2.97000000e+00, 3.61169206e-01, 3.93100200e-01, 7.54269406e-01, 5.94000000e+00, 5.90682451e+01, 1.89561461e+05, 1.89620530e+05
1.49000000e+00, 3.95369424e-01, 3.85708993e-01, 7.81078417e-01, 2.98000000e+00, 3.81473552e-01, 3.75669334e-01, 7.57142886e-01, 5.96000000e+00, 5.85779747e+01, 1.89939873e+05, 1.89998451e+05
1.49500000e+00, 3.98922069e-01, 3.82312086e-01, 7.81234155e-01, 2.99000000e+00, 3.90979200e-01, 3.65711411e-01, 7.56690611e-01, 5.98000000e+00, 4.98802699e+01, 1.90505730e+05, 1.90555611e+05
1.50000000e+00, 3.99348404e-01, 3.81920906e-01, 7.81269309e-01, 3.00000000e+00, 3.89834328e-01, 3.65320345e-01, 7.55154673e-01, 6.00000000e+00, 5.29857946e+01, 1.91855974e+05, 1.91908960e+05
1.50500000e+00, 3.96312650e-01, 3.84794695e-01, 7.81107346e-01, 3.01000000e+00, 3.97861151e-01, 3.58017823e-01, 7.55878974e-01, 6.02000000e+00, 4.76847612e+01, 1.92346048e+05, 1.92393733e+05
1.51000000e+00, 3.91850091e-01, 3.89094712e-01, 7.80944803e-01, 3.02000000e+00, 4.06200042e-01, 3.50670903e-01, 7.56870946e-01, 6.04000000e+00, 6.28185898e+01, 1.93840364e+05, 1.93903183e+05
1.51500000e+00, 3.88378391e-01, 3.92485252e-01, 7.80863643e-01, 3.03000000e+00, 4.02499795e-01, 3.54059466e-01, 7.56559261e-01, 6.06000000e+00, 5.22631267e+01, 1.96276545e+05, 1.96328808e+05
1.52000000e+00, 3.86902239e-01, 3.94002880e-01, 7.80905119e-01, 3.04000000e+00, 3.89186411e-01, 3.67477450e-01, 7.56663861e-01, 6.08000000e+00, 4.80721377e+01, 1.97527768e+05, 1.97575840e+05
1.52500000e+00, 3.86632421e-01, 3.94307665e-01, 7.80940086e-01, 3.05000000e+00, 3.69190970e-01, 3.86510889e-01, 7.55701859e-01, 6.10000000e+00, 6.93635152e+01, 1.99445591e+05, 1.99514954e+05
1.53000000e+00, 3.86405769e-01, 3.94595158e-01, 7.81000927e-01, 3.06000000e+00, 3.54604053e-01, 4.00722726e-01, 7.55326779e-01, 6.12000000e+00, 5.45518948e+01, 2.03255791e+05, 2.03310343e+05
1.53500000e+00, 3.85566181e-01, 3.95435383e-01, 7.81001564e-01, 3.07000000e+00, 3.55326164e-01, 3.98425677e-01, 7.53751841e-01, 6.14000000e+00, 6.04998789e+01, 2.05416869e+05, 2.05477368e+05
1.54000000e+00, 3.84509708e-01, 3.96478473e-01, 7.80988181e-01, 3.08000000e+00, 3.86148726e-01, 3.69609774e-01, 7.55758500e-01, 6.16000000e+00, 5.89568635e+01, 2.07883233e+05, 2.07942190e+05
1.54500000e+00, 3.83544113e-01, 3.97474291e-01, 7.81018404e-01, 3.09000000e+00, 4.14622689e-01, 3.44715984e-01, 7.59338673e-01, 6.18000000e+00, 4.61120334e+01, 2.09812032e+05, 2.09858144e+05
1.55000000e+00, 3.82320881e-01, 3.98767794e-01, 7.81088675e-01, 3.10000000e+00, 3.94070841e-01, 3.62536051e-01, 7.56606892e-01, 6.20000000e+00, 6.26195697e+01, 2.11668690e+05, 2.11731309e+05
1.55500000e+00, 3.80068293e-01, 4.01069642e-01, 7.81137935e-01, 3.11000000e+00, 3.61072595e-01, 3.92327364e-01, 7.53399959e-01, 6.22000000e+00, 4.66208936e+01, 2.15324451e+05, 2.15371072e+05
1.56000000e+00, 3.76432598e-01, 4.04634619e-01, 7.81067217e-01, 3.12000000e+00, 3.64082978e-01, 3.90412890e-01, 7.54495867e-01, 6.24000000e+00, 5.97033832e+01, 2.20393321e+05, 2.20453024e+05
1.56500000e+00, 3.72663214e-01, 4.08201456e-01, 7.80864670e-01, 3.13000000e+00, 3.90505778e-01, 3.66549601e-01, 7.57055380e-01, 6.26000000e+00, 4.50776451e+01, 2.30522595e+05, 2.30567673e+05
1.57000000e+00, 3.71396755e-01, 4.09297066e-01, 7.80693821e-01, 3.14000000e+00, 4.00335183e-01, 3.57742716e-01, 7.58077899e-01, 6.28000000e+00, 4.65668671e+01, 2.31317413e+05, 2.31363980e+05
1.57500000e+00, 3.74782888e-01, 4.05921605e-01, 7.80704493e-01, 3.15000000e+00, 3.79258943e-01, 3.76777434e-01, 7.56036377e-01, 6.30000000e+00, 5.23912148e+01, 2.32098360e+05, 2.32150752e+05
1.58000000e+00, 3.82798964e-01, 3.98024420e-01, 7.80823384e-01, 3.16000000e+00, 3.58240946e-01, 3.95168394e-01, 7.53409340e-01, 6.32000000e+00, 5.58019024e+01, 2.33993975e+05, 2.34049777e+05
1.58500000e+00, 3.93109973e-01, 3.87989053e-01, 7.81099026e-01, 3.17000000e+00, 3.74236136e-01, 3.80257186e-01, 7.54493322e-01, 6.34000000e+00, 4.76326527e+01, 2.35054621e+05, 2.35102254e+05
1.59000000e+00, 4.01787631e-01, 3.79448171e-01, 7.81235802e-01, 3.18000000e+00, 4.11188664e-01, 3.45987752e-01, 7.57176417e-01, 6.36000000e+00, 4.25271955e+01, 2.34860574e+05, 2.34903101e+05
1.59500000e+00, 4.06503306e-01, 3.74735018e-01, 7.81238324e-01, 3.19000000e+00, 4.25337205e-01, 3.33193483e-01, 7.58530687e-01, 6.38000000e+00, 5.47163504e+01, 2.34973463e+05, 2.35028180e+05
1.60000000e+00, 4.07205389e-01, 3.73921400e-01, 7.81126789e-01, 3.20000000e+00, 3.99002999e-01, 3.56995752e-01, 7.55998751e-01, 6.40000000e+00, 4.99246928e+01, 2.35082911e+05, 2.35132836e+05
1.60500000e+00, 4.05275062e-01, 3.75781865e-01, 7.81056927e-01, 3.21000000e+00, 3.66890160e-01, 3.86992312e-01, 7.53882472e-01, 6.42000000e+00, 4.74505724e+01, 2.35968165e+05, 2.36015616e+05
1.61000000e+00, 4.02084509e-01, 3.78944444e-01, 7.81028954e-01, 3.22000000e+00, 3.61681173e-01, 3.93298485e-01, 7.54979658e-01, 6.44000000e+00, 5.45861620e+01, 2.37592579e+05, 2.37647165e+05
1.61500000e+00, 3.98596492e-01, 3.82452707e-01, 7.81049199e-01, 3.23000000e+00, 3.68605607e-01, 3.88388673e-01, 7.56994280e-01, 6.46000000e+00, 4.38911600e+01, 2.38061502e+05, 2.38105393e+05
1.62000000e+00, 3.95123478e-01, 3.85891591e-01, 7.81015068e-01, 3.24000000e+00, 3.60991322e-01, 3.94945926e-01, 7.55937248e-01, 6.48000000e+00, 5.48393143e+01, 2.37107380e+05, 2.37162220e+05
1.62500000e+00, 3.92122217e-01, 3.88900268e-01, 7.81022485e-01, 3.25000000e+00, 3.51561594e-01, 4.03115077e-01, 7.54676672e-01, 6.50000000e+00, 5.54559046e+01, 2.37049271e+05, 2.37104727e+05
1.63000000e+00, 3.90120665e-01, 3.90868776e-01, 7.80989442e-01, 3.26000000e+00, 3.61604784e-01, 3.93399605e-01, 7.55004388e-01, 6.52000000e+00, 4.64775019e+01, 2.37909304e+05, 2.37955781e+05
1.63500000e+00, 3.89922460e-01, 3.91076564e-01, 7.80999024e-01, 3.27000000e+00, 3.87231520e-01, 3.69476790e-01, 7.56708310e-01, 6.54000000e+00, 5.48082765e+01, 2.38677909e+05, 2.38732717e+05
1.64000000e+00, 3.91803358e-01, 3.89189494e-01, 7.80992852e-01, 3.28000000e+00, 4.07236442e-01, 3.49303995e-01, 7.56540437e-01, 6.56000000e+00, 4.71650002e+01, 2.40517835e+05, 2.40565000e+05
1.64500000e+00, 3.95410061e-01, 3.85656643e-01, 7.81066704e-01, 3.29000000e+00, 4.19392698e-01, 3.37325826e-01, 7.56718524e-01, 6.58000000e+00, 6.04720147e+01, 2.42816504e+05, 2.42876976e+05
1.65000000e+00, 3.99433997e-01, 3.81687584e-01, 7.81121581e-01, 3.30000000e+00, 4.20927408e-01, 3.36204956e-01, 7.57132363e-01, 6.60000000e+00, 5.38153080e+01, 2.47381359e+05, 2.47435174e+05
1.65500000e+00, 4.02084456e-01, 3.79211276e-01, 7.81295732e-01, 3.31000000e+00, 4.06771538e-01, 3.49888853e-01, 7.56660391e-01, 6.62000000e+00, 5.61300863e+01, 2.50855814e+05, 2.50911944e+05
1.66000000e+00, 4.00829474e-01, 3.80525676e-01, 7.81355151e-01, 3.32000000e+00, 3.83289760e-01, 3.72091170e-01, 7.55380930e-01, 6.64000000e+00, 6.13097577e+01, 2.57869766e+05, 2.57931076e+05
1.66500000e+00, 3.94400404e-01, 3.86857785e-01, 7.81258189e-01, 3.33000000e+00, 3.69317568e-01, 3.85300731e-01, 7.54618299e-01, 6.66000000e+00, 6.08262473e+01, 2.62014173e+05, 2.62074999e+05
1.67000000e+00, 3.83760976e-01, 3.97284553e-01, 7.81045529e-01, 3.34000000e+00, 3.73500641e-01, 3.82980922e-01, 7.56481563e-01, 6.68000000e+00, 5.58647634e+01, 2.65227622e+05, 2.65283486e+05
1.67500000e+00, 3.71642709e-01, 4.09185630e-01, 7.80828339e-01, 3.35000000e+00, 3.73828986e-01, 3.82478419e-01, 7.56307404e-01, 6.70000000e+00, 4.97496559e+01, 2.66665351e+05, 2.66715100e+05
1.68000000e+00, 3.61151992e-01, 4.19537210e-01, 7.80689202e-01, 3.36000000e+00, 3.68881890e-01, 3.86749667e-01, 7.55631557e-01, 6.72000000e+00, 5.13143105e+01, 2.67339528e+05, 2.67390842e+05
1.68500000e+00, 3.54570139e-01, 4.26041539e-01, 7.80611678e-01, 3.37000000e+00, 3.67926266e-01, 3.87870610e-01, 7.55796876e-01, 6.74000000e+00, 4.23980050e+01, 2.67683959e+05, 2.67726357e+05
1.69000000e+00, 3.52922237e-01, 4.27728126e-01, 7.80650363e-01, 3.38000000e+00, 3.70213761e-01, 3.86193989e-01, 7.56407750e-01, 6.76000000e+00, 4.25604249e+01, 2.67637532e+05, 2.67680092e+05
1.69500000e+00, 3.55707499e-01, 4.24997557e-01, 7.80705056e-01, 3.39000000e+00, 3.68835249e-01, 3.87178947e-01, 7.56014196e-01, 6.78000000e+00, 5.32107913e+01, 2.68546663e+05, 2.68599873e+05
1.70000000e+00, 3.62130414e-01, 4.18655091e-01, 7.80785505e-01, 3.40000000e+00, 3.69312558e-01, 3.86306119e-01, 7.55618676e-01, 6.80000000e+00, 5.41604975e+01, 2.73278940e+05, 2.73333101e+05
1.70500000e+00, 3.71448791e-01, 4.09463587e-01, 7.80912378e-01, 3.41000000e+00, 3.77310219e-01, 3.78396145e-01, 7.55706364e-01, 6.82000000e+00, 4.67982714e+01, 2.75252319e+05, 2.75299117e+05
1.71000000e+00, 3.82455340e-01, 3.98545350e-01, 7.81000690e-01, 3.42000000e+00, 3.90807896e-01, 3.65117804e-01, 7.55925699e-01, 6.84000000e+00, 5.44458887e+01, 2.75658576e+05, 2.75713022e+05
1.71500000e+00, 3.93822355e-01, 3.87284658e-01, 7.81107013e-01, 3.43000000e+00, 4.05934461e-01, 3.50936439e-01, 7.56870900e-01, 6.86000000e+00, 5.47950150e+01, 2.74967431e+05, 2.75022226e+05
1.72000000e+00, 4.04202138e-01, 3.76946651e-01, 7.81148790e-01, 3.44000000e+00, 4.09705469e-01, 3.47440914e-01, 7.57146383e-01, 6.88000000e+00, 5.09927394e+01, 2.75567761e+05, 2.75618754e+05
1.72500000e+00, 4.12642168e-01, 3.68556830e-01, 7.81198998e-01, 3.45000000e+00, 4.00289735e-01, 3.55341721e-01, 7.55631456e-01, 6.90000000e+00, 5.32286355e+01, 2.77797042e+05, 2.77850271e+05
1.73000000e+00, 4.18230862e-01, 3.63034720e-01, 7.81265582e-01, 3.46000000e+00, 3.97879885e-01, 3.58033041e-01, 7.55912926e-01, 6.92000000e+00, 6.03132528e+01, 2.79447622e+05, 2.79507935e+05
1.73500000e+00, 4.20021973e-01, 3.61304723e-01, 7.81326696e-01, 3.47000000e+00, 4.00249449e-01, 3.57202875e-01, 7.57452324e-01, 6.94000000e+00, 5.02246670e+01, 2.80546899e+05, 2.80597124e+05
1.74000000e+00, 4.17163356e-01, 3.64189424e-01, 7.81352780e-01, 3.48000000e+00, 3.87678973e-01, 3.69309287e-01, 7.56988260e-01, 6.96000000e+00, 5.23239538e+01, 2.80447469e+05, 2.80499793e+05
1.74500000e+00, 4.09500373e-01, 3.71691284e-01, 7.81191657e-01, 3.49000000e+00, 3.65716560e-01, 3.89760477e-01, 7.55477037e-01, 6.98000000e+00, 5.14259830e+01, 2.79968920e+05, 2.80020346e+05
1.75000000e+00, 3.98989088e-01, 3.81955752e-01, 7.80944840e-01, 3.50000000e+00, 3.55298503e-01, 4.00119943e-01, 7.55418446e-01, 7.00000000e+00, 5.30387220e+01, 2.78696519e+05, 2.78749557e+05
1.75500000e+00, 3.89212507e-01, 3.91519238e-01, 7.80731745e-01, 3.51000000e+00, 3.61559798e-01, 3.94229720e-01, 7.55789518e-01, 7.02000000e+00, 5.62889090e+01, 2.79880161e+05, 2.79936450e+05
1.76000000e+00, 3.83606042e-01, 3.96987655e-01, 7.80593697e-01, 3.52000000e+00, 3.77104017e-01, 3.79593643e-01, 7.56697659e-01, 7.04000000e+00, 5.40635269e+01, 2.81326452e+05, 2.81380515e+05
1.76500000e+00, 3.84021668e-01, 3.96667172e-01, 7.80688840e-01, 3.53000000e+00, 3.89848373e-01, 3.66789723e-01, 7.56638096e-01, 7.06000000e+00, 4.76491604e+01, 2.82414363e+05, 2.82462012e+05
1.77000000e+00, 3.89090126e-01, 3.91900215e-01, 7.80990341e-01, 3.54000000e+00, 3.98347448e-01, 3.58681202e-01, 7.57028650e-01, 7.08000000e+00, 4.48043805e+01, 2.83467771e+05, 2.83512575e+05
1.77500000e+00, 3.94792608e-01, 3.86491400e-01, 7.81284007e-01, 3.55000000e+00, 3.98524010e-01, 3.58203600e-01, 7.56727610e-01, 7.10000000e+00, 5.36256824e+01, 2.83384880e+05, 2.83438506e+05
1.78000000e+00, 3.97091414e-01, 3.84235382e-01, 7.81326796e-01, 3.56000000e+00, 3.96236831e-01, 3.58833985e-01, 7.55070816e-01, 7.12000000e+00, 4.36177300e+01, 2.83691382e+05, 2.83735000e+05
1.78500000e+00, 3.94663679e-01, 3.86499486e-01, 7.81163165e-01, 3.57000000e+00, 4.10829601e-01, 3.45828495e-01, 7.56658095e-01, 7.14000000e+00, 4.92783106e+01, 2.84706973e+05, 2.84756251e+05
1.79000000e+00, 3.89244890e-01, 3.91726786e-01, 7.80971676e-01, 3.58000000e+00, 4.16919605e-01, 3.42398343e-01, 7.59317948e-01, 7.16000000e+00, 4.24527759e+01, 2.85730606e+05, 2.85773059e+05
1.79500000e+00, 3.83405075e-01, 3.97491352e-01, 7.80896426e-01, 3.59000000e+00, 3.81120738e-01, 3.75255392e-01, 7.56376130e-01, 7.18000000e+00, 6.45865985e+01, 2.86879106e+05, 2.86943693e+05
1.80000000e+00, 3.78304889e-01, 4.02650314e-01, 7.80955203e-01, 3.60000000e+00, 3.41702629e-01, 4.12123010e-01, 7.53825639e-01, 7.20000000e+00, 6.60835882e+01, 2.87698354e+05, 2.87764437e+05
1.80500000e+00, 3.73574293e-01, 4.07363887e-01, 7.80938180e-01, 3.61000000e+00, 3.38130702e-01, 4.16530185e-01, 7.54660887e-01, 7.22000000e+00, 6.11437534e+01, 2.90875302e+05, 2.90936445e+05
1.81000000e+00, 3.69323958e-01, 4.11557604e-01, 7.80881562e-01, 3.62000000e+00, 3.60126829e-01, 3.96357961e-01, 7.56484790e-01, 7.24000000e+00, 5.72693704e+01, 2.95316350e+05, 2.95373619e+05
1.81500000e+00, 3.66456950e-01, 4.14383646e-01, 7.80840596e-01, 3.63000000e+00, 3.81489238e-01, 3.75287376e-01, 7.56776614e-01, 7.26000000e+00, 5.86389042e+01, 2.97390229e+05, 2.97448868e+05
1.82000000e+00, 3.65870825e-01, 4.14873978e-01, 7.80744803e-01, 3.64000000e+00, 3.92753467e-01, 3.63875182e-01, 7.56628649e-01, 7.28000000e+00, 4.82704653e+01, 2.99850315e+05, 2.99898586e+05
1.82500000e+00, 3.68542659e-01, 4.12124183e-01, 7.80666842e-01, 3.65000000e+00, 3.97665843e-01, 3.58231000e-01, 7.55896843e-01, 7.30000000e+00, 4.62071525e+01, 2.99829305e+05, 2.99875512e+05
