Imaginary time (a.u.), E_T (Hartee energy units), Number of walkers
6.16300000e+02, -2.94528427e+00, 1.02300000e+03
6.16400000e+02, -2.94626268e+00, 1.02500000e+03
6.16500000e+02, -2.94381969e+00, 1.02000000e+03
6.16600000e+02, -2.94136429e+00, 1.01500000e+03
6.16700000e+02, -2.93889635e+00, 1.01000000e+03
6.16800000e+02, -2.93988628e+00, 1.01200000e+03
6.16900000e+02, -2.94333384e+00, 1.01900000e+03
6.17000000e+02, -2.94627079e+00, 1.02500000e+03
6.17100000e+02, -2.94627279e+00, 1.02500000e+03
6.17200000e+02, -2.94822222e+00, 1.02900000e+03
6.17300000e+02, -2.94919541e+00, 1.03100000e+03
6.17400000e+02, -2.94968261e+00, 1.03200000e+03
6.17500000e+02, -2.95402672e+00, 1.04100000e+03
6.17600000e+02, -2.94968841e+00, 1.03200000e+03
6.17700000e+02, -2.94482238e+00, 1.02200000e+03
6.17800000e+02, -2.94384471e+00, 1.02000000e+03
6.17900000e+02, -2.94920960e+00, 1.03100000e+03
6.18000000e+02, -2.94726843e+00, 1.02700000e+03
6.18100000e+02, -2.94237818e+00, 1.01700000e+03
6.18200000e+02, -2.94336186e+00, 1.01900000e+03
6.18300000e+02, -2.94434378e+00, 1.02100000e+03
6.18400000e+02, -2.94727515e+00, 1.02700000e+03
6.18500000e+02, -2.94825007e+00, 1.02900000e+03
6.18600000e+02, -2.94532840e+00, 1.02300000e+03
6.18700000e+02, -2.94630680e+00, 1.02500000e+03
6.18800000e+02, -2.94728345e+00, 1.02700000e+03
6.18900000e+02, -2.94728560e+00, 1.02700000e+03
6.19000000e+02, -2.94582505e+00, 1.02400000e+03
6.19100000e+02, -2.94777629e+00, 1.02800000e+03
6.19200000e+02, -2.94582920e+00, 1.02400000e+03
6.19300000e+02, -2.94240141e+00, 1.01700000e+03
6.19400000e+02, -2.93944418e+00, 1.01100000e+03
6.19500000e+02, -2.94141940e+00, 1.01500000e+03
6.19600000e+02, -2.94142060e+00, 1.01500000e+03
6.19700000e+02, -2.94092895e+00, 1.01400000e+03
6.19800000e+02, -2.93944859e+00, 1.01100000e+03
6.19900000e+02, -2.94289946e+00, 1.01800000e+03
6.20000000e+02, -2.93846081e+00, 1.00900000e+03
6.20100000e+02, -2.93697270e+00, 1.00600000e+03
6.20200000e+02, -2.93697318e+00, 1.00600000e+03
6.20300000e+02, -2.93945260e+00, 1.01100000e+03
6.20400000e+02, -2.93647728e+00, 1.00500000e+03
6.20500000e+02, -2.93498292e+00, 1.00200000e+03
6.20600000e+02, -2.93198006e+00, 9.96000000e+02
6.20700000e+02, -2.93498275e+00, 1.00200000e+03
6.20800000e+02, -2.93448366e+00, 1.00100000e+03
6.20900000e+02, -2.93598000e+00, 1.00400000e+03
6.21000000e+02, -2.93697535e+00, 1.00600000e+03
6.21100000e+02, -2.93498380e+00, 1.00200000e+03
6.21200000e+02, -2.93398496e+00, 1.00000000e+03
6.21300000e+02, -2.93598097e+00, 1.00400000e+03
6.21400000e+02, -2.93896044e+00, 1.01000000e+03
6.21500000e+02, -2.94044419e+00, 1.01300000e+03
6.21600000e+02, -2.94290708e+00, 1.01800000e+03
6.21700000e+02, -2.94339943e+00, 1.01900000e+03
6.21800000e+02, -2.94044818e+00, 1.01300000e+03
6.21900000e+02, -2.94044922e+00, 1.01300000e+03
6.22000000e+02, -2.93896731e+00, 1.01000000e+03
6.22100000e+02, -2.93896811e+00, 1.01000000e+03
6.22200000e+02, -2.93896891e+00, 1.01000000e+03
6.22300000e+02, -2.93698558e+00, 1.00600000e+03
6.22400000e+02, -2.93399502e+00, 1.00000000e+03
6.22500000e+02, -2.93249277e+00, 9.97000000e+02
6.22600000e+02, -2.93199077e+00, 9.96000000e+02
6.22700000e+02, -2.92947409e+00, 9.91000000e+02
6.22800000e+02, -2.93048143e+00, 9.93000000e+02
6.22900000e+02, -2.93349292e+00, 9.99000000e+02
6.23000000e+02, -2.93499209e+00, 1.00200000e+03
6.23100000e+02, -2.93499225e+00, 1.00200000e+03
6.23200000e+02, -2.93549117e+00, 1.00300000e+03
6.23300000e+02, -2.93449340e+00, 1.00100000e+03
6.23400000e+02, -2.93598974e+00, 1.00400000e+03
6.23500000e+02, -2.94143836e+00, 1.01500000e+03
6.23600000e+02, -2.94143955e+00, 1.01500000e+03
6.23700000e+02, -2.94144075e+00, 1.01500000e+03
6.23800000e+02, -2.94144194e+00, 1.01500000e+03
6.23900000e+02, -2.93897399e+00, 1.01000000e+03
6.24000000e+02, -2.94095108e+00, 1.01400000e+03
6.24100000e+02, -2.94095219e+00, 1.01400000e+03
6.24200000e+02, -2.93897702e+00, 1.01000000e+03
6.24300000e+02, -2.94095410e+00, 1.01400000e+03
6.24400000e+02, -2.93996805e+00, 1.01200000e+03
6.24500000e+02, -2.94095617e+00, 1.01400000e+03
6.24600000e+02, -2.93798992e+00, 1.00800000e+03
6.24700000e+02, -2.93997075e+00, 1.01200000e+03
6.24800000e+02, -2.93898259e+00, 1.01000000e+03
6.24900000e+02, -2.93650199e+00, 1.00500000e+03
6.25000000e+02, -2.93250636e+00, 9.97000000e+02
6.25100000e+02, -2.93350813e+00, 9.99000000e+02
6.25200000e+02, -2.93300730e+00, 9.98000000e+02
6.25300000e+02, -2.93450789e+00, 1.00100000e+03
6.25400000e+02, -2.93099918e+00, 9.94000000e+02
6.25500000e+02, -2.92645092e+00, 9.85000000e+02
6.25600000e+02, -2.92594184e+00, 9.84000000e+02
6.25700000e+02, -2.92796895e+00, 9.88000000e+02
6.25800000e+02, -2.93049197e+00, 9.93000000e+02
6.25900000e+02, -2.93350346e+00, 9.99000000e+02
6.26000000e+02, -2.93400363e+00, 1.00000000e+03
6.26100000e+02, -2.94095509e+00, 1.01400000e+03
6.26200000e+02, -2.93897991e+00, 1.01000000e+03
6.26300000e+02, -2.93649931e+00, 1.00500000e+03
6.26400000e+02, -2.93450569e+00, 1.00100000e+03
6.26500000e+02, -2.93400602e+00, 1.00000000e+03
6.26600000e+02, -2.93550377e+00, 1.00300000e+03
6.26700000e+02, -2.94046437e+00, 1.01300000e+03
6.26800000e+02, -2.93400729e+00, 1.00000000e+03
6.26900000e+02, -2.93450704e+00, 1.00100000e+03
6.27000000e+02, -2.93550512e+00, 1.00300000e+03
6.27100000e+02, -2.93500661e+00, 1.00200000e+03
6.27200000e+02, -2.93898293e+00, 1.01000000e+03
6.27300000e+02, -2.93550631e+00, 1.00300000e+03
6.27400000e+02, -2.93749660e+00, 1.00700000e+03
6.27500000e+02, -2.93947932e+00, 1.01100000e+03
6.27600000e+02, -2.94096168e+00, 1.01400000e+03
6.27700000e+02, -2.94096278e+00, 1.01400000e+03
6.27800000e+02, -2.94342332e+00, 1.01900000e+03
6.27900000e+02, -2.94096539e+00, 1.01400000e+03
6.28000000e+02, -2.94047316e+00, 1.01300000e+03
6.28100000e+02, -2.93998036e+00, 1.01200000e+03
6.28200000e+02, -2.93501602e+00, 1.00200000e+03
6.28300000e+02, -2.93800127e+00, 1.00800000e+03
6.28400000e+02, -2.93948779e+00, 1.01100000e+03
6.28500000e+02, -2.93899385e+00, 1.01000000e+03
6.28600000e+02, -2.93899464e+00, 1.01000000e+03
6.28700000e+02, -2.94047838e+00, 1.01300000e+03
6.28800000e+02, -2.94195797e+00, 1.01600000e+03
6.28900000e+02, -2.94392387e+00, 1.02000000e+03
6.29000000e+02, -2.94490488e+00, 1.02200000e+03
6.29100000e+02, -2.94637217e+00, 1.02500000e+03
6.29200000e+02, -2.94048594e+00, 1.01300000e+03
6.29300000e+02, -2.93900402e+00, 1.01000000e+03
6.29400000e+02, -2.94442091e+00, 1.02100000e+03
6.29500000e+02, -2.93900646e+00, 1.01000000e+03
6.29600000e+02, -2.93751989e+00, 1.00700000e+03
6.29700000e+02, -2.93801672e+00, 1.00800000e+03
6.29800000e+02, -2.93752108e+00, 1.00700000e+03
6.29900000e+02, -2.93801791e+00, 1.00800000e+03
6.30000000e+02, -2.93453421e+00, 1.00100000e+03
6.30100000e+02, -2.92951416e+00, 9.91000000e+02
6.30200000e+02, -2.93403382e+00, 1.00000000e+03
6.30300000e+02, -2.93503282e+00, 1.00200000e+03
6.30400000e+02, -2.93303298e+00, 9.98000000e+02
6.30500000e+02, -2.93202981e+00, 9.96000000e+02
6.30600000e+02, -2.93001741e+00, 9.92000000e+02
6.30700000e+02, -2.92951249e+00, 9.91000000e+02
6.30800000e+02, -2.93403215e+00, 1.00000000e+03
6.30900000e+02, -2.93202814e+00, 9.96000000e+02
6.31000000e+02, -2.93652560e+00, 1.00500000e+03
6.31100000e+02, -2.93752003e+00, 1.00700000e+03
6.31200000e+02, -2.93752058e+00, 1.00700000e+03
6.31300000e+02, -2.93702437e+00, 1.00600000e+03
6.31400000e+02, -2.93353355e+00, 9.99000000e+02
6.31500000e+02, -2.93453347e+00, 1.00100000e+03
6.31600000e+02, -2.93652757e+00, 1.00500000e+03
6.31700000e+02, -2.93453395e+00, 1.00100000e+03
6.31800000e+02, -2.93253202e+00, 9.97000000e+02
6.31900000e+02, -2.93203003e+00, 9.96000000e+02
6.32000000e+02, -2.92900855e+00, 9.90000000e+02
6.32100000e+02, -2.92495094e+00, 9.82000000e+02
6.32200000e+02, -2.92647467e+00, 9.85000000e+02
6.32300000e+02, -2.92545722e+00, 9.83000000e+02
6.32400000e+02, -2.93101990e+00, 9.94000000e+02
6.32500000e+02, -2.93001238e+00, 9.92000000e+02
6.32600000e+02, -2.92799154e+00, 9.88000000e+02
6.32700000e+02, -2.93302587e+00, 9.98000000e+02
6.32800000e+02, -2.92697725e+00, 9.86000000e+02
6.32900000e+02, -2.92950523e+00, 9.91000000e+02
6.33000000e+02, -2.92748227e+00, 9.87000000e+02
6.33100000e+02, -2.92595916e+00, 9.84000000e+02
6.33200000e+02, -2.92443117e+00, 9.81000000e+02
6.33300000e+02, -2.92084908e+00, 9.74000000e+02
6.33400000e+02, -2.91775739e+00, 9.68000000e+02
6.33500000e+02, -2.91775482e+00, 9.68000000e+02
6.33600000e+02, -2.91516292e+00, 9.63000000e+02
6.33700000e+02, -2.91619729e+00, 9.65000000e+02
6.33800000e+02, -2.91722967e+00, 9.67000000e+02
6.33900000e+02, -2.91619183e+00, 9.65000000e+02
6.34000000e+02, -2.91722422e+00, 9.67000000e+02
6.34100000e+02, -2.91566797e+00, 9.64000000e+02
6.34200000e+02, -2.91514614e+00, 9.63000000e+02
6.34300000e+02, -2.92030850e+00, 9.73000000e+02
6.34400000e+02, -2.92338012e+00, 9.79000000e+02
6.34500000e+02, -2.92490828e+00, 9.82000000e+02
6.34600000e+02, -2.92541576e+00, 9.83000000e+02
6.34700000e+02, -2.92997140e+00, 9.92000000e+02
6.34800000e+02, -2.92845638e+00, 9.89000000e+02
6.34900000e+02, -2.92642916e+00, 9.85000000e+02
6.35000000e+02, -2.92490281e+00, 9.82000000e+02
6.35100000e+02, -2.92845289e+00, 9.89000000e+02
6.35200000e+02, -2.92388114e+00, 9.80000000e+02
6.35300000e+02, -2.92336908e+00, 9.79000000e+02
6.35400000e+02, -2.91926482e+00, 9.71000000e+02
6.35500000e+02, -2.91926251e+00, 9.71000000e+02
6.35600000e+02, -2.91252085e+00, 9.58000000e+02
6.35700000e+02, -2.91251747e+00, 9.58000000e+02
6.35800000e+02, -2.91199190e+00, 9.57000000e+02
6.35900000e+02, -2.91251064e+00, 9.58000000e+02
6.36000000e+02, -2.91146234e+00, 9.56000000e+02
6.36100000e+02, -2.91406705e+00, 9.61000000e+02
6.36200000e+02, -2.91562236e+00, 9.64000000e+02
6.36300000e+02, -2.91561948e+00, 9.64000000e+02
6.36400000e+02, -2.91353759e+00, 9.60000000e+02
6.36500000e+02, -2.91196944e+00, 9.57000000e+02
6.36600000e+02, -2.91300983e+00, 9.59000000e+02
6.36700000e+02, -2.91456823e+00, 9.62000000e+02
6.36800000e+02, -2.91767400e+00, 9.68000000e+02
6.36900000e+02, -2.91818771e+00, 9.69000000e+02
6.37000000e+02, -2.91766898e+00, 9.68000000e+02
6.37100000e+02, -2.91869842e+00, 9.70000000e+02
6.37200000e+02, -2.91972589e+00, 9.72000000e+02
6.37300000e+02, -2.92177706e+00, 9.76000000e+02
6.37400000e+02, -2.92636468e+00, 9.85000000e+02
6.37500000e+02, -2.92838984e+00, 9.89000000e+02
6.37600000e+02, -2.92686998e+00, 9.86000000e+02
6.37700000e+02, -2.92990225e+00, 9.92000000e+02
6.37800000e+02, -2.93191370e+00, 9.96000000e+02
6.37900000e+02, -2.92939702e+00, 9.91000000e+02
6.38000000e+02, -2.92432528e+00, 9.81000000e+02
6.38100000e+02, -2.92635836e+00, 9.85000000e+02
6.38200000e+02, -2.93040169e+00, 9.93000000e+02
6.38300000e+02, -2.93090441e+00, 9.94000000e+02
6.38400000e+02, -2.93341273e+00, 9.99000000e+02
6.38500000e+02, -2.93140663e+00, 9.95000000e+02
6.38600000e+02, -2.93140623e+00, 9.95000000e+02
6.38700000e+02, -2.93190810e+00, 9.96000000e+02
6.38800000e+02, -2.93739961e+00, 1.00700000e+03
6.38900000e+02, -2.93640612e+00, 1.00500000e+03
6.39000000e+02, -2.93391274e+00, 1.00000000e+03
6.39100000e+02, -2.93341249e+00, 9.99000000e+02
6.39200000e+02, -2.93391266e+00, 1.00000000e+03
6.39300000e+02, -2.92989657e+00, 9.92000000e+02
6.39400000e+02, -2.92888686e+00, 9.90000000e+02
6.39500000e+02, -2.92838077e+00, 9.89000000e+02
6.39600000e+02, -2.92989429e+00, 9.92000000e+02
6.39700000e+02, -2.93440950e+00, 1.00100000e+03
6.39800000e+02, -2.93190582e+00, 9.96000000e+02
6.39900000e+02, -2.93140324e+00, 9.95000000e+02
6.40000000e+02, -2.93039682e+00, 9.93000000e+02
6.40100000e+02, -2.93190456e+00, 9.96000000e+02
6.40200000e+02, -2.92431685e+00, 9.81000000e+02
6.40300000e+02, -2.92227245e+00, 9.77000000e+02
6.40400000e+02, -2.92073296e+00, 9.74000000e+02
6.40500000e+02, -2.92278009e+00, 9.78000000e+02
6.40600000e+02, -2.92277835e+00, 9.78000000e+02
6.40700000e+02, -2.92226510e+00, 9.77000000e+02
6.40800000e+02, -2.92277480e+00, 9.78000000e+02
6.40900000e+02, -2.92379451e+00, 9.80000000e+02
6.41000000e+02, -2.92123539e+00, 9.75000000e+02
6.41100000e+02, -2.91763072e+00, 9.68000000e+02
6.41200000e+02, -2.92174343e+00, 9.76000000e+02
6.41300000e+02, -2.91865828e+00, 9.70000000e+02
6.41400000e+02, -2.91710712e+00, 9.67000000e+02
6.41500000e+02, -2.92071091e+00, 9.74000000e+02
6.41600000e+02, -2.92019524e+00, 9.73000000e+02
6.41700000e+02, -2.91967897e+00, 9.72000000e+02
6.41800000e+02, -2.91813116e+00, 9.69000000e+02
6.41900000e+02, -2.92121514e+00, 9.75000000e+02
6.42000000e+02, -2.91967233e+00, 9.72000000e+02
6.42100000e+02, -2.92223554e+00, 9.77000000e+02
6.42200000e+02, -2.92274524e+00, 9.78000000e+02
6.42300000e+02, -2.92732369e+00, 9.87000000e+02
6.42400000e+02, -2.92782900e+00, 9.88000000e+02
6.42500000e+02, -2.93236210e+00, 9.97000000e+02
6.42600000e+02, -2.93386412e+00, 1.00000000e+03
6.42700000e+02, -2.93386412e+00, 1.00000000e+03
6.42800000e+02, -2.93186011e+00, 9.96000000e+02
6.42900000e+02, -2.93185980e+00, 9.96000000e+02
6.43000000e+02, -2.93286250e+00, 9.98000000e+02
6.43100000e+02, -2.93784743e+00, 1.00800000e+03
6.43200000e+02, -2.93635773e+00, 1.00500000e+03
6.43300000e+02, -2.93635812e+00, 1.00500000e+03
6.43400000e+02, -2.93784882e+00, 1.00800000e+03
6.43500000e+02, -2.93834523e+00, 1.00900000e+03
6.43600000e+02, -2.93436580e+00, 1.00100000e+03
6.43700000e+02, -2.93336588e+00, 9.99000000e+02
6.43800000e+02, -2.93586206e+00, 1.00400000e+03
6.43900000e+02, -2.93386636e+00, 1.00000000e+03
6.44000000e+02, -2.93436611e+00, 1.00100000e+03
6.44100000e+02, -2.93186243e+00, 9.96000000e+02
6.44200000e+02, -2.93186212e+00, 9.96000000e+02
6.44300000e+02, -2.93784990e+00, 1.00800000e+03
6.44400000e+02, -2.94327731e+00, 1.01900000e+03
6.44500000e+02, -2.94081935e+00, 1.01400000e+03
6.44600000e+02, -2.94426024e+00, 1.02100000e+03
6.44700000e+02, -2.94377190e+00, 1.02000000e+03
6.44800000e+02, -2.93934209e+00, 1.01100000e+03
6.44900000e+02, -2.93537073e+00, 1.00300000e+03
6.45000000e+02, -2.93983749e+00, 1.01200000e+03
6.45100000e+02, -2.93785821e+00, 1.00800000e+03
6.45200000e+02, -2.93636852e+00, 1.00500000e+03
6.45300000e+02, -2.93487413e+00, 1.00200000e+03
6.45400000e+02, -2.93237303e+00, 9.97000000e+02
6.45500000e+02, -2.93187104e+00, 9.96000000e+02
6.45600000e+02, -2.92884958e+00, 9.90000000e+02
6.45700000e+02, -2.93086493e+00, 9.94000000e+02
6.45800000e+02, -2.93237124e+00, 9.97000000e+02
6.45900000e+02, -2.93186926e+00, 9.96000000e+02
6.46000000e+02, -2.93487196e+00, 1.00200000e+03
6.46100000e+02, -2.93785720e+00, 1.00800000e+03
6.46200000e+02, -2.93835360e+00, 1.00900000e+03
6.46300000e+02, -2.93686546e+00, 1.00600000e+03
6.46400000e+02, -2.93537264e+00, 1.00300000e+03
6.46500000e+02, -2.93686615e+00, 1.00600000e+03
6.46600000e+02, -2.93487458e+00, 1.00200000e+03
6.46700000e+02, -2.92985965e+00, 9.92000000e+02
6.46800000e+02, -2.92935474e+00, 9.91000000e+02
6.46900000e+02, -2.92783812e+00, 9.88000000e+02
6.47000000e+02, -2.92935311e+00, 9.91000000e+02
6.47100000e+02, -2.92834231e+00, 9.89000000e+02
6.47200000e+02, -2.92783564e+00, 9.88000000e+02
6.47300000e+02, -2.93136472e+00, 9.95000000e+02
6.47400000e+02, -2.92884544e+00, 9.90000000e+02
6.47500000e+02, -2.93336958e+00, 9.99000000e+02
6.47600000e+02, -2.92985367e+00, 9.92000000e+02
6.47700000e+02, -2.93086010e+00, 9.94000000e+02
6.47800000e+02, -2.92427726e+00, 9.81000000e+02
6.47900000e+02, -2.92580250e+00, 9.84000000e+02
6.48000000e+02, -2.92427453e+00, 9.81000000e+02
6.48100000e+02, -2.92681500e+00, 9.86000000e+02
6.48200000e+02, -2.92427196e+00, 9.81000000e+02
6.48300000e+02, -2.92376054e+00, 9.80000000e+02
6.48400000e+02, -2.92528726e+00, 9.83000000e+02
6.48500000e+02, -2.92630220e+00, 9.85000000e+02
6.48600000e+02, -2.92324603e+00, 9.79000000e+02
6.48700000e+02, -2.91862661e+00, 9.70000000e+02
6.48800000e+02, -2.91913946e+00, 9.71000000e+02
6.48900000e+02, -2.92016600e+00, 9.73000000e+02
6.49000000e+02, -2.92272668e+00, 9.78000000e+02
6.49100000e+02, -2.92374642e+00, 9.80000000e+02
6.49200000e+02, -2.92730360e+00, 9.87000000e+02
6.49300000e+02, -2.92730259e+00, 9.87000000e+02
6.49400000e+02, -2.92730158e+00, 9.87000000e+02
6.49500000e+02, -2.92982711e+00, 9.92000000e+02
6.49600000e+02, -2.93234032e+00, 9.97000000e+02
6.49700000e+02, -2.92982626e+00, 9.92000000e+02
6.49800000e+02, -2.92932136e+00, 9.91000000e+02
6.49900000e+02, -2.93133476e+00, 9.95000000e+02
6.50000000e+02, -2.92881548e+00, 9.90000000e+02
6.50100000e+02, -2.93183586e+00, 9.96000000e+02
6.50200000e+02, -2.93083053e+00, 9.94000000e+02
6.50300000e+02, -2.93633287e+00, 1.00500000e+03
6.50400000e+02, -2.93483849e+00, 1.00200000e+03
6.50500000e+02, -2.93183563e+00, 9.96000000e+02
6.50600000e+02, -2.92931896e+00, 9.91000000e+02
6.50700000e+02, -2.92931826e+00, 9.91000000e+02
6.50800000e+02, -2.93183393e+00, 9.96000000e+02
6.50900000e+02, -2.93183362e+00, 9.96000000e+02
6.51000000e+02, -2.93233507e+00, 9.97000000e+02
6.51100000e+02, -2.93633087e+00, 1.00500000e+03
6.51200000e+02, -2.93583349e+00, 1.00400000e+03
6.51300000e+02, -2.93881295e+00, 1.01000000e+03
6.51400000e+02, -2.94226711e+00, 1.01700000e+03
6.51500000e+02, -2.94374116e+00, 1.02000000e+03
6.51600000e+02, -2.93782545e+00, 1.00800000e+03
6.51700000e+02, -2.93732978e+00, 1.00700000e+03
6.51800000e+02, -2.93733032e+00, 1.00700000e+03
6.51900000e+02, -2.93683408e+00, 1.00600000e+03
6.52000000e+02, -2.93633727e+00, 1.00500000e+03
6.52100000e+02, -2.93284288e+00, 9.98000000e+02
6.52200000e+02, -2.92831326e+00, 9.89000000e+02
6.52300000e+02, -2.93083385e+00, 9.94000000e+02
6.52400000e+02, -2.92932205e+00, 9.91000000e+02
6.52500000e+02, -2.93284073e+00, 9.98000000e+02
6.52600000e+02, -2.93183757e+00, 9.96000000e+02
6.52700000e+02, -2.92780498e+00, 9.88000000e+02
6.52800000e+02, -2.92780405e+00, 9.88000000e+02
6.52900000e+02, -2.93133315e+00, 9.95000000e+02
6.53000000e+02, -2.93583505e+00, 1.00400000e+03
6.53100000e+02, -2.93533710e+00, 1.00300000e+03
6.53200000e+02, -2.93533733e+00, 1.00300000e+03
6.53300000e+02, -2.93383980e+00, 1.00000000e+03
6.53400000e+02, -2.93032749e+00, 9.93000000e+02
6.53500000e+02, -2.92982318e+00, 9.92000000e+02
6.53600000e+02, -2.92830817e+00, 9.89000000e+02
6.53700000e+02, -2.92780151e+00, 9.88000000e+02
6.53800000e+02, -2.92678742e+00, 9.86000000e+02
6.53900000e+02, -2.92577111e+00, 9.84000000e+02
6.54000000e+02, -2.92475258e+00, 9.82000000e+02
6.54100000e+02, -2.93032087e+00, 9.93000000e+02
6.54200000e+02, -2.92627582e+00, 9.85000000e+02
6.54300000e+02, -2.92321967e+00, 9.79000000e+02
6.54400000e+02, -2.92423845e+00, 9.81000000e+02
6.54500000e+02, -2.92677894e+00, 9.86000000e+02
6.54600000e+02, -2.92779103e+00, 9.88000000e+02
6.54700000e+02, -2.93031409e+00, 9.93000000e+02
6.54800000e+02, -2.93382586e+00, 1.00000000e+03
6.54900000e+02, -2.93482486e+00, 1.00200000e+03
6.55000000e+02, -2.93482502e+00, 1.00200000e+03
6.55100000e+02, -2.93532392e+00, 1.00300000e+03
6.55200000e+02, -2.93632017e+00, 1.00500000e+03
6.55300000e+02, -2.93731458e+00, 1.00700000e+03
6.55400000e+02, -2.94176398e+00, 1.01600000e+03
6.55500000e+02, -2.94176519e+00, 1.01600000e+03
6.55600000e+02, -2.94176641e+00, 1.01600000e+03
6.55700000e+02, -2.94127525e+00, 1.01500000e+03
6.55800000e+02, -2.94275204e+00, 1.01800000e+03
6.55900000e+02, -2.94422471e+00, 1.02100000e+03
6.56000000e+02, -2.94471577e+00, 1.02200000e+03
6.56100000e+02, -2.94324756e+00, 1.01900000e+03
6.56200000e+02, -2.93930808e+00, 1.01100000e+03
6.56300000e+02, -2.93682998e+00, 1.00600000e+03
6.56400000e+02, -2.93683044e+00, 1.00600000e+03
6.56500000e+02, -2.93183585e+00, 9.96000000e+02
6.56600000e+02, -2.93083052e+00, 9.94000000e+02
6.56700000e+02, -2.93233684e+00, 9.97000000e+02
6.56800000e+02, -2.93483787e+00, 1.00200000e+03
6.56900000e+02, -2.93683006e+00, 1.00600000e+03
6.57000000e+02, -2.93383947e+00, 1.00000000e+03
6.57100000e+02, -2.93633325e+00, 1.00500000e+03
6.57200000e+02, -2.93533761e+00, 1.00300000e+03
6.57300000e+02, -2.93533784e+00, 1.00300000e+03
6.57400000e+02, -2.93434006e+00, 1.00100000e+03
6.57500000e+02, -2.93233813e+00, 9.97000000e+02
6.57600000e+02, -2.92931979e+00, 9.91000000e+02
6.57700000e+02, -2.93133320e+00, 9.95000000e+02
6.57800000e+02, -2.92830862e+00, 9.89000000e+02
6.57900000e+02, -2.92373689e+00, 9.80000000e+02
6.58000000e+02, -2.92373536e+00, 9.80000000e+02
6.58100000e+02, -2.92475319e+00, 9.82000000e+02
6.58200000e+02, -2.92424239e+00, 9.81000000e+02
6.58300000e+02, -2.92576765e+00, 9.84000000e+02
6.58400000e+02, -2.92270831e+00, 9.78000000e+02
6.58500000e+02, -2.92168308e+00, 9.76000000e+02
6.58600000e+02, -2.92423617e+00, 9.81000000e+02
6.58700000e+02, -2.92981004e+00, 9.92000000e+02
6.58800000e+02, -2.92626870e+00, 9.85000000e+02
6.58900000e+02, -2.92575968e+00, 9.84000000e+02
6.59000000e+02, -2.92980706e+00, 9.92000000e+02
6.59100000e+02, -2.92321072e+00, 9.79000000e+02
6.59200000e+02, -2.92320911e+00, 9.79000000e+02
6.59300000e+02, -2.92269651e+00, 9.78000000e+02
6.59400000e+02, -2.91858802e+00, 9.70000000e+02
6.59500000e+02, -2.91703693e+00, 9.67000000e+02
6.59600000e+02, -2.91806744e+00, 9.69000000e+02
6.59700000e+02, -2.91754879e+00, 9.68000000e+02
6.59800000e+02, -2.92063593e+00, 9.74000000e+02
6.59900000e+02, -2.92370457e+00, 9.80000000e+02
6.60000000e+02, -2.92726178e+00, 9.87000000e+02
6.60100000e+02, -2.92675394e+00, 9.86000000e+02
6.60200000e+02, -2.92522926e+00, 9.83000000e+02
6.60300000e+02, -2.92522796e+00, 9.83000000e+02
6.60400000e+02, -2.92776345e+00, 9.88000000e+02
6.60500000e+02, -2.92522575e+00, 9.83000000e+02
6.60600000e+02, -2.91805219e+00, 9.69000000e+02
6.60700000e+02, -2.92062316e+00, 9.74000000e+02
6.60800000e+02, -2.91701476e+00, 9.67000000e+02
6.60900000e+02, -2.91752901e+00, 9.68000000e+02
6.61000000e+02, -2.92061616e+00, 9.74000000e+02
6.61100000e+02, -2.92061417e+00, 9.74000000e+02
6.61200000e+02, -2.91752257e+00, 9.68000000e+02
6.61300000e+02, -2.91596812e+00, 9.65000000e+02
6.61400000e+02, -2.91854941e+00, 9.70000000e+02
6.61500000e+02, -2.92265390e+00, 9.78000000e+02
6.61600000e+02, -2.92316321e+00, 9.79000000e+02
6.61700000e+02, -2.92570873e+00, 9.84000000e+02
6.61800000e+02, -2.93076317e+00, 9.94000000e+02
6.61900000e+02, -2.93277075e+00, 9.98000000e+02
6.62000000e+02, -2.92975551e+00, 9.92000000e+02
6.62100000e+02, -2.92975491e+00, 9.92000000e+02
6.62200000e+02, -2.93025808e+00, 9.93000000e+02
6.62300000e+02, -2.92823938e+00, 9.89000000e+02
6.62400000e+02, -2.93276802e+00, 9.98000000e+02
6.62500000e+02, -2.93426862e+00, 1.00100000e+03
6.62600000e+02, -2.93824882e+00, 1.00900000e+03
6.62700000e+02, -2.94170630e+00, 1.01600000e+03
6.62800000e+02, -2.94318170e+00, 1.01900000e+03
6.62900000e+02, -2.94563050e+00, 1.02400000e+03
6.63000000e+02, -2.94269399e+00, 1.01800000e+03
6.63100000e+02, -2.94171205e+00, 1.01600000e+03
6.63200000e+02, -2.94612288e+00, 1.02500000e+03
6.63300000e+02, -2.94220699e+00, 1.01700000e+03
6.63400000e+02, -2.94023781e+00, 1.01300000e+03
6.63500000e+02, -2.93875584e+00, 1.01000000e+03
6.63600000e+02, -2.94122573e+00, 1.01500000e+03
6.63700000e+02, -2.94122685e+00, 1.01500000e+03
6.63800000e+02, -2.93677470e+00, 1.00600000e+03
6.63900000e+02, -2.93627789e+00, 1.00500000e+03
6.64000000e+02, -2.93478350e+00, 1.00200000e+03
6.64100000e+02, -2.93677568e+00, 1.00600000e+03
6.64200000e+02, -2.93727290e+00, 1.00700000e+03
6.64300000e+02, -2.93578163e+00, 1.00400000e+03
