All days with start 2022-01-01,theoretical curve (leap day corrected) (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
365.0,80.78967431400056,80.60664907395278,370.0,80.25,0.5
366.0,80.71894447546927,80.49949474651717,385.0,77.5,0.5
367.0,80.64139662832417,80.38595177771114,386.0,77.0,0.5
368.0,80.55705372022088,80.26605219353883,389.0,76.75,0.5
369.0,80.46594070958285,80.13982981295541,392.0,75.75,0.5
370.0,80.3680845582158,80.00732023832815,394.0,75.0,0.5
371.0,80.26351422332928,79.86856084539441,395.0,74.75,0.5
372.0,80.15226064896773,79.72359077271939,405.0,71.75,0.5
373.0,80.03435675685373,79.57245091065666,418.0,67.375,0.5
374.0,79.90983743664582,79.41518388981463,423.0,65.375,0.5
375.0,79.77873953561419,79.25183406903216,428.0,63.5,0.5
376.0,79.64110184773692,79.08244752286659,429.0,63.25,0.5
377.0,79.49696510222023,78.90707202859801,436.0,60.5,0.5
378.0,79.34637195144606,78.72575705275311,437.0,60.0,0.5
379.0,79.18936695835052,78.53855373715267,438.0,59.75,0.5
380.0,79.02599658323705,78.34551488448639,441.0,58.625,0.5
381.0,78.856309170028,78.1466949434194,444.0,57.375,0.5
382.0,78.68035493195897,77.94214999323444,472.0,46.75,0.5
383.0,78.49818593671982,77.73193772801402,477.0,45.0,0.5
384.0,78.30985609104708,77.51611744036722,498.0,39.0,0.5
385.0,78.11542112477198,77.29475000470569,512.0,36.0,0.5
386.0,77.91493857432926,77.0678978600732,520.0,35.0,0.5
387.0,77.70846776573099,76.83562499253412,528.0,34.5,0.5
388.0,77.49606979701124,76.59799691712551,529.0,34.5,0.5
389.0,77.27780752014615,76.35508065937786,530.0,34.25,0.5
390.0,77.05374552245492,76.10694473640983,531.0,34.25,0.5
391.0,76.82395010748749,75.85365913760222,532.0,34.25,0.5
392.0,76.58848927540416,75.59529530485685,536.0,34.25,0.5
393.0,76.34743270285341,75.33192611244547,550.0,34.75,0.5
394.0,76.10085172235321,75.06362584645488,551.0,35.0,0.5
395.0,75.84881930118287,74.7904701838337,553.0,35.25,0.5
396.0,75.59141001979056,74.51253617104692,564.0,36.75,0.5
397.0,75.32870004972399,74.22990220234409,577.0,39.75,0.5
398.0,75.06076713108993,73.94264799764744,581.0,40.75,0.5
399.0,74.7876905495496,73.65085458006591,590.0,43.75,0.5
400.0,74.50955111285685,73.35460425304188,593.0,44.25,0.5
401.0,74.22643112694584,73.0539805771365,594.0,44.5,0.5
402.0,73.93841437157538,72.74906834646055,598.0,46.0,0.5
403.0,73.64558607553708,72.43995356475735,599.0,46.25,0.5
404.0,73.34803289143494,72.12672342114459,624.0,55.25,0.5
405.0,73.0458428700433,71.80946626552156,625.0,56.0,0.5
406.0,72.73910543425123,71.48827158364927,646.0,64.25,0.5
407.0,72.42791135260096,71.16322997190987,673.0,73.25,0.5
408.0,72.11235271242782,70.83443311175313,687.0,77.0,0.5
409.0,71.79252289261036,70.50197374383661,688.0,77.25,0.5
410.0,71.46851653593775,70.16594564186728,708.0,80.5,0.5
411.0,71.14042952110377,69.82644358615146,,,
412.0,70.80835893433446,69.4835633368612,,,
413.0,70.472403040659,69.13740160702405,,,
414.0,70.13266125483128,68.78805603524413,,,
415.0,69.7892341119117,68.435625158162,,,
416.0,69.44222323751701,68.08020838266154,,,
417.0,69.09173131774784,67.72190595783113,,,
418.0,68.73786206880216,67.36081894668716,,,
419.0,68.38072020628387,66.99704919766836,,,
420.0,68.02041141421601,66.63069931590823,,,
421.0,67.65704231376691,66.26187263429422,,,
422.0,67.2907204316995,65.89067318432151,,,
423.0,66.92155416855215,65.51720566674996,,,
424.0,66.54965276656154,65.14157542207197,,,
425.0,66.17512627733576,64.76388840080025,,,
426.0,65.79808552928858,64.38425113358319,,,
427.0,65.4186420948433,64.00277070115686,,,
428.0,65.03690825741687,63.61955470414175,,,
429.0,64.65299697819327,63.23471123269278,,,
430.0,64.26702186269654,62.84834883601138,,,
431.0,63.879097127173154,62.46057649172805,,,
432.0,63.489337564793416,62.07150357516401,,,
433.0,63.097858511682496,61.68123982848079,,,
434.0,62.70477581279046,61.28989532972618,,,
