Wavelength [nm],Voltage [V],Subtract min(voltage) from voltage,Normalised voltage from subtract with respect to peak at 627.8nm,Wavelength simulation [nm],Relative intensity simulation
636.6875,0.1290010147,0.0183215323,0.5170801548,660.82082,0.19246041
636.8125,0.1253264706,0.0146469882,0.4133751917,661.04104,0.31594377
636.90625,0.1246599500,0.0139804676,0.3945642882,661.26126,0.42719915
637.0,0.1211873735,0.0105078911,0.2965593635,661.48148,0.47577666
637.09375,0.1171802735,0.0065007911,0.1834688286,661.70170,0.43644354
637.1875,0.1149933265,0.0043138441,0.1217476322,661.92192,0.32976547
637.3125,0.1144204912,0.0037410088,0.1055807657,662.14214,0.20522698
637.40625,0.1134382176,0.0027587352,0.07785851102,662.36236,0.10520004
637.5,0.1133249618,0.0026454794,0.07466214481,662.58258,0.04441703
637.59375,0.1135823206,0.0029028382,0.08192546351,662.80280,0.01544669
637.6875,0.1126587471,0.0019792647,0.05585987464,663.02302,0.00442459
637.8125,0.1126716824,0.0019922,0.05622494165,663.24324,0.00104391
637.90625,0.1127061588,0.0020266764,0.05719795318,663.46346,0.00020286
638.0,0.1123864265,0.0017069441,0.04817429596,663.68368,0.00003247
638.09375,0.1126183735,0.0019388911,0.05472042915,663.90390,0.00000428
638.1875,0.1124465412,0.0017670588,0.04987088541,664.12412,0.00000046
638.3125,0.1123963912,0.0017169088,0.0484555251,664.34434,0.00000004
638.40625,0.1127734500,0.0020939676,0.05909708168,664.56456,0.00000000
638.5,0.1121070412,0.0014275588,0.04028933352,664.78478,0.00000000
638.59375,0.1122279059,0.0015484235,0.04370044219,665.00501,0.00000000
638.6875,0.1120959559,0.0014164735,0.03997647821,665.22523,0.00000000
638.8125,0.1123905941,0.0017111117,0.04829191622,665.44545,0.00000000
638.90625,0.1119989500,0.0013194676,0.03723872544,665.66567,0.00000000
639.0,0.1121863647,0.0015068823,0.04252804407,665.88589,0.00000000
639.09375,0.1121764853,0.0014970029,0.04224922232,666.10611,0.00000000
639.1875,0.1118150824,0.0011356,0.03204951498,666.32633,0.00000000
639.3125,0.1118942824,0.0012148,0.03428474004,666.54655,0.00000000
639.40625,0.1119966882,0.0013172058,0.0371748917,666.76677,0.00000000
639.5,0.1121359941,0.0014565117,0.04110645786,666.98699,0.00000000
639.59375,0.1122091382,0.0015296558,0.04317077005,667.20721,0.00000000
639.6875,0.1122639353,0.0015844529,0.04471728333,667.42743,0.00000000
639.8125,0.1118469471,0.0011674647,0.03294881771,667.64765,0.00000005
639.90625,0.1115544706,0.0008749882,0.02469438836,667.86787,0.00000054
640.0,0.1121895735,0.0015100911,0.04261860455,668.08809,0.00000486
640.09375,0.1118587147,0.0011792323,0.03328092925,668.30831,0.00003626
640.1875,0.1125710647,0.0018915823,0.05338525471,668.52853,0.00022265
640.3125,0.1128153059,0.0021358235,0.06027836144,668.74875,0.00112622
640.40625,0.1119609265,0.0012814441,0.03616560574,668.96897,0.00469220
640.5,0.1120687794,0.001389297,0.03920948838,669.18919,0.01610209
640.59375,0.1116289500,0.0009494676,0.02679638611,669.40941,0.04551346
640.6875,0.1114872588,0.0008077764,0.02279750073,669.62963,0.10596189
640.8125,0.1116765000,0.0009970176,0.02813836783,669.84985,0.20319436
640.90625,0.1120689529,0.0013894705,0.03921438499,670.07007,0.32094145
641.0,0.1116433794,0.000963897,0.02720362041,670.29029,0.41753429
641.09375,0.1121170412,0.0014375588,0.0405715589,670.51051,0.44741512
641.1875,0.1120792912,0.0013998088,0.03950615807,670.73073,0.39489474
641.3125,0.1118693529,0.0011898705,0.03358116626,670.95095,0.28708084
641.40625,0.1116062176,0.0009267352,0.02615482007,671.17117,0.17190134
641.5,0.1119573853,0.0012779029,0.03606566408,671.39139,0.08478255
641.59375,0.1122349559,0.0015554735,0.04389941109,671.61161,0.03444180
641.6875,0.1115347382,0.0008552558,0.02413748994,671.83183,0.01152438
641.8125,0.1119666912,0.0012872088,0.03632830021,672.05205,0.00317615
641.90625,0.1119175912,0.0012381088,0.03494257355,672.27227,0.00072100
642.0,0.1114299206,0.0007504382,0.02117927116,672.49249,0.00013481
642.09375,0.1120074206,0.0013279382,0.03747778727,672.71271,0.00002076
642.1875,0.1118701000,0.0011906176,0.03360225132,672.93293,0.00000263
642.3125,0.1120759265,0.0013964441,0.03941119769,673.15315,0.00000028
642.40625,0.1120946118,0.0014151294,0.03993854429,673.37337,0.00000002
642.5,0.1116484441,0.0009689617,0.0273465591,673.59359,0.00000000
642.59375,0.1114121088,0.0007326264,0.02067657695,673.81381,0.00000000
642.6875,0.1121715559,0.0014920735,0.04211010213,674.03403,0.00000000
642.8125,0.1116609794,0.000981497,0.02770033709,674.25425,0.00000000
642.90625,0.1119553647,0.0012758823,0.03600863762,674.47447,0.00000000
643.0,0.1119718853,0.0012924029,0.03647489089,674.69469,0.00000000
643.09375,0.1119485853,0.0012691029,0.03581730574,674.91491,0.00000000
643.1875,0.1115069882,0.0008275058,0.02335431449,675.13514,0.00000000
643.3125,0.1124747529,0.0017952705,0.05066709121,675.35536,0.00000000
643.40625,0.1120169353,0.0013374529,0.03774631626,675.57558,0.00000000
643.5,0.1124236676,0.0017441852,0.04922533435,675.79580,0.00000000
643.59375,0.1127885176,0.0021090352,0.05952232761,676.01602,0.00000000
643.6875,0.1131489324,0.00246945,0.06969414826,676.23624,0.00000000
643.8125,0.1139105647,0.0032310823,0.09118934534,676.45646,0.00000000
643.90625,0.1139526382,0.0032731558,0.09237676632,676.67668,0.00000000
644.0,0.1148051088,0.0041256264,0.1164356508,676.89690,0.00000001
644.09375,0.1153599235,0.0046804411,0.1320939302,677.11712,0.00000014
644.1875,0.1160372618,0.0053577794,0.1512101366,677.33734,0.00000116
644.3125,0.1168168882,0.0061374058,0.1732131729,677.55756,0.00000808
644.40625,0.1164249676,0.0057454852,0.1621521786,677.77778,0.00004630
644.5,0.1172773118,0.0065978294,0.1862074957,677.99800,0.00021867
644.59375,0.1172869853,0.0066075029,0.1864805065,678.21822,0.00085057
644.6875,0.1175124235,0.0068329411,0.1928429448,678.43844,0.00272509
644.8125,0.1166766235,0.0059971411,0.1692545469,678.65866,0.00719123
644.90625,0.1170321059,0.0063526235,0.1792871627,678.87888,0.01563067
645.0,0.1164849265,0.0058054441,0.1638443709,679.09910,0.02798363
645.09375,0.1158242206,0.0051447382,0.1451975731,679.31932,0.04126509
645.1875,0.1145581676,0.0038786852,0.1094663433,679.53954,0.05012031
645.3125,0.1135841235,0.0029046411,0.08197634593,679.75976,0.05014144
645.40625,0.1136100235,0.0029305411,0.08270730968,679.97998,0.04131731
645.5,0.1132621029,0.0025826205,0.07288810707,680.20020,0.02804268
645.59375,0.1127064941,0.0020270117,0.0572074162,680.42042,0.01567686
645.6875,0.1122287118,0.0015492294,0.04372318674,680.64064,0.00721857
645.8125,0.1117561765,0.0010766941,0.03038704093,680.86086,0.00273776
645.90625,0.1117512588,0.0010717764,0.03024825095,681.08108,0.00085525
646.0,0.1116484853,0.0009690029,0.02734772187,681.30130,0.00022006
646.09375,0.1118097088,0.0011302264,0.03189785834,681.52152,0.00004664
646.1875,0.1118373618,0.0011578794,0.03267829621,681.74174,0.00000814
646.3125,0.1112327500,0.0005532676,0.01561461627,681.96196,0.00000117
646.40625,0.1115758853,0.0008964029,0.02529876556,682.18218,0.00000014
646.5,0.1117203088,0.0010408264,0.02937476338,682.40240,0.00000001
646.59375,0.1120902206,0.0014107382,0.03981461348,682.62262,0.00000000
646.6875,0.1121568441,0.0014773617,0.04169489779,682.84284,0.00000000
646.8125,0.1119558794,0.001276397,0.03602316376,683.06306,0.00000000
646.90625,0.1118477882,0.0011683058,0.03297255568,683.28328,0.00000000
647.0,0.1122647500,0.0015852676,0.04474027623,683.50350,0.00000000
647.09375,0.1116915765,0.0010120941,0.02856386493,683.72372,0.00000000
647.1875,0.1116795971,0.0010001147,0.02822577585,683.94394,0.00000000
647.3125,0.1118168824,0.0011374,0.03210031555,684.16416,0.00000000
647.40625,0.1120909529,0.0014114705,0.03983528085,684.38438,0.00000000
647.5,0.1119474706,0.0012679882,0.03578584608,684.60460,0.00000000
647.59375,0.1119585265,0.0012790441,0.03609787164,684.82482,0.00000000
647.6875,0.1116306147,0.0009511323,0.02684336817,685.04505,0.00000000
647.8125,0.1115427882,0.0008633058,0.02436468137,685.26527,0.00000000
647.90625,0.1117894294,0.001109947,0.03132552219,685.48549,0.00000000
648.0,0.1115036235,0.0008241411,0.02325935411,685.70571,0.00000000
648.09375,0.1119098676,0.0012303852,0.03472459395,685.92593,0.00000000
648.1875,0.1111502618,0.0004707794,0.01328658985,686.14615,0.00000001
648.3125,0.1117919529,0.0011124705,0.03139674177,686.36637,0.00000010
648.40625,0.1115849353,0.0009054529,0.02555417953,686.58659,0.00000089
648.5,0.1117438971,0.0010644147,0.03004048509,686.80681,0.00000683
648.59375,0.1119697265,0.0012902441,0.03641396408,687.02703,0.00004324
648.6875,0.1115310118,0.0008515294,0.02403232147,687.24725,0.00022566
648.8125,0.1117679853,0.0010885029,0.03072031525,687.46747,0.00096999
648.90625,0.1123906294,0.001711147,0.04829291247,687.68769,0.00343420
649.0,0.1117786441,0.0010991617,0.03102113364,687.90791,0.01001465
649.09375,0.1120321706,0.0013526882,0.03817629511,688.12813,0.02405464
649.1875,0.1120692588,0.0013897764,0.03922301827,688.34835,0.04758979
649.3125,0.1116697206,0.0009902382,0.02794703595,688.56857,0.07754985
649.40625,0.1118348441,0.0011553617,0.03260724032,688.78879,0.10408792
649.5,0.1116540029,0.0009745205,0.02750344255,689.00901,0.11507258
649.59375,0.1124207176,0.0017412352,0.04914207786,689.22923,0.10478414
649.6875,0.1116537676,0.0009742852,0.02749680179,689.44945,0.07859075
649.8125,0.1118534000,0.0011739176,0.03313093493,689.66967,0.04855115
649.90625,0.1116269441,0.0009474617,0.02673977452,689.88989,0.02470471
650.0,0.1121603824,0.0014809,0.0417947576,690.11011,0.01035409
650.09375,0.1120417529,0.0013622705,0.03844673194,690.33033,0.00357435
650.1875,0.1122227941,0.0015433117,0.04355617422,690.55055,0.00101633
650.3125,0.1119875941,0.0013081117,0.03691823311,690.77077,0.00023802
650.40625,0.1120777912,0.0013983088,0.03946382426,690.99099,0.00004592
650.5,0.1121581588,0.0014786764,0.04173200196,691.21121,0.00000730
650.59375,0.1120270941,0.0013476117,0.03803302339,691.43143,0.00000095
650.6875,0.1119019412,0.0012224588,0.03450089082,691.65165,0.00000010
650.8125,0.1121559088,0.0014764264,0.04166850125,691.87187,0.00000001
650.90625,0.1119109735,0.0012314911,0.03475580526,692.09209,0.00000000
651.0,0.1120623206,0.0013828382,0.03902720465,692.31231,0.00000000
651.09375,0.1121897029,0.0015102205,0.04262225655,692.53253,0.00000000
651.1875,0.1121602088,0.0014807264,0.04178985817,692.75275,0.00000000
651.3125,0.1120372441,0.0013577617,0.03831948216,692.97297,0.00000000
651.40625,0.1116681412,0.0009886588,0.02790246127,693.19319,0.00000000
651.5,0.1121304382,0.0014509558,0.04094965625,693.41341,0.00000000
651.59375,0.1116418118,0.0009623294,0.02715937876,693.63363,0.00000000
651.6875,0.1121743794,0.001494897,0.04218978847,693.85385,0.00000000
651.8125,0.1118240971,0.0011446147,0.0323039327,694.07407,0.00000000
651.90625,0.1119212529,0.0012417705,0.03504591602,694.29429,0.00000000
652.0,0.1119367735,0.0012572911,0.03548394676,694.51451,0.00000000
652.09375,0.1118221971,0.0011427147,0.03225030987,694.73473,0.00000000
652.1875,0.1123454824,0.001666,0.04701874952,694.95495,0.00000000
652.3125,0.1125870735,0.0019075911,0.05383706369,695.17518,0.00000000
652.40625,0.1130652235,0.0023857411,0.06733167058,695.39540,0.00000000
652.5,0.1129018088,0.0022223264,0.06271969288,695.61562,0.00000001
652.59375,0.1138152412,0.0031357588,0.08849907417,695.83584,0.00000013
652.6875,0.1148477559,0.0041682735,0.1176392603,696.05606,0.00000131
652.8125,0.1151918176,0.0045123352,0.1273495549,696.27628,0.00001087
652.90625,0.1148514529,0.0041719705,0.117743599,696.49650,0.00007457
653.0,0.1154736647,0.0047941823,0.1353039956,696.71672,0.00042135
653.09375,0.1157981294,0.005118647,0.1444612132,696.93694,0.00196086
653.1875,0.1152837029,0.0046042205,0.1299427914,697.15716,0.00751629
653.3125,0.1154610206,0.0047815382,0.134947147,697.37738,0.02373084
653.40625,0.1160635147,0.0053840323,0.1519510601,697.59760,0.06171276
653.5,0.1150997676,0.0044202852,0.1247516702,697.81782,0.13218707
653.59375,0.1148934941,0.0042140117,0.1189301084,698.03804,0.23321429
653.6875,0.1137787500,0.0030992676,0.08746919986,698.25826,0.33890151
653.8125,0.1133897412,0.0027102588,0.07649038394,698.47848,0.40564305
653.90625,0.1127965588,0.0021170764,0.05974927068,698.69870,0.39991413
654.0,0.1125581235,0.0018786411,0.0530200212,698.91892,0.32474437
654.09375,0.1119937029,0.0013142205,0.03709063896,699.13914,0.21720443
654.1875,0.1122094824,0.00153,0.04318048425,699.35936,0.11965970
654.3125,0.1118934676,0.0012139852,0.03426174432,699.57958,0.05429744
654.40625,0.1119835794,0.001304097,0.03680492808,699.79980,0.02029378
654.5,0.1120317147,0.0013522323,0.03816342845,700.02002,0.00624739
654.59375,0.1116914618,0.0010119794,0.02856062781,700.24024,0.00158411
654.6875,0.1119903059,0.0013108235,0.03699476699,700.46046,0.00033085
654.8125,0.1121992176,0.0015197352,0.04289078553,700.68068,0.00005691
654.90625,0.1116253235,0.0009458411,0.02669403707,700.90090,0.00000806
655.0,0.1114489618,0.0007694794,0.02171666216,701.12112,0.00000094
655.09375,0.1123851500,0.0017056676,0.04813826989,701.34134,0.00000009
655.1875,0.1117372882,0.0010578058,0.02985396515,701.56156,0.00000001
655.3125,0.1120714235,0.0013919411,0.0392841116,701.78178,0.00000000
655.40625,0.1118060118,0.0011265294,0.03179351962,702.00200,0.00000000
655.5,0.1113770353,0.0006975529,0.01968671373,702.22222,0.00000000
655.59375,0.1117298735,0.0010503911,0.0296447035,702.44244,0.00000000
655.6875,0.1118768353,0.0011973529,0.03379233859,702.66266,0.00000000
655.8125,0.1118355265,0.0011560441,0.03262649938,702.88288,0.00000000
655.90625,0.1113854971,0.0007060147,0.01992552721,703.10310,0.00000000
656.0,0.1116792559,0.0009997735,0.02821614632,703.32332,0.00000000
656.09375,0.1108437382,0.0001642558,0.004635715676,703.54354,0.00000000
656.1875,0.1120524324,0.00137295,0.03874813454,703.76376,0.00000000
656.3125,0.1114920794,0.000812597,0.0229335503,703.98398,0.00000000
656.40625,0.1118502176,0.0011707352,0.03304111952,704.20420,0.00000000
656.5,0.1120464324,0.00136695,0.03857879931,704.42442,0.00000000
656.59375,0.1118858059,0.0012063235,0.03404551169,704.64464,0.00000000
656.6875,0.1116204588,0.0009409764,0.02655674289,704.86486,0.00000000
656.8125,0.1119157765,0.0012362941,0.03489135811,705.08509,0.00000000
656.90625,0.1117382206,0.0010587382,0.02988027985,705.30531,0.00000000
657.0,0.1117534794,0.001073997,0.03031092192,705.52553,0.00000003
657.09375,0.1119027441,0.0012232617,0.0345235507,705.74575,0.00000035
657.1875,0.1119186294,0.001239147,0.03497187419,705.96597,0.00000312
657.3125,0.1117668706,0.0010873882,0.03068885558,706.18619,0.00002284
657.40625,0.1120315118,0.0013520294,0.0381577021,706.40641,0.00013756
657.5,0.1113416000,0.0006621176,0.01868663961,706.62663,0.00068252
657.59375,0.1119502382,0.0012707558,0.03586395478,706.84685,0.00278930
657.6875,0.1116511824,0.0009717,0.02742384088,707.06707,0.00938922
657.8125,0.1120388706,0.0013593882,0.03836538612,707.28729,0.02603253
657.90625,0.1117611618,0.0010816794,0.03052773876,707.50751,0.05945049
658.0,0.1119592176,0.0012797352,0.03611737624,707.72773,0.11182699
658.09375,0.1113931647,0.0007136823,0.02014192635,707.94795,0.17325669
658.1875,0.1115395441,0.0008600617,0.02427312463,708.16817,0.22109840
658.3125,0.1117143441,0.0010348617,0.0292064244,708.38839,0.23239851
658.40625,0.1118109676,0.0011314852,0.03193338487,708.60861,0.20120245
658.5,0.1120279912,0.0013485088,0.03805834183,708.82883,0.14347802
658.59375,0.1115870265,0.0009075441,0.02561319851,709.04905,0.08427323
658.6875,0.1117614971,0.0010820147,0.03053720177,709.26927,0.04077051
658.8125,0.1120993559,0.0014198735,0.04007243484,709.48949,0.01624631
658.90625,0.1118935559,0.0012140735,0.03426423637,709.70971,0.00533231
659.0,0.1116410618,0.0009615794,0.02713821185,709.92993,0.00144155
659.09375,0.1121183294,0.001438847,0.04060791518,710.15015,0.00032099
659.1875,0.1119683853,0.0012889029,0.03637611201,710.37037,0.00005887
659.3125,0.1121418676,0.0014623852,0.04127222294,710.59059,0.00000889
659.40625,0.1125799294,0.001900447,0.05363543905,710.81081,0.00000111
659.5,0.1118368265,0.0011573441,0.03266318868,711.03103,0.00000011
659.59375,0.1120425618,0.0013630794,0.03846956115,711.25125,0.00000001
659.6875,0.1116718441,0.0009923617,0.02800696651,711.47147,0.00000000
659.8125,0.1119565971,0.0012771147,0.03604341908,711.69169,0.00000000
659.90625,0.1121147618,0.0014352794,0.04050722845,711.91191,0.00000000
660.0,0.1118795353,0.0012000529,0.03386853944,712.13213,0.00000000
660.09375,0.1116771059,0.0009976235,0.02815546786,712.35235,0.00000000
660.1875,0.1119348794,0.001255397,0.03543049045,712.57257,0.00000000
660.3125,0.1122645735,0.0015850911,0.04473529495,712.79279,0.00000000
660.40625,0.1122447176,0.0015652352,0.04417491105,713.01301,0.00000000
660.5,0.1116298235,0.0009503411,0.0268210385,713.23323,0.00000000
660.59375,0.1117719529,0.0010924705,0.03083229099,713.45345,0.00000000
660.6875,0.1118355029,0.0011560205,0.03262583333,713.67367,0.00000000
660.8125,0.1121666324,0.00148715,0.04197114847,713.89389,0.00000000
660.90625,0.1119037647,0.0012242823,0.03455235462,714.11411,0.00000000
661.0,0.1125250647,0.0018455823,0.05208701793,714.33433,0.00000000
661.09375,0.1125766618,0.0018971794,0.05354321909,714.55455,0.00000000
661.1875,0.1126931559,0.0020136735,0.05683097833,714.77477,0.00000000
661.3125,0.1125319118,0.0018524294,0.05228026048,714.99499,0.00000000
661.40625,0.1132720706,0.0025925882,0.07316942087,715.21522,0.00000000
661.5,0.1138936206,0.0032141382,0.09071113982,715.43544,0.00000000
661.59375,0.1155905588,0.0049110764,0.1386030439,715.65566,0.00000000
661.6875,0.1192144941,0.0085350117,0.2408796982,715.87588,0.00000000
661.8125,0.1210615000,0.0103820176,0.2930068938,716.09610,0.00000000
661.90625,0.1225096000,0.0118301176,0.3338759521,716.31632,0.00000002
662.0,0.1252503059,0.0145708235,0.4112256305,716.53654,0.00000013
662.09375,0.1292028647,0.0185233823,0.5227768743,716.75676,0.00000056
662.1875,0.1315819971,0.0209025147,0.5899220306,716.97698,0.00000200
662.3125,0.1316604824,0.020981,0.592137085,717.19720,0.00000584
662.40625,0.1316991235,0.0210196411,0.5932276349,717.41742,0.00001409
662.5,0.1310954118,0.0204159294,0.5761893581,717.63764,0.00002797
662.59375,0.1278387412,0.0171592588,0.484277846,717.85786,0.00004573
662.6875,0.1226139765,0.0119344941,0.3368217219,718.07808,0.00006160
662.8125,0.1211248735,0.0104453911,0.2947954548,718.29830,0.00006834
662.90625,0.1196368765,0.0089573941,0.2528004019,718.51852,0.00006245
663.0,0.1178847206,0.0072052382,0.2033501141,718.73874,0.00004700
663.09375,0.1153966500,0.0047171676,0.1331304453,718.95896,0.00002914
663.1875,0.1132077735,0.0025282911,0.07135479348,719.17918,0.00001488
663.3125,0.1130241706,0.0023446882,0.06617305352,719.39940,0.00000626
663.40625,0.1125453647,0.0018658823,0.05265993547,719.61962,0.00000217
663.5,0.1117692441,0.0010897617,0.03075584178,719.83984,0.00000062
663.59375,0.1126593735,0.0019798911,0.05587755324,720.06006,0.00000015
663.6875,0.1125347882,0.0018553058,0.05236143979,720.28028,0.00000003
663.8125,0.1118807529,0.0012012705,0.03390290321,720.50050,0.00000000
663.90625,0.1118570382,0.0011775558,0.03323361417,720.72072,0.00000000
664.0,0.1115842029,0.0009047205,0.02553350935,720.94094,0.00000000
664.09375,0.1116379559,0.0009584735,0.02705055547,721.16116,0.00000000
664.1875,0.1115037676,0.0008242852,0.02326342098,721.38138,0.00000000
664.3125,0.1113114971,0.0006320147,0.01783705935,721.60160,0.00000000
664.40625,0.1118577824,0.0011783,0.03325461738,721.82182,0.00000000
664.5,0.1116572118,0.0009777294,0.02759400585,722.04204,0.00000000
664.59375,0.1116346941,0.0009552117,0.02695849919,722.26226,0.00000000
664.6875,0.1119674588,0.0012879764,0.03634996383,722.48248,0.00000000
664.8125,0.1117396706,0.0010601882,0.02992120253,722.70270,0.00000000
664.90625,0.1117554824,0.001076,0.03036745167,722.92292,0.00000000
665.0,0.1121164471,0.0014369647,0.04055479189,723.14314,0.00000000
665.09375,0.1118873088,0.0012078264,0.03408792735,723.36336,0.00000000
665.1875,0.1119423559,0.0012628735,0.03564149626,723.58358,0.00000000
665.3125,0.1117310500,0.0010515676,0.02967790731,723.80380,0.00000000
665.40625,0.1120503176,0.0013708352,0.03868844952,724.02402,0.00000000
665.5,0.1120995618,0.0014200794,0.04007824586,724.24424,0.00000000
665.59375,0.1117743882,0.0010949058,0.03090102134,724.46446,0.00000000
665.6875,0.1115304529,0.0008509705,0.02401654789,724.68468,0.00000000
665.8125,0.1119121529,0.0012326705,0.03478909092,724.90490,0.00000000
665.90625,0.1120530706,0.0013735882,0.03876614617,725.12513,0.00000000
666.0,0.1118334618,0.0011539794,0.0325682283,725.34535,0.00000000
666.09375,0.1117754324,0.00109595,0.03093049132,725.56557,0.00000001
666.1875,0.1113149559,0.0006354735,0.01793467546,725.78579,0.00000010
666.3125,0.1117333941,0.0010539117,0.02974406377,726.00601,0.00000095
666.40625,0.1117862235,0.0011067411,0.03123504355,726.22623,0.00000767
666.5,0.1118434971,0.0011640147,0.03285144995,726.44645,0.00005123
666.59375,0.1115064765,0.0008269941,0.02333987301,726.66667,0.00028187
666.6875,0.1117001353,0.0010206529,0.028805416,726.88689,0.00127749
666.8125,0.1118212618,0.0011417794,0.03222391333,727.10711,0.00476880
666.90625,0.1123150706,0.0016355882,0.04616045131,727.32733,0.01466269
667.0,0.1118881559,0.0012086735,0.03411183466,727.54755,0.03713389
667.09375,0.1120429529,0.0013634705,0.03848059899,727.76777,0.07746036
667.1875,0.1119045794,0.001225097,0.03457534752,727.98799,0.13308856
667.3125,0.1124671765,0.0017876941,0.05045326597,728.20821,0.18834501
667.40625,0.1123811618,0.0017016794,0.04802571276,728.42843,0.21954305
667.5,0.1126708147,0.0019913323,0.05620045295,728.64865,0.21078391
667.59375,0.1129677912,0.0022883088,0.06458188372,728.86887,0.16668917
667.6875,0.1124696176,0.0017901352,0.05052216001,729.08909,0.10857491
667.8125,0.1127989412,0.0021194588,0.05981650806,729.30931,0.05825105
667.90625,0.1130023647,0.0023228823,0.06555763567,729.52953,0.02574129
668.0,0.1124698294,0.001790347,0.05052813754,729.74975,0.00936934
668.09375,0.1122293765,0.0015498941,0.04374194626,729.96997,0.00280892
668.1875,0.1118493912,0.0011699088,0.03301779641,730.19019,0.00069362
668.3125,0.1122047441,0.0015252617,0.04304675739,730.41041,0.00014108
668.40625,0.1119209206,0.0012414382,0.03503653767,730.63063,0.00002363
668.5,0.1117691853,0.0010897029,0.03075418229,730.85085,0.00000326
668.59375,0.1119241912,0.0012447088,0.03512884231,731.07107,0.00000037
668.6875,0.1117805000,0.0011010176,0.03107351185,731.29129,0.00000003
668.8125,0.1118678735,0.0011883911,0.03353941384,731.51151,0.00000000
668.90625,0.1113874824,0.000708,0.01998155742,731.73173,0.00000000
669.0,0.1120396088,0.0013601264,0.03838622,731.95195,0.00000000
669.09375,0.1117807529,0.0011012705,0.03108064933,732.17217,0.00000000
669.1875,0.1116978559,0.0010183735,0.02874108554,732.39239,0.00000000
669.3125,0.1122353765,0.0015558941,0.04391128149,732.61261,0.00000000
669.40625,0.1122573647,0.0015778823,0.04453184432,732.83283,0.00000000
669.5,0.1121629353,0.0014834529,0.04186680692,733.05305,0.00000000
669.59375,0.1121362912,0.0014568088,0.04111484277,733.27327,0.00000000
669.6875,0.1118323853,0.0011529029,0.03253784674,733.49349,0.00000000
669.8125,0.1123799618,0.0017004794,0.04799184572,733.71371,0.00000000
669.90625,0.1125209735,0.0018414911,0.05197155388,733.93393,0.00000000
670.0,0.1119955941,0.0013161117,0.03714401342,734.15415,0.00000000
670.09375,0.1125045824,0.0018251,0.05150895543,734.37437,0.00000000
670.1875,0.1127535000,0.0020740176,0.05853404203,734.59459,0.00000000
670.3125,0.1128305353,0.0021510529,0.06070817377,734.81481,0.00000000
670.40625,0.1134248206,0.0027453382,0.07748041366,735.03504,0.00000000
670.5,0.1135924471,0.0029129647,0.08221125905,735.25526,0.00000000
670.59375,0.1150102118,0.0043307294,0.1222241782,735.47548,0.00000000
670.6875,0.1185011118,0.0078216294,0.2207462386,735.69570,0.00000000
670.8125,0.1202086765,0.0095291941,0.2689380495,735.91592,0.00000001
670.90625,0.1213036059,0.0106241235,0.2998397369,736.13614,0.00000008
671.0,0.1238528735,0.0131733911,0.3717865405,736.35636,0.00000079
671.09375,0.1270303412,0.0163508588,0.4614627457,736.57658,0.00000678
671.1875,0.1291626324,0.01848315,0.5216414166,736.79680,0.00004761
671.3125,0.1298804382,0.0192009558,0.5418997186,737.01702,0.00027557
671.40625,0.1301635794,0.019484097,0.5498906821,737.23724,0.00131371
671.5,0.1301517382,0.0194722558,0.5495564934,737.45746,0.00515841
671.59375,0.1293133353,0.0186338529,0.5258946351,737.67768,0.01668339
671.6875,0.1254244382,0.0147449558,0.4161400861,737.89790,0.04444317
671.8125,0.1233204853,0.0126410029,0.3567611939,738.11812,0.09751644
671.90625,0.1224892382,0.0118097558,0.3333012904,738.33834,0.17623933
672.0,0.1201886176,0.0095091352,0.2683719364,738.55856,0.26234935
672.09375,0.1171409647,0.0064614823,0.1823594344,738.77878,0.32166910
672.1875,0.1135379000,0.0028584176,0.08067180141,738.99900,0.32485599
672.3125,0.1138553324,0.00317585,0.08963054961,739.21922,0.27022441
672.40625,0.1132427882,0.0025633058,0.07234299721,739.43944,0.18514435
672.5,0.1122227588,0.0015432764,0.04355517796,739.65966,0.10448369
672.59375,0.1118062765,0.0011267941,0.03180099012,739.87988,0.04856672
672.6875,0.1118776235,0.0011981411,0.03381458359,740.10010,0.01859436
672.8125,0.1118194324,0.00113995,0.03217228302,740.32032,0.00586375
672.90625,0.1118999912,0.0012205088,0.03444585687,740.54054,0.00152308
673.0,0.1117750059,0.0010955235,0.0309184544,740.76076,0.00032585
673.09375,0.1119637118,0.0012842294,0.03624421397,740.98098,0.00005742
673.1875,0.1118913029,0.0012118205,0.03420065099,741.20120,0.00000833
673.3125,0.1121010147,0.0014215323,0.04011925039,741.42142,0.00000100
673.40625,0.1121658794,0.001486397,0.04194989689,741.64164,0.00000010
673.5,0.1115777529,0.0008982705,0.02535147397,741.86186,0.00000001
673.59375,0.1116095265,0.0009300441,0.02624820563,742.08208,0.00000000
673.6875,0.1119834265,0.0013039441,0.03680061286,742.30230,0.00000000
673.8125,0.1118438441,0.0011643617,0.03286124317,742.52252,0.00000000
673.90625,0.1119495676,0.0012700852,0.03584502874,742.74274,0.00000000
674.0,0.1118831412,0.0012036588,0.0339703071,742.96296,0.00000000
674.09375,0.1122769441,0.0015974617,0.04508442469,743.18318,0.00000000
674.1875,0.1112244676,0.0005449852,0.01538086591,743.40340,0.00000000
674.3125,0.1117594912,0.0010800088,0.03048059018,743.62362,0.00000000
674.40625,0.1117349735,0.0010554911,0.02978863844,743.84384,0.00000000
674.5,0.1121216676,0.0014421852,0.04070212766,744.06406,0.00000000
