Wavelength [nm],Voltage [V]
631.40625,0.11217674705882354
631.5,0.11219665882352942
631.59375,0.11200201470588236
631.6875,0.11162021470588236
631.8125,0.11181129117647061
631.90625,0.11214106176470587
632.0,0.11190413823529409
632.09375,0.1123000911764706
632.1875,0.11233034411764704
632.3125,0.11175723235294117
632.40625,0.11217308235294111
632.5,0.1119529117647059
632.59375,0.11225793235294115
632.6875,0.11181385
632.8125,0.11179705294117646
632.90625,0.1124632235294118
633.0,0.11228793235294118
633.09375,0.11207455000000002
633.1875,0.11180943529411765
633.3125,0.1120881794117647
633.40625,0.11193864411764705
633.5,0.11203114117647056
633.59375,0.11152419705882353
633.6875,0.11186307058823532
633.8125,0.1119487294117647
633.90625,0.11185733823529412
634.0,0.11170524705882351
634.09375,0.11245595000000001
634.1875,0.11165529705882353
634.3125,0.1117431705882353
634.40625,0.11221168529411761
634.5,0.1118354088235294
634.59375,0.11180583235294118
634.6875,0.11202762647058827
634.8125,0.1119932058823529
634.90625,0.11177849999999999
635.0,0.11193827941176471
635.09375,0.1122140911764706
635.1875,0.11269997647058824
635.3125,0.11234332647058824
635.40625,0.11347050588235294
635.5,0.11370200000000001
635.59375,0.11601022352941179
635.6875,0.12058876764705884
635.8125,0.12260619411764709
635.90625,0.12425908823529414
636.0,0.12752368529411764
636.09375,0.13212905
636.1875,0.1347052794117647
636.3125,0.13635199705882356
636.40625,0.13763659117647056
636.5,0.13645357058823526
636.59375,0.13495637647058822
636.6875,0.12900101470588238
636.8125,0.1253264705882353
636.90625,0.12465995
637.0,0.12118737352941175
637.09375,0.11718027352941175
637.1875,0.11499332647058824
637.3125,0.11442049117647057
637.40625,0.11343821764705882
637.5,0.11332496176470583
637.59375,0.11358232058823532
637.6875,0.1126587470588235
637.8125,0.11267168235294113
637.90625,0.11270615882352943
638.0,0.11238642647058826
638.09375,0.11261837352941173
638.1875,0.11244654117647059
638.3125,0.11239639117647059
638.40625,0.11277345000000004
638.5,0.11210704117647059
638.59375,0.11222790588235294
638.6875,0.11209595588235297
638.8125,0.11239059411764704
638.90625,0.11199894999999997
639.0,0.11218636470588235
639.09375,0.1121764852941177
639.1875,0.11181508235294117
639.3125,0.11189428235294117
639.40625,0.1119966882352941
639.5,0.11213599411764708
639.59375,0.11220913823529415
639.6875,0.11226393529411761
639.8125,0.11184694705882353
639.90625,0.11155447058823531
640.0,0.11218957352941175
640.09375,0.11185871470588235
640.1875,0.11257106470588235
640.3125,0.11281530588235295
640.40625,0.11196092647058822
640.5,0.11206877941176473
640.59375,0.11162895
640.6875,0.11148725882352943
640.8125,0.11167650000000001
640.90625,0.11206895294117646
641.0,0.11164337941176472
641.09375,0.11211704117647057
641.1875,0.11207929117647063
641.3125,0.11186935294117646
641.40625,0.11160621764705884
641.5,0.11195738529411767
641.59375,0.11223495588235292
641.6875,0.11153473823529413
641.8125,0.1119666911764706
641.90625,0.1119175911764706
642.0,0.11142992058823528
642.09375,0.11200742058823529
642.1875,0.11187010000000003
642.3125,0.11207592647058827
642.40625,0.11209461176470586
642.5,0.11164844411764707
642.59375,0.11141210882352941
642.6875,0.11217155588235295
642.8125,0.1116609794117647
642.90625,0.11195536470588233
643.0,0.11197188529411764
643.09375,0.11194858529411764
643.1875,0.11150698823529413
643.3125,0.11247475294117645
643.40625,0.11201693529411766
643.5,0.11242366764705881
643.59375,0.11278851764705881
643.6875,0.11314893235294117
643.8125,0.11391056470588234
643.90625,0.11395263823529413
644.0,0.11480510882352941
644.09375,0.11535992352941175
644.1875,0.11603726176470587
644.3125,0.11681688823529413
644.40625,0.11642496764705881
644.5,0.11727731176470588
644.59375,0.11728698529411763
644.6875,0.11751242352941176
644.8125,0.11667662352941177
644.90625,0.11703210588235295
645.0,0.11648492647058821
645.09375,0.11582422058823531
645.1875,0.11455816764705881
645.3125,0.11358412352941176
645.40625,0.11361002352941177
645.5,0.11326210294117649
645.59375,0.11270649411764706
645.6875,0.11222871176470586
645.8125,0.11175617647058826
645.90625,0.11175125882352939
646.0,0.11164848529411764
646.09375,0.1118097088235294
646.1875,0.11183736176470586
646.3125,0.11123274999999999
646.40625,0.11157588529411765
646.5,0.1117203088235294
646.59375,0.1120902205882353
646.6875,0.11215684411764709
646.8125,0.1119558794117647
646.90625,0.11184778823529408
647.0,0.11226475
647.09375,0.11169157647058824
647.1875,0.11167959705882351
647.3125,0.11181688235294117
647.40625,0.11209095294117648
647.5,0.11194747058823533
647.59375,0.11195852647058824
647.6875,0.11163061470588233
647.8125,0.11154278823529414
647.90625,0.11178942941176469
648.0,0.11150362352941176
648.09375,0.11190986764705883
648.1875,0.11115026176470588
648.3125,0.11179195294117646
648.40625,0.11158493529411764
648.5,0.11174389705882352
648.59375,0.11196972647058823
648.6875,0.11153101176470588
648.8125,0.11176798529411765
648.90625,0.11239062941176473
649.0,0.11177864411764708
649.09375,0.11203217058823534
649.1875,0.11206925882352942
649.3125,0.11166972058823531
649.40625,0.11183484411764706
649.5,0.11165400294117646
649.59375,0.11242071764705878
649.6875,0.11165376764705881
649.8125,0.1118534
649.90625,0.11162694411764704
650.0,0.11216038235294117
650.09375,0.11204175294117645
650.1875,0.11222279411764706
650.3125,0.11198759411764703
650.40625,0.11207779117647061
650.5,0.11215815882352942
650.59375,0.11202709411764707
650.6875,0.11190194117647058
650.8125,0.11215590882352941
650.90625,0.11191097352941179
651.0,0.1120623205882353
651.09375,0.11218970294117646
651.1875,0.11216020882352944
651.3125,0.11203724411764704
651.40625,0.11166814117647055
651.5,0.11213043823529413
651.59375,0.11164181176470586
651.6875,0.1121743794117647
651.8125,0.11182409705882353
651.90625,0.11192125294117648
652.0,0.11193677352941178
652.09375,0.11182219705882353
652.1875,0.11234548235294117
652.3125,0.11258707352941176
652.40625,0.11306522352941174
652.5,0.11290180882352945
652.59375,0.11381524117647057
652.6875,0.11484775588235292
652.8125,0.11519181764705881
652.90625,0.11485145294117646
653.0,0.11547366470588237
653.09375,0.11579812941176473
653.1875,0.11528370294117647
653.3125,0.1154610205882353
653.40625,0.11606351470588235
653.5,0.11509976764705881
653.59375,0.11489349411764704
653.6875,0.11377875
653.8125,0.1133897411764706
653.90625,0.11279655882352943
654.0,0.11255812352941177
654.09375,0.11199370294117644
654.1875,0.11220948235294118
654.3125,0.11189346764705883
654.40625,0.11198357941176468
654.5,0.11203171470588236
654.59375,0.1116914617647059
654.6875,0.11199030588235295
654.8125,0.11219921764705885
654.90625,0.11162532352941175
655.0,0.11144896176470588
655.09375,0.11238514999999998
655.1875,0.11173728823529414
655.3125,0.11207142352941175
655.40625,0.1118060117647059
655.5,0.11137703529411763
655.59375,0.11172987352941177
655.6875,0.11187683529411763
655.8125,0.11183552647058823
655.90625,0.11138549705882357
656.0,0.11167925588235295
656.09375,0.1108437382352941
656.1875,0.11205243235294117
656.3125,0.11149207941176471
656.40625,0.11185021764705882
656.5,0.11204643235294118
656.59375,0.11188580588235296
656.6875,0.11162045882352939
656.8125,0.11191577647058824
656.90625,0.11173822058823529
657.0,0.11175347941176468
657.09375,0.11190274411764706
657.1875,0.11191862941176475
657.3125,0.11176687058823526
657.40625,0.11203151176470587
657.5,0.1113416
657.59375,0.11195023823529411
657.6875,0.1116511823529412
657.8125,0.1120388705882353
657.90625,0.11176116176470588
658.0,0.11195921764705885
658.09375,0.11139316470588237
658.1875,0.11153954411764708
658.3125,0.1117143441176471
658.40625,0.11181096764705879
658.5,0.11202799117647062
658.59375,0.11158702647058824
658.6875,0.11176149705882354
658.8125,0.11209935588235294
658.90625,0.11189355588235295
659.0,0.11164106176470587
659.09375,0.11211832941176472
659.1875,0.11196838529411766
659.3125,0.11214186764705884
659.40625,0.11257992941176471
659.5,0.11183682647058826
659.59375,0.11204256176470588
659.6875,0.11167184411764706
659.8125,0.11195659705882352
659.90625,0.11211476176470589
660.0,0.11187953529411765
660.09375,0.11167710588235294
660.1875,0.11193487941176472
660.3125,0.11226457352941177
660.40625,0.1122447176470588
660.5,0.11162982352941175
660.59375,0.11177195294117648
660.6875,0.11183550294117649
660.8125,0.11216663235294115
660.90625,0.11190376470588237
661.0,0.11252506470588235
661.09375,0.11257666176470588
661.1875,0.11269315588235293
661.3125,0.1125319117647059
661.40625,0.11327207058823528
661.5,0.11389362058823527
661.59375,0.11559055882352942
661.6875,0.11921449411764705
661.8125,0.1210615
661.90625,0.12250960000000001
662.0,0.12525030588235297
662.09375,0.12920286470588235
662.1875,0.1315819970588235
662.3125,0.13166048235294117
662.40625,0.13169912352941177
662.5,0.13109541176470585
662.59375,0.1278387411764706
662.6875,0.12261397647058822
662.8125,0.12112487352941177
662.90625,0.11963687647058825
663.0,0.11788472058823529
663.09375,0.11539665000000002
663.1875,0.11320777352941179
663.3125,0.11302417058823529
663.40625,0.11254536470588235
663.5,0.11176924411764706
663.59375,0.11265937352941177
663.6875,0.11253478823529411
663.8125,0.11188075294117646
663.90625,0.11185703823529412
664.0,0.11158420294117648
664.09375,0.11163795588235294
664.1875,0.11150376764705884
664.3125,0.11131149705882352
664.40625,0.11185778235294115
664.5,0.11165721176470589
664.59375,0.11163469411764705
664.6875,0.11196745882352939
664.8125,0.11173967058823531
664.90625,0.11175548235294118
665.0,0.11211644705882352
665.09375,0.1118873088235294
665.1875,0.11194235588235293
665.3125,0.11173105000000004
665.40625,0.11205031764705882
665.5,0.11209956176470588
665.59375,0.1117743882352941
665.6875,0.11153045294117649
665.8125,0.11191215294117646
665.90625,0.11205307058823528
666.0,0.11183346176470588
666.09375,0.11177543235294116
666.1875,0.11131495588235293
666.3125,0.11173339411764703
666.40625,0.11178622352941174
666.5,0.1118434970588235
666.59375,0.11150647647058823
666.6875,0.11170013529411765
666.8125,0.1118212617647059
666.90625,0.11231507058823528
667.0,0.11188815588235294
667.09375,0.1120429529411765
667.1875,0.1119045794117647
667.3125,0.11246717647058822
667.40625,0.1123811617647059
667.5,0.11267081470588233
667.59375,0.11296779117647056
667.6875,0.11246961764705882
667.8125,0.11279894117647059
667.90625,0.11300236470588235
668.0,0.11246982941176471
668.09375,0.11222937647058825
668.1875,0.11184939117647061
668.3125,0.11220474411764705
668.40625,0.11192092058823533
668.5,0.11176918529411765
668.59375,0.1119241911764706
668.6875,0.11178049999999998
668.8125,0.11186787352941177
668.90625,0.11138748235294116
669.0,0.11203960882352944
669.09375,0.11178075294117647
669.1875,0.11169785588235294
669.3125,0.11223537647058823
669.40625,0.11225736470588234
669.5,0.11216293529411765
669.59375,0.11213629117647061
669.6875,0.11183238529411763
669.8125,0.11237996176470585
669.90625,0.11252097352941175
670.0,0.11199559411764708
670.09375,0.11250458235294121
670.1875,0.11275350000000002
670.3125,0.11283053529411764
670.40625,0.11342482058823529
670.5,0.11359244705882351
670.59375,0.11501021176470592
670.6875,0.11850111176470589
670.8125,0.12020867647058825
670.90625,0.12130360588235292
671.0,0.12385287352941174
671.09375,0.12703034117647058
671.1875,0.12916263235294115
671.3125,0.12988043823529413
671.40625,0.13016357941176473
671.5,0.13015173823529413
671.59375,0.12931333529411762
671.6875,0.12542443823529412
671.8125,0.12332048529411764
671.90625,0.12248923823529413
672.0,0.12018861764705883
672.09375,0.11714096470588235
672.1875,0.11353789999999998
672.3125,0.11385533235294115
672.40625,0.11324278823529411
672.5,0.1122227588235294
672.59375,0.11180627647058823
672.6875,0.11187762352941177
672.8125,0.1118194323529412
672.90625,0.11189999117647056
673.0,0.11177500588235297
673.09375,0.1119637117647059
673.1875,0.11189130294117647
673.3125,0.11210101470588237
673.40625,0.11216587941176469
673.5,0.11157775294117646
673.59375,0.11160952647058822
673.6875,0.11198342647058823
673.8125,0.11184384411764707
673.90625,0.1119495676470588
674.0,0.11188314117647058
674.09375,0.1122769441176471
674.1875,0.11122446764705882
674.3125,0.11175949117647062
674.40625,0.11173497352941174
674.5,0.11212166764705885
674.59375,0.1117659823529412
674.6875,0.11166902647058823
674.8125,0.11186355
674.90625,0.11148178529411767
675.0,0.1114389617647059
675.09375,0.11197876176470588
675.1875,0.11177041470588238
675.3125,0.1117503264705882
675.40625,0.11193866764705881
675.5,0.11139890000000001
675.59375,0.11151107647058824
675.6875,0.11172825
675.8125,0.11166355294117644
675.90625,0.11171401764705882
676.0,0.11176876176470592
676.09375,0.11186283235294119
676.1875,0.11170240294117648
676.3125,0.11112861764705884
676.40625,0.11126707352941177
676.5,0.11166049411764707
676.59375,0.1121247029411765
676.6875,0.11165961764705884
676.8125,0.1119121205882353
676.90625,0.11153402352941177
677.0,0.11214668529411764
677.09375,0.11187934999999996
677.1875,0.1118690764705882
677.3125,0.11135784411764704
677.40625,0.11155177352941176
677.5,0.11165979117647054
677.59375,0.11203907647058822
677.6875,0.1119508705882353
677.8125,0.11115502352941173
677.90625,0.11170344705882353
678.0,0.11154240294117647
678.09375,0.11189043823529413
678.1875,0.1116983411764706
678.3125,0.11136446176470591
678.40625,0.11154027058823529
678.5,0.11193211470588235
678.59375,0.11149272352941175
678.6875,0.11196912647058824
678.8125,0.11199939705882356
678.90625,0.1117874411764706
679.0,0.11225996764705887
679.09375,0.11209685882352939
679.1875,0.11261299411764708
679.3125,0.11289116764705881
679.40625,0.11250991764705881
679.5,0.11263112647058823
679.59375,0.11260425588235295
679.6875,0.11299205882352939
679.8125,0.11277028235294123
679.90625,0.11367450000000001
680.0,0.11349320882352942
680.09375,0.11362923529411766
680.1875,0.11333039411764705
680.3125,0.11372342941176472
680.40625,0.11369179411764707
680.5,0.11345287352941176
680.59375,0.1138321764705882
680.6875,0.11364965882352945
680.8125,0.11337601176470585
680.90625,0.11329552941176473
681.0,0.11297013529411765
681.09375,0.11238107058823531
681.1875,0.11269276764705882
681.3125,0.11163808529411766
681.40625,0.1121219705882353
681.5,0.11200372058823527
681.59375,0.11177053823529412
681.6875,0.11183622647058823
681.8125,0.11135928529411766
681.90625,0.11120372941176468
682.0,0.11227640588235296
682.09375,0.11183033529411765
682.1875,0.11145010294117644
682.3125,0.11202054705882353
682.40625,0.11167590294117648
682.5,0.11149959705882354
682.59375,0.1120847323529412
682.6875,0.1116503705882353
682.8125,0.11186616176470587
682.90625,0.11194410588235292
683.0,0.11248877941176469
683.09375,0.11197038235294118
683.1875,0.11198969999999997
683.3125,0.11237185000000002
683.40625,0.11236266764705884
683.5,0.11186628823529411
683.59375,0.1120510323529412
683.6875,0.11166160588235291
683.8125,0.1117263
683.90625,0.11233914117647059
684.0,0.11232605
684.09375,0.11148185588235292
684.1875,0.11163095882352939
684.3125,0.11214284117647064
684.40625,0.11180760294117645
684.5,0.11156360000000001
684.59375,0.11194501176470585
684.6875,0.11174107647058823
684.8125,0.11197419999999998
684.90625,0.11144526764705881
685.0,0.11142147352941177
685.09375,0.11180694411764705
685.1875,0.11164325588235292
685.3125,0.1121901705882353
685.40625,0.11184520588235297
685.5,0.11200847352941178
685.59375,0.11115270294117649
685.6875,0.111598
685.8125,0.11149986470588236
685.90625,0.11182156470588236
686.0,0.11167637647058823
686.09375,0.11172191470588232
686.1875,0.11137273823529414
686.3125,0.11164959117647058
686.40625,0.11137622352941179
686.5,0.11205790294117646
686.59375,0.1116027
686.6875,0.11203811470588239
686.8125,0.11209539411764706
686.90625,0.11166887647058824
687.0,0.11152744411764708
687.09375,0.11246126764705881
687.1875,0.11163355882352942
687.3125,0.1116098558823529
687.40625,0.11131380294117647
687.5,0.11177576470588234
687.59375,0.11167550294117645
687.6875,0.1116323205882353
687.8125,0.11145091470588235
687.90625,0.11172536764705882
688.0,0.11228994999999999
688.09375,0.11206259411764707
688.1875,0.11224053529411765
688.3125,0.11173945294117649
688.40625,0.11173383823529413
688.5,0.11223997058823529
688.59375,0.11186223823529413
688.6875,0.11247703823529412
688.8125,0.11215170588235295
688.90625,0.11310514411764705
689.0,0.11311379117647058
689.09375,0.11363602058823528
689.1875,0.11410137352941174
689.3125,0.11474687352941178
689.40625,0.1142735882352941
689.5,0.1153210382352941
689.59375,0.11587134705882352
689.6875,0.11627317647058821
689.8125,0.11545171176470591
689.90625,0.11584827941176472
690.0,0.11539012352941179
690.09375,0.11472274705882353
690.1875,0.11396455588235298
690.3125,0.11375687941176471
690.40625,0.11362640882352941
690.5,0.11358433235294117
690.59375,0.11307642352941177
690.6875,0.11196933529411765
690.8125,0.11178522647058825
690.90625,0.11210677352941179
691.0,0.11152872941176473
691.09375,0.11176221470588235
691.1875,0.11172684705882353
691.3125,0.11207418235294117
691.40625,0.11187842647058824
691.5,0.11227315294117644
691.59375,0.1118842794117647
691.6875,0.11176523235294117
691.8125,0.1117192088235294
691.90625,0.11207905294117648
692.0,0.11172554411764708
692.09375,0.11223893235294119
692.1875,0.11195342941176471
692.3125,0.1127704088235294
692.40625,0.11333322352941179
692.5,0.11303001764705885
692.59375,0.11318631470588236
692.6875,0.11397817647058822
692.8125,0.11411932941176471
692.90625,0.11418959117647062
693.0,0.11414879411764707
693.09375,0.11376423529411764
693.1875,0.11304795588235295
693.3125,0.1129519617647059
693.40625,0.11294899705882354
693.5,0.11248463235294118
693.59375,0.11221897941176472
693.6875,0.11194011176470586
693.8125,0.11202514117647057
693.90625,0.11210599411764705
694.0,0.11188649999999997
694.09375,0.1120256205882353
694.1875,0.11179879999999998
694.3125,0.11242039705882349
694.40625,0.11215858235294118
694.5,0.11199389999999998
694.59375,0.11202105882352938
694.6875,0.1124728264705882
694.8125,0.11229249411764705
694.90625,0.11207880882352944
695.0,0.11216458235294116
695.09375,0.11105878529411763
695.1875,0.11201396764705884
695.3125,0.11160898529411765
695.40625,0.11172421764705881
695.5,0.11178807647058822
695.59375,0.11165748823529413
695.6875,0.11163928823529409
695.8125,0.11142871176470591
695.90625,0.11204387647058825
696.0,0.11164511764705887
696.09375,0.11174372058823533
696.1875,0.11155828529411765
696.3125,0.11209106176470586
696.40625,0.11144752352941177
696.5,0.11172612058823528
696.59375,0.11125065882352944
696.6875,0.11138919411764706
696.8125,0.11120953529411766
696.90625,0.11160703823529412
697.0,0.11231112647058823
697.09375,0.1122483823529412
697.1875,0.11197299117647061
697.3125,0.11168340882352942
697.40625,0.11200814411764705
697.5,0.1122497205882353
697.59375,0.11178449999999997
697.6875,0.11196392647058821
697.8125,0.11202090294117646
697.90625,0.11148100294117647
698.0,0.11182874411764704
698.09375,0.11183141764705884
698.1875,0.11204376176470587
698.3125,0.11204785
698.40625,0.11193134411764706
698.5,0.1125170411764706
698.59375,0.11240251764705882
698.6875,0.11475366470588237
698.8125,0.11591922058823528
698.90625,0.1154124794117647
699.0,0.11738216764705885
699.09375,0.12075120882352944
699.1875,0.12283089705882351
699.3125,0.12397658823529412
699.40625,0.1237635205882353
699.5,0.12485454705882351
699.59375,0.12509124705882355
699.6875,0.12176289117647059
699.8125,0.11991664999999999
699.90625,0.11967473235294118
700.0,0.11836608235294117
700.09375,0.11519840882352944
700.1875,0.11389398529411765
700.3125,0.11270369705882351
700.40625,0.11253944411764708
700.5,0.11266538235294118
700.59375,0.1120437
700.6875,0.11161615882352942
700.8125,0.11152810588235296
700.90625,0.11159205000000001
701.0,0.11158273823529413
701.09375,0.11163139117647058
701.1875,0.11207502058823529
701.3125,0.11204487647058824
701.40625,0.11131561176470589
