Data File:	TRA280-lab_LFP-Gr_cell-3_GO_Run01_LFP-Gr
Mass (g):	0.00000000
Surface Area (cm2):	0.78500000
TRA280-coin-cell-lab
Cycle	Mode	Capacity_Cycle	CellV	Current	Power	Energy	Energy_Cycle	Time
 	 	 (mAh/g)	 (V)	 (mA)	 (mW)	 (mWh)	 (mWh)	 (min)
2	C	0	0.3240	0.078243	0.025352	6.2184E-06	6.2184E-06	0.02
2	C	2.1819E-05	0.3834	0.078539	0.030113	1.4253E-05	1.4253E-05	0.03
2	C	4.3635E-05	0.4410	0.078537	0.034637	2.3564E-05	2.3564E-05	0.05
2	C	6.5451E-05	0.4946	0.078537	0.038848	3.4068E-05	3.4068E-05	0.07
2	C	8.7267E-05	0.5447	0.078538	0.042777	4.5681E-05	4.5681E-05	0.08
2	C	0.00010908	0.5913	0.078536	0.046438	5.833E-05	5.833E-05	0.10
2	C	0.0001309	0.6346	0.078537	0.04984	7.1942E-05	7.1942E-05	0.12
2	C	0.00015271	0.6751	0.078536	0.053018	8.6452E-05	8.6452E-05	0.13
2	C	0.00017453	0.7130	0.078537	0.055993	0.0001018	0.0001018	0.15
2	C	0.00019635	0.7487	0.078537	0.058802	0.00011794	0.00011794	0.17
2	C	0.00021816	0.7823	0.078537	0.061438	0.00013483	0.00013483	0.18
2	C	0.00023998	0.8142	0.078537	0.063941	0.00015242	0.00015242	0.20
2	C	0.00026179	0.8444	0.078537	0.066316	0.00017067	0.00017067	0.22
2	C	0.00028361	0.8731	0.078537	0.068568	0.00018956	0.00018956	0.23
2	C	0.00030542	0.9004	0.078537	0.070716	0.00020906	0.00020906	0.25
2	C	0.00032724	0.9266	0.078538	0.072772	0.00022913	0.00022913	0.27
2	C	0.00034906	0.9516	0.078537	0.074739	0.00024976	0.00024976	0.28
2	C	0.00037087	0.9755	0.078536	0.076614	0.00027091	0.00027091	0.30
2	C	0.00039269	0.9986	0.078536	0.078428	0.00029257	0.00029257	0.32
2	C	0.0004145	1.0208	0.078537	0.080173	0.00031472	0.00031472	0.33
2	C	0.00043632	1.0419	0.078537	0.081829	0.00033734	0.00033734	0.35
2	C	0.00045814	1.0624	0.078538	0.083441	0.0003604	0.0003604	0.37
2	C	0.00047995	1.0823	0.078537	0.085002	0.00038391	0.00038391	0.38
2	C	0.00050177	1.1015	0.078536	0.08651	0.00040783	0.00040783	0.40
2	C	0.00052358	1.1200	0.078537	0.087965	0.00043217	0.00043217	0.42
2	C	0.0005454	1.1380	0.078536	0.089378	0.0004569	0.0004569	0.43
2	C	0.00056721	1.1554	0.078536	0.090743	0.00048201	0.00048201	0.45
2	C	0.00058903	1.1723	0.078537	0.092068	0.00050749	0.00050749	0.47
2	C	0.00061085	1.1888	0.078537	0.093367	0.00053333	0.00053333	0.48
2	C	0.00063266	1.2047	0.078537	0.094611	0.00055953	0.00055953	0.50
2	C	0.00065448	1.2204	0.078536	0.095847	0.00058607	0.00058607	0.52
2	C	0.00067629	1.2358	0.078537	0.097056	0.00061294	0.00061294	0.53
2	C	0.00069811	1.2509	0.078537	0.098243	0.00064015	0.00064015	0.55
2	C	0.00071993	1.2659	0.078537	0.099418	0.00066768	0.00066768	0.57
2	C	0.00074174	1.2806	0.078537	0.10057	0.00069554	0.00069554	0.58
2	C	0.00076356	1.2951	0.078537	0.10171	0.00072371	0.00072371	0.60
2	C	0.00078537	1.3095	0.078537	0.10285	0.0007522	0.0007522	0.62
2	C	0.00080719	1.3237	0.078537	0.10396	0.000781	0.000781	0.63
2	C	0.000829	1.3379	0.078537	0.10507	0.00081011	0.00081011	0.65
2	C	0.00085082	1.3519	0.078536	0.10617	0.00083952	0.00083952	0.67
2	C	0.00087264	1.3656	0.078537	0.10725	0.00086924	0.00086924	0.68
2	C	0.00089445	1.3793	0.078536	0.10832	0.00089926	0.00089926	0.70
2	C	0.00091627	1.3925	0.078538	0.10937	0.00092956	0.00092956	0.72
2	C	0.00093808	1.4058	0.078538	0.11041	0.00096016	0.00096016	0.73
2	C	0.0009599	1.4187	0.078537	0.11142	0.00099104	0.00099104	0.75
2	C	0.00098172	1.4314	0.078538	0.11242	0.0010222	0.0010222	0.77
2	C	0.0010035	1.4439	0.078537	0.1134	0.0010536	0.0010536	0.78
2	C	0.0010253	1.4560	0.078537	0.11435	0.0010853	0.0010853	0.80
2	C	0.0010472	1.4680	0.078536	0.11529	0.0011173	0.0011173	0.82
2	C	0.001069	1.4798	0.078537	0.11622	0.0011495	0.0011495	0.83
2	C	0.0010908	1.4913	0.078537	0.11713	0.001182	0.001182	0.85
2	C	0.0011126	1.5025	0.078537	0.118	0.0012147	0.0012147	0.87
2	C	0.0011344	1.5135	0.078538	0.11887	0.0012477	0.0012477	0.88
2	C	0.0011562	1.5243	0.078536	0.11971	0.0012809	0.0012809	0.90
2	C	0.0011781	1.5349	0.078537	0.12054	0.0013143	0.0013143	0.92
2	C	0.0011999	1.5450	0.078537	0.12134	0.0013479	0.0013479	0.93
2	C	0.0012217	1.5552	0.078538	0.12214	0.0013818	0.0013818	0.95
2	C	0.0012435	1.5649	0.078537	0.1229	0.0014159	0.0014159	0.97
2	C	0.0012653	1.5746	0.078537	0.12367	0.0014502	0.0014502	0.98
2	C	0.0012871	1.5841	0.078537	0.12441	0.0014847	0.0014847	1.00
2	C	0.001309	1.5934	0.078536	0.12514	0.0015194	0.0015194	1.02
2	C	0.0013308	1.6025	0.078538	0.12586	0.0015543	0.0015543	1.03
2	C	0.0013526	1.6114	0.078537	0.12655	0.0015894	0.0015894	1.05
2	C	0.0013744	1.6201	0.078537	0.12724	0.0016247	0.0016247	1.07
2	C	0.0013962	1.6285	0.078537	0.1279	0.0016602	0.0016602	1.08
2	C	0.001418	1.6369	0.078537	0.12856	0.0016959	0.0016959	1.10
2	C	0.0014398	1.6451	0.078537	0.1292	0.0017317	0.0017317	1.12
2	C	0.0014617	1.6531	0.078536	0.12982	0.0017677	0.0017677	1.13
2	C	0.0014835	1.6609	0.078537	0.13044	0.0018039	0.0018039	1.15
2	C	0.0015053	1.6684	0.078537	0.13103	0.0018403	0.0018403	1.17
2	C	0.0015271	1.6759	0.078537	0.13162	0.0018768	0.0018768	1.18
2	C	0.0015489	1.6834	0.078537	0.13221	0.0019135	0.0019135	1.20
2	C	0.0015707	1.6905	0.078536	0.13276	0.0019503	0.0019503	1.22
2	C	0.0015926	1.6974	0.078536	0.13331	0.0019873	0.0019873	1.23
2	C	0.0016144	1.7042	0.078538	0.13384	0.0020245	0.0020245	1.25
2	C	0.0016362	1.7110	0.078536	0.13437	0.0020617	0.0020617	1.27
2	C	0.001658	1.7173	0.078537	0.13487	0.0020992	0.0020992	1.28
2	C	0.0016798	1.7236	0.078538	0.13536	0.0021367	0.0021367	1.30
2	C	0.0017016	1.7297	0.078538	0.13585	0.0021744	0.0021744	1.32
2	C	0.0017235	1.7357	0.078536	0.13632	0.0022123	0.0022123	1.33
2	C	0.0017453	1.7418	0.078537	0.1368	0.0022502	0.0022502	1.35
2	C	0.0017671	1.7477	0.078537	0.13726	0.0022883	0.0022883	1.37
2	C	0.0017889	1.7535	0.078537	0.13771	0.0023266	0.0023266	1.38
2	C	0.0018107	1.7592	0.078536	0.13816	0.0023649	0.0023649	1.40
2	C	0.0018325	1.7648	0.078536	0.1386	0.0024034	0.0024034	1.42
2	C	0.0018543	1.7704	0.078537	0.13904	0.002442	0.002442	1.43
2	C	0.0018762	1.7759	0.078537	0.13948	0.0024807	0.0024807	1.45
2	C	0.001898	1.7814	0.078536	0.1399	0.0025195	0.0025195	1.47
2	C	0.0019198	1.7868	0.078536	0.14033	0.0025585	0.0025585	1.48
2	C	0.0019416	1.7923	0.078536	0.14076	0.0025975	0.0025975	1.50
2	C	0.0019634	1.7978	0.078537	0.14119	0.0026367	0.0026367	1.52
2	C	0.0019852	1.8033	0.078536	0.14162	0.002676	0.002676	1.53
2	C	0.0020071	1.8086	0.078537	0.14204	0.0027154	0.0027154	1.55
2	C	0.0020289	1.8140	0.078537	0.14247	0.002755	0.002755	1.57
2	C	0.0020507	1.8194	0.078538	0.14289	0.0027947	0.0027947	1.58
2	C	0.0020725	1.8248	0.078537	0.14331	0.0028344	0.0028344	1.60
2	C	0.0020943	1.8302	0.078536	0.14373	0.0028743	0.0028743	1.62
2	C	0.0021161	1.8355	0.078536	0.14415	0.0029143	0.0029143	1.63
2	C	0.002138	1.8407	0.078537	0.14456	0.0029545	0.0029545	1.65
2	C	0.0021598	1.8462	0.078536	0.14499	0.0029947	0.0029947	1.67
2	C	0.0021816	1.8513	0.078536	0.1454	0.0030351	0.0030351	1.68
2	C	0.0022034	1.8565	0.078537	0.1458	0.0030756	0.0030756	1.70
2	C	0.0022252	1.8615	0.078536	0.1462	0.0031161	0.0031161	1.72
2	C	0.002247	1.8666	0.078536	0.1466	0.0031568	0.0031568	1.73
2	C	0.0022697	1.8716	0.078537	0.14699	0.0031993	0.0031993	1.75
2	C	0.002292	1.8767	0.078537	0.14739	0.003241	0.003241	1.77
2	C	0.0023151	1.8817	0.078536	0.14778	0.0032845	0.0032845	1.79
2	C	0.0023384	1.8867	0.078536	0.14817	0.0033285	0.0033285	1.80
2	C	0.0023629	1.8917	0.078536	0.14857	0.0033747	0.0033747	1.82
2	C	0.0023867	1.8968	0.078536	0.14896	0.0034197	0.0034197	1.84
2	C	0.0024113	1.9018	0.078537	0.14936	0.0034666	0.0034666	1.86
2	C	0.0024364	1.9068	0.078538	0.14976	0.0035144	0.0035144	1.88
2	C	0.0024613	1.9118	0.078537	0.15015	0.0035619	0.0035619	1.90
2	C	0.002487	1.9169	0.078537	0.15054	0.0036112	0.0036112	1.92
2	C	0.0025127	1.9219	0.078536	0.15094	0.0036607	0.0036607	1.94
2	C	0.0025391	1.9269	0.078536	0.15133	0.0037115	0.0037115	1.96
2	C	0.0025662	1.9319	0.078536	0.15173	0.0037637	0.0037637	1.98
2	C	0.0025939	1.9370	0.078536	0.15212	0.0038173	0.0038173	2.00
2	C	0.0026214	1.9420	0.078537	0.15252	0.0038707	0.0038707	2.02
2	C	0.0026497	1.9470	0.078537	0.15291	0.0039258	0.0039258	2.04
2	C	0.0026788	1.9520	0.078536	0.15331	0.0039824	0.0039824	2.06
2	C	0.002708	1.9571	0.078537	0.1537	0.0040396	0.0040396	2.09
2	C	0.0027374	1.9621	0.078537	0.1541	0.0040973	0.0040973	2.11
2	C	0.0027676	1.9671	0.078536	0.15449	0.0041565	0.0041565	2.13
2	C	0.0027981	1.9721	0.078536	0.15488	0.0042167	0.0042167	2.15
2	C	0.0028297	1.9772	0.078536	0.15528	0.0042792	0.0042792	2.18
2	C	0.0028614	1.9822	0.078537	0.15567	0.0043418	0.0043418	2.20
2	C	0.0028934	1.9872	0.078537	0.15607	0.0044055	0.0044055	2.23
2	C	0.0029264	1.9922	0.078537	0.15646	0.0044711	0.0044711	2.25
2	C	0.0029606	1.9972	0.078537	0.15686	0.0045394	0.0045394	2.28
2	C	0.0029949	2.0023	0.078538	0.15725	0.0046079	0.0046079	2.30
2	C	0.0030309	2.0073	0.078536	0.15764	0.0046801	0.0046801	2.33
2	C	0.0030677	2.0123	0.078537	0.15804	0.0047543	0.0047543	2.36
2	C	0.0031053	2.0173	0.078537	0.15843	0.0048299	0.0048299	2.39
2	C	0.0031443	2.0223	0.078536	0.15883	0.0049088	0.0049088	2.42
2	C	0.0031838	2.0273	0.078536	0.15922	0.0049888	0.0049888	2.45
2	C	0.0032272	2.0324	0.078536	0.15961	0.0050769	0.0050769	2.48
2	C	0.0032693	2.0374	0.078536	0.16001	0.0051626	0.0051626	2.51
2	C	0.0033147	2.0424	0.078537	0.1604	0.0052552	0.0052552	2.55
2	C	0.0033605	2.0474	0.078537	0.1608	0.0053489	0.0053489	2.58
2	C	0.0034085	2.0524	0.078537	0.16119	0.0054473	0.0054473	2.62
2	C	0.0034591	2.0574	0.078536	0.16158	0.0055514	0.0055514	2.66
2	C	0.0035115	2.0624	0.078538	0.16198	0.0056593	0.0056593	2.70
2	C	0.003566	2.0675	0.078537	0.16237	0.0057719	0.0057719	2.74
2	C	0.0036225	2.0725	0.078537	0.16276	0.0058889	0.0058889	2.78
2	C	0.0036803	2.0775	0.078536	0.16316	0.0060089	0.0060089	2.83
2	C	0.003741	2.0825	0.078537	0.16355	0.006135	0.006135	2.87
2	C	0.0038053	2.0875	0.078537	0.16395	0.0062693	0.0062693	2.92
2	C	0.0038701	2.0925	0.078537	0.16434	0.0064047	0.0064047	2.97
2	C	0.0039391	2.0975	0.078536	0.16473	0.0065492	0.0065492	3.03
2	C	0.0040093	2.1025	0.078537	0.16513	0.0066967	0.0066967	3.08
2	C	0.0040835	2.1075	0.078536	0.16552	0.0068529	0.0068529	3.14
2	C	0.0041579	2.1125	0.078536	0.16591	0.0070099	0.0070099	3.19
2	C	0.0042349	2.1175	0.078537	0.1663	0.0071728	0.0071728	3.25
2	C	0.0043154	2.1226	0.078537	0.1667	0.0073435	0.0073435	3.31
2	C	0.0043976	2.1276	0.078538	0.16709	0.0075183	0.0075183	3.38
2	C	0.0044823	2.1326	0.078536	0.16748	0.0076986	0.0076986	3.44
2	C	0.0045691	2.1376	0.078536	0.16788	0.007884	0.007884	3.51
2	C	0.0046581	2.1426	0.078537	0.16827	0.0080745	0.0080745	3.58
2	C	0.0047493	2.1476	0.078537	0.16867	0.0082702	0.0082702	3.64
2	C	0.0048394	2.1526	0.078537	0.16906	0.0084639	0.0084639	3.71
2	C	0.0049382	2.1576	0.078536	0.16945	0.0086769	0.0086769	3.79
2	C	0.0050344	2.1626	0.078536	0.16984	0.0088848	0.0088848	3.86
2	C	0.0051337	2.1676	0.078537	0.17024	0.0090997	0.0090997	3.94
2	C	0.0052353	2.1727	0.078537	0.17063	0.0093204	0.0093204	4.02
2	C	0.0053412	2.1777	0.078536	0.17103	0.0095505	0.0095505	4.10
2	C	0.0054507	2.1827	0.078535	0.17142	0.0097893	0.0097893	4.18
2	C	0.0055628	2.1877	0.078536	0.17181	0.010034	0.010034	4.27
2	C	0.0056775	2.1927	0.078536	0.1722	0.010286	0.010286	4.35
2	C	0.0057988	2.1977	0.078535	0.1726	0.010552	0.010552	4.45
2	C	0.0059313	2.2027	0.078536	0.17299	0.010843	0.010843	4.55
2	C	0.0060613	2.2077	0.078537	0.17339	0.01113	0.01113	4.65
2	C	0.0061974	2.2127	0.078537	0.17378	0.011431	0.011431	4.75
2	C	0.0063349	2.2178	0.078536	0.17417	0.011736	0.011736	4.86
2	C	0.0064854	2.2228	0.078537	0.17457	0.01207	0.01207	4.97
2	C	0.0066353	2.2278	0.078537	0.17496	0.012403	0.012403	5.09
2	C	0.0067952	2.2328	0.078536	0.17536	0.01276	0.01276	5.21
2	C	0.0069601	2.2378	0.078537	0.17575	0.013129	0.013129	5.33
2	C	0.0071292	2.2428	0.078536	0.17614	0.013507	0.013507	5.46
2	C	0.0073026	2.2478	0.078537	0.17654	0.013897	0.013897	5.60
2	C	0.007481	2.2528	0.078536	0.17693	0.014299	0.014299	5.73
2	C	0.0076654	2.2578	0.078536	0.17732	0.014714	0.014714	5.87
2	C	0.0078528	2.2628	0.078536	0.17771	0.015138	0.015138	6.02
2	C	0.0080456	2.2678	0.078536	0.17811	0.015575	0.015575	6.16
2	C	0.0082426	2.2729	0.078537	0.1785	0.016022	0.016022	6.31
2	C	0.0084429	2.2779	0.078536	0.17889	0.016478	0.016478	6.47
2	C	0.0086456	2.2829	0.078536	0.17929	0.01694	0.01694	6.62
2	C	0.00886	2.2879	0.078537	0.17968	0.01743	0.01743	6.79
2	C	0.0090716	2.2929	0.078536	0.18008	0.017915	0.017915	6.95
2	C	0.0092922	2.2979	0.078537	0.18047	0.018421	0.018421	7.12
2	C	0.0095156	2.3029	0.078537	0.18086	0.018935	0.018935	7.29
2	C	0.0097451	2.3079	0.078536	0.18126	0.019464	0.019464	7.46
2	C	0.0099803	2.3129	0.078537	0.18165	0.020008	0.020008	7.64
2	C	0.010212	2.3179	0.078536	0.18204	0.020544	0.020544	7.82
2	C	0.010456	2.3229	0.078537	0.18244	0.021111	0.021111	8.00
2	C	0.010699	2.3280	0.078536	0.18283	0.021675	0.021675	8.19
2	C	0.01095	2.3330	0.078537	0.18322	0.02226	0.02226	8.38
2	C	0.011196	2.3380	0.078536	0.18362	0.022835	0.022835	8.57
2	C	0.011455	2.3430	0.078537	0.18401	0.023441	0.023441	8.77
2	C	0.011709	2.3480	0.078536	0.1844	0.024038	0.024038	8.96
2	C	0.011974	2.3530	0.078537	0.1848	0.024661	0.024661	9.16
2	C	0.012241	2.3580	0.078538	0.18519	0.025289	0.025289	9.37
2	C	0.01251	2.3630	0.078538	0.18559	0.025925	0.025925	9.57
2	C	0.012779	2.3680	0.078537	0.18598	0.026561	0.026561	9.78
2	C	0.01305	2.3730	0.078538	0.18637	0.027202	0.027202	9.99
2	C	0.013329	2.3780	0.078536	0.18676	0.027866	0.027866	10.20
2	C	0.013619	2.3831	0.078537	0.18716	0.028557	0.028557	10.42
2	C	0.013911	2.3881	0.078536	0.18755	0.029253	0.029253	10.64
2	C	0.014185	2.3931	0.078538	0.18795	0.029907	0.029907	10.85
2	C	0.014475	2.3981	0.078537	0.18834	0.030603	0.030603	11.08
2	C	0.014768	2.4031	0.078537	0.18873	0.031305	0.031305	11.30
2	C	0.015072	2.4081	0.078538	0.18913	0.032038	0.032038	11.53
2	C	0.015384	2.4131	0.078537	0.18952	0.032789	0.032789	11.77
2	C	0.015688	2.4181	0.078538	0.18991	0.033523	0.033523	12.00
2	C	0.015995	2.4231	0.078537	0.1903	0.034266	0.034266	12.24
2	C	0.016298	2.4281	0.078537	0.1907	0.035002	0.035002	12.47
2	C	0.016611	2.4331	0.078537	0.19109	0.035763	0.035763	12.71
2	C	0.016926	2.4381	0.078536	0.19148	0.036528	0.036528	12.95
2	C	0.017248	2.4431	0.078537	0.19188	0.037314	0.037314	13.19
2	C	0.017568	2.4481	0.078536	0.19227	0.038099	0.038099	13.44
2	C	0.017891	2.4532	0.078537	0.19266	0.038889	0.038889	13.68
2	C	0.018221	2.4582	0.078537	0.19306	0.039699	0.039699	13.94
2	C	0.018557	2.4632	0.078538	0.19345	0.040528	0.040528	14.19
2	C	0.018888	2.4682	0.078537	0.19384	0.041342	0.041342	14.45
2	C	0.019224	2.4732	0.078537	0.19424	0.042174	0.042174	14.70
2	C	0.019562	2.4782	0.078539	0.19463	0.043009	0.043009	14.96
2	C	0.01991	2.4832	0.078538	0.19502	0.043873	0.043873	15.23
2	C	0.020254	2.4882	0.078537	0.19542	0.044728	0.044728	15.49
2	C	0.020606	2.4932	0.078538	0.19581	0.045605	0.045605	15.76
2	C	0.02096	2.4982	0.078536	0.1962	0.046489	0.046489	16.03
2	C	0.021313	2.5032	0.078537	0.1966	0.047372	0.047372	16.30
2	C	0.021679	2.5082	0.078537	0.19699	0.048289	0.048289	16.58
2	C	0.022037	2.5132	0.078538	0.19738	0.049187	0.049187	16.85
2	C	0.022402	2.5182	0.078539	0.19778	0.050105	0.050105	17.13
2	C	0.022774	2.5232	0.078537	0.19817	0.051043	0.051043	17.42
2	C	0.023138	2.5283	0.078538	0.19857	0.051962	0.051962	17.69
2	C	0.02351	2.5333	0.078538	0.19896	0.052905	0.052905	17.98
2	C	0.023892	2.5383	0.078538	0.19935	0.053874	0.053874	18.27
2	C	0.024267	2.5433	0.078537	0.19974	0.054825	0.054825	18.56
2	C	0.024653	2.5483	0.078538	0.20014	0.055808	0.055808	18.85
2	C	0.025038	2.5533	0.078538	0.20053	0.056791	0.056791	19.14
2	C	0.02542	2.5583	0.078538	0.20093	0.057767	0.057767	19.44
2	C	0.025814	2.5633	0.078538	0.20132	0.058776	0.058776	19.74
2	C	0.026212	2.5684	0.078538	0.20172	0.059796	0.059796	20.04
2	C	0.026609	2.5734	0.078538	0.20211	0.060818	0.060818	20.35
2	C	0.027023	2.5784	0.078538	0.2025	0.061884	0.061884	20.66
2	C	0.027439	2.5834	0.078539	0.2029	0.062958	0.062958	20.98
2	C	0.027844	2.5884	0.078538	0.20329	0.064006	0.064006	21.29
2	C	0.028265	2.5934	0.078539	0.20369	0.065096	0.065096	21.61
2	C	0.028681	2.5984	0.078538	0.20408	0.066176	0.066176	21.93
2	C	0.029106	2.6034	0.078539	0.20447	0.067281	0.067281	22.25
2	C	0.029531	2.6084	0.078538	0.20486	0.068388	0.068388	22.58
2	C	0.029972	2.6135	0.07854	0.20526	0.06954	0.06954	22.91
2	C	0.030412	2.6185	0.078538	0.20565	0.070692	0.070692	23.25
2	C	0.030871	2.6235	0.078538	0.20604	0.071894	0.071894	23.60
2	C	0.031324	2.6285	0.07854	0.20644	0.073083	0.073083	23.95
2	C	0.031805	2.6335	0.078539	0.20683	0.07435	0.07435	24.31
2	C	0.032274	2.6385	0.078539	0.20722	0.075586	0.075586	24.67
2	C	0.032771	2.6435	0.078539	0.20762	0.076899	0.076899	25.05
2	C	0.033278	2.6485	0.078539	0.20801	0.07824	0.07824	25.44
2	C	0.033803	2.6535	0.078539	0.2084	0.079632	0.079632	25.84
2	C	0.034334	2.6585	0.07854	0.2088	0.081042	0.081042	26.25
2	C	0.034894	2.6635	0.07854	0.20919	0.082531	0.082531	26.67
2	C	0.035473	2.6685	0.078539	0.20959	0.084076	0.084076	27.12
2	C	0.03605	2.6735	0.078539	0.20998	0.085616	0.085616	27.56
2	C	0.036655	2.6786	0.07854	0.21037	0.087235	0.087235	28.02
2	C	0.037307	2.6836	0.078539	0.21077	0.088983	0.088983	28.52
2	C	0.037961	2.6881	0.078539	0.21112	0.090741	0.090741	29.02
2	C	0.038587	2.6931	0.078539	0.21151	0.092424	0.092424	29.50
2	C	0.039241	2.6971	0.078539	0.21183	0.094188	0.094188	30.00
2	C	0.039896	2.7014	0.07854	0.21216	0.095955	0.095955	30.50
2	C	0.04055	2.7055	0.07854	0.21249	0.097725	0.097725	31.00
2	C	0.041205	2.7094	0.07854	0.2128	0.099497	0.099497	31.50
2	C	0.041859	2.7133	0.078539	0.2131	0.10127	0.10127	32.00
2	C	0.042514	2.7170	0.078539	0.21339	0.10305	0.10305	32.50
2	C	0.043168	2.7209	0.078539	0.2137	0.10483	0.10483	33.00
2	C	0.043823	2.7247	0.07854	0.214	0.10661	0.10661	33.50
2	C	0.044477	2.7285	0.07854	0.2143	0.1084	0.1084	34.00
2	C	0.045132	2.7324	0.07854	0.21461	0.11018	0.11018	34.50
2	C	0.045786	2.7363	0.078539	0.21491	0.11197	0.11197	35.00
2	C	0.046441	2.7401	0.07854	0.21521	0.11377	0.11377	35.50
2	C	0.047095	2.7441	0.07854	0.21552	0.11556	0.11556	36.00
2	C	0.04775	2.7480	0.07854	0.21583	0.11736	0.11736	36.50
2	C	0.048404	2.7521	0.07854	0.21615	0.11916	0.11916	37.00
2	C	0.049059	2.7560	0.07854	0.21646	0.12096	0.12096	37.50
2	C	0.049713	2.7600	0.078541	0.21677	0.12277	0.12277	38.00
2	C	0.050368	2.7640	0.07854	0.21709	0.12457	0.12457	38.50
2	C	0.051022	2.7682	0.07854	0.21742	0.12638	0.12638	39.00
2	C	0.051677	2.7724	0.07854	0.21775	0.1282	0.1282	39.50
2	C	0.052331	2.7768	0.07854	0.21809	0.13001	0.13001	40.00
2	C	0.052986	2.7810	0.07854	0.21842	0.13183	0.13183	40.50
2	C	0.05364	2.7849	0.07854	0.21873	0.13365	0.13365	41.00
2	C	0.054295	2.7886	0.078541	0.21902	0.13548	0.13548	41.50
2	C	0.054949	2.7922	0.07854	0.2193	0.13731	0.13731	42.00
2	C	0.055604	2.7957	0.078541	0.21958	0.13913	0.13913	42.50
2	C	0.056258	2.7991	0.07854	0.21984	0.14097	0.14097	43.00
2	C	0.056913	2.8025	0.07854	0.22011	0.1428	0.1428	43.50
2	C	0.057567	2.8057	0.07854	0.22036	0.14463	0.14463	44.00
2	C	0.058222	2.8091	0.07854	0.22062	0.14647	0.14647	44.50
2	C	0.058876	2.8124	0.07854	0.22089	0.14831	0.14831	45.00
2	C	0.059531	2.8159	0.078541	0.22116	0.15015	0.15015	45.50
2	C	0.060185	2.8194	0.07854	0.22144	0.152	0.152	46.00
2	C	0.06084	2.8231	0.07854	0.22173	0.15384	0.15384	46.50
2	C	0.061494	2.8268	0.07854	0.22201	0.15569	0.15569	47.00
2	C	0.062149	2.8306	0.078541	0.22232	0.15755	0.15755	47.50
2	C	0.062803	2.8345	0.07854	0.22262	0.1594	0.1594	48.00
2	C	0.063458	2.8385	0.07854	0.22294	0.16126	0.16126	48.50
2	C	0.064112	2.8425	0.078541	0.22325	0.16312	0.16312	49.00
2	C	0.064767	2.8467	0.07854	0.22358	0.16498	0.16498	49.50
2	C	0.065421	2.8510	0.07854	0.22392	0.16684	0.16684	50.00
2	C	0.066076	2.8554	0.07854	0.22426	0.16871	0.16871	50.50
2	C	0.06673	2.8597	0.07854	0.2246	0.17058	0.17058	51.00
2	C	0.067385	2.8642	0.078541	0.22495	0.17245	0.17245	51.50
2	C	0.068039	2.8685	0.07854	0.2253	0.17433	0.17433	52.00
2	C	0.068694	2.8730	0.07854	0.22564	0.17621	0.17621	52.50
2	C	0.069348	2.8774	0.078541	0.22599	0.17809	0.17809	53.00
2	C	0.070003	2.8818	0.078541	0.22634	0.17998	0.17998	53.50
2	C	0.070657	2.8863	0.07854	0.22669	0.18186	0.18186	54.00
2	C	0.071312	2.8907	0.078541	0.22704	0.18376	0.18376	54.50
2	C	0.071966	2.8951	0.078541	0.22739	0.18565	0.18565	55.00
2	C	0.072621	2.8996	0.078541	0.22774	0.18755	0.18755	55.50
2	C	0.073275	2.9039	0.078541	0.22808	0.18944	0.18944	56.00
2	C	0.07393	2.9083	0.078541	0.22842	0.19135	0.19135	56.50
2	C	0.074584	2.9127	0.078541	0.22876	0.19325	0.19325	57.00
2	C	0.075239	2.9169	0.078541	0.22909	0.19516	0.19516	57.50
2	C	0.075893	2.9211	0.07854	0.22943	0.19707	0.19707	58.00
2	C	0.076548	2.9254	0.078541	0.22976	0.19898	0.19898	58.50
2	C	0.077202	2.9295	0.078541	0.23009	0.2009	0.2009	59.00
2	C	0.077857	2.9337	0.078541	0.23042	0.20282	0.20282	59.50
2	C	0.078511	2.9378	0.078541	0.23074	0.20474	0.20474	60.00
2	C	0.079166	2.9419	0.078541	0.23106	0.20667	0.20667	60.50
2	C	0.07982	2.9460	0.078541	0.23138	0.20859	0.20859	61.00
2	C	0.080475	2.9500	0.078541	0.2317	0.21052	0.21052	61.50
2	C	0.081129	2.9540	0.078541	0.23201	0.21246	0.21246	62.00
2	C	0.081784	2.9579	0.078541	0.23232	0.21439	0.21439	62.50
2	C	0.082438	2.9618	0.078541	0.23262	0.21633	0.21633	63.00
2	C	0.083093	2.9657	0.078541	0.23293	0.21827	0.21827	63.50
2	C	0.083747	2.9696	0.078541	0.23324	0.22021	0.22021	64.00
2	C	0.084402	2.9735	0.078541	0.23354	0.22216	0.22216	64.50
2	C	0.085056	2.9769	0.078541	0.23381	0.2241	0.2241	65.00
2	C	0.085711	2.9803	0.078541	0.23408	0.22605	0.22605	65.50
2	C	0.086365	2.9839	0.078541	0.23436	0.228	0.228	66.00
2	C	0.08702	2.9875	0.078542	0.23464	0.22996	0.22996	66.50
2	C	0.087674	2.9910	0.078542	0.23492	0.23192	0.23192	67.00
2	C	0.088329	2.9945	0.078541	0.2352	0.23387	0.23387	67.50
2	C	0.088983	2.9980	0.078541	0.23547	0.23584	0.23584	68.00
2	C	0.089638	3.0015	0.078541	0.23574	0.2378	0.2378	68.50
2	C	0.090292	3.0049	0.078541	0.23601	0.23977	0.23977	69.00
2	C	0.090947	3.0083	0.078541	0.23628	0.24173	0.24173	69.50
