Data File:	TRA280-lab_LFP-Gr_cell-3_GO_Run01_LFP-Gr
Mass (g):	0.00000000
Surface Area (cm2):	0.78500000
TRA280-coin-cell-lab
Cycle	Mode	Capacity_Cycle	CellV	Current	Power	Energy	Energy_Cycle	Time
 	 	 (mAh/g)	 (V)	 (mA)	 (mW)	 (mWh)	 (mWh)	 (min)
26	C	0.24171	3.4612	0.78539	2.7184	0.80505	0.80505	18.48
26	C	0.24293	3.4662	0.78539	2.7223	0.80929	0.80929	18.58
26	C	0.24402	3.4712	0.78539	2.7263	0.81306	0.81306	18.66
26	C	0.24505	3.4762	0.78538	2.7302	0.81665	0.81665	18.74
26	C	0.24601	3.4813	0.78539	2.7341	0.81999	0.81999	18.81
26	C	0.24689	3.4863	0.78538	2.7381	0.82306	0.82306	18.88
26	C	0.24775	3.4913	0.78539	2.742	0.82606	0.82606	18.94
26	C	0.24856	3.4963	0.78539	2.746	0.82887	0.82887	19.01
26	C	0.24932	3.5013	0.78539	2.7499	0.83153	0.83153	19.06
26	C	0.25007	3.5063	0.78539	2.7538	0.83416	0.83416	19.12
26	C	0.25076	3.5113	0.78539	2.7578	0.83658	0.83658	19.17
26	C	0.25146	3.5163	0.78538	2.7617	0.83906	0.83906	19.23
26	C	0.25213	3.5214	0.78538	2.7656	0.84142	0.84142	19.28
26	C	0.2528	3.5264	0.78537	2.7695	0.84377	0.84377	19.33
26	C	0.25348	3.5314	0.78539	2.7735	0.84616	0.84616	19.38
26	C	0.25417	3.5364	0.78538	2.7774	0.8486	0.8486	19.43
26	C	0.25491	3.5414	0.78538	2.7813	0.85123	0.85123	19.49
26	C	0.2557	3.5464	0.78538	2.7853	0.85404	0.85404	19.55
26	C	0.25657	3.5514	0.78537	2.7892	0.85712	0.85712	19.62
26	C	0.25752	3.5564	0.78538	2.7932	0.86049	0.86049	19.69
26	C	0.25858	3.5614	0.78539	2.7971	0.86425	0.86425	19.77
26	C	0.2597	3.5664	0.78539	2.801	0.86824	0.86824	19.86
26	C	0.26094	3.5714	0.78539	2.805	0.87267	0.87267	19.95
26	C	0.26232	3.5765	0.78537	2.8089	0.8776	0.8776	20.06
26	C	0.26382	3.5815	0.78539	2.8128	0.88297	0.88297	20.17
26	C	0.26532	3.5865	0.78538	2.8167	0.88834	0.88834	20.29
26	C	0.2667	3.5915	0.78539	2.8207	0.89332	0.89332	20.39
26	C	0.26796	3.5965	0.78538	2.8246	0.89782	0.89782	20.49
26	C	0.26904	3.6015	0.78539	2.8286	0.90174	0.90174	20.57
26	C	0.27001	3.6065	0.78539	2.8325	0.90523	0.90523	20.64
26	C	0.2709	3.6116	0.78538	2.8365	0.90845	0.90845	20.71
26	C	0.27172	3.6166	0.78539	2.8404	0.91139	0.91139	20.77
26	C	0.27243	3.6216	0.78537	2.8443	0.91397	0.91397	20.83
26	C	0.27308	3.6266	0.78539	2.8483	0.91632	0.91632	20.88
26	C	0.27367	3.6316	0.7854	2.8523	0.91848	0.91848	20.92
26	C	0.27421	3.6366	0.78539	2.8562	0.92044	0.92044	20.97
26	C	0.27473	3.6416	0.78538	2.8601	0.92231	0.92231	21.00
26	C	0.27519	3.6467	0.78539	2.8641	0.92401	0.92401	21.04
26	C	0.27565	3.6517	0.78539	2.868	0.92569	0.92569	21.08
26	C	0.27605	3.6567	0.78539	2.8719	0.92714	0.92714	21.11
26	C	0.27644	3.6617	0.78539	2.8759	0.92856	0.92856	21.14
26	C	0.27681	3.6668	0.78539	2.8798	0.92991	0.92991	21.16
26	C	0.27715	3.6718	0.78538	2.8837	0.93118	0.93118	21.19
26	C	0.27749	3.6768	0.78537	2.8877	0.93241	0.93241	21.22
26	C	0.2778	3.6818	0.78538	2.8916	0.93356	0.93356	21.24
26	C	0.27811	3.6868	0.78538	2.8956	0.9347	0.9347	21.26
26	C	0.27839	3.6919	0.78538	2.8995	0.93575	0.93575	21.28
26	C	0.27867	3.6969	0.78539	2.9035	0.93679	0.93679	21.31
26	C	0.27894	3.7020	0.78538	2.9074	0.93779	0.93779	21.33
26	C	0.27921	3.7070	0.7854	2.9114	0.93877	0.93877	21.35
26	C	0.27945	3.7120	0.78538	2.9153	0.93968	0.93968	21.37
26	C	0.2797	3.7170	0.78538	2.9193	0.9406	0.9406	21.38
26	C	0.27994	3.7221	0.78537	2.9232	0.94147	0.94147	21.40
26	C	0.28016	3.7271	0.78539	2.9272	0.94231	0.94231	21.42
26	C	0.28038	3.7321	0.7854	2.9311	0.94314	0.94314	21.44
26	C	0.2806	3.7371	0.7854	2.9351	0.94396	0.94396	21.45
26	C	0.28082	3.7421	0.78538	2.939	0.94478	0.94478	21.47
26	C	0.28104	3.7474	0.78538	2.9432	0.9456	0.9456	21.49
26	C	0.28126	3.7528	0.78539	2.9474	0.94642	0.94642	21.50
26	C	0.28148	3.7582	0.78539	2.9517	0.94723	0.94723	21.52
26	C	0.28169	3.7639	0.78539	2.9562	0.94806	0.94806	21.54
26	C	0.28191	3.7696	0.78539	2.9606	0.94888	0.94888	21.55
26	C	0.28213	3.7753	0.78538	2.9651	0.9497	0.9497	21.57
26	C	0.28235	3.7812	0.78538	2.9697	0.95053	0.95053	21.59
26	C	0.28257	3.7871	0.78539	2.9744	0.95135	0.95135	21.60
26	C	0.28279	3.7930	0.78539	2.979	0.95218	0.95218	21.62
26	C	0.283	3.7987	0.77279	2.9356	0.953	0.953	21.64
26	C	0.28746	3.7995	0.40979	1.557	0.96995	0.96995	22.14
26	C	0.29007	3.7995	0.25968	0.98665	0.97986	0.97986	22.64
26	C	0.29183	3.7995	0.18208	0.6918	0.98653	0.98653	23.14
26	C	0.29311	3.7995	0.13627	0.51775	0.99139	0.99139	23.64
26	C	0.29409	3.7995	0.10708	0.40686	0.99513	0.99513	24.14
26	C	0.29488	3.7994	0.087733	0.33334	0.99815	0.99815	24.64
26	C	0.29532	3.7995	0.077994	0.29634	0.99979	0.99979	24.95
26	D	0.29513	3.6680	-0.78607	-2.8833	-0.00070445	-0.00070445	24.97
26	D	0.29491	3.5354	-0.7857	-2.7778	-0.0014839	0.9983	24.99
26	D	0.29469	3.4333	-0.78541	-2.6966	-0.0022377	0.99755	25.00
26	D	0.29447	3.3862	-0.78541	-2.6596	-0.0029781	0.99681	25.02
26	D	0.29425	3.3709	-0.78542	-2.6476	-0.0037141	0.99607	25.04
26	D	0.29403	3.3634	-0.7854	-2.6416	-0.0044483	0.99534	25.05
26	D	0.29382	3.3576	-0.7854	-2.6371	-0.0051811	0.9946	25.07
26	D	0.2936	3.3523	-0.78541	-2.633	-0.0059128	0.99387	25.09
26	D	0.29338	3.3473	-0.7854	-2.629	-0.0066506	0.99314	25.10
26	D	0.29314	3.3423	-0.7854	-2.625	-0.0074312	0.99235	25.12
26	D	0.2929	3.3373	-0.78539	-2.6211	-0.008247	0.99154	25.14
26	D	0.29266	3.3323	-0.7854	-2.6172	-0.0090615	0.99072	25.16
26	D	0.29238	3.3272	-0.78541	-2.6132	-0.0099621	0.98982	25.18
26	D	0.2921	3.3222	-0.78541	-2.6093	-0.010905	0.98888	25.20
26	D	0.29181	3.3172	-0.7854	-2.6053	-0.011882	0.9879	25.22
26	D	0.29149	3.3122	-0.7854	-2.6014	-0.012916	0.98687	25.25
26	D	0.29116	3.3071	-0.78541	-2.5974	-0.014021	0.98577	25.27
26	D	0.29081	3.3021	-0.7854	-2.5935	-0.015188	0.9846	25.30
26	D	0.29043	3.2971	-0.78541	-2.5896	-0.016448	0.98334	25.33
26	D	0.29003	3.2921	-0.7854	-2.5856	-0.017748	0.98204	25.36
26	D	0.2896	3.2871	-0.78541	-2.5817	-0.019169	0.98062	25.39
26	D	0.28916	3.2820	-0.7854	-2.5777	-0.020616	0.97917	25.42
26	D	0.28867	3.2770	-0.7854	-2.5738	-0.022212	0.97757	25.46
26	D	0.28817	3.2720	-0.7854	-2.5698	-0.023861	0.97592	25.50
26	D	0.2876	3.2670	-0.78541	-2.5659	-0.025723	0.97406	25.54
26	D	0.28698	3.2620	-0.7854	-2.562	-0.027745	0.97204	25.59
26	D	0.2863	3.2570	-0.78541	-2.558	-0.029957	0.96983	25.64
26	D	0.2855	3.2520	-0.7854	-2.5541	-0.032548	0.96724	25.70
26	D	0.2845	3.2470	-0.7854	-2.5502	-0.035794	0.96399	25.78
26	D	0.2829	3.2420	-0.7854	-2.5462	-0.040989	0.9588	25.90
26	D	0.27936	3.2370	-0.78541	-2.5423	-0.052472	0.94731	26.17
26	D	0.27281	3.2332	-0.78541	-2.5394	-0.073644	0.92614	26.67
26	D	0.26627	3.2308	-0.78541	-2.5375	-0.094795	0.90499	27.17
26	D	0.25972	3.2287	-0.78541	-2.5359	-0.11593	0.88385	27.67
26	D	0.25318	3.2268	-0.78541	-2.5344	-0.13706	0.86273	28.17
26	D	0.24663	3.2251	-0.78541	-2.533	-0.15817	0.84161	28.67
26	D	0.24009	3.2232	-0.78541	-2.5315	-0.17927	0.82051	29.17
26	D	0.23354	3.2212	-0.78541	-2.5299	-0.20036	0.79943	29.67
26	D	0.227	3.2191	-0.78541	-2.5283	-0.22144	0.77835	30.17
26	D	0.22045	3.2167	-0.78541	-2.5264	-0.2425	0.75729	30.67
26	D	0.21391	3.2141	-0.78541	-2.5244	-0.26354	0.73625	31.17
26	D	0.20736	3.2113	-0.78541	-2.5222	-0.28457	0.71522	31.67
26	D	0.20082	3.2083	-0.78541	-2.5198	-0.30557	0.69421	32.17
26	D	0.19427	3.2050	-0.78541	-2.5173	-0.32656	0.67323	32.67
26	D	0.18773	3.2015	-0.78541	-2.5145	-0.34752	0.65226	33.17
26	D	0.18118	3.1976	-0.78541	-2.5114	-0.36846	0.63132	33.67
26	D	0.17464	3.1932	-0.78541	-2.508	-0.38937	0.61041	34.17
26	D	0.16856	3.1882	-0.78542	-2.5041	-0.40877	0.59101	34.64
26	D	0.16227	3.1832	-0.78541	-2.5001	-0.42881	0.57097	35.12
26	D	0.1565	3.1782	-0.7854	-2.4962	-0.44717	0.55262	35.56
26	D	0.15123	3.1732	-0.78541	-2.4923	-0.46389	0.53589	35.96
26	D	0.14627	3.1682	-0.78541	-2.4883	-0.4796	0.52018	36.34
26	D	0.14188	3.1632	-0.78541	-2.4844	-0.49353	0.50626	36.68
26	D	0.1377	3.1582	-0.7854	-2.4804	-0.50672	0.49306	37.00
26	D	0.13375	3.1532	-0.78543	-2.4766	-0.51919	0.48059	37.30
26	D	0.12993	3.1482	-0.78541	-2.4726	-0.53124	0.46854	37.59
26	D	0.12596	3.1432	-0.78542	-2.4687	-0.54371	0.45608	37.89
26	D	0.1219	3.1382	-0.7854	-2.4647	-0.55646	0.44333	38.20
26	D	0.11757	3.1331	-0.78542	-2.4608	-0.57005	0.42974	38.53
26	D	0.11287	3.1281	-0.78541	-2.4569	-0.58475	0.41503	38.89
26	D	0.10798	3.1231	-0.78541	-2.4529	-0.60003	0.39976	39.27
26	D	0.10302	3.1181	-0.78541	-2.449	-0.61551	0.38427	39.64
26	D	0.097963	3.1131	-0.78541	-2.4451	-0.63127	0.36851	40.03
26	D	0.09331	3.1081	-0.78541	-2.4411	-0.64575	0.35404	40.39
26	D	0.088996	3.1031	-0.78541	-2.4372	-0.65914	0.34064	40.72
26	D	0.084969	3.0981	-0.78542	-2.4333	-0.67163	0.32815	41.02
26	D	0.081376	3.0931	-0.78543	-2.4294	-0.68275	0.31703	41.30
26	D	0.07816	3.0881	-0.78541	-2.4254	-0.69269	0.30709	41.54
26	D	0.075217	3.0830	-0.78542	-2.4215	-0.70177	0.29801	41.77
26	D	0.072531	3.0780	-0.78541	-2.4175	-0.71005	0.28974	41.97
26	D	0.070101	3.0730	-0.78542	-2.4136	-0.71752	0.28226	42.16
26	D	0.067921	3.0680	-0.78542	-2.4097	-0.72421	0.27557	42.33
26	D	0.065955	3.0630	-0.78542	-2.4057	-0.73024	0.26955	42.48
26	D	0.064144	3.0579	-0.78542	-2.4018	-0.73578	0.264	42.61
26	D	0.062528	3.0529	-0.78541	-2.3978	-0.74072	0.25907	42.74
26	D	0.060983	3.0479	-0.78542	-2.3939	-0.74543	0.25435	42.86
26	D	0.059532	3.0429	-0.78542	-2.39	-0.74985	0.24994	42.97
26	D	0.05814	3.0379	-0.78542	-2.386	-0.75408	0.2457	43.07
26	D	0.056851	3.0329	-0.78541	-2.3821	-0.758	0.24179	43.17
26	D	0.055607	3.0279	-0.78542	-2.3781	-0.76176	0.23802	43.27
26	D	0.054397	3.0229	-0.78541	-2.3742	-0.76543	0.23436	43.36
26	D	0.053234	3.0179	-0.78542	-2.3703	-0.76894	0.23085	43.45
26	D	0.052106	3.0129	-0.78541	-2.3663	-0.77234	0.22745	43.53
26	D	0.051019	3.0078	-0.78542	-2.3624	-0.77561	0.22418	43.62
26	D	0.049968	3.0028	-0.78542	-2.3585	-0.77877	0.22101	43.70
26	D	0.048958	2.9978	-0.78542	-2.3545	-0.7818	0.21798	43.77
26	D	0.047985	2.9928	-0.78541	-2.3506	-0.78472	0.21507	43.85
26	D	0.047025	2.9878	-0.78542	-2.3467	-0.78759	0.2122	43.92
26	D	0.046121	2.9828	-0.78542	-2.3427	-0.79028	0.2095	43.99
26	D	0.045201	2.9778	-0.78541	-2.3388	-0.79303	0.20676	44.06
26	D	0.044337	2.9728	-0.78543	-2.3349	-0.7956	0.20419	44.13
26	D	0.043488	2.9678	-0.78542	-2.3309	-0.79812	0.20167	44.19
26	D	0.042657	2.9628	-0.78541	-2.327	-0.80058	0.1992	44.26
26	D	0.041854	2.9578	-0.78543	-2.3231	-0.80296	0.19683	44.32
26	D	0.041075	2.9528	-0.78542	-2.3192	-0.80526	0.19453	44.38
26	D	0.040294	2.9477	-0.78542	-2.3152	-0.80756	0.19222	44.44
26	D	0.039535	2.9427	-0.78542	-2.3113	-0.8098	0.18999	44.49
26	D	0.038784	2.9377	-0.78539	-2.3073	-0.81201	0.18778	44.55
26	D	0.03808	2.9327	-0.78542	-2.3034	-0.81407	0.18571	44.61
26	D	0.037362	2.9277	-0.78542	-2.2994	-0.81618	0.18361	44.66
26	D	0.036655	2.9227	-0.78543	-2.2955	-0.81824	0.18154	44.71
26	D	0.035965	2.9177	-0.78543	-2.2916	-0.82026	0.17953	44.77
26	D	0.035293	2.9126	-0.78541	-2.2876	-0.82222	0.17757	44.82
26	D	0.034637	2.9076	-0.78543	-2.2837	-0.82413	0.17566	44.87
26	D	0.034002	2.9026	-0.78542	-2.2798	-0.82597	0.17382	44.92
26	D	0.033363	2.8976	-0.78542	-2.2758	-0.82782	0.17196	44.97
26	D	0.032732	2.8926	-0.78542	-2.2719	-0.82965	0.17014	45.01
26	D	0.032104	2.8875	-0.78542	-2.2679	-0.83147	0.16832	45.06
26	D	0.03151	2.8825	-0.78542	-2.264	-0.83318	0.16661	45.11
26	D	0.030908	2.8775	-0.7854	-2.26	-0.83491	0.16487	45.15
26	D	0.030328	2.8725	-0.78541	-2.2561	-0.83658	0.16321	45.20
26	D	0.029756	2.8675	-0.78542	-2.2522	-0.83822	0.16157	45.24
26	D	0.029182	2.8625	-0.78542	-2.2482	-0.83986	0.15992	45.29
26	D	0.028624	2.8575	-0.78542	-2.2443	-0.84146	0.15833	45.33
26	D	0.028061	2.8524	-0.78542	-2.2404	-0.84307	0.15672	45.37
26	D	0.027522	2.8474	-0.78542	-2.2364	-0.8446	0.15518	45.41
26	D	0.026981	2.8424	-0.78541	-2.2324	-0.84614	0.15364	45.45
26	D	0.02646	2.8374	-0.78542	-2.2285	-0.84762	0.15216	45.49
26	D	0.025927	2.8324	-0.78541	-2.2246	-0.84913	0.15066	45.53
26	D	0.025415	2.8273	-0.78541	-2.2206	-0.85058	0.1492	45.57
26	D	0.024911	2.8223	-0.78542	-2.2167	-0.852	0.14778	45.61
26	D	0.024418	2.8173	-0.78543	-2.2128	-0.85339	0.14639	45.65
26	D	0.02392	2.8123	-0.78541	-2.2088	-0.85479	0.14499	45.69
26	D	0.023434	2.8073	-0.78542	-2.2049	-0.85616	0.14362	45.72
26	D	0.022943	2.8022	-0.78542	-2.2009	-0.85754	0.14225	45.76
26	D	0.02248	2.7972	-0.78541	-2.197	-0.85883	0.14095	45.80
26	D	0.022007	2.7922	-0.78542	-2.193	-0.86016	0.13963	45.83
26	D	0.021553	2.7872	-0.78542	-2.1891	-0.86142	0.13836	45.87
26	D	0.021095	2.7822	-0.78542	-2.1852	-0.8627	0.13709	45.90
26	D	0.020658	2.7772	-0.78541	-2.1812	-0.86391	0.13588	45.94
26	D	0.020205	2.7721	-0.78542	-2.1773	-0.86517	0.13462	45.97
26	D	0.019766	2.7671	-0.78542	-2.1733	-0.86638	0.1334	46.00
26	D	0.019341	2.7621	-0.7854	-2.1694	-0.86756	0.13223	46.04
26	D	0.018913	2.7571	-0.78542	-2.1655	-0.86874	0.13105	46.07
26	D	0.01847	2.7521	-0.78541	-2.1615	-0.86996	0.12983	46.10
26	D	0.018056	2.7471	-0.78543	-2.1576	-0.8711	0.12869	46.14
26	D	0.017648	2.7420	-0.78542	-2.1536	-0.87222	0.12757	46.17
26	D	0.017238	2.7370	-0.78541	-2.1497	-0.87334	0.12645	46.20
26	D	0.016843	2.7320	-0.78541	-2.1458	-0.87442	0.12537	46.23
26	D	0.016454	2.7270	-0.78541	-2.1418	-0.87548	0.12431	46.26
26	D	0.016062	2.7220	-0.78541	-2.1379	-0.87655	0.12324	46.29
26	D	0.015675	2.7169	-0.78541	-2.1339	-0.8776	0.12219	46.32
26	D	0.015292	2.7119	-0.78542	-2.13	-0.87864	0.12114	46.35
26	D	0.014918	2.7069	-0.78541	-2.126	-0.87965	0.12013	46.37
26	D	0.014541	2.7019	-0.78542	-2.1221	-0.88067	0.11911	46.40
26	D	0.014179	2.6968	-0.78542	-2.1182	-0.88165	0.11814	46.43
26	D	0.013814	2.6918	-0.78541	-2.1142	-0.88263	0.11715	46.46
26	D	0.013459	2.6868	-0.78542	-2.1103	-0.88359	0.1162	46.49
26	D	0.013101	2.6818	-0.78542	-2.1063	-0.88455	0.11524	46.51
26	D	0.012752	2.6768	-0.78542	-2.1024	-0.88548	0.1143	46.54
26	D	0.012405	2.6718	-0.78542	-2.0985	-0.88641	0.11338	46.57
26	D	0.01206	2.6667	-0.78541	-2.0945	-0.88733	0.11246	46.59
26	D	0.01172	2.6617	-0.78542	-2.0906	-0.88824	0.11155	46.62
26	D	0.011382	2.6567	-0.78542	-2.0866	-0.88914	0.11065	46.65
26	D	0.011044	2.6517	-0.78542	-2.0827	-0.89003	0.10975	46.67
26	D	0.010721	2.6467	-0.78542	-2.0788	-0.89089	0.1089	46.70
26	D	0.010396	2.6416	-0.78542	-2.0748	-0.89175	0.10804	46.72
26	D	0.010064	2.6366	-0.78541	-2.0708	-0.89262	0.10716	46.75
26	D	0.0097478	2.6316	-0.78542	-2.0669	-0.89345	0.10633	46.77
26	D	0.0094423	2.6266	-0.78542	-2.063	-0.89426	0.10553	46.79
26	D	0.0091216	2.6216	-0.78541	-2.0591	-0.8951	0.10469	46.82
26	D	0.008814	2.6166	-0.78543	-2.0552	-0.8959	0.10388	46.84
26	D	0.0085042	2.6116	-0.78541	-2.0512	-0.89671	0.10307	46.86
26	D	0.0082053	2.6066	-0.78542	-2.0473	-0.89749	0.10229	46.89
26	D	0.0079043	2.6016	-0.78541	-2.0433	-0.89828	0.10151	46.91
26	D	0.0076031	2.5965	-0.78542	-2.0394	-0.89906	0.10073	46.93
26	D	0.0073042	2.5915	-0.78541	-2.0354	-0.89983	0.099951	46.96
26	D	0.0070162	2.5865	-0.78542	-2.0315	-0.90058	0.099206	46.98
26	D	0.0067174	2.5815	-0.78541	-2.0275	-0.90135	0.098434	47.00
26	D	0.0064272	2.5765	-0.78543	-2.0236	-0.9021	0.097686	47.02
26	D	0.0061371	2.5714	-0.78541	-2.0196	-0.90285	0.096939	47.05
26	D	0.0058556	2.5664	-0.7854	-2.0157	-0.90357	0.096217	47.07
26	D	0.0055764	2.5614	-0.78542	-2.0118	-0.90429	0.095501	47.09
26	D	0.0052971	2.5564	-0.78541	-2.0078	-0.905	0.094786	47.11
26	D	0.0050222	2.5513	-0.78541	-2.0038	-0.9057	0.094085	47.13
26	D	0.0047429	2.5463	-0.78541	-1.9999	-0.90641	0.093373	47.15
26	D	0.0044702	2.5413	-0.78542	-1.9959	-0.90711	0.09268	47.17
26	D	0.004204	2.5363	-0.78541	-1.992	-0.90778	0.092004	47.19
26	D	0.0039313	2.5312	-0.78541	-1.9881	-0.90847	0.091314	47.21
26	D	0.0036652	2.5262	-0.78541	-1.9841	-0.90915	0.090641	47.23
26	D	0.0034034	2.5212	-0.78543	-1.9802	-0.90981	0.08998	47.25
26	D	0.0031416	2.5161	-0.78541	-1.9762	-0.91046	0.089321	47.27
26	D	0.0028797	2.5111	-0.78541	-1.9722	-0.91112	0.088663	47.29
26	D	0.0026158	2.5061	-0.78541	-1.9683	-0.91178	0.088001	47.31
26	D	0.0023583	2.5010	-0.78542	-1.9643	-0.91243	0.087357	47.33
26	D	0.0023038	2.4999	-0.78542	-1.9635	-0.91257	0.087221	47.34
27	C	0	2.6811	0.7832	2.0998	0.00053368	0.00053368	0.02
27	C	0.00021816	2.7829	0.78536	2.1856	0.0011363	0.0011363	0.03
27	C	0.00043635	2.8428	0.7854	2.2328	0.0017537	0.0017537	0.05
27	C	0.00065452	2.8807	0.78541	2.2625	0.0023804	0.0023804	0.07
27	C	0.00087268	2.9069	0.7854	2.2831	0.0030133	0.0030133	0.08
27	C	0.0010908	2.9264	0.78541	2.2984	0.0036507	0.0036507	0.10
27	C	0.001309	2.9425	0.78542	2.3111	0.0042918	0.0042918	0.12
27	C	0.0015272	2.9563	0.7854	2.3219	0.0049361	0.0049361	0.13
27	C	0.0017454	2.9685	0.78542	2.3315	0.0055831	0.0055831	0.15
27	C	0.0019635	2.9796	0.78542	2.3403	0.0062326	0.0062326	0.17
27	C	0.0021817	2.9898	0.78541	2.3482	0.0068843	0.0068843	0.18
27	C	0.0023998	2.9993	0.78541	2.3557	0.0075381	0.0075381	0.20
27	C	0.002618	3.0082	0.7854	2.3626	0.008194	0.008194	0.22
27	C	0.0028362	3.0165	0.78541	2.3692	0.0088516	0.0088516	0.23
27	C	0.0030544	3.0243	0.78541	2.3753	0.009511	0.009511	0.25
27	C	0.0032726	3.0318	0.78542	2.3812	0.010172	0.010172	0.27
27	C	0.0034907	3.0390	0.7854	2.3868	0.010835	0.010835	0.28
27	C	0.0037089	3.0458	0.78541	2.3922	0.011499	0.011499	0.30
27	C	0.003927	3.0523	0.78541	2.3973	0.012164	0.012164	0.32
27	C	0.0041452	3.0586	0.78541	2.4022	0.012831	0.012831	0.33
27	C	0.0043634	3.0646	0.78541	2.407	0.0135	0.0135	0.35
27	C	0.0045815	3.0704	0.78541	2.4115	0.014169	0.014169	0.37
27	C	0.0047997	3.0758	0.7854	2.4158	0.01484	0.01484	0.38
27	C	0.0050179	3.0813	0.78541	2.4201	0.015512	0.015512	0.40
27	C	0.0052361	3.0864	0.78542	2.4241	0.016185	0.016185	0.42
27	C	0.0054586	3.0914	0.7854	2.428	0.016873	0.016873	0.43
27	C	0.0056899	3.0965	0.78541	2.432	0.017588	0.017588	0.45
27	C	0.0059364	3.1015	0.78541	2.4359	0.018353	0.018353	0.47
27	C	0.0061807	3.1065	0.78542	2.4399	0.019111	0.019111	0.49
27	C	0.0064403	3.1115	0.78541	2.4438	0.019919	0.019919	0.51
27	C	0.0067087	3.1165	0.78541	2.4478	0.020755	0.020755	0.53
27	C	0.0069858	3.1216	0.7854	2.4517	0.021619	0.021619	0.55
27	C	0.0072716	3.1266	0.78541	2.4556	0.022512	0.022512	0.57
27	C	0.0075618	3.1316	0.78542	2.4596	0.023421	0.023421	0.59
27	C	0.0078781	3.1366	0.78542	2.4635	0.024412	0.024412	0.62
27	C	0.0081966	3.1416	0.78541	2.4675	0.025412	0.025412	0.64
27	C	0.0085348	3.1467	0.78541	2.4714	0.026476	0.026476	0.67
27	C	0.0088838	3.1517	0.78541	2.4754	0.027576	0.027576	0.70
27	C	0.009246	3.1567	0.78541	2.4793	0.028718	0.028718	0.72
27	C	0.0096256	3.1617	0.78541	2.4833	0.029918	0.029918	0.75
27	C	0.010021	3.1667	0.78542	2.4872	0.031167	0.031167	0.78
27	C	0.010433	3.1718	0.78539	2.4911	0.032475	0.032475	0.81
27	C	0.010882	3.1768	0.78541	2.4951	0.033901	0.033901	0.85
27	C	0.011325	3.1818	0.7854	2.499	0.03531	0.03531	0.88
27	C	0.011805	3.1868	0.78541	2.5029	0.036838	0.036838	0.92
27	C	0.012322	3.1918	0.78542	2.5069	0.038488	0.038488	0.96
27	C	0.012824	3.1968	0.78541	2.5108	0.040091	0.040091	1.00
27	C	0.013378	3.2018	0.78541	2.5147	0.041864	0.041864	1.04
27	C	0.013961	3.2068	0.78541	2.5187	0.043731	0.043731	1.08
27	C	0.014576	3.2118	0.7854	2.5226	0.045706	0.045706	1.13
27	C	0.015211	3.2169	0.78541	2.5266	0.047747	0.047747	1.18
27	C	0.015887	3.2219	0.7854	2.5305	0.049924	0.049924	1.23
27	C	0.016609	3.2269	0.7854	2.5344	0.052253	0.052253	1.29
27	C	0.017351	3.2319	0.7854	2.5383	0.054649	0.054649	1.34
27	C	0.01816	3.2369	0.78541	2.5423	0.057267	0.057267	1.40
27	C	0.019	3.2419	0.78541	2.5462	0.059988	0.059988	1.47
27	C	0.01993	3.2469	0.78541	2.5502	0.063004	0.063004	1.54
27	C	0.020898	3.2519	0.78541	2.5541	0.066152	0.066152	1.61
27	C	0.021981	3.2570	0.7854	2.558	0.069674	0.069674	1.70
27	C	0.023152	3.2620	0.78541	2.562	0.073493	0.073493	1.79
27	C	0.024527	3.2670	0.78541	2.5659	0.07798	0.07798	1.89
27	C	0.026071	3.2720	0.7854	2.5699	0.083031	0.083031	2.01
27	C	0.027923	3.2770	0.78542	2.5738	0.089096	0.089096	2.15
27	C	0.030441	3.2820	0.78541	2.5777	0.097354	0.097354	2.34
27	C	0.036709	3.2870	0.7854	2.5817	0.11794	0.11794	2.82
27	C	0.043254	3.2884	0.78541	2.5827	0.13946	0.13946	3.32
27	C	0.049799	3.2899	0.78541	2.584	0.16099	0.16099	3.82
27	C	0.056344	3.2919	0.78541	2.5855	0.18253	0.18253	4.32
27	C	0.062889	3.2944	0.78541	2.5874	0.20409	0.20409	4.82
27	C	0.069434	3.2973	0.78541	2.5897	0.22566	0.22566	5.32
27	C	0.07598	3.3006	0.78541	2.5923	0.24725	0.24725	5.82
27	C	0.082525	3.3044	0.78541	2.5953	0.26887	0.26887	6.32
27	C	0.08907	3.3088	0.78541	2.5988	0.29051	0.29051	6.82
27	C	0.095222	3.3138	0.78541	2.6027	0.31089	0.31089	7.29
27	C	0.10122	3.3188	0.78541	2.6066	0.33077	0.33077	7.75
27	C	0.10722	3.3238	0.78542	2.6106	0.3507	0.3507	8.21
27	C	0.1131	3.3289	0.78542	2.6145	0.37028	0.37028	8.66
27	C	0.11895	3.3339	0.78541	2.6184	0.38975	0.38975	9.10
27	C	0.12487	3.3389	0.78541	2.6224	0.4095	0.4095	9.56
27	C	0.13079	3.3439	0.78542	2.6263	0.42929	0.42929	10.01
27	C	0.13698	3.3489	0.78541	2.6303	0.45001	0.45001	10.48
27	C	0.14323	3.3539	0.78539	2.6341	0.47095	0.47095	10.96
27	C	0.14976	3.3589	0.78541	2.6381	0.49287	0.49287	11.46
27	C	0.156	3.3639	0.78539	2.642	0.51382	0.51382	11.93
27	C	0.16254	3.3684	0.7854	2.6456	0.53586	0.53586	12.43
27	C	0.16864	3.3734	0.78542	2.6495	0.55641	0.55641	12.90
27	C	0.17518	3.3777	0.78541	2.6529	0.57851	0.57851	13.40
