x-axis (inverse cm), DICING_transmission_spectrum (percent), PDMS_transmission_spectrum (percent), x-axis (inverse cm), KAPTON_transmission_spectrum (percent), PMMA_transmission_spectrum (percent)
3175.98612,1.05377,1.05481,3175.98612,1.05109,1.00978
3174.05777,1.05361,1.0546,3174.05777,1.05114,1.0097
3172.12943,1.0535,1.05435,3172.12943,1.05111,1.0095
3170.20108,1.05356,1.05426,3170.20108,1.05105,1.00939
3168.27274,1.05371,1.05435,3168.27274,1.05099,1.00946
3166.34439,1.05378,1.0545,3166.34439,1.05096,1.00964
3164.41604,1.05384,1.05461,3164.41604,1.051,1.00982
3162.4877,1.05392,1.05462,3162.4877,1.05106,1.00991
3160.55935,1.05388,1.05456,3160.55935,1.05106,1.00984
3158.63101,1.05375,1.05452,3158.63101,1.05099,1.00967
3156.70266,1.05367,1.05453,3156.70266,1.05093,1.00956
3154.77431,1.05373,1.05458,3154.77431,1.05095,1.00958
3152.84597,1.05379,1.05466,3152.84597,1.05103,1.00968
3150.91762,1.05374,1.0547,3150.91762,1.05116,1.00974
3148.98927,1.05369,1.05468,3148.98927,1.05131,1.00967
3147.06093,1.05374,1.0546,3147.06093,1.05135,1.00951
3145.13258,1.05382,1.05446,3145.13258,1.05126,1.00932
3143.20424,1.05384,1.05431,3143.20424,1.05117,1.00915
3141.27589,1.05386,1.05431,3141.27589,1.05117,1.00903
3139.34754,1.05397,1.05446,3139.34754,1.05117,1.0089
3137.4192,1.0541,1.05461,3137.4192,1.05114,1.00872
3135.49085,1.05422,1.05475,3135.49085,1.05115,1.00855
3133.56251,1.05431,1.05486,3133.56251,1.05119,1.00839
3131.63416,1.05428,1.05481,3131.63416,1.05116,1.00815
3129.70581,1.05418,1.05473,3129.70581,1.05114,1.00785
3127.77747,1.05419,1.05481,3127.77747,1.05123,1.00747
3125.84912,1.05435,1.05496,3125.84912,1.05141,1.00701
3123.92077,1.0545,1.055,3123.92077,1.05154,1.00651
3121.99243,1.05449,1.0549,3121.99243,1.05152,1.00595
3120.06408,1.05438,1.05478,3120.06408,1.05141,1.0053
3118.13574,1.05438,1.05479,3118.13574,1.05137,1.00468
3116.20739,1.05457,1.0549,3116.20739,1.05142,1.00417
3114.27904,1.05473,1.05497,3114.27904,1.05143,1.00366
3112.3507,1.05474,1.05497,3112.3507,1.05135,1.0031
3110.42235,1.05475,1.05505,3110.42235,1.05126,1.00259
3108.49401,1.05484,1.05519,3108.49401,1.0512,1.00218
3106.56566,1.0549,1.0553,3106.56566,1.05116,1.00169
3104.63731,1.05493,1.05542,3104.63731,1.05106,1.00106
3102.70897,1.05501,1.05557,3102.70897,1.05096,1.00033
3100.78062,1.05516,1.05568,3100.78062,1.05102,0.99951
3098.85227,1.05519,1.05567,3098.85227,1.05126,0.99861
3096.92393,1.05509,1.05563,3096.92393,1.0515,0.99774
3094.99558,1.05507,1.05568,3094.99558,1.0517,0.99717
3093.06724,1.05522,1.05581,3093.06724,1.05191,0.99711
3091.13889,1.05536,1.0559,3091.13889,1.05205,0.99742
3089.21054,1.05541,1.05595,3089.21054,1.05201,0.9978
3087.2822,1.05537,1.056,3087.2822,1.05179,0.9981
3085.35385,1.05521,1.056,3085.35385,1.05147,0.99831
3083.42551,1.055,1.05591,3083.42551,1.05121,0.99847
3081.49716,1.05489,1.05585,3081.49716,1.05113,0.99857
3079.56881,1.05491,1.05589,3079.56881,1.05114,0.99857
3077.64047,1.05499,1.05592,3077.64047,1.05117,0.99848
3075.71212,1.05504,1.0559,3075.71212,1.05126,0.99839
3073.78377,1.05501,1.05586,3073.78377,1.05128,0.99829
3071.85543,1.0549,1.05584,3071.85543,1.05116,0.99822
3069.92708,1.05486,1.05587,3069.92708,1.05106,0.99834
3067.99874,1.05499,1.05594,3067.99874,1.05109,0.99864
3066.07039,1.05519,1.05595,3066.07039,1.05118,0.99897
3064.14204,1.05531,1.05581,3064.14204,1.05127,0.99928
3062.2137,1.05539,1.05562,3062.2137,1.05135,0.99961
3060.28535,1.0554,1.05553,3060.28535,1.05127,0.99985
3058.35701,1.05527,1.05553,3058.35701,1.05095,0.99989
3056.42866,1.05506,1.05553,3056.42866,1.05059,0.99979
3054.50031,1.05491,1.05551,3054.50031,1.0504,0.99974
3052.57197,1.05484,1.05545,3052.57197,1.05048,0.9998
3050.64362,1.05481,1.0554,3050.64362,1.05084,0.99996
3048.71527,1.05473,1.05544,3048.71527,1.05141,1.00021
3046.78693,1.05459,1.05549,3046.78693,1.05199,1.00055
3044.85858,1.05451,1.05544,3044.85858,1.05235,1.00086
3042.93024,1.05453,1.05534,3042.93024,1.05246,1.00104
3041.00189,1.05454,1.05524,3041.00189,1.05243,1.00105
3039.07354,1.05447,1.0552,3039.07354,1.05238,1.00109
3037.1452,1.0544,1.0553,3037.1452,1.05239,1.0014
3035.21685,1.05444,1.0555,3035.21685,1.05247,1.00193
3033.28851,1.05454,1.05572,3033.28851,1.05251,1.00245
3031.36016,1.05455,1.05575,3031.36016,1.05229,1.00285
3029.43181,1.05435,1.05552,3029.43181,1.05175,1.00328
3027.50347,1.05405,1.0552,3027.50347,1.05112,1.00394
3025.57512,1.05377,1.05497,3025.57512,1.05055,1.00478
3023.64677,1.05351,1.05486,3023.64677,1.04992,1.00556
3021.71843,1.05324,1.05474,3021.71843,1.0491,1.00618
3019.79008,1.05306,1.05462,3019.79008,1.048,1.00675
3017.86174,1.05296,1.05451,3017.86174,1.04677,1.00729
3015.93339,1.0528,1.05444,3015.93339,1.04568,1.00775
3014.00504,1.05252,1.05433,3014.00504,1.04495,1.00809
3012.0767,1.0522,1.05414,3012.0767,1.04457,1.00818
3010.14835,1.05188,1.05392,3010.14835,1.04435,1.00792
3008.22001,1.0515,1.05373,3008.22001,1.0441,1.00743
3006.29166,1.05103,1.05353,3006.29166,1.04378,1.00705
3004.36331,1.05054,1.05329,3004.36331,1.04339,1.00688
3002.43497,1.04999,1.05295,3002.43497,1.04299,1.00682
3000.50662,1.04931,1.05252,3000.50662,1.0426,1.00676
2998.57827,1.04848,1.0521,2998.57827,1.04214,1.00666
2996.64993,1.04735,1.05146,2996.64993,1.04151,1.0065
2994.72158,1.04599,1.05066,2994.72158,1.0407,1.00642
2992.79324,1.04443,1.04973,2992.79324,1.03991,1.00642
2990.86489,1.04263,1.04863,2990.86489,1.03918,1.00621
2988.93654,1.04056,1.04727,2988.93654,1.03847,1.00587
2987.0082,1.03816,1.04557,2987.0082,1.03773,1.00565
2985.07985,1.03538,1.04344,2985.07985,1.03689,1.00558
2983.1515,1.03215,1.04078,2983.1515,1.03586,1.00558
2981.22316,1.0284,1.03743,2981.22316,1.03464,1.0055
2979.29481,1.02418,1.03321,2979.29481,1.0333,1.0052
2977.36647,1.01963,1.02776,2977.36647,1.03178,1.00476
2975.43812,1.01464,1.0206,2975.43812,1.02983,1.00414
2973.50977,1.00903,1.01148,2973.50977,1.0275,1.00324
2971.58143,1.00289,1.00054,2971.58143,1.02545,1.00216
2969.65308,0.99653,0.98809,2969.65308,1.0244,1.00109
2967.72474,0.99028,0.9749,2967.72474,1.02446,0.99994
2965.79639,0.9847,0.96262,2965.79639,1.02517,0.99857
2963.86804,0.98071,0.95384,2963.86804,1.02605,0.99725
2961.9397,0.97914,0.95128,2961.9397,1.02709,0.99634
2960.01135,0.98017,0.95625,2960.01135,1.02836,0.99584
2958.083,0.98321,0.96753,2958.083,1.02966,0.9955
2956.15466,0.98742,0.98205,2956.15466,1.03084,0.99517
2954.22631,0.99212,0.99668,2954.22631,1.03209,0.99478
2952.29797,0.99676,1.0095,2952.29797,1.03358,0.99416
2950.36962,1.00096,1.01992,2950.36962,1.03527,0.99334
2948.44127,1.00439,1.02799,2948.44127,1.03704,0.99247
2946.51293,1.00662,1.03396,2946.51293,1.03876,0.99147
2944.58458,1.00751,1.03828,2944.58458,1.04038,0.99024
2942.65624,1.00731,1.04149,2942.65624,1.0419,0.98896
2940.72789,1.00627,1.04397,2940.72789,1.04324,0.98774
2938.79954,1.00467,1.04595,2938.79954,1.04439,0.98657
2936.8712,1.0029,1.04767,2936.8712,1.04548,0.98544
2934.94285,1.00121,1.04914,2934.94285,1.0465,0.98432
2933.0145,0.99986,1.05022,2933.0145,1.0473,0.98325
2931.08616,0.99912,1.05101,2931.08616,1.04779,0.98239
2929.15781,0.99895,1.05164,2929.15781,1.04807,0.98181
2927.22947,0.99929,1.0521,2927.22947,1.04836,0.98143
2925.30112,1.00007,1.05228,2925.30112,1.04868,0.98118
2923.37277,1.00092,1.05206,2923.37277,1.0487,0.98107
2921.44443,1.00148,1.05141,2921.44443,1.04824,0.98114
2919.51608,1.00177,1.05048,2919.51608,1.04745,0.98156
2917.58774,1.00188,1.04939,2917.58774,1.04656,0.98251
2915.65939,1.00199,1.04826,2915.65939,1.04569,0.98401
2913.73104,1.00245,1.04708,2913.73104,1.04476,0.98578
2911.8027,1.00334,1.04566,2911.8027,1.04359,0.98748
2909.87435,1.00453,1.044,2909.87435,1.04231,0.98898
2907.946,1.00607,1.04238,2907.946,1.04139,0.99022
2906.01766,1.00817,1.04121,2906.01766,1.04127,0.99122
2904.08931,1.01098,1.04082,2904.08931,1.04204,0.99217
2902.16097,1.01436,1.04135,2902.16097,1.0433,0.99315
2900.23262,1.01796,1.04263,2900.23262,1.04453,0.99403
2898.30427,1.02143,1.04421,2898.30427,1.04544,0.99481
2896.37593,1.02458,1.04573,2896.37593,1.04603,0.99553
2894.44758,1.02727,1.04709,2894.44758,1.04636,0.99623
2892.51924,1.02949,1.04832,2892.51924,1.0465,0.99701
2890.59089,1.03128,1.04932,2890.59089,1.04655,0.99783
2888.66254,1.03269,1.05004,2888.66254,1.04664,0.99863
2886.7342,1.03366,1.0507,2886.7342,1.04685,0.9994
2884.80585,1.03409,1.05132,2884.80585,1.04713,1.00008
2882.8775,1.03383,1.05169,2882.8775,1.04732,1.00054
2880.94916,1.03293,1.05185,2880.94916,1.04746,1.00078
2879.02081,1.03164,1.05214,2879.02081,1.04775,1.00092
2877.09247,1.0303,1.05271,2877.09247,1.04824,1.00105
2875.16412,1.02922,1.05335,2875.16412,1.04869,1.00118
2873.23577,1.0286,1.05384,2873.23577,1.04904,1.00113
2871.30743,1.02859,1.05413,2871.30743,1.04932,1.00073
2869.37908,1.0291,1.05431,2869.37908,1.04958,1.00009
2867.45074,1.02982,1.05455,2867.45074,1.0499,0.9994
2865.52239,1.0303,1.05492,2865.52239,1.05037,0.99869
2863.59404,1.03031,1.05531,2863.59404,1.05082,0.99793
2861.6657,1.03005,1.05562,2861.6657,1.05117,0.99713
2859.73735,1.02993,1.05591,2859.73735,1.05153,0.99634
2857.809,1.03029,1.05618,2857.809,1.05186,0.99561
2855.88066,1.03131,1.05636,2855.88066,1.0521,0.99503
2853.95231,1.03292,1.05642,2853.95231,1.05229,0.99467
2852.02397,1.03485,1.05632,2852.02397,1.05238,0.9945
2850.09562,1.03687,1.05614,2850.09562,1.05236,0.99477
2848.16727,1.0389,1.05597,2848.16727,1.05239,0.99591
2846.23893,1.04091,1.0558,2846.23893,1.05252,0.99789
2844.31058,1.0428,1.05565,2844.31058,1.05263,1.00012
2842.38224,1.04449,1.05554,2842.38224,1.05263,1.00216
2840.45389,1.04597,1.0554,2840.45389,1.05259,1.0039
2838.52554,1.04725,1.05524,2838.52554,1.05259,1.00532
2836.5972,1.04833,1.05518,2836.5972,1.05263,1.00643
2834.66885,1.04921,1.05522,2834.66885,1.05271,1.00737
2832.7405,1.04989,1.05522,2832.7405,1.05284,1.0082
2830.81216,1.05051,1.0552,2830.81216,1.05304,1.00891
2828.88381,1.05107,1.05523,2828.88381,1.05321,1.00947
2826.95547,1.05136,1.05522,2826.95547,1.05322,1.00994
2825.02712,1.05134,1.05514,2825.02712,1.05316,1.01037
2823.09877,1.0512,1.05508,2823.09877,1.05314,1.01072
2821.17043,1.05102,1.05508,2821.17043,1.05316,1.01097
2819.24208,1.05089,1.05506,2819.24208,1.05314,1.01114
2817.31374,1.05094,1.055,2817.31374,1.05311,1.01128
2815.38539,1.0512,1.05497,2815.38539,1.05315,1.01142
2813.45704,1.05162,1.05497,2813.45704,1.05323,1.01153
2811.5287,1.05212,1.05494,2811.5287,1.05326,1.01159
2809.60035,1.05261,1.05492,2809.60035,1.05331,1.01164
2807.672,1.053,1.05491,2807.672,1.0534,1.01167
2805.74366,1.05328,1.05486,2805.74366,1.05345,1.01161
2803.81531,1.05346,1.05477,2803.81531,1.05344,1.01152
2801.88697,1.05358,1.0547,2801.88697,1.05346,1.01149
2799.95862,1.05368,1.05468,2799.95862,1.05358,1.01151
2798.03027,1.05383,1.05475,2798.03027,1.05374,1.01156
2796.10193,1.054,1.05486,2796.10193,1.05384,1.01153
2794.17358,1.05413,1.0549,2794.17358,1.05387,1.01135
2792.24524,1.05432,1.05499,2792.24524,1.05394,1.01119
2790.31689,1.05461,1.05524,2790.31689,1.05413,1.01112
2788.38854,1.0548,1.05552,2788.38854,1.05431,1.01101
2786.4602,1.05482,1.05569,2786.4602,1.05437,1.01078
2784.53185,1.05483,1.05578,2784.53185,1.05436,1.01048
2782.6035,1.05493,1.05589,2782.6035,1.05441,1.01022
2780.67516,1.05502,1.05606,2780.67516,1.0545,1.01007
2778.74681,1.05502,1.0562,2778.74681,1.05454,1.01006
2776.81847,1.05498,1.05625,2776.81847,1.05448,1.01017
2774.89012,1.05506,1.05636,2774.89012,1.05445,1.01038
2772.96177,1.05523,1.05655,2772.96177,1.05447,1.01066
2771.03343,1.05533,1.05668,2771.03343,1.05445,1.01093
2769.10508,1.05534,1.05679,2769.10508,1.05443,1.01119
2767.17674,1.05534,1.05693,2767.17674,1.05452,1.01142
2765.24839,1.05531,1.05697,2765.24839,1.0546,1.01158
2763.32004,1.05523,1.05695,2763.32004,1.05459,1.01167
2761.3917,1.05519,1.05696,2761.3917,1.0546,1.01179
2759.46335,1.05522,1.057,2759.46335,1.05461,1.01193
2757.535,1.05523,1.05697,2757.535,1.05459,1.012
2755.60666,1.05516,1.05689,2755.60666,1.0545,1.01201
2753.67831,1.05511,1.05688,2753.67831,1.05445,1.01205
2751.74997,1.05514,1.05696,2751.74997,1.05452,1.01219
2749.82162,1.05513,1.05706,2749.82162,1.05456,1.01228
2747.89327,1.05506,1.05715,2747.89327,1.05448,1.01225
2745.96493,1.05502,1.05722,2745.96493,1.05443,1.01218
2744.03658,1.05497,1.05719,2744.03658,1.05444,1.01213
2742.10824,1.05486,1.05711,2742.10824,1.05445,1.01213
2740.17989,1.05484,1.05711,2740.17989,1.05449,1.01221
2738.25154,1.05497,1.05716,2738.25154,1.05464,1.01237
2736.3232,1.05508,1.05711,2736.3232,1.05489,1.01248
2734.39485,1.05507,1.05699,2734.39485,1.05507,1.0125
2732.4665,1.05502,1.05698,2732.4665,1.0551,1.01249
2730.53816,1.05504,1.05714,2730.53816,1.05506,1.01253
2728.60981,1.05515,1.05735,2728.60981,1.05513,1.01265
2726.68147,1.05527,1.05744,2726.68147,1.05525,1.01279
2724.75312,1.05531,1.05742,2724.75312,1.05529,1.01287
2722.82477,1.05532,1.05737,2722.82477,1.05527,1.01294
2720.89643,1.05528,1.05728,2720.89643,1.05528,1.01295
2718.96808,1.05521,1.05717,2718.96808,1.0553,1.01287
2717.03974,1.05522,1.05712,2717.03974,1.0553,1.01284
2715.11139,1.05539,1.05715,2715.11139,1.05531,1.01296
2713.18304,1.05555,1.05721,2713.18304,1.05533,1.01315
2711.2547,1.05555,1.05725,2711.2547,1.05534,1.01321
2709.32635,1.05548,1.05725,2709.32635,1.05538,1.01317
2707.398,1.05544,1.05727,2707.398,1.05552,1.01321
2705.46966,1.05542,1.05727,2705.46966,1.05562,1.01334
2703.54131,1.05539,1.05725,2703.54131,1.05561,1.01346
2701.61297,1.05537,1.05722,2701.61297,1.05557,1.01353
2699.68462,1.05538,1.05719,2699.68462,1.05551,1.01355
2697.75627,1.05536,1.05715,2697.75627,1.05545,1.01355
2695.82793,1.05533,1.05712,2695.82793,1.05541,1.01353
2693.89958,1.0554,1.0572,2693.89958,1.05544,1.01363
2691.97124,1.05549,1.05734,2691.97124,1.05543,1.01378
2690.04289,1.05542,1.05732,2690.04289,1.05527,1.01389
2688.11454,1.05535,1.05724,2688.11454,1.05515,1.01397
2686.1862,1.05546,1.05727,2686.1862,1.05521,1.01405
2684.25785,1.0556,1.05731,2684.25785,1.05528,1.01403
2682.3295,1.05559,1.05725,2682.3295,1.0553,1.01397
2680.40116,1.05548,1.05717,2680.40116,1.05535,1.01393
2678.47281,1.05539,1.05717,2678.47281,1.05544,1.01399
2676.54447,1.0554,1.05723,2676.54447,1.05551,1.01412
2674.61612,1.05547,1.05724,2674.61612,1.05557,1.01419
2672.68777,1.05553,1.05718,2672.68777,1.05563,1.01415
2670.75943,1.05557,1.0571,2670.75943,1.05569,1.0141
2668.83108,1.0556,1.05705,2668.83108,1.05569,1.01409
2666.90274,1.05558,1.05703,2666.90274,1.05567,1.01407
2664.97439,1.05555,1.05703,2664.97439,1.05569,1.01402
2663.04604,1.05555,1.057,2663.04604,1.05572,1.014
2661.1177,1.05555,1.05697,2661.1177,1.05576,1.01404
2659.18935,1.05555,1.05696,2659.18935,1.05577,1.01416
2657.261,1.05555,1.05697,2657.261,1.05573,1.01426
2655.33266,1.05558,1.05694,2655.33266,1.05565,1.01435
2653.40431,1.05564,1.057,2653.40431,1.05565,1.01444
2651.47597,1.05565,1.05712,2651.47597,1.05573,1.0145
2649.54762,1.05562,1.05719,2649.54762,1.05581,1.01451
2647.61927,1.05561,1.05721,2647.61927,1.05586,1.01451
2645.69093,1.0556,1.05723,2645.69093,1.05582,1.01454
2643.76258,1.05554,1.0572,2643.76258,1.05569,1.01463
2641.83424,1.05548,1.05718,2641.83424,1.05556,1.01473
2639.90589,1.05553,1.05721,2639.90589,1.05551,1.01481
2637.97754,1.05564,1.05727,2637.97754,1.05547,1.01483
2636.0492,1.05568,1.05733,2636.0492,1.05543,1.01478
2634.12085,1.05572,1.05743,2634.12085,1.05537,1.01472
2632.1925,1.05574,1.05752,2632.1925,1.05531,1.01469
2630.26416,1.05573,1.05752,2630.26416,1.05526,1.01469
2628.33581,1.05577,1.05749,2628.33581,1.05524,1.01469
2626.40747,1.05578,1.05752,2626.40747,1.05524,1.01468
2624.47912,1.05571,1.05752,2624.47912,1.05522,1.01464
2622.55077,1.05567,1.05749,2622.55077,1.05521,1.01458
2620.62243,1.05574,1.05751,2620.62243,1.05524,1.01456
2618.69408,1.0558,1.05754,2618.69408,1.05524,1.01458
2616.76574,1.05578,1.05748,2616.76574,1.0552,1.01461
2614.83739,1.05577,1.05738,2614.83739,1.05519,1.01461
2612.90904,1.05586,1.05738,2612.90904,1.05525,1.01458
2610.9807,1.05594,1.0575,2610.9807,1.05535,1.01455
2609.05235,1.0559,1.05762,2609.05235,1.05538,1.01448
2607.124,1.05579,1.0576,2607.124,1.05531,1.01436
2605.19566,1.05574,1.05748,2605.19566,1.05517,1.01421
2603.26731,1.05576,1.05743,2603.26731,1.05508,1.01404
2601.33897,1.05581,1.05748,2601.33897,1.05507,1.01391
2599.41062,1.0558,1.05753,2599.41062,1.05506,1.01386
2597.48227,1.05573,1.05757,2597.48227,1.05496,1.01387
2595.55393,1.05575,1.05762,2595.55393,1.05485,1.01387
2593.62558,1.05587,1.05764,2593.62558,1.05478,1.0138
2591.69724,1.05592,1.05757,2591.69724,1.05467,1.01361
2589.76889,1.05585,1.05748,2589.76889,1.05453,1.01336
2587.84054,1.05585,1.05748,2587.84054,1.05452,1.01323
2585.9122,1.05591,1.05757,2585.9122,1.05458,1.01329
2583.98385,1.05596,1.05761,2583.98385,1.05457,1.01343
2582.0555,1.056,1.05758,2582.0555,1.05455,1.01355
2580.12716,1.056,1.05751,2580.12716,1.05455,1.01361
2578.19881,1.05596,1.0575,2578.19881,1.05454,1.01364
2576.27047,1.056,1.05758,2576.27047,1.05455,1.01373
2574.34212,1.05607,1.05768,2574.34212,1.0546,1.01389
2572.41377,1.056,1.0577,2572.41377,1.05462,1.01399
2570.48543,1.05586,1.05766,2570.48543,1.05457,1.01404
2568.55708,1.05583,1.05765,2568.55708,1.05453,1.01416
2566.62874,1.05589,1.05763,2566.62874,1.05453,1.01432
2564.70039,1.05593,1.05762,2564.70039,1.05455,1.01442
2562.77204,1.05592,1.05767,2562.77204,1.05458,1.0145
2560.8437,1.0559,1.05773,2560.8437,1.0546,1.01458
2558.91535,1.05591,1.05774,2558.91535,1.0546,1.01459
2556.987,1.05594,1.05772,2556.987,1.0546,1.0145
2555.05866,1.05601,1.05773,2555.05866,1.05461,1.01444
2553.13031,1.0561,1.05772,2553.13031,1.05459,1.01445
2551.20197,1.05621,1.05772,2551.20197,1.05457,1.01453
2549.27362,1.05631,1.05775,2549.27362,1.0546,1.01466
2547.34527,1.0563,1.05775,2547.34527,1.05458,1.01471
2545.41693,1.05621,1.0577,2545.41693,1.05447,1.01459
2543.48858,1.05613,1.05767,2543.48858,1.05442,1.01441
2541.56024,1.05614,1.05767,2541.56024,1.05448,1.01426
2539.63189,1.05618,1.05768,2539.63189,1.05457,1.01411
2537.70354,1.05614,1.05763,2537.70354,1.05456,1.01395
2535.7752,1.05602,1.05753,2535.7752,1.05448,1.01378
2533.84685,1.05596,1.05744,2533.84685,1.05441,1.01369
2531.9185,1.05605,1.05739,2531.9185,1.05446,1.01368
2529.99016,1.05623,1.05743,2529.99016,1.05462,1.01362
2528.06181,1.05632,1.05751,2528.06181,1.05474,1.01346
2526.13347,1.05628,1.05748,2526.13347,1.05479,1.01323
2524.20512,1.05622,1.05737,2524.20512,1.05479,1.01304
2522.27677,1.05618,1.05728,2522.27677,1.05478,1.01284
2520.34843,1.05616,1.05723,2520.34843,1.05482,1.01258
2518.42008,1.05622,1.05724,2518.42008,1.05496,1.01235
2516.49173,1.05632,1.05732,2516.49173,1.05513,1.01219
2514.56339,1.05638,1.05735,2514.56339,1.05519,1.012
2512.63504,1.05637,1.05727,2512.63504,1.05519,1.01178
2510.7067,1.05635,1.05715,2510.7067,1.05522,1.0116
2508.77835,1.05638,1.05711,2508.77835,1.05523,1.01154
2506.85,1.05642,1.05709,2506.85,1.0552,1.01156
2504.92166,1.05644,1.05702,2504.92166,1.05524,1.01155
2502.99331,1.05643,1.05688,2502.99331,1.05534,1.01152
2501.06497,1.0564,1.05674,2501.06497,1.05542,1.01155
2499.13662,1.05639,1.05669,2499.13662,1.05544,1.01163
2497.20827,1.05643,1.05676,2497.20827,1.05546,1.01173
2495.27993,1.05645,1.05688,2495.27993,1.05551,1.01179
2493.35158,1.05641,1.05694,2493.35158,1.05553,1.01178
2491.42323,1.0564,1.05695,2491.42323,1.05548,1.01177
2489.49489,1.05646,1.05704,2489.49489,1.05549,1.01184
2487.56654,1.05655,1.05721,2487.56654,1.05562,1.01196
2485.6382,1.0566,1.05743,2485.6382,1.05584,1.01209
2483.70985,1.05661,1.05758,2483.70985,1.05599,1.01222
2481.7815,1.05656,1.05752,2481.7815,1.05596,1.01228
2479.85316,1.0565,1.05736,2479.85316,1.05586,1.01227
2477.92481,1.05655,1.05733,2477.92481,1.05589,1.01233
2475.99647,1.05662,1.05742,2475.99647,1.05604,1.01243
2474.06812,1.05666,1.05747,2474.06812,1.05614,1.01251
2472.13977,1.05673,1.05751,2472.13977,1.05622,1.01259
2470.21143,1.05678,1.05756,2470.21143,1.05631,1.01271
2468.28308,1.05678,1.05759,2468.28308,1.05635,1.01283
2466.35473,1.05681,1.05758,2466.35473,1.05635,1.01291
2464.42639,1.05684,1.05759,2464.42639,1.05637,1.013
2462.49804,1.05681,1.05767,2462.49804,1.05644,1.01312
2460.5697,1.05679,1.05773,2460.5697,1.05652,1.01322
2458.64135,1.05677,1.05766,2458.64135,1.05656,1.01326
2456.713,1.05675,1.05755,2456.713,1.05658,1.01323
2454.78466,1.05678,1.05755,2454.78466,1.0566,1.0132
2452.85631,1.05682,1.05761,2452.85631,1.05664,1.01323
2450.92797,1.05684,1.05763,2450.92797,1.05666,1.01321
2448.99962,1.05687,1.0576,2448.99962,1.05662,1.0131
2447.07127,1.05685,1.05752,2447.07127,1.0566,1.013
2445.14293,1.05678,1.05746,2445.14293,1.05659,1.01299
2443.21458,1.05674,1.05744,2443.21458,1.05653,1.01302
2441.28623,1.05674,1.05741,2441.28623,1.05645,1.01304
2439.35789,1.05669,1.05735,2439.35789,1.05641,1.01307
2437.42954,1.0566,1.05732,2437.42954,1.05641,1.01315
2435.5012,1.05662,1.05736,2435.5012,1.0564,1.01328
2433.57285,1.05676,1.05742,2433.57285,1.05637,1.01346
2431.6445,1.05683,1.05753,2431.6445,1.05632,1.01364
2429.71616,1.05675,1.05767,2429.71616,1.05624,1.01383
2427.78781,1.05667,1.0577,2427.78781,1.05615,1.01403
2425.85947,1.0566,1.05752,2425.85947,1.05605,1.01416
2423.93112,1.05653,1.05731,2423.93112,1.05594,1.0142
2422.00277,1.05652,1.05729,2422.00277,1.05586,1.01426
2420.07443,1.05658,1.05741,2420.07443,1.05587,1.01438
2418.14608,1.05664,1.0575,2418.14608,1.05597,1.0145
2416.21773,1.05667,1.05755,2416.21773,1.05603,1.01462
2414.28939,1.05665,1.05757,2414.28939,1.05593,1.01458
2412.36104,1.05654,1.0575,2412.36104,1.05575,1.0144
2410.4327,1.05641,1.05741,2410.4327,1.05563,1.01424
2408.50435,1.05632,1.05736,2408.50435,1.05554,1.01416
2406.576,1.05633,1.05735,2406.576,1.05543,1.01415
2404.64766,1.05639,1.05733,2404.64766,1.05534,1.0142
2402.71931,1.05638,1.05731,2402.71931,1.05529,1.01422
2400.79097,1.05636,1.0573,2400.79097,1.05521,1.01417
2398.86262,1.05665,1.05762,2398.86262,1.05486,1.01411
2396.93427,1.05664,1.05751,2396.93427,1.05496,1.01428
2395.00593,1.05643,1.05718,2395.00593,1.05533,1.01454
2393.07758,1.05615,1.05678,2393.07758,1.05572,1.01475
2391.14923,1.05578,1.05631,2391.14923,1.05606,1.0149
2389.22089,1.05532,1.05575,2389.22089,1.05636,1.01504
2387.29254,1.0548,1.05507,2387.29254,1.05657,1.01517
2385.3642,1.0542,1.05428,2385.3642,1.05653,1.01513
2383.43585,1.05355,1.05351,2383.43585,1.056,1.01473
2381.5075,1.05301,1.05302,2381.5075,1.05484,1.01395
2379.57916,1.05279,1.05302,2379.57916,1.05345,1.01307
2377.65081,1.05288,1.05332,2377.65081,1.0526,1.01256
2375.72247,1.05295,1.0535,2375.72247,1.05288,1.01267
2373.79412,1.05288,1.05343,2373.79412,1.05415,1.01339
2371.86577,1.05285,1.05335,2371.86577,1.05577,1.01446
2369.93743,1.05323,1.05371,2369.93743,1.0569,1.01545
2368.00908,1.05412,1.05464,2368.00908,1.05754,1.01627
2366.08073,1.05544,1.05605,2366.08073,1.058,1.01709
2364.15239,1.05687,1.05759,2364.15239,1.05819,1.01785
2362.22404,1.0581,1.05885,2362.22404,1.05829,1.01846
2360.2957,1.05883,1.05951,2360.2957,1.05834,1.01873
2358.36735,1.05882,1.05966,2358.36735,1.05759,1.0182
2356.439,1.05833,1.05956,2356.439,1.05591,1.01698
2354.51066,1.05803,1.05945,2354.51066,1.05413,1.01582
2352.58231,1.05857,1.0594,2352.58231,1.05336,1.01561
2350.65397,1.0598,1.05957,2350.65397,1.05335,1.01616
2348.72562,1.0601,1.05977,2348.72562,1.05309,1.01622
2346.79727,1.05891,1.05984,2346.79727,1.05265,1.01546
2344.86893,1.05798,1.05993,2344.86893,1.0533,1.01535
2342.94058,1.05841,1.06027,2342.94058,1.05495,1.01647
2341.01223,1.05938,1.06074,2341.01223,1.05616,1.01766
2339.08389,1.06007,1.06108,2339.08389,1.05653,1.01817
2337.15554,1.0601,1.06099,2337.15554,1.05658,1.01812
