Wavelength [nm],Voltage [V],Normalised voltage,Wavelength simulation [nm],Relative intensity simulation
646.40625,0.1115758853,0.31404512,682.18218,0.00000014
646.5,0.1117203088,0.3144516191,682.40240,0.00000001
646.59375,0.1120902206,0.3154927848,682.62262,0.00000000
646.6875,0.1121568441,0.3156803056,682.84284,0.00000000
646.8125,0.1119558794,0.3151146638,683.06306,0.00000000
646.90625,0.1118477882,0.3148104268,683.28328,0.00000000
647.0,0.11226475,0.315984021,683.50350,0.00000000
647.09375,0.1116915765,0.3143707481,683.72372,0.00000000
647.1875,0.1116795971,0.3143370305,683.94394,0.00000000
647.3125,0.1118168824,0.3147234381,684.16416,0.00000000
647.40625,0.1120909529,0.3154948461,684.38438,0.00000000
647.5,0.1119474706,0.315090996,684.60460,0.00000000
647.59375,0.1119585265,0.3151221143,684.82482,0.00000000
647.6875,0.1116306147,0.3141991632,685.04505,0.00000000
647.8125,0.1115427882,0.3139519639,685.26527,0.00000000
647.90625,0.1117894294,0.3146461682,685.48549,0.00000000
648.0,0.1115036235,0.3138417297,685.70571,0.00000000
648.09375,0.1119098676,0.3149851576,685.92593,0.00000000
648.1875,0.1111502618,0.3128471461,686.14615,0.00000001
648.3125,0.1117919529,0.314653271,686.36637,0.00000010
648.40625,0.1115849353,0.3140705924,686.58659,0.00000089
648.5,0.1117438971,0.3145180114,686.80681,0.00000683
648.59375,0.1119697265,0.3151536382,687.02703,0.00004324
648.6875,0.1115310118,0.3139188175,687.24725,0.00022566
648.8125,0.1117679853,0.3145858109,687.46747,0.00096999
648.90625,0.1123906294,0.3163383253,687.68769,0.00343420
649.0,0.1117786441,0.3146158116,687.90791,0.01001465
649.09375,0.1120321706,0.3153293954,688.12813,0.02405464
649.1875,0.1120692588,0.3154337852,688.34835,0.04758979
649.3125,0.1116697206,0.3143092318,688.56857,0.07754985
649.40625,0.1118348441,0.3147739939,688.78879,0.10408792
649.5,0.1116540029,0.3142649924,689.00901,0.11507258
649.59375,0.1124207176,0.3164230126,689.22923,0.10478414
649.6875,0.1116537676,0.3142643302,689.44945,0.07859075
649.8125,0.1118534,0.3148262219,689.66967,0.04855115
649.90625,0.1116269441,0.3141888318,689.88989,0.02470471
650.0,0.1121603824,0.3156902644,690.11011,0.01035409
650.09375,0.1120417529,0.3153563662,690.33033,0.00357435
650.1875,0.1122227941,0.3158659306,690.55055,0.00101633
650.3125,0.1119875941,0.315203929,690.77077,0.00023802
650.40625,0.1120777912,0.3154578006,690.99099,0.00004592
650.5,0.1121581588,0.315684006,691.21121,0.00000730
650.59375,0.1120270941,0.315315107,691.43143,0.00000095
650.6875,0.1119019412,0.3149628475,691.65165,0.00000010
650.8125,0.1121559088,0.3156776731,691.87187,0.00000001
650.90625,0.1119109735,0.3149882702,692.09209,0.00000000
651.0,0.1120623206,0.3154142566,692.31231,0.00000000
651.09375,0.1121897029,0.3157727911,692.53253,0.00000000
651.1875,0.1121602088,0.315689776,692.75275,0.00000000
651.3125,0.1120372441,0.3153436755,692.97297,0.00000000
651.40625,0.1116681412,0.3143047864,693.19319,0.00000000
651.5,0.1121304382,0.3156059827,693.41341,0.00000000
651.59375,0.1116418118,0.3142306788,693.63363,0.00000000
651.6875,0.1121743794,0.315729661,693.85385,0.00000000
651.8125,0.1118240971,0.3147437449,694.07407,0.00000000
651.90625,0.1119212529,0.315017203,694.29429,0.00000000
652.0,0.1119367735,0.3150608877,694.51451,0.00000000
652.09375,0.1118221971,0.3147383971,694.73473,0.00000000
652.1875,0.1123454824,0.3162112529,694.95495,0.00000000
652.3125,0.1125870735,0.3168912433,695.17518,0.00000000
652.40625,0.1130652235,0.3182370599,695.39540,0.00000000
652.5,0.1129018088,0.3177771075,695.61562,0.00000001
652.59375,0.1138152412,0.320348084,695.83584,0.00000013
652.6875,0.1148477559,0.3232542335,696.05606,0.00000131
652.8125,0.1151918176,0.3242226409,696.27628,0.00001087
652.90625,0.1148514529,0.3232646393,696.49650,0.00007457
653.0,0.1154736647,0.3250159368,696.71672,0.00042135
653.09375,0.1157981294,0.3259291857,696.93694,0.00196086
653.1875,0.1152837029,0.3244812643,697.15716,0.00751629
653.3125,0.1154610206,0.3249803483,697.37738,0.02373084
653.40625,0.1160635147,0.3266761478,697.59760,0.06171276
653.5,0.1150997676,0.323963554,697.81782,0.13218707
653.59375,0.1148934941,0.3233829698,698.03804,0.23321429
653.6875,0.11377875,0.3202453747,698.25826,0.33890151
653.8125,0.1133897412,0.3191504578,698.47848,0.40564305
653.90625,0.1127965588,0.3174808674,698.69870,0.39991413
654.0,0.1125581235,0.3168097597,698.91892,0.32474437
654.09375,0.1119937029,0.3152211231,699.13914,0.21720443
654.1875,0.1122094824,0.3158284629,699.35936,0.11965970
654.3125,0.1118934676,0.3149389976,699.57958,0.05429744
654.40625,0.1119835794,0.3151926291,699.79980,0.02029378
654.5,0.1120317147,0.3153281123,700.02002,0.00624739
654.59375,0.1116914618,0.3143704253,700.24024,0.00158411
654.6875,0.1119903059,0.3152115616,700.46046,0.00033085
654.8125,0.1121992176,0.3157995715,700.68068,0.00005691
654.90625,0.1116253235,0.3141842704,700.90090,0.00000806
655.0,0.1114489618,0.3136878769,701.12112,0.00000094
655.09375,0.11238515,0.3163229028,701.34134,0.00000009
655.1875,0.1117372882,0.3144994099,701.56156,0.00000001
655.3125,0.1120714235,0.315439878,701.78178,0.00000000
655.40625,0.1118060118,0.3146928414,702.00200,0.00000000
655.5,0.1113770353,0.3134854303,702.22222,0.00000000
655.59375,0.1117298735,0.3144785403,702.44244,0.00000000
655.6875,0.1118768353,0.3148921836,702.66266,0.00000000
655.8125,0.1118355265,0.3147759145,702.88288,0.00000000
655.90625,0.1113854971,0.313509247,703.10310,0.00000000
656.0,0.1116792559,0.3143360702,703.32332,0.00000000
656.09375,0.1108437382,0.311984395,703.54354,0.00000000
656.1875,0.1120524324,0.3153864248,703.76376,0.00000000
656.3125,0.1114920794,0.3138092372,703.98398,0.00000000
656.40625,0.1118502176,0.3148172647,704.20420,0.00000000
656.5,0.1120464324,0.315369537,704.42442,0.00000000
656.59375,0.1118858059,0.3149174325,704.64464,0.00000000
656.6875,0.1116204588,0.3141705781,704.86486,0.00000000
656.8125,0.1119157765,0.3150017887,705.08509,0.00000000
656.90625,0.1117382206,0.3145020342,705.30531,0.00000000
657.0,0.1117534794,0.3145449822,705.52553,0.00000003
657.09375,0.1119027441,0.3149651075,705.74575,0.00000035
657.1875,0.1119186294,0.3150098187,705.96597,0.00000312
657.3125,0.1117668706,0.3145826734,706.18619,0.00002284
657.40625,0.1120315118,0.3153275411,706.40641,0.00013756
657.5,0.1113416,0.3133856929,706.62663,0.00068252
657.59375,0.1119502382,0.3150987859,706.84685,0.00278930
657.6875,0.1116511824,0.3142570535,707.06707,0.00938922
657.8125,0.1120388706,0.3153482535,707.28729,0.02603253
657.90625,0.1117611618,0.3145666052,707.50751,0.05945049
658.0,0.1119592176,0.3151240597,707.72773,0.11182699
658.09375,0.1113931647,0.3135308286,707.94795,0.17325669
658.1875,0.1115395441,0.3139428329,708.16817,0.22109840
658.3125,0.1117143441,0.3144348307,708.38839,0.23239851
658.40625,0.1118109676,0.3147067904,708.60861,0.20120245
658.5,0.1120279912,0.3153176319,708.82883,0.14347802
658.59375,0.1115870265,0.3140764783,709.04905,0.08427323
658.6875,0.1117614971,0.3145675489,709.26927,0.04077051
658.8125,0.1120993559,0.3155184973,709.48949,0.01624631
658.90625,0.1118935559,0.3149392459,709.70971,0.00533231
659.0,0.1116410618,0.3142285678,709.92993,0.00144155
659.09375,0.1121183294,0.3155719008,710.15015,0.00032099
659.1875,0.1119683853,0.3151498632,710.37037,0.00005887
659.3125,0.1121418676,0.3156381523,710.59059,0.00000889
659.40625,0.1125799294,0.3168711352,710.81081,0.00000111
659.5,0.1118368265,0.3147795735,711.03103,0.00000011
659.59375,0.1120425618,0.3153586428,711.25125,0.00000001
659.6875,0.1116718441,0.3143152088,711.47147,0.00000000
659.8125,0.1119565971,0.3151166837,711.69169,0.00000000
659.90625,0.1121147618,0.3155618592,711.91191,0.00000000
660.0,0.1118795353,0.3148997831,712.13213,0.00000000
660.09375,0.1116771059,0.3143300187,712.35235,0.00000000
660.1875,0.1119348794,0.3150555565,712.57257,0.00000000
660.3125,0.1122645735,0.3159835243,712.79279,0.00000000
660.40625,0.1122447176,0.3159276373,713.01301,0.00000000
660.5,0.1116298235,0.3141969363,713.23323,0.00000000
660.59375,0.1117719529,0.3145969784,713.45345,0.00000000
660.6875,0.1118355029,0.3147758483,713.67367,0.00000000
660.8125,0.1121666324,0.3157078559,713.89389,0.00000000
660.90625,0.1119037647,0.31496798,714.11411,0.00000000
661.0,0.1125250647,0.3167167112,714.33433,0.00000000
661.09375,0.1125766618,0.316861938,714.55455,0.00000000
661.1875,0.1126931559,0.3171898261,714.77477,0.00000000
661.3125,0.1125319118,0.3167359832,714.99499,0.00000000
661.40625,0.1132720706,0.3188192583,715.21522,0.00000000
661.5,0.1138936206,0.3205686932,715.43544,0.00000000
661.59375,0.1155905588,0.3253449508,715.65566,0.00000000
661.6875,0.1192144941,0.3355449971,715.87588,0.00000000
661.8125,0.1210615,0.34074364,716.09610,0.00000000
661.90625,0.1225096,0.3448195094,716.31632,0.00000002
662.0,0.1252503059,0.3525335894,716.53654,0.00000013
662.09375,0.1292028647,0.3636585902,716.75676,0.00000056
662.1875,0.1315819971,0.3703549736,716.97698,0.00000200
662.3125,0.1316604824,0.3705758809,717.19720,0.00000584
662.40625,0.1316991235,0.3706846416,717.41742,0.00001409
662.5,0.1310954118,0.3689854148,717.63764,0.00002797
662.59375,0.1278387412,0.3598190837,717.85786,0.00004573
662.6875,0.1226139765,0.3451132908,718.07808,0.00006160
662.8125,0.1211248735,0.3409220132,718.29830,0.00006834
662.90625,0.1196368765,0.3367338482,718.51852,0.00006245
663.0,0.1178847206,0.3318021732,718.73874,0.00004700
663.09375,0.11539665,0.3247991687,718.95896,0.00002914
663.1875,0.1132077735,0.3186382857,719.17918,0.00001488
663.3125,0.1130241706,0.3181215109,719.39940,0.00000626
663.40625,0.1125453647,0.3167738483,719.61962,0.00000217
663.5,0.1117692441,0.314589354,719.83984,0.00000062
663.59375,0.1126593735,0.3170947412,720.06006,0.00000015
663.6875,0.1125347882,0.3167440794,720.28028,0.00000003
663.8125,0.1118807529,0.3149032104,720.50050,0.00000000
663.90625,0.1118570382,0.3148364622,720.72072,0.00000000
664.0,0.1115842029,0.3140685311,720.94094,0.00000000
664.09375,0.1116379559,0.3142198259,721.16116,0.00000000
664.1875,0.1115037676,0.3138421353,721.38138,0.00000000
664.3125,0.1113114971,0.3133009642,721.60160,0.00000000
664.40625,0.1118577824,0.3148385566,721.82182,0.00000000
664.5,0.1116572118,0.3142740241,722.04204,0.00000000
664.59375,0.1116346941,0.3142106452,722.26226,0.00000000
664.6875,0.1119674588,0.3151472556,722.48248,0.00000000
664.8125,0.1117396706,0.3145061154,722.70270,0.00000000
664.90625,0.1117554824,0.3145506197,722.92292,0.00000000
665.0,0.1121164471,0.3155666027,723.14314,0.00000000
665.09375,0.1118873088,0.3149216628,723.36336,0.00000000
665.1875,0.1119423559,0.3150766,723.58358,0.00000000
665.3125,0.11173105,0.3144818516,723.80380,0.00000000
665.40625,0.1120503176,0.3153804727,724.02402,0.00000000
665.5,0.1120995618,0.3155190768,724.24424,0.00000000
665.59375,0.1117743882,0.3146038328,724.46446,0.00000000
665.6875,0.1115304529,0.3139172446,724.68468,0.00000000
665.8125,0.1119121529,0.3149915898,724.90490,0.00000000
665.90625,0.1120530706,0.3153882212,725.12513,0.00000000
666.0,0.1118334618,0.3147701031,725.34535,0.00000000
666.09375,0.1117754324,0.3146067716,725.56557,0.00000001
666.1875,0.1113149559,0.3133106995,725.78579,0.00000010
666.3125,0.1117333941,0.3144884494,726.00601,0.00000095
666.40625,0.1117862235,0.3146371448,726.22623,0.00000767
666.5,0.1118434971,0.3147983488,726.44645,0.00005123
666.59375,0.1115064765,0.3138497596,726.66667,0.00028187
666.6875,0.1117001353,0.3143948381,726.88689,0.00127749
666.8125,0.1118212618,0.3147357646,727.10711,0.00476880
666.90625,0.1123150706,0.316125655,727.32733,0.01466269
667.0,0.1118881559,0.3149240469,727.54755,0.03713389
667.09375,0.1120429529,0.3153597438,727.76777,0.07746036
667.1875,0.1119045794,0.3149702731,727.98799,0.13308856
667.3125,0.1124671765,0.3165537771,728.20821,0.18834501
667.40625,0.1123811618,0.3163116773,728.42843,0.21954305
667.5,0.1126708147,0.3171269439,728.64865,0.21078391
667.59375,0.1129677912,0.3179628236,728.86887,0.16668917
667.6875,0.1124696176,0.3165606482,729.08909,0.10857491
667.8125,0.1127989412,0.3174875729,729.30931,0.05825105
667.90625,0.1130023647,0.3180601354,729.52953,0.02574129
668.0,0.1124698294,0.3165612442,729.74975,0.00936934
668.09375,0.1122293765,0.3158844575,729.96997,0.00280892
668.1875,0.1118493912,0.3148149385,730.19019,0.00069362
668.3125,0.1122047441,0.3158151265,730.41041,0.00014108
668.40625,0.1119209206,0.3150162675,730.63063,0.00002363
668.5,0.1117691853,0.3145891884,730.85085,0.00000326
668.59375,0.1119241912,0.315025473,731.07107,0.00000037
668.6875,0.1117805,0.3146210352,731.29129,0.00000003
668.8125,0.1118678735,0.3148669596,731.51151,0.00000000
668.90625,0.1113874824,0.3135148349,731.73173,0.00000000
669.0,0.1120396088,0.3153503313,731.95195,0.00000000
669.09375,0.1117807529,0.3146217471,732.17217,0.00000000
669.1875,0.1116978559,0.3143884224,732.39239,0.00000000
669.3125,0.1122353765,0.3159013453,732.61261,0.00000000
669.40625,0.1122573647,0.3159632341,732.83283,0.00000000
669.5,0.1121629353,0.31569745,733.05305,0.00000000
669.59375,0.1121362912,0.3156224566,733.27327,0.00000000
669.6875,0.1118323853,0.3147670732,733.49349,0.00000000
669.8125,0.1123799618,0.3163082998,733.71371,0.00000000
669.90625,0.1125209735,0.3167051961,733.93393,0.00000000
670.0,0.1119955941,0.3152264461,734.15415,0.00000000
670.09375,0.1125045824,0.3166590609,734.37437,0.00000000
670.1875,0.1127535,0.3173596727,734.59459,0.00000000
670.3125,0.1128305353,0.3175764987,734.81481,0.00000000
670.40625,0.1134248206,0.3192491935,735.03504,0.00000000
670.5,0.1135924471,0.3197210004,735.25526,0.00000000
670.59375,0.1150102118,0.3237114871,735.47548,0.00000000
670.6875,0.1185011118,0.3335370879,735.69570,0.00000000
670.8125,0.1202086765,0.3383432551,735.91592,0.00000001
670.90625,0.1213036059,0.3414250791,736.13614,0.00000008
671.0,0.1238528735,0.3486003308,736.35636,0.00000079
671.09375,0.1270303412,0.3575437347,736.57658,0.00000678
671.1875,0.1291626324,0.3635453509,736.79680,0.00004761
671.3125,0.1298804382,0.3655657107,737.01702,0.00027557
671.40625,0.1301635794,0.3663626491,737.23724,0.00131371
671.5,0.1301517382,0.3663293205,737.45746,0.00515841
671.59375,0.1293133353,0.3639695243,737.67768,0.01668339
671.6875,0.1254244382,0.353023708,737.89790,0.04444317
671.8125,0.1233204853,0.3471018536,738.11812,0.09751644
671.90625,0.1224892382,0.3447621985,738.33834,0.17623933
672.0,0.1201886176,0.3382867969,738.55856,0.26234935
672.09375,0.1171409647,0.3297087737,738.77878,0.32166910
672.1875,0.1135379,0.3195674704,738.99900,0.32485599
672.3125,0.1138553324,0.3204609259,739.21922,0.27022441
672.40625,0.1132427882,0.3187368393,739.43944,0.18514435
672.5,0.1122227588,0.3158658313,739.65966,0.10448369
672.59375,0.1118062765,0.3146935865,739.87988,0.04856672
672.6875,0.1118776235,0.3148944022,740.10010,0.01859436
672.8125,0.1118194324,0.3147306154,740.32032,0.00586375
672.90625,0.1118999912,0.3149573589,740.54054,0.00152308
673.0,0.1117750059,0.3146055713,740.76076,0.00032585
673.09375,0.1119637118,0.315136709,740.98098,0.00005742
673.1875,0.1118913029,0.3149329047,741.20120,0.00000833
673.3125,0.1121010147,0.3155231663,741.42142,0.00000100
673.40625,0.1121658794,0.3157057366,741.64164,0.00000010
673.5,0.1115777529,0.3140503767,741.86186,0.00000001
673.59375,0.1116095265,0.3141398075,742.08208,0.00000000
673.6875,0.1119834265,0.3151921986,742.30230,0.00000000
673.8125,0.1118438441,0.3147993256,742.52252,0.00000000
673.90625,0.1119495676,0.3150968985,742.74274,0.00000000
674.0,0.1118831412,0.3149099324,742.96296,0.00000000
674.09375,0.1122769441,0.316018343,743.18318,0.00000000
674.1875,0.1112244676,0.3130560084,743.40340,0.00000000
674.3125,0.1117594912,0.3145619031,743.62362,0.00000000
674.40625,0.1117349735,0.3144928949,743.84384,0.00000000
674.5,0.1121216676,0.3155812968,744.06406,0.00000000
674.59375,0.1117659824,0.3145801733,744.28428,0.00000000
674.6875,0.1116690265,0.3143072782,744.50450,0.00000000
674.8125,0.11186355,0.3148547904,744.72472,0.00000000
674.90625,0.1114817853,0.313780263,744.94494,0.00000000
675.0,0.1114389618,0.3136597305,745.16517,0.00000000
675.09375,0.1119787618,0.3151790692,745.38539,0.00000000
675.1875,0.1117704147,0.3145926488,745.60561,0.00000000
675.3125,0.1117503265,0.3145361078,745.82583,0.00000000
675.40625,0.1119386676,0.315066219,746.04605,0.00000000
675.5,0.1113989,0.3135469714,746.26627,0.00000000
675.59375,0.1115110765,0.3138627069,746.48649,0.00000000
675.6875,0.11172825,0.3144739706,746.70671,0.00000001
675.8125,0.1116635529,0.3142918722,746.92693,0.00000009
675.90625,0.1117140176,0.3144339118,747.14715,0.00000078
676.0,0.1117687618,0.3145879964,747.36737,0.00000578
676.09375,0.1118628324,0.3148527705,747.58759,0.00003541
676.1875,0.1117024029,0.3144012207,747.80781,0.00017885
676.3125,0.1111286176,0.3127862259,748.02803,0.00074396
676.40625,0.1112670735,0.3131759283,748.24825,0.00254892
676.5,0.1116604941,0.3142832627,748.46847,0.00719312
676.59375,0.1121247029,0.31558984,748.68869,0.01671979
676.6875,0.1116596176,0.3142807958,748.90891,0.03201078
676.8125,0.1119121206,0.3149914988,749.12913,0.05047937
676.90625,0.1115340235,0.3139272945,749.34935,0.06556678
677.0,0.1121466853,0.3156517122,749.56957,0.07014649
677.09375,0.11187935,0.3148992616,749.78979,0.06181305
677.1875,0.1118690765,0.3148703454,750.01001,0.04486489
677.3125,0.1113578441,0.3134314142,750.23023,0.02682163
677.40625,0.1115517735,0.3139772542,750.45045,0.01320736
677.5,0.1116597912,0.3142812842,750.67067,0.00535672
677.59375,0.1120390765,0.3153488329,750.89089,0.00178951
677.6875,0.1119508706,0.3151005658,751.11111,0.00049240
677.8125,0.1111550235,0.3128605487,751.33133,0.00011160
677.90625,0.1117034471,0.3144041595,751.55155,0.00002083
678.0,0.1115424029,0.3139508794,751.77177,0.00000320
678.09375,0.1118904382,0.3149304709,751.99199,0.00000041
678.1875,0.1116983412,0.3143897883,752.21221,0.00000004
678.3125,0.1113644618,0.3134500404,752.43243,0.00000000
678.40625,0.1115402706,0.3139448777,752.65265,0.00000000
678.5,0.1119321147,0.3150477749,752.87287,0.00000000
678.59375,0.1114927235,0.3138110502,753.09309,0.00000000
678.6875,0.1119691265,0.3151519494,753.31331,0.00000000
678.8125,0.1119993971,0.31523715,753.53353,0.00000000
678.90625,0.1117874412,0.314640572,753.75375,0.00000000
679.0,0.1122599676,0.3159705604,753.97397,0.00000000
679.09375,0.1120968588,0.315511469,754.19419,0.00000000
679.1875,0.1126129941,0.3169642002,754.41441,0.00000000
679.3125,0.1128911676,0.3177471565,754.63463,0.00000000
679.40625,0.1125099176,0.3166740778,754.85485,0.00000000
679.5,0.1126311265,0.3170152361,755.07508,0.00000000
679.59375,0.1126042559,0.3169396053,755.29530,0.00000000
679.6875,0.1129920588,0.3180311281,755.51552,0.00000000
679.8125,0.1127702824,0.3174069088,755.73574,0.00000000
679.90625,0.1136745,0.3199519493,755.95596,0.00000000
680.0,0.1134932088,0.3194416812,756.17618,0.00000000
680.09375,0.1136292353,0.3198245457,756.39640,0.00000000
680.1875,0.1133303941,0.3189834176,756.61662,0.00000000
680.3125,0.1137234294,0.3200896676,756.83684,0.00000000
680.40625,0.1136917941,0.3200006258,757.05706,0.00000000
680.5,0.1134528735,0.3193281522,757.27728,0.00000000
680.59375,0.1138321765,0.3203957506,757.49750,0.00000000
680.6875,0.1136496588,0.3198820305,757.71772,0.00000003
680.8125,0.1133760118,0.3191118145,757.93794,0.00000025
680.90625,0.1132955294,0.3188852863,758.15816,0.00000196
681.0,0.1129701353,0.3179694214,758.37838,0.00001292
681.09375,0.1123810706,0.3163114207,758.59860,0.00007005
681.1875,0.1126927676,0.3171887334,758.81882,0.00031278
681.3125,0.1116380853,0.3142201901,759.03904,0.00115041
681.40625,0.1121219706,0.3155821494,759.25926,0.00348508
681.5,0.1120037206,0.3152493191,759.47948,0.00869611
681.59375,0.1117705382,0.3145929965,759.69970,0.01787268
681.6875,0.1118362265,0.3147778847,759.91992,0.03025565
681.8125,0.1113592853,0.3134354706,760.14014,0.04218669
681.90625,0.1112037294,0.3129976379,760.36036,0.04845033
682.0,0.1122764059,0.316016828,760.58058,0.04583214
682.09375,0.1118303353,0.3147613032,760.80080,0.03571048
682.1875,0.1114501029,0.3136910889,761.02102,0.02291782
682.3125,0.1120205471,0.3152966794,761.24124,0.01211444
682.40625,0.1116759029,0.3143266329,761.46146,0.00527455
682.5,0.1114995971,0.3138303966,761.68168,0.00189156
682.59375,0.1120847324,0.3154773375,761.90190,0.00055874
682.6875,0.1116503706,0.3142547687,762.12212,0.00013594
682.8125,0.1118661618,0.3148621416,762.34234,0.00002724
682.90625,0.1119441059,0.3150815256,762.56256,0.00000450
683.0,0.1124887794,0.3166145815,762.78278,0.00000061
683.09375,0.1119703824,0.3151554842,763.00300,0.00000007
683.1875,0.1119897,0.3152098563,763.22322,0.00000001
683.3125,0.11237185,0.3162854681,763.44344,0.00000000
683.40625,0.1123626676,0.3162596232,763.66366,0.00000000
683.5,0.1118662882,0.3148624975,763.88388,0.00000000
683.59375,0.1120510324,0.3153824844,764.10410,0.00000000
683.6875,0.1116616059,0.3142863919,764.32432,0.00000000
683.8125,0.1117263,0.3144684821,764.54454,0.00000000
683.90625,0.1123391412,0.3161934048,764.76476,0.00000000
684.0,0.11232605,0.316156558,764.98498,0.00000000
684.09375,0.1114818559,0.3137804617,765.20521,0.00000000
684.1875,0.1116309588,0.3142001317,765.42543,0.00000000
684.3125,0.1121428412,0.3156408925,765.64565,0.00000000
684.40625,0.1118076029,0.31469732,765.86587,0.00000000
684.5,0.1115636,0.3140105414,766.08609,0.00000000
684.59375,0.1119450118,0.3150840754,766.30631,0.00000000
684.6875,0.1117410765,0.3145100724,766.52653,0.00000000
684.8125,0.1119742,0.3151662295,766.74675,0.00000000
684.90625,0.1114452676,0.3136774793,766.96697,0.00000000
685.0,0.1114214735,0.3136105076,767.18719,0.00000000
685.09375,0.1118069441,0.3146954657,767.40741,0.00000000
685.1875,0.1116432559,0.3142347434,767.62763,0.00000000
685.3125,0.1121901706,0.3157741074,767.84785,0.00000000
685.40625,0.1118452059,0.3148031585,768.06807,0.00000000
685.5,0.1120084735,0.3152626969,768.28829,0.00000000
685.59375,0.1111527029,0.3128540171,768.50851,0.00000000
685.6875,0.111598,0.3141073647,768.72873,0.00000005
685.8125,0.1114998647,0.3138311499,768.94895,0.00000050
685.90625,0.1118215647,0.3147366172,769.16917,0.00000440
686.0,0.1116763765,0.3143279657,769.38939,0.00003174
686.09375,0.1117219147,0.3144561391,769.60961,0.00018836
686.1875,0.1113727382,0.3134733356,769.82983,0.00092086
686.3125,0.1116495912,0.3142525749,770.05005,0.00370809
686.40625,0.1113762235,0.3134831455,770.27027,0.01229864
686.5,0.1120579029,0.3154018225,770.49049,0.03359822
686.59375,0.1116027,0.3141205935,770.71071,0.07560106
686.6875,0.1120381147,0.3153461259,770.93093,0.14011725
686.8125,0.1120953941,0.3155073464,771.15115,0.21389839
686.90625,0.1116688765,0.314306856,771.37137,0.26895250
687.0,0.1115274441,0.3139087759,771.59159,0.27854531
687.09375,0.1124612676,0.316537146,771.81181,0.23761195
687.1875,0.1116335588,0.3142074498,772.03203,0.16695249
687.3125,0.1116098559,0.3141407347,772.25225,0.09662059
687.40625,0.1113138029,0.3133074544,772.47247,0.04605732
687.5,0.1117757647,0.3146077071,772.69269,0.01808339
687.59375,0.1116755029,0.314325507,772.91291,0.00584808
687.6875,0.1116323206,0.3142039646,773.13313,0.00155775
687.8125,0.1114509147,0.3136933737,773.35335,0.00034177
687.90625,0.1117253676,0.3144658579,773.57357,0.00006176
688.0,0.11228995,0.3160549497,773.79379,0.00000919
688.09375,0.1120625941,0.3154150265,774.01401,0.00000113
688.1875,0.1122405353,0.3159158655,774.23423,0.00000011
688.3125,0.1117394529,0.3145055028,774.45445,0.00000001
688.40625,0.1117338382,0.3144896995,774.67467,0.00000000
688.5,0.1122399706,0.3159142761,774.89489,0.00000000
688.59375,0.1118622382,0.3148510983,775.11512,0.00000000
688.6875,0.1124770382,0.3165815344,775.33534,0.00000000
688.8125,0.1121517059,0.3156658433,775.55556,0.00000000
688.90625,0.1131051441,0.3183494216,775.77578,0.00000000
689.0,0.1131137912,0.3183737599,775.99600,0.00000000
689.09375,0.1136360206,0.3198436438,776.21622,0.00000000
689.1875,0.1141013735,0.3211534414,776.43644,0.00000000
689.3125,0.1147468735,0.3229702867,776.65666,0.00000000
689.40625,0.1142735882,0.3216381625,776.87688,0.00000000
689.5,0.1153210382,0.3245863494,777.09710,0.00000000
689.59375,0.1158713471,0.3261352665,777.31732,0.00000000
689.6875,0.1162731765,0.3272662687,777.53754,0.00000000
689.8125,0.1154517118,0.3249541474,777.75776,0.00000000
689.90625,0.1158482794,0.3260703396,777.97798,0.00000000
690.0,0.1153901235,0.3247807991,778.19820,0.00000000
690.09375,0.1147227471,0.3229023796,778.41842,0.00000000
690.1875,0.1139645559,0.32076835,778.63864,0.00000000
690.3125,0.1137568794,0.320183817,778.85886,0.00000000
690.40625,0.1136264088,0.3198165903,779.07908,0.00000000
690.5,0.1135843324,0.3196981605,779.29930,0.00000000
690.59375,0.1130764235,0.3182685837,779.51952,0.00000000
690.6875,0.1119693353,0.3151525371,779.73974,0.00000000
690.8125,0.1117852265,0.3146343385,779.95996,0.00000001
690.90625,0.1121067735,0.3155393753,780.18018,0.00000009
691.0,0.1115287294,0.3139123935,780.40040,0.00000090
691.09375,0.1117622147,0.3145695688,780.62062,0.00000732
691.1875,0.1117268471,0.3144700219,780.84084,0.00004883
691.3125,0.1120741824,0.3154476431,781.06106,0.00026836
691.40625,0.1118784265,0.3148966622,781.28128,0.00121470
691.5,0.1122731529,0.3160076722,781.50150,0.00452868
691.59375,0.1118842794,0.3149131361,781.72172,0.01390681
691.6875,0.1117652324,0.3145780624,781.94194,0.03517512
691.8125,0.1117192088,0.314448523,782.16216,0.07328173
691.90625,0.1120790529,0.315461352,782.38238,0.12575002
692.0,0.1117255441,0.3144663546,782.60260,0.17773483
692.09375,0.1122389324,0.3159113538,782.82282,0.20691368
692.1875,0.1119534294,0.3151077679,783.04304,0.19840749
692.3125,0.1127704088,0.3174072648,783.26326,0.15670364
692.40625,0.1133332235,0.3189913814,783.48348,0.10194179
692.5,0.1130300176,0.3181379682,783.70370,0.05462326
692.59375,0.1131863147,0.318577887,783.92392,0.02410767
692.6875,0.1139781765,0.3208066869,784.14414,0.00876365
692.8125,0.1141193294,0.3212039806,784.36436,0.00262402
692.90625,0.1141895912,0.3214017417,784.58458,0.00064714
693.0,0.1141487941,0.3212869129,784.80480,0.00013146
693.09375,0.1137642353,0.3202045211,785.02503,0.00002200
693.1875,0.1130479559,0.3181884578,785.24525,0.00000303
693.3125,0.1129519618,0.3179182696,785.46547,0.00000034
