Wavelength [nm],Voltage [V],Normalised voltage,Wavelength simulation [nm],Relative intensity simulation
693.40625,0.1129489971,0.3179099251,785.68569,0.00000003
693.5,0.1124846324,0.316602909,785.90591,0.00000000
693.59375,0.1122189794,0.3158551936,786.12613,0.00000000
693.6875,0.1119401118,0.3150702837,786.34635,0.00000000
693.8125,0.1120251412,0.3153096102,786.56657,0.00000000
693.90625,0.1121059941,0.3155371815,786.78679,0.00000000
694.0,0.1118865,0.3149193862,787.00701,0.00000000
694.09375,0.1120256206,0.3153109596,787.22723,0.00000000
694.1875,0.1117988,0.314672543,787.44745,0.00000000
694.3125,0.1124203971,0.3164221103,787.66767,0.00000000
694.40625,0.1121585824,0.3156851981,787.88789,0.00000000
694.5,0.1119939,0.3152216778,788.10811,0.00000000
694.59375,0.1120210588,0.3152981199,788.32833,0.00000000
694.6875,0.1124728265,0.3165696798,788.54855,0.00000000
694.8125,0.1122924941,0.3160621105,788.76877,0.00000000
694.90625,0.1120788088,0.3154606649,788.98899,0.00000000
695.0,0.1121645824,0.3157020859,789.20921,0.00000000
695.09375,0.1110587853,0.3125896735,789.42943,0.00000000
695.1875,0.1120139676,0.3152781608,789.64965,0.00000000
695.3125,0.1116089853,0.3141382843,789.86987,0.00000000
695.40625,0.1117242176,0.314462621,790.09009,0.00000000
695.5,0.1117880765,0.3146423602,790.31031,0.00000000
695.59375,0.1116574882,0.3142748023,790.53053,0.00000000
695.6875,0.1116392882,0.314223576,790.75075,0.00000000
695.8125,0.1114287118,0.3136308806,790.97097,0.00000000
695.90625,0.1120438765,0.3153623432,791.19119,0.00000000
696.0,0.1116451176,0.3142399836,791.41141,0.00000000
696.09375,0.1117437206,0.3145175147,791.63163,0.00000000
696.1875,0.1115582853,0.3139955824,791.85185,0.00000000
696.3125,0.1120910618,0.3154951524,792.07207,0.00000003
696.40625,0.1114475235,0.3136838288,792.29229,0.00000027
696.5,0.1117261206,0.3144679771,792.51251,0.00000173
696.59375,0.1112506588,0.313129727,792.73273,0.00000910
696.6875,0.1113891941,0.3135196529,792.95295,0.00003941
696.8125,0.1112095353,0.3130139793,793.17317,0.00014064
696.90625,0.1116070382,0.314132804,793.39339,0.00041341
697.0,0.1123111265,0.3161145537,793.61361,0.00100093
697.09375,0.1122483824,0.3159379521,793.83383,0.00199610
697.1875,0.1119729912,0.3151628271,794.05405,0.00327879
697.3125,0.1116834088,0.3143477592,794.27427,0.00443605
697.40625,0.1120081441,0.3152617697,794.49449,0.00494347
697.5,0.1122497206,0.3159417187,794.71471,0.00453752
697.59375,0.1117845,0.3146322937,794.93493,0.00343050
697.6875,0.1119639265,0.3151373133,795.15516,0.00213624
697.8125,0.1120209029,0.3152976811,795.37538,0.00109570
697.90625,0.1114810029,0.313778061,795.59560,0.00046290
698.0,0.1118287441,0.3147568246,795.81582,0.00016108
698.09375,0.1118314176,0.3147643496,796.03604,0.00004617
698.1875,0.1120437618,0.3153620203,796.25626,0.00001090
698.3125,0.11204785,0.3153735272,796.47648,0.00000212
698.40625,0.1119313441,0.3150456059,796.69670,0.00000034
698.5,0.1125170412,0.316694128,796.91692,0.00000004
698.59375,0.1124025176,0.3163717863,797.13714,0.00000000
698.6875,0.1147536647,0.3229894014,797.35736,0.00000000
698.8125,0.1159192206,0.3262700129,797.57758,0.00000000
698.90625,0.1154124794,0.3248437227,797.79780,0.00000000
699.0,0.1173821676,0.3303876713,798.01802,0.00000000
699.09375,0.1207512088,0.3398702843,798.23824,0.00000000
699.1875,0.1228308971,0.3457238426,798.45846,0.00000000
699.3125,0.1239765882,0.3489485423,798.67868,0.00000000
699.40625,0.1237635206,0.3483488351,798.89890,0.00000000
699.5,0.1248545471,0.3514196738,799.11912,0.00000000
699.59375,0.1250912471,0.3520858973,799.33934,0.00000000
699.6875,0.1217628912,0.3427177984,799.55956,0.00000000
699.8125,0.11991665,0.3375213079,799.77978,0.00000000
699.90625,0.1196747324,0.3368403986,800.00000,0.00000000
700.0,0.1183660824,0.3331570297,,
700.09375,0.1151984088,0.3242411927,,
700.1875,0.1138939853,0.3205697197,,
700.3125,0.1127036971,0.3172194957,,
700.40625,0.1125394441,0.316757184,,
700.5,0.1126653824,0.3171116539,,
700.59375,0.1120437,0.3153618465,,
700.6875,0.1116161588,0.3141584752,,
700.8125,0.1115281059,0.3139106385,,
700.90625,0.11159205,0.3140906177,,
701.0,0.1115827382,0.3140644085,,
701.09375,0.1116313912,0.3142013486,,
701.1875,0.1120750206,0.3154500024,,
701.3125,0.1120448765,0.3153651578,,
701.40625,0.1113156118,0.3133125456,,
701.5,0.1118843029,0.3149132023,,
701.59375,0.11159225,0.3140911806,,
701.6875,0.1118549118,0.314830477,,
701.8125,0.11204355,0.3153614243,,
701.90625,0.11202325,0.3153042872,,
702.0,0.1118177265,0.314725814,,
702.09375,0.1117265265,0.3144691195,,
702.1875,0.1126454412,0.3170555268,,
702.3125,0.1128969735,0.3177634979,,
702.40625,0.1130762765,0.3182681698,,
702.5,0.1131812118,0.3185635241,,
702.59375,0.1143884147,0.3219613568,,
702.6875,0.1147779176,0.3230576645,,
702.8125,0.1146492618,0.3226955455,,
702.90625,0.1148964382,0.3233912564,,
703.0,0.1155963853,0.3253613502,,
703.09375,0.1150852029,0.3239225597,,
703.1875,0.1145852794,0.3225154586,,
703.3125,0.1142147794,0.3214726373,,
703.40625,0.1147899235,0.3230914566,,
703.5,0.1143539706,0.3218644093,,
703.59375,0.1143887765,0.3219623751,,
703.6875,0.1130026029,0.3180608059,,
703.8125,0.1134317912,0.3192688131,,
703.90625,0.1133067029,0.3189167357,,
704.0,0.1132265029,0.3186910021,,
704.09375,0.1130023882,0.3180602016,,
704.1875,0.11271065,0.3172390657,,
704.3125,0.1126066,0.3169462031,,
704.40625,0.1125067676,0.3166652117,,
704.5,0.11263655,0.3170305014,,
704.59375,0.1122572941,0.3159630354,,
704.6875,0.11190815,0.314980323,,
704.8125,0.1119074324,0.3149783031,,
704.90625,0.1120515941,0.3153840655,,
705.0,0.1116279353,0.3141916216,,
705.09375,0.1118373382,0.3147810139,,
705.1875,0.11165925,0.314279761,,
705.3125,0.1118643147,0.3148569428,,
705.40625,0.1119389676,0.3150670634,,
705.5,0.1123730824,0.3162889368,,
705.59375,0.1127721235,0.3174120911,,
705.6875,0.1141992794,0.3214290105,,
705.8125,0.1159672971,0.3264053305,,
705.90625,0.1168385059,0.3288574632,,
706.0,0.1176559441,0.3311582515,,
706.09375,0.1201692765,0.3382323586,,
706.1875,0.122302,0.3442351917,,
706.3125,0.1219491588,0.3432420734,,
706.40625,0.1230893765,0.3464513671,,
706.5,0.1233991206,0.347323183,,
706.59375,0.1226730471,0.3452795528,,
706.6875,0.1205159706,0.3392081751,,
706.8125,0.1188000176,0.3343783981,,
706.90625,0.1183771559,0.3331881976,,
707.0,0.1165656176,0.3280893831,,
707.09375,0.1144528088,0.3221426026,,
707.1875,0.1126686206,0.3171207683,,
707.3125,0.1121924412,0.3157804982,,
707.40625,0.1122523853,0.3159492189,,
707.5,0.1119502706,0.315098877,,
707.59375,0.1118303618,0.3147613777,,
707.6875,0.1120984824,0.3155160387,,
707.8125,0.1121263912,0.3155945917,,
707.90625,0.1117628853,0.3145714563,,
708.0,0.1116517794,0.314258734,,
708.09375,0.1124396676,0.3164763499,,
708.1875,0.1122020029,0.3158074111,,
708.3125,0.1122343382,0.3158984231,,
708.40625,0.1121890294,0.3157708954,,
708.5,0.1127790559,0.3174316031,,
708.59375,0.1128738412,0.3176983889,,
708.6875,0.1144280471,0.3220729073,,
708.8125,0.1149371088,0.3235057292,,
708.90625,0.1154362735,0.3249106944,,
709.0,0.1161397088,0.3268906063,,
709.09375,0.1175951853,0.3309872378,,
709.1875,0.1177246353,0.3313515919,,
709.3125,0.1184830088,0.3334861348,,
709.40625,0.1178415235,0.3316805894,,
709.5,0.1187054324,0.3341121753,,
709.59375,0.1182011324,0.3326927561,,
709.6875,0.1161035441,0.3267888159,,
709.8125,0.1153431,0.3246484451,,
709.90625,0.1149584324,0.3235657471,,
710.0,0.1140795647,0.3210920576,,
710.09375,0.1136049353,0.3197561502,,
710.1875,0.1126104735,0.3169571057,,
710.3125,0.1119469941,0.3150896549,,
710.40625,0.1118262529,0.3147498129,,
710.5,0.1117469118,0.3145264966,,
710.59375,0.1124398206,0.3164767804,,
710.6875,0.1118521441,0.314822687,,
710.8125,0.1118704529,0.3148742197,,
710.90625,0.1112547294,0.3131411842,,
711.0,0.1119742294,0.3151663123,,
711.09375,0.1118594147,0.3148431511,,
711.1875,0.1118884265,0.3149248085,,
711.3125,0.1114437324,0.313673158,,
711.40625,0.1116219235,0.3141747007,,
711.5,0.1121125118,0.3155555263,,
711.59375,0.1114195853,0.3136051929,,
711.6875,0.1116221088,0.3141752222,,
711.8125,0.1113033941,0.3132781574,,
711.90625,0.1121046706,0.3155334563,,
712.0,0.1111463912,0.3128362518,,
712.09375,0.1115900059,0.3140848642,,
712.1875,0.1114515794,0.3136952446,,
712.3125,0.1116160647,0.3141582102,,
712.40625,0.1114661647,0.3137362968,,
712.5,0.1115775088,0.3140496896,,
712.59375,0.1117302294,0.3144795419,,
712.6875,0.1117427706,0.3145148408,,
712.8125,0.1123308235,0.3161699937,,
712.90625,0.1119614706,0.3151304009,,
713.0,0.1118082353,0.3146990998,,
713.09375,0.1117555882,0.3145509177,,
713.1875,0.1117881676,0.3146426168,,
713.3125,0.1115310118,0.3139188175,,
713.40625,0.1118477324,0.3148102696,,
713.5,0.1116313912,0.3142013486,,
713.59375,0.1116203324,0.3141702221,,
713.6875,0.1115064471,0.3138496768,,
713.8125,0.1112416353,0.313104329,,
713.90625,0.1118779265,0.3148952549,,
714.0,0.1119781971,0.3151774798,,
714.09375,0.1113234088,0.3133344915,,
714.1875,0.1108565088,0.3120203395,,
714.3125,0.1115752176,0.3140432408,,
714.40625,0.1112122853,0.3130217196,,
714.5,0.1115125735,0.3138669206,,
714.59375,0.1115835235,0.3140666188,,
714.6875,0.1120958,0.3155084888,,
714.8125,0.11121445,0.3130278124,,
714.90625,0.1117464265,0.3145251307,,
715.0,0.1115957353,0.3141009904,,
715.09375,0.1113493676,0.313407556,,
715.1875,0.1120502735,0.3153803485,,
715.3125,0.1116546029,0.3142666812,,
715.40625,0.11165205,0.3142594956,,
715.5,0.1116301353,0.3141978138,,
715.59375,0.1114522441,0.3136971155,,
715.6875,0.1116778882,0.3143322208,,
715.8125,0.1117860706,0.3146367143,,
715.90625,0.1115775088,0.3140496896,,
716.0,0.1118996618,0.3149564318,,
716.09375,0.1113261765,0.3133422814,,
716.1875,0.1120197265,0.3152943698,,
716.3125,0.1119068294,0.3149766061,,
716.40625,0.1118397971,0.3147879346,,
716.5,0.1127539441,0.3173609227,,
716.59375,0.1118911294,0.3149324163,,
716.6875,0.1120438471,0.3153622604,,
716.8125,0.1124679912,0.3165560702,,
716.90625,0.1126252618,0.3169987292,,
717.0,0.1124312088,0.3164525414,,
717.09375,0.1124249147,0.3164348258,,
717.1875,0.1127044824,0.317221706,,
717.3125,0.1125330471,0.3167391786,,
717.40625,0.1126038618,0.316938496,,
717.5,0.1125001618,0.3166466186,,
717.59375,0.1122530382,0.3159510567,,
717.6875,0.1120955324,0.3155077355,,
717.8125,0.1118478412,0.3148105758,,
717.90625,0.1114596529,0.3137179686,,
718.0,0.1117975059,0.3146689005,,
718.09375,0.1120500706,0.3153797773,,
718.1875,0.1120477235,0.3153731712,,
718.3125,0.1120605471,0.3154092648,,
718.40625,0.1122088029,0.3158265506,,
718.5,0.1122073559,0.3158224776,,
718.59375,0.1120271794,0.3153153471,,
718.6875,0.1123342206,0.3161795552,,
718.8125,0.1122013765,0.3158056478,,
718.90625,0.1120897471,0.315491452,,
719.0,0.1120412676,0.3153550003,,
719.09375,0.1112210676,0.3130464387,,
719.1875,0.1120873029,0.3154845727,,
719.3125,0.1119764294,0.3151725045,,
719.40625,0.1113072059,0.3132888861,,
719.5,0.1120746088,0.3154488435,,
719.59375,0.1120211471,0.3152983682,,
719.6875,0.1111653529,0.3128896222,,
719.8125,0.1116246588,0.3141823995,,
719.90625,0.1114590559,0.3137162881,,
720.0,0.1115889588,0.3140819171,,
720.09375,0.1115766676,0.314047322,,
720.1875,0.1116471824,0.314245795,,
720.3125,0.1116529559,0.3142620454,,
720.40625,0.1114681559,0.3137419013,,
720.5,0.1117903265,0.3146486931,,
720.59375,0.1119150941,0.3149998682,,
720.6875,0.1113545265,0.3134220762,,
720.8125,0.1111657088,0.3128906239,,
720.90625,0.1113284,0.3133485398,,
721.0,0.1110619471,0.3125985727,,
721.09375,0.1120896794,0.3154912616,,
721.1875,0.1118527765,0.3148244669,,
721.3125,0.1114118147,0.3135833215,,
721.40625,0.1113547412,0.3134226805,,
721.5,0.11157195,0.3140340436,,
721.59375,0.1115653441,0.3140154504,,
721.6875,0.1113906118,0.3135236431,,
721.8125,0.1112607059,0.3131580057,,
721.90625,0.1112395971,0.3130985921,,
722.0,0.1110774647,0.3126422491,,
722.09375,0.1112553588,0.3131429557,,
722.1875,0.1116419324,0.3142310182,,
722.3125,0.1120154941,0.3152824573,,
722.40625,0.1112097912,0.3130146995,,
722.5,0.1116519588,0.314259239,,
722.59375,0.1111285,0.3127858948,,
722.6875,0.1120885676,0.3154881324,,
722.8125,0.11151705,0.3138795202,,
722.90625,0.1121468382,0.3156521427,,
723.0,0.1115216412,0.3138924427,,
723.09375,0.1110107118,0.3124543641,,
723.1875,0.1117826353,0.3146270452,,
723.3125,0.1114577882,0.3137127201,,
723.40625,0.11146485,0.3137325964,,
723.5,0.1116961382,0.3143835878,,
723.59375,0.1118972529,0.3149496518,,
723.6875,0.1129594647,0.3179393876,,
723.8125,0.1129724147,0.3179758371,,
723.90625,0.1135191382,0.319514663,,
724.0,0.1143381324,0.3218198305,,
724.09375,0.1148876059,0.3233663966,,
724.1875,0.1150010206,0.3236856173,,
724.3125,0.1144087147,0.3220184939,,
724.40625,0.1147751529,0.3230498829,,
724.5,0.11487115,0.3233200793,,
724.59375,0.1140477941,0.321002635,,
724.6875,0.1128590647,0.3176567985,,
724.8125,0.1131589647,0.3185009068,,
724.90625,0.1122228588,0.3158661127,,
725.0,0.1117641441,0.3145749994,,
725.09375,0.1120965588,0.3155106246,,
725.1875,0.1117193559,0.314448937,,
725.3125,0.1120222794,0.3153015554,,
725.40625,0.1118186882,0.314728521,,
725.5,0.1114074235,0.313570962,,
725.59375,0.1113162118,0.3133142344,,
725.6875,0.1117731176,0.3146002566,,
725.8125,0.1120082647,0.3152621091,,
725.90625,0.11169525,0.3143810878,,
726.0,0.1114840912,0.3137867533,,
726.09375,0.1116378118,0.3142194202,,
726.1875,0.11209905,0.3155176364,,
726.3125,0.1117781676,0.3146144705,,
726.40625,0.1118196441,0.3147312115,,
726.5,0.1119493324,0.3150962362,,
726.59375,0.1118690441,0.3148702543,,
726.6875,0.1117370206,0.3144986566,,
726.8125,0.1122729824,0.316007192,,
726.90625,0.1115125206,0.3138667716,,
727.0,0.1117352765,0.3144937476,,
727.09375,0.1119695206,0.3151530587,,
727.1875,0.1117287088,0.314475262,,
727.3125,0.1126874265,0.3171737,,
727.40625,0.1124213529,0.3164248007,,
727.5,0.1129650265,0.317955042,,
727.59375,0.1136488353,0.3198797125,,
727.6875,0.1140546118,0.3210218242,,
727.8125,0.1145500853,0.3224164001,,
727.90625,0.1140503706,0.3210098869,,
728.0,0.1145780765,0.322495185,,
728.09375,0.1140159735,0.3209130718,,
728.1875,0.1137205441,0.3200815465,,
728.3125,0.1140473088,0.3210012691,,
728.40625,0.1134028029,0.3191872219,,
728.5,0.1132484353,0.3187527337,,
728.59375,0.1129445118,0.3178973006,,
728.6875,0.1136310618,0.3198296866,,
728.8125,0.1130099206,0.3180814024,,
728.90625,0.1138719765,0.320507773,,
729.0,0.1137603647,0.3201936269,,
729.09375,0.1144783412,0.3222144668,,
729.1875,0.1148409941,0.3232352016,,
729.3125,0.1159729206,0.3264211587,,
729.40625,0.1159279618,0.3262946161,,
729.5,0.1162694265,0.3272557138,,
729.59375,0.1167173824,0.328516545,,
729.6875,0.11625525,0.3272158122,,
729.8125,0.1162759118,0.3272739675,,
729.90625,0.1158674529,0.326124306,,
730.0,0.1148715059,0.323321081,,
730.09375,0.1143409882,0.3218278687,,
730.1875,0.1133905529,0.3191527426,,
730.3125,0.1135041971,0.3194726091,,
730.40625,0.1135728294,0.3196657839,,
730.5,0.1128402941,0.3176039662,,
730.59375,0.1124021029,0.3163706191,,
730.6875,0.1119739382,0.3151654927,,
730.8125,0.1117507794,0.3145373826,,
730.90625,0.1116695676,0.3143088014,,
731.0,0.1115831206,0.3140654847,,
731.09375,0.1112868441,0.3132315753,,
731.1875,0.1118149265,0.314717933,,
731.3125,0.1117951618,0.3146623027,,
731.40625,0.1120803118,0.3154648951,,
731.5,0.1118366147,0.3147789775,,
731.59375,0.1112656853,0.3131720209,,
731.6875,0.1116466706,0.3142443546,,
731.8125,0.1113659441,0.3134542127,,
731.90625,0.1109582676,0.3123067532,,
732.0,0.1114904353,0.3138046096,,
732.09375,0.1115415882,0.3139485863,,
732.1875,0.1112485765,0.3131238659,,
732.3125,0.1113015794,0.3132730497,,
732.40625,0.11189765,0.3149507694,,
732.5,0.1113549265,0.3134232021,,
732.59375,0.1113437559,0.313391761,,
732.6875,0.1113991676,0.3135477247,,
732.8125,0.1121532647,0.3156702309,,
732.90625,0.1118718735,0.3148782181,,
733.0,0.1114795735,0.3137740377,,
733.09375,0.1116243265,0.3141814641,,
733.1875,0.1117791029,0.314617103,,
733.3125,0.1113730382,0.31347418,,
733.40625,0.1113653824,0.3134526315,,
733.5,0.1114827,0.3137828376,,
733.59375,0.1115092676,0.3138576158,,
733.6875,0.1115255824,0.3139035357,,
733.8125,0.1110787882,0.3126459744,,
733.90625,0.1115136,0.3138698098,,
734.0,0.1111410382,0.3128211853,,
734.09375,0.1116271559,0.3141894278,,
734.1875,0.1119049706,0.3149713742,,
734.3125,0.1115816235,0.314061271,,
734.40625,0.1111711529,0.3129059471,,
734.5,0.1116175529,0.3141623991,,
734.59375,0.1117646824,0.3145765143,,
734.6875,0.1115121206,0.3138656457,,
734.8125,0.1117988235,0.3146726092,,
734.90625,0.1116708,0.31431227,,
735.0,0.1117506324,0.3145369687,,
735.09375,0.1117961,0.3146649434,,
735.1875,0.1117338676,0.3144897822,,
735.3125,0.1110355471,0.3125242664,,
735.40625,0.1116333176,0.3142067709,,
735.5,0.1118727059,0.3148805609,,
735.59375,0.1115677471,0.3140222138,,
735.6875,0.1117214088,0.3144547152,,
735.8125,0.1111809118,0.3129334146,,
735.90625,0.1110596294,0.3125920494,,
736.0,0.1115979412,0.3141071992,,
736.09375,0.1112980441,0.3132630991,,
736.1875,0.1111641735,0.3128863026,,
736.3125,0.1116175471,0.3141623825,,
736.40625,0.1113585824,0.313433492,,
736.5,0.1114582765,0.3137140943,,
736.59375,0.1114266471,0.3136250692,,
736.6875,0.1112783647,0.3132077088,,
736.8125,0.1117189382,0.3144477614,,
736.90625,0.1114189265,0.3136033386,,
737.0,0.1119057559,0.3149735845,,
737.09375,0.1113460618,0.3133982512,,
737.1875,0.1112282382,0.3130666212,,
737.3125,0.1114640647,0.3137303861,,
737.40625,0.1120300618,0.3153234599,,
737.5,0.1117141676,0.314434334,,
737.59375,0.1116154412,0.3141564552,,
737.6875,0.1115665735,0.3140189108,,
737.8125,0.1117305029,0.3144803118,,
737.90625,0.1116285353,0.3141933104,,
738.0,0.1120492882,0.3153775753,,
738.09375,0.1112760647,0.3132012352,,
738.1875,0.1121187265,0.3155730184,,
738.3125,0.1117812912,0.3146232621,,
738.40625,0.11194745,0.3150909381,,
738.5,0.1119779765,0.3151768589,,
738.59375,0.1116771912,0.3143302588,,
738.6875,0.1121160265,0.3155654189,,
738.8125,0.1118486324,0.3148128027,,
738.90625,0.1124735794,0.3165717991,,
739.0,0.1124544441,0.3165179402,,
739.09375,0.1130773588,0.3182712163,,
739.1875,0.1137891647,0.3202746883,,
739.3125,0.1143613206,0.3218850968,,
739.40625,0.1148236265,0.323186318,,
739.5,0.1156159088,0.3254163017,,
739.59375,0.1166019618,0.3281916785,,
739.6875,0.1179393118,0.3319558273,,
739.8125,0.1182008,0.3326918206,,
739.90625,0.1179501912,0.3319864489,,
740.0,0.1174786353,0.3306591923,,
740.09375,0.1174570265,0.3305983714,,
740.1875,0.1165972794,0.3281784994,,
740.3125,0.1161163706,0.3268249177,,
740.40625,0.1161178647,0.3268291231,,
740.5,0.1152564588,0.3244045821,,
740.59375,0.1141415353,0.321266482,,
740.6875,0.1132984676,0.3188935563,,
740.8125,0.1129119912,0.3178057671,,
740.90625,0.1123977735,0.3163584334,,
741.0,0.11231355,0.3161213751,,
741.09375,0.1119813176,0.3151862631,,
741.1875,0.1119338882,0.3150527667,,
741.3125,0.1118359235,0.3147770321,,
741.40625,0.1117579147,0.3145574659,,
741.5,0.1120743029,0.3154479825,,
741.59375,0.1124398471,0.3164768549,,
741.6875,0.1117666529,0.3145820608,,
741.8125,0.1116362618,0.3142150575,,
741.90625,0.1115899059,0.3140845828,,
742.0,0.1117718118,0.314596581,,
742.09375,0.1114559912,0.3137076621,,
742.1875,0.1113592853,0.3134354706,,
742.3125,0.1119467529,0.3150889761,,
742.40625,0.1119500206,0.3150981733,,
742.5,0.1108995765,0.3121415591,,
742.59375,0.1114790559,0.3137725808,,
742.6875,0.1122333647,0.3158956829,,
742.8125,0.1114498294,0.313690319,,
742.90625,0.1115626794,0.3140079503,,
743.0,0.1120540588,0.3153910028,,
743.09375,0.11184115,0.3147917426,,
743.1875,0.1113402676,0.3133819429,,
743.3125,0.1114367382,0.3136534721,,
743.40625,0.1117849912,0.3146336762,,
743.5,0.1117879353,0.3146419628,,
743.59375,0.1121275588,0.3155978782,,
743.6875,0.1122262471,0.3158756494,,
743.8125,0.1117107382,0.3144246814,,
743.90625,0.1118945559,0.3149420606,,
744.0,0.1117032088,0.3144034889,,
744.09375,0.1114416912,0.3136674128,,
744.1875,0.1117165382,0.3144410063,,
744.3125,0.1113049441,0.3132825201,,
744.40625,0.1115018618,0.3138367709,,
744.5,0.1110785206,0.3126452211,,
744.59375,0.1111744765,0.3129153016,,
744.6875,0.11117955,0.3129295817,,
744.8125,0.1112811265,0.3132154822,,
744.90625,0.1116174294,0.3141620514,,
745.0,0.1116841382,0.3143498122,,
745.09375,0.1114712441,0.3137505935,,
745.1875,0.1116659088,0.3142985031,,
745.3125,0.1112544529,0.313140406,,
745.40625,0.1115567618,0.3139912943,,
745.5,0.1117806618,0.3146214905,,
745.59375,0.1116273882,0.3141900818,,
745.6875,0.1116948265,0.3143798957,,
745.8125,0.1115352529,0.3139307548,,
745.90625,0.1112296206,0.3130705121,,
746.0,0.1116034,0.3141225638,,
746.09375,0.1113553735,0.3134244604,,
746.1875,0.1110820618,0.3126551882,,
746.3125,0.1115026206,0.3138389067,,
746.40625,0.1114228882,0.3136144895,,
746.5,0.1114977588,0.3138252227,,
746.59375,0.1113910882,0.3135249841,,
746.6875,0.1115184353,0.3138834193,,
746.8125,0.1120913324,0.315495914,,
746.90625,0.11176435,0.3145755789,,
747.0,0.1114929,0.3138115469,,
747.09375,0.1120747882,0.3154493484,,
747.1875,0.1116366471,0.314216142,,
747.3125,0.1120345941,0.3153362168,,
747.40625,0.1117038,0.3144051529,,
747.5,0.1123805618,0.3163099886,,
747.59375,0.1117365765,0.3144974066,,
747.6875,0.11170035,0.3143954424,,
747.8125,0.1114187206,0.3136027591,,
747.90625,0.1115741794,0.3140403185,,
748.0,0.1117715588,0.3145958691,,
748.09375,0.1117845412,0.3146324096,,
748.1875,0.1122851471,0.3160414312,,
748.3125,0.1121724853,0.3157243298,,
748.40625,0.11230395,0.3160943546,,
748.5,0.1125468353,0.3167779875,,
748.59375,0.1117439618,0.3145181935,,
748.6875,0.1122052471,0.3158165421,,
748.8125,0.1122623794,0.3159773487,,
748.90625,0.1126903147,0.3171818293,,
749.0,0.1120157735,0.3152832437,,
749.09375,0.1117514029,0.3145391377,,
749.1875,0.1121210706,0.3155796162,,
749.3125,0.1114887912,0.313799982,,
749.40625,0.1117261824,0.314468151,,
749.5,0.1119847147,0.3151958245,,
749.59375,0.11183525,0.3147751363,,
749.6875,0.1124051882,0.316379303,,
749.8125,0.1118521382,0.3148226705,,
749.90625,0.1119868206,0.3152017518,,
750.0,0.1119213412,0.3150174513,,
750.09375,0.1115731235,0.3140373466,,
750.1875,0.1120586912,0.3154040411,,
750.3125,0.1123569824,0.3162436212,,
750.40625,0.1120871353,0.3154841009,,
750.5,0.1123009441,0.3160858941,,
750.59375,0.1129445853,0.3178975076,,
750.6875,0.1127739559,0.3174172485,,
750.8125,0.1126250088,0.3169980172,,
750.90625,0.1125095882,0.3166731507,,
751.0,0.1121089118,0.3155453936,,
751.09375,0.1120576971,0.315401243,,
751.1875,0.1117184324,0.3144463376,,
751.3125,0.1117301647,0.3144793598,,
751.40625,0.1117433618,0.3145165047,,
751.5,0.1117218235,0.3144558825,,
751.59375,0.1119545029,0.3151107895,,
751.6875,0.1111287118,0.3127864908,,
751.8125,0.1114327765,0.3136423212,,
751.90625,0.1115415882,0.3139485863,,
752.0,0.1113578912,0.3134315466,,
752.09375,0.1111817794,0.3129358567,,
752.1875,0.1113359088,0.3133696744,,
752.3125,0.1114900765,0.3138035997,,
752.40625,0.1115790794,0.3140541102,,
752.5,0.1111643618,0.3128868324,,
752.59375,0.1113732176,0.313474685,,
752.6875,0.1119765471,0.3151728356,,
752.8125,0.1117253029,0.3144656757,,
752.90625,0.1121119618,0.3155539783,,
753.0,0.1121388706,0.3156297167,,
753.09375,0.1120002088,0.3152394348,,
753.1875,0.1120337853,0.3153339402,,
753.3125,0.1121822706,0.3157518718,,
753.40625,0.1118777324,0.3148947085,,
753.5,0.1124184294,0.3164165721,,
753.59375,0.1115291176,0.3139134862,,
753.6875,0.1120403029,0.315352285,,
753.8125,0.1118229559,0.3147405329,,
753.90625,0.1116102147,0.3141417446,,
754.0,0.1118049912,0.3146899688,,
754.09375,0.1118386324,0.3147846564,,
754.1875,0.11191125,0.3149890484,,
754.3125,0.1111445912,0.3128311855,,
754.40625,0.1113752824,0.3134804964,,
754.5,0.1116082941,0.3141363389,,
754.59375,0.1120099382,0.3152668195,,
754.6875,0.1119381971,0.3150648945,,
754.8125,0.1117712412,0.314594975,,
754.90625,0.1116251765,0.3141838565,,
755.0,0.1111951176,0.3129733989,,
755.09375,0.11127765,0.3132056972,,
755.1875,0.1115906941,0.3140868014,,
755.3125,0.1114707382,0.3137491696,,
755.40625,0.1117037118,0.3144049045,,
755.5,0.1115322794,0.3139223854,,
755.59375,0.1119247912,0.3150271618,,
755.6875,0.1113456206,0.3133970094,,
755.8125,0.1113995882,0.3135489085,,
755.90625,0.1111870029,0.312950559,,
756.0,0.1115894265,0.3140832334,,
756.09375,0.1117102,0.3144231665,,
756.1875,0.1117929059,0.3146559532,,
756.3125,0.1111511147,0.3128495468,,
756.40625,0.1114027147,0.3135577084,,
756.5,0.1117745382,0.314604255,,
756.59375,0.1113598529,0.3134370683,,
756.6875,0.1113699059,0.3134653636,,
756.8125,0.1115404118,0.313945275,,
756.90625,0.1116084147,0.3141366783,,
757.0,0.1113561882,0.3134267535,,
757.09375,0.1117404353,0.3145082678,,
757.1875,0.1112736294,0.3131943807,,
757.3125,0.1115464853,0.3139623698,,
757.40625,0.1120241706,0.3153068784,,
757.5,0.1117304118,0.3144800552,,
757.59375,0.1115018441,0.3138367213,,
757.6875,0.1112942559,0.3132524367,,
757.8125,0.1118224794,0.3147391918,,
757.90625,0.1118541265,0.3148282666,,
758.0,0.1114707647,0.3137492441,,
