x_IR_A, y_IR_A, x_IR_B, y_IR_B, x_IR_C, y_IR_C
1565.81814,1.01610,1565.81814,1.02676,1565.81814,1.03113
1563.88980,1.01715,1563.88980,1.02574,1563.88980,1.03112
1561.96145,1.01452,1561.96145,1.02595,1561.96145,1.03103
1560.03310,1.00624,1560.03310,1.02878,1560.03310,1.03107
1558.10475,1.00161,1558.10475,1.02916,1558.10475,1.03129
1556.17641,1.00355,1556.17641,1.02690,1556.17641,1.03131
1554.24806,1.00498,1554.24806,1.02680,1554.24806,1.03123
1552.31971,1.00628,1552.31971,1.02752,1552.31971,1.03123
1550.39136,1.00832,1550.39136,1.02781,1550.39136,1.03128
1548.46302,1.01097,1548.46302,1.02739,1548.46302,1.03126
1546.53467,1.01241,1546.53467,1.02677,1546.53467,1.03108
1544.60632,1.01182,1544.60632,1.02654,1544.60632,1.03087
1542.67797,1.00979,1542.67797,1.02714,1542.67797,1.03083
1540.74963,1.00655,1540.74963,1.02874,1540.74963,1.03095
1538.82128,1.00678,1538.82128,1.02806,1538.82128,1.03110
1536.89293,1.00875,1536.89293,1.02594,1536.89293,1.03114
1534.96458,1.00551,1534.96458,1.02687,1534.96458,1.03112
1533.03624,1.00043,1533.03624,1.02830,1533.03624,1.03110
1531.10789,0.99788,1531.10789,1.02756,1531.10789,1.03100
1529.17954,0.99422,1529.17954,1.02708,1529.17954,1.03078
1527.25119,0.98833,1527.25119,1.02728,1527.25119,1.03058
1525.32285,0.98182,1525.32285,1.02694,1525.32285,1.03048
1523.39450,0.97144,1523.39450,1.02718,1523.39450,1.03038
1521.46615,0.95352,1521.46615,1.02782,1521.46615,1.03014
1519.53781,0.92662,1519.53781,1.02703,1519.53781,1.02971
1517.60946,0.88485,1517.60946,1.02669,1517.60946,1.02926
1515.68111,0.83091,1515.68111,1.02676,1515.68111,1.02899
1513.75276,0.77758,1513.75276,1.02617,1513.75276,1.02879
1511.82442,0.73184,1511.82442,1.02539,1511.82442,1.02853
1509.89607,0.68469,1509.89607,1.02547,1509.89607,1.02814
1507.96772,0.60832,1507.96772,1.02773,1507.96772,1.02735
1506.03937,0.49695,1506.03937,1.02858,1506.03937,1.02577
1504.11103,0.39458,1504.11103,1.02612,1504.11103,1.02358
1502.18268,0.32377,1502.18268,1.02492,1502.18268,1.02103
1500.25433,0.28419,1500.25433,1.02581,1500.25433,1.01743
1498.32598,0.28451,1498.32598,1.02671,1498.32598,1.01165
1496.39764,0.33200,1496.39764,1.02633,1496.39764,1.00331
1494.46929,0.41217,1494.46929,1.02462,1494.46929,0.99340
1492.54094,0.50043,1492.54094,1.02412,1492.54094,0.98239
1490.61259,0.58939,1490.61259,1.02523,1490.61259,0.96951
1488.68425,0.67433,1488.68425,1.02554,1488.68425,0.95615
1486.75590,0.74075,1486.75590,1.02483,1486.75590,0.94600
1484.82755,0.78543,1484.82755,1.02430,1484.82755,0.94058
1482.89920,0.81654,1482.89920,1.02449,1482.89920,0.93888
1480.97086,0.84081,1480.97086,1.02468,1480.97086,0.93934
1479.04251,0.85963,1479.04251,1.02447,1479.04251,0.94074
1477.11416,0.87233,1477.11416,1.02434,1477.11416,0.94256
1475.18581,0.87944,1475.18581,1.02458,1475.18581,0.94488
1473.25747,0.88213,1473.25747,1.02491,1473.25747,0.94779
1471.32912,0.88337,1471.32912,1.02369,1471.32912,0.95058
1469.40077,0.88384,1469.40077,1.02161,1469.40077,0.95198
1467.47242,0.88197,1467.47242,1.02116,1467.47242,0.95135
1465.54408,0.87988,1465.54408,1.02152,1465.54408,0.94857
1463.61573,0.88039,1463.61573,1.02024,1463.61573,0.94435
1461.68738,0.87933,1461.68738,1.01815,1461.68738,0.93981
1459.75903,0.86859,1459.75903,1.01819,1459.75903,0.93475
1457.83069,0.84820,1457.83069,1.01974,1457.83069,0.92769
1455.90234,0.83346,1455.90234,1.01875,1455.90234,0.91859
1453.97399,0.83773,1453.97399,1.01600,1453.97399,0.90958
1452.04564,0.85801,1452.04564,1.01496,1452.04564,0.90167
1450.11730,0.88564,1450.11730,1.01502,1450.11730,0.89538
1448.18895,0.91256,1448.18895,1.01496,1448.18895,0.89196
1446.26060,0.93389,1446.26060,1.01439,1446.26060,0.89203
1444.33225,0.94740,1444.33225,1.01404,1444.33225,0.89423
1442.40391,0.95459,1442.40391,1.01420,1442.40391,0.89594
1440.47556,0.95865,1440.47556,1.01463,1440.47556,0.89477
1438.54721,0.96135,1438.54721,1.01630,1438.54721,0.88987
1436.61886,0.96588,1436.61886,1.01798,1436.61886,0.88354
1434.69052,0.97304,1434.69052,1.01750,1434.69052,0.88141
1432.76217,0.97678,1432.76217,1.01708,1432.76217,0.88802
1430.83382,0.97532,1430.83382,1.01751,1430.83382,0.90401
1428.90547,0.97244,1428.90547,1.01699,1428.90547,0.92609
1426.97713,0.97012,1426.97713,1.01541,1426.97713,0.94844
1425.04878,0.96828,1425.04878,1.01346,1425.04878,0.96764
1423.12043,0.96744,1423.12043,1.01074,1423.12043,0.98277
1421.19208,0.96589,1421.19208,1.00817,1421.19208,0.99373
1419.26374,0.96366,1419.26374,1.00555,1419.26374,1.00151
1417.33539,0.96425,1417.33539,1.00158,1417.33539,1.00675
1415.40704,0.96620,1415.40704,0.99829,1415.40704,1.00963
1413.47869,0.96658,1413.47869,0.99703,1413.47869,1.01099
1411.55035,0.96497,1411.55035,0.99693,1411.55035,1.01139
1409.62200,0.96104,1409.62200,0.99733,1409.62200,1.01081
1407.69365,0.95346,1407.69365,0.99835,1407.69365,1.00914
1405.76530,0.94121,1405.76530,0.99989,1405.76530,1.00643
1403.83696,0.92503,1403.83696,1.00103,1403.83696,1.00304
1401.90861,0.90410,1401.90861,1.00207,1401.90861,0.99941
1399.98026,0.87579,1399.98026,1.00404,1399.98026,0.99563
1398.05191,0.84087,1398.05191,1.00630,1398.05191,0.99150
1396.12357,0.80119,1396.12357,1.00900,1396.12357,0.98672
1394.19522,0.75930,1394.19522,1.01180,1394.19522,0.98099
1392.26687,0.71958,1392.26687,1.01354,1392.26687,0.97477
1390.33852,0.68159,1390.33852,1.01529,1390.33852,0.96910
1388.41018,0.64113,1388.41018,1.01747,1388.41018,0.96505
1386.48183,0.59847,1386.48183,1.01853,1386.48183,0.96381
1384.55348,0.55752,1384.55348,1.01863,1384.55348,0.96586
1382.62513,0.51997,1382.62513,1.01926,1382.62513,0.97082
1380.69679,0.48719,1380.69679,1.02020,1380.69679,0.97781
1378.76844,0.46199,1378.76844,1.02084,1378.76844,0.98523
1376.84009,0.44657,1376.84009,1.02139,1376.84009,0.99119
1374.91174,0.44153,1374.91174,1.02211,1374.91174,0.99464
1372.98340,0.44612,1372.98340,1.02229,1372.98340,0.99584
1371.05505,0.45750,1371.05505,1.02209,1371.05505,0.99568
1369.12670,0.47265,1369.12670,1.02227,1369.12670,0.99512
1367.19836,0.49024,1367.19836,1.02232,1367.19836,0.99485
1365.27001,0.50974,1365.27001,1.02251,1365.27001,0.99523
1363.34166,0.53230,1363.34166,1.02318,1363.34166,0.99636
1361.41331,0.55899,1361.41331,1.02335,1361.41331,0.99806
1359.48497,0.58774,1359.48497,1.02309,1359.48497,0.99992
1357.55662,0.61688,1357.55662,1.02329,1357.55662,1.00172
1355.62827,0.64682,1355.62827,1.02380,1355.62827,1.00347
1353.69992,0.67719,1353.69992,1.02408,1353.69992,1.00502
1351.77158,0.70676,1351.77158,1.02407,1351.77158,1.00627
1349.84323,0.73497,1349.84323,1.02405,1349.84323,1.00729
1347.91488,0.76183,1347.91488,1.02410,1347.91488,1.00816
1345.98653,0.78695,1345.98653,1.02414,1345.98653,1.00888
1344.05819,0.80985,1344.05819,1.02404,1344.05819,1.00944
1342.12984,0.83024,1342.12984,1.02407,1342.12984,1.00986
1340.20149,0.84868,1340.20149,1.02433,1340.20149,1.01021
1338.27314,0.86597,1338.27314,1.02431,1338.27314,1.01053
1336.34480,0.88130,1336.34480,1.02405,1336.34480,1.01082
1334.41645,0.89384,1334.41645,1.02394,1334.41645,1.01100
1332.48810,0.90412,1332.48810,1.02390,1332.48810,1.01102
1330.55975,0.91272,1330.55975,1.02378,1330.55975,1.01098
1328.63141,0.91974,1328.63141,1.02353,1328.63141,1.01093
1326.70306,0.92522,1326.70306,1.02321,1326.70306,1.01083
1324.77471,0.92933,1324.77471,1.02284,1324.77471,1.01063
1322.84636,0.93190,1322.84636,1.02244,1322.84636,1.01032
1320.91802,0.93216,1320.91802,1.02209,1320.91802,1.00996
1318.98967,0.92939,1318.98967,1.02175,1318.98967,1.00957
1317.06132,0.92310,1317.06132,1.02125,1317.06132,1.00913
1315.13297,0.91253,1315.13297,1.02076,1315.13297,1.00861
1313.20463,0.89774,1313.20463,1.02030,1313.20463,1.00800
1311.27628,0.88000,1311.27628,1.01964,1311.27628,1.00727
1309.34793,0.86129,1309.34793,1.01894,1309.34793,1.00629
1307.41958,0.84562,1307.41958,1.01831,1307.41958,1.00503
1305.49124,0.83867,1305.49124,1.01767,1305.49124,1.00353
1303.56289,0.84276,1303.56289,1.01698,1303.56289,1.00179
1301.63454,0.85329,1301.63454,1.01627,1301.63454,0.99973
1299.70619,0.86169,1299.70619,1.01555,1299.70619,0.99730
1297.77785,0.86236,1297.77785,1.01474,1297.77785,0.99451
1295.84950,0.85595,1295.84950,1.01376,1295.84950,0.99137
1293.92115,0.84631,1293.92115,1.01258,1293.92115,0.98776
1291.99280,0.83635,1291.99280,1.01125,1291.99280,0.98352
1290.06446,0.82804,1290.06446,1.00986,1290.06446,0.97851
1288.13611,0.82479,1288.13611,1.00838,1288.13611,0.97256
1286.20776,0.83034,1286.20776,1.00666,1286.20776,0.96537
1284.27941,0.84478,1284.27941,1.00452,1284.27941,0.95649
1282.35107,0.86417,1282.35107,1.00179,1282.35107,0.94544
1280.42272,0.88341,1280.42272,0.99824,1280.42272,0.93220
1278.49437,0.89843,1278.49437,0.99352,1278.49437,0.91720
1276.56602,0.90715,1276.56602,0.98694,1276.56602,0.90133
1274.63768,0.90953,1274.63768,0.97732,1274.63768,0.88614
1272.70933,0.90665,1272.70933,0.96260,1272.70933,0.87369
1270.78098,0.89949,1270.78098,0.93915,1270.78098,0.86569
1268.85263,0.88800,1268.85263,0.90219,1268.85263,0.86270
1266.92429,0.87073,1266.92429,0.84869,1266.92429,0.86400
1264.99594,0.84532,1264.99594,0.78177,1264.99594,0.86806
1263.06759,0.80905,1263.06759,0.71283,1263.06759,0.87313
1261.13924,0.76040,1261.13924,0.65729,1261.13924,0.87757
1259.21090,0.70129,1259.21090,0.62675,1259.21090,0.88006
1257.28255,0.63697,1257.28255,0.62377,1257.28255,0.87982
1255.35420,0.57352,1255.35420,0.64330,1255.35420,0.87662
1253.42585,0.51597,1253.42585,0.67977,1253.42585,0.87065
1251.49751,0.46727,1251.49751,0.73092,1251.49751,0.86226
1249.56916,0.42824,1249.56916,0.79246,1249.56916,0.85202
1247.64081,0.39834,1247.64081,0.85313,1247.64081,0.84087
1245.71246,0.37664,1245.71246,0.90136,1245.71246,0.83005
1243.78412,0.36235,1243.78412,0.93376,1243.78412,0.82094
1241.85577,0.35497,1241.85577,0.95383,1241.85577,0.81493
1239.92742,0.35407,1239.92742,0.96618,1239.92742,0.81301
1237.99907,0.35921,1237.99907,0.97393,1237.99907,0.81567
1236.07073,0.37000,1236.07073,0.97885,1236.07073,0.82286
1234.14238,0.38602,1234.14238,0.98190,1234.14238,0.83392
1232.21403,0.40673,1232.21403,0.98364,1232.21403,0.84777
1230.28568,0.43140,1230.28568,0.98436,1230.28568,0.86321
1228.35734,0.45913,1228.35734,0.98422,1228.35734,0.87897
1226.42899,0.48906,1226.42899,0.98334,1226.42899,0.89396
1224.50064,0.52039,1224.50064,0.98177,1224.50064,0.90734
1222.57229,0.55241,1222.57229,0.97959,1222.57229,0.91855
1220.64395,0.58453,1220.64395,0.97699,1220.64395,0.92733
1218.71560,0.61627,1218.71560,0.97422,1218.71560,0.93349
1216.78725,0.64689,1216.78725,0.97131,1216.78725,0.93684
1214.85891,0.67529,1214.85891,0.96814,1214.85891,0.93719
1212.93056,0.70007,1212.93056,0.96477,1212.93056,0.93411
1211.00221,0.71984,1211.00221,0.96138,1211.00221,0.92701
1209.07386,0.73391,1209.07386,0.95812,1209.07386,0.91550
1207.14552,0.74309,1207.14552,0.95506,1207.14552,0.89960
1205.21717,0.74975,1205.21717,0.95223,1205.21717,0.87995
1203.28882,0.75695,1203.28882,0.94969,1203.28882,0.85766
1201.36047,0.76686,1201.36047,0.94733,1201.36047,0.83386
1199.43213,0.77950,1199.43213,0.94489,1199.43213,0.80960
1197.50378,0.79293,1197.50378,0.94269,1197.50378,0.78618
1195.57543,0.80342,1195.57543,0.94080,1195.57543,0.76533
1193.64708,0.80767,1193.64708,0.93911,1193.64708,0.74921
1191.71874,0.80526,1191.71874,0.93760,1191.71874,0.73990
1189.79039,0.79963,1189.79039,0.93642,1189.79039,0.73839
1187.86204,0.79627,1187.86204,0.93557,1187.86204,0.74371
1185.93369,0.79901,1185.93369,0.93486,1185.93369,0.75283
1184.00535,0.80730,1184.00535,0.93417,1184.00535,0.76195
1182.07700,0.81592,1182.07700,0.93350,1182.07700,0.76834
1180.14865,0.81707,1180.14865,0.93295,1180.14865,0.77119
1178.22030,0.80388,1178.22030,0.93251,1178.22030,0.77124
1176.29196,0.77419,1176.29196,0.93208,1176.29196,0.76983
1174.36361,0.73184,1174.36361,0.93169,1174.36361,0.76809
1172.43526,0.68499,1172.43526,0.93131,1172.43526,0.76631
1170.50691,0.64308,1170.50691,0.93087,1170.50691,0.76405
1168.57857,0.61491,1168.57857,0.93044,1168.57857,0.76072
1166.65022,0.60796,1166.65022,0.93007,1166.65022,0.75586
1164.72187,0.62494,1164.72187,0.92961,1164.72187,0.74907
1162.79352,0.66047,1162.79352,0.92894,1162.79352,0.73996
1160.86518,0.70584,1160.86518,0.92814,1160.86518,0.72784
1158.93683,0.75451,1158.93683,0.92723,1158.93683,0.71177
1157.00848,0.80046,1157.00848,0.92612,1157.00848,0.69092
1155.08013,0.83768,1155.08013,0.92483,1155.08013,0.66497
1153.15179,0.86381,1153.15179,0.92342,1153.15179,0.63520
1151.22344,0.88054,1151.22344,0.92175,1151.22344,0.60515
1149.29509,0.89059,1149.29509,0.91962,1149.29509,0.57968
1147.36674,0.89569,1147.36674,0.91693,1147.36674,0.56292
1145.43840,0.89677,1145.43840,0.91372,1145.43840,0.55673
1143.51005,0.89454,1143.51005,0.90996,1143.51005,0.56049
1141.58170,0.88944,1141.58170,0.90566,1141.58170,0.57202
1139.65335,0.88114,1139.65335,0.90099,1139.65335,0.58882
1137.72501,0.86864,1137.72501,0.89629,1137.72501,0.60910
1135.79666,0.85089,1135.79666,0.89185,1135.79666,0.63182
1133.86831,0.82704,1133.86831,0.88751,1133.86831,0.65591
1131.93996,0.79678,1131.93996,0.88279,1131.93996,0.68004
1130.01162,0.76087,1130.01162,0.87715,1130.01162,0.70305
1128.08327,0.72147,1128.08327,0.87019,1128.08327,0.72417
1126.15492,0.68119,1126.15492,0.86180,1126.15492,0.74312
1124.22657,0.64112,1124.22657,0.85202,1124.22657,0.76019
1122.29823,0.59957,1122.29823,0.84095,1122.29823,0.77596
1120.36988,0.55442,1120.36988,0.82873,1120.36988,0.79084
1118.44153,0.50756,1118.44153,0.81523,1118.44153,0.80504
1116.51318,0.46731,1116.51318,0.80017,1116.51318,0.81868
1114.58484,0.44685,1114.58484,0.78356,1114.58484,0.83183
1112.65649,0.45722,1112.65649,0.76570,1112.65649,0.84446
1110.72814,0.49705,1110.72814,0.74683,1110.72814,0.85646
1108.79979,0.54899,1108.79979,0.72699,1108.79979,0.86777
1106.87145,0.59170,1106.87145,0.70616,1106.87145,0.87839
1104.94310,0.61536,1104.94310,0.68437,1104.94310,0.88818
1103.01475,0.62238,1103.01475,0.66180,1103.01475,0.89700
1101.08640,0.61694,1101.08640,0.63884,1101.08640,0.90501
1099.15806,0.60060,1099.15806,0.61589,1099.15806,0.91242
1097.22971,0.57591,1097.22971,0.59326,1097.22971,0.91913
1095.30136,0.54883,1095.30136,0.57128,1095.30136,0.92503
1093.37301,0.52644,1093.37301,0.55028,1093.37301,0.93022
1091.44467,0.51372,1091.44467,0.53057,1091.44467,0.93472
1089.51632,0.51247,1089.51632,0.51242,1089.51632,0.93847
1087.58797,0.52210,1087.58797,0.49601,1087.58797,0.94139
1085.65962,0.54073,1085.65962,0.48137,1085.65962,0.94346
1083.73128,0.56609,1083.73128,0.46850,1083.73128,0.94467
1081.80293,0.59558,1081.80293,0.45735,1081.80293,0.94517
1079.87458,0.62602,1079.87458,0.44781,1079.87458,0.94515
1077.94623,0.65381,1077.94623,0.43974,1077.94623,0.94467
1076.01789,0.67671,1076.01789,0.43310,1076.01789,0.94366
1074.08954,0.69580,1074.08954,0.42783,1074.08954,0.94210
1072.16119,0.71443,1072.16119,0.42381,1072.16119,0.93987
1070.23284,0.73487,1070.23284,0.42084,1070.23284,0.93699
1068.30450,0.75638,1068.30450,0.41875,1068.30450,0.93375
1066.37615,0.77662,1066.37615,0.41743,1066.37615,0.93057
1064.44780,0.79394,1064.44780,0.41689,1064.44780,0.92838
1062.51946,0.80820,1062.51946,0.41713,1062.51946,0.92864
1060.59111,0.81978,1060.59111,0.41813,1060.59111,0.93270
1058.66276,0.82898,1058.66276,0.41989,1058.66276,0.94116
1056.73441,0.83595,1056.73441,0.42225,1056.73441,0.95340
1054.80607,0.84105,1054.80607,0.42494,1054.80607,0.96760
1052.87772,0.84511,1052.87772,0.42778,1052.87772,0.98138
1050.94937,0.84934,1050.94937,0.43080,1050.94937,0.99286
1049.02102,0.85462,1049.02102,0.43395,1049.02102,1.00145
1047.09268,0.86103,1047.09268,0.43700,1047.09268,1.00755
1045.16433,0.86803,1045.16433,0.43975,1045.16433,1.01184
1043.23598,0.87503,1043.23598,0.44199,1043.23598,1.01489
1041.30763,0.88153,1041.30763,0.44350,1041.30763,1.01711
1039.37929,0.88729,1039.37929,0.44409,1039.37929,1.01875
1037.45094,0.89245,1037.45094,0.44365,1037.45094,1.02001
1035.52259,0.89727,1035.52259,0.44204,1035.52259,1.02098
1033.59424,0.90184,1033.59424,0.43910,1033.59424,1.02172
1031.66590,0.90628,1031.66590,0.43472,1031.66590,1.02236
1029.73755,0.91058,1029.73755,0.42865,1029.73755,1.02287
1027.80920,0.91441,1027.80920,0.42076,1027.80920,1.02318
1025.88085,0.91695,1025.88085,0.41121,1025.88085,1.02344
1023.95251,0.91599,1023.95251,0.40010,1023.95251,1.02375
1022.02416,0.90727,1022.02416,0.38754,1022.02416,1.02389
1020.09581,0.88691,1020.09581,0.37413,1020.09581,1.02373
1018.16746,0.85669,1018.16746,0.36103,1018.16746,1.02341
1016.23912,0.82676,1016.23912,0.35003,1016.23912,1.02286
1014.31077,0.81163,1014.31077,0.34358,1014.31077,1.02182
1012.38242,0.82062,1012.38242,0.34441,1012.38242,1.02006
1010.45407,0.84872,1010.45407,0.35458,1010.45407,1.01716
1008.52573,0.87986,1008.52573,0.37462,1008.52573,1.01239
1006.59738,0.90245,1006.59738,0.40352,1006.59738,1.00496
1004.66903,0.91617,1004.66903,0.43915,1004.66903,0.99436
1002.74068,0.92466,1002.74068,0.47891,1002.74068,0.98061
1000.81234,0.93041,1000.81234,0.52029,1000.81234,0.96458
998.88399,0.93485,998.88399,0.56138,998.88399,0.94780
996.95564,0.93858,996.95564,0.60096,996.95564,0.93179
995.02729,0.94173,995.02729,0.63828,995.02729,0.91775
993.09895,0.94434,993.09895,0.67303,993.09895,0.90657
991.17060,0.94646,991.17060,0.70527,991.17060,0.89867
989.24225,0.94821,989.24225,0.73515,989.24225,0.89402
987.31390,0.94982,987.31390,0.76272,987.31390,0.89248
985.38556,0.95152,985.38556,0.78811,985.38556,0.89383
983.45721,0.95333,983.45721,0.81144,983.45721,0.89768
981.52886,0.95516,981.52886,0.83275,981.52886,0.90348
979.60051,0.95691,979.60051,0.85200,979.60051,0.91029
977.67217,0.95856,977.67217,0.86914,977.67217,0.91670
975.74382,0.95997,975.74382,0.88431,975.74382,0.92105
973.81547,0.96098,973.81547,0.89762,973.81547,0.92206
971.88712,0.96150,971.88712,0.90916,971.88712,0.91967
969.95878,0.96143,969.95878,0.91911,969.95878,0.91526
968.03043,0.96069,968.03043,0.92774,968.03043,0.91108
966.10208,0.95935,966.10208,0.93516,966.10208,0.90918
964.17373,0.95757,964.17373,0.94148,964.17373,0.91052
962.24539,0.95560,962.24539,0.94692,962.24539,0.91479
960.31704,0.95370,960.31704,0.95166,960.31704,0.92089
958.38869,0.95206,958.38869,0.95585,958.38869,0.92774
956.46034,0.95088,956.46034,0.95966,956.46034,0.93472
954.53200,0.94991,954.53200,0.96335,954.53200,0.94144
952.60365,0.94834,952.60365,0.96700,952.60365,0.94766
950.67530,0.94508,950.67530,0.97045,950.67530,0.95328
948.74695,0.93923,948.74695,0.97349,948.74695,0.95840
946.81861,0.93064,946.81861,0.97599,946.81861,0.96317
944.89026,0.92031,944.89026,0.97800,944.89026,0.96756
942.96191,0.90996,942.96191,0.97967,942.96191,0.97141
941.03356,0.90116,941.03356,0.98112,941.03356,0.97468
939.10522,0.89489,939.10522,0.98231,939.10522,0.97737
937.17687,0.89152,937.17687,0.98326,937.17687,0.97956
935.24852,0.89098,935.24852,0.98397,935.24852,0.98141
933.32017,0.89285,933.32017,0.98440,933.32017,0.98287
931.39183,0.89623,931.39183,0.98456,931.39183,0.98385
929.46348,0.89975,929.46348,0.98448,929.46348,0.98444
927.53513,0.90185,927.53513,0.98412,927.53513,0.98469
925.60678,0.90132,925.60678,0.98336,925.60678,0.98448
923.67844,0.89794,923.67844,0.98220,923.67844,0.98358
921.75009,0.89253,921.75009,0.98066,921.75009,0.98191
919.82174,0.88663,919.82174,0.97866,919.82174,0.97951
917.89339,0.88225,917.89339,0.97605,917.89339,0.97657
915.96505,0.88141,915.96505,0.97294,915.96505,0.97367
914.03670,0.88539,914.03670,0.96977,914.03670,0.97149
912.10835,0.89429,912.10835,0.96695,912.10835,0.97065
910.18001,0.90708,910.18001,0.96476,910.18001,0.97154
908.25166,0.92203,908.25166,0.96337,908.25166,0.97400
906.32331,0.93710,906.32331,0.96260,906.32331,0.97737
904.39496,0.95026,904.39496,0.96196,904.39496,0.98099
902.46662,0.96016,902.46662,0.96103,902.46662,0.98442
900.53827,0.96644,900.53827,0.95962,900.53827,0.98738
898.60992,0.96932,898.60992,0.95761,898.60992,0.98988
896.68157,0.96866,896.68157,0.95493,896.68157,0.99208
894.75323,0.96290,894.75323,0.95149,894.75323,0.99401
892.82488,0.94839,892.82488,0.94714,892.82488,0.99566
890.89653,0.91890,890.89653,0.94177,890.89653,0.99708
888.96818,0.86853,888.96818,0.93529,888.96818,0.99823
887.03984,0.80074,887.03984,0.92743,887.03984,0.99896
885.11149,0.73435,885.11149,0.91785,885.11149,0.99913
883.18314,0.69278,883.18314,0.90629,883.18314,0.99877
881.25479,0.68671,881.25479,0.89259,881.25479,0.99807
879.32645,0.71033,879.32645,0.87650,879.32645,0.99726
877.39810,0.74869,877.39810,0.85785,877.39810,0.99641
875.46975,0.78626,875.46975,0.83656,875.46975,0.99543
873.54140,0.81412,873.54140,0.81280,873.54140,0.99423
871.61306,0.83192,871.61306,0.78773,871.61306,0.99289
869.68471,0.84326,869.68471,0.76383,869.68471,0.99135
867.75636,0.85061,867.75636,0.74437,867.75636,0.98952
865.82801,0.85437,865.82801,0.73207,865.82801,0.98742
863.89967,0.85396,863.89967,0.72779,863.89967,0.98519
861.97132,0.84883,861.97132,0.73026,861.97132,0.98295
860.04297,0.83907,860.04297,0.73664,860.04297,0.98060
858.11462,0.82606,858.11462,0.74321,858.11462,0.97795
856.18628,0.81297,856.18628,0.74635,856.18628,0.97475
854.25793,0.80326,854.25793,0.74356,854.25793,0.97082
852.32958,0.79781,852.32958,0.73413,852.32958,0.96601
850.40123,0.79449,850.40123,0.71929,850.40123,0.96007
848.47289,0.79087,848.47289,0.70185,848.47289,0.95289
846.54454,0.78595,846.54454,0.68576,846.54454,0.94485
844.61619,0.77973,844.61619,0.67542,844.61619,0.93684
842.68784,0.77268,842.68784,0.67426,842.68784,0.93045
840.75950,0.76531,840.75950,0.68327,840.75950,0.92834
838.83115,0.75679,838.83115,0.70019,838.83115,0.93327
836.90280,0.74387,836.90280,0.72045,836.90280,0.94540
834.97445,0.72260,834.97445,0.73895,834.97445,0.96049
833.04611,0.69219,833.04611,0.75165,833.04611,0.97177
831.11776,0.65604,831.11776,0.75600,831.11776,0.97518
829.18941,0.61778,829.18941,0.75056,829.18941,0.97263
827.26106,0.57781,827.26106,0.73473,827.26106,0.96970
825.33272,0.53539,825.33272,0.70943,825.33272,0.97071
823.40437,0.49222,823.40437,0.67795,823.40437,0.97584
821.47602,0.45348,821.47602,0.64541,821.47602,0.98239
819.54767,0.42744,819.54767,0.61657,819.54767,0.98768
817.61933,0.42304,817.61933,0.59322,817.61933,0.98997
815.69098,0.44423,815.69098,0.57359,815.69098,0.98842
813.76263,0.48507,813.76263,0.55418,813.76263,0.98404
811.83428,0.53307,811.83428,0.53194,811.83428,0.97958
809.90594,0.57811,809.90594,0.50541,809.90594,0.97758
807.97759,0.61573,807.97759,0.47462,807.97759,0.97867
806.04924,0.64351,806.04924,0.44064,806.04924,0.98191
804.12089,0.65971,804.12089,0.40517,804.12089,0.98613
802.19255,0.66727,802.19255,0.37044,802.19255,0.99044
800.26420,0.67427,800.26420,0.33875,800.26420,0.99417
798.33585,0.69040,798.33585,0.31193,798.33585,0.99714
796.40750,0.72048,796.40750,0.29108,796.40750,0.99964
794.47916,0.75749,794.47916,0.27707,794.47916,1.00186
792.55081,0.79001,792.55081,0.27115,792.55081,1.00367
790.62246,0.81418,790.62246,0.27487,790.62246,1.00500
788.69411,0.83181,788.69411,0.28956,788.69411,1.00588
786.76577,0.84442,786.76577,0.31564,786.76577,1.00642
784.83742,0.85236,784.83742,0.35189,784.83742,1.00669
782.90907,0.85480,782.90907,0.39531,782.90907,1.00671
780.98072,0.85089,780.98072,0.44182,780.98072,1.00648
779.05238,0.84209,779.05238,0.48789,779.05238,1.00590
777.12403,0.83286,777.12403,0.53118,777.12403,1.00483
775.19568,0.82852,775.19568,0.57042,775.19568,1.00335
773.26733,0.83223,773.26733,0.60503,773.26733,1.00141
771.33899,0.84356,771.33899,0.63505,771.33899,0.99887
769.41064,0.85922,769.41064,0.66051,769.41064,0.99545
767.48229,0.87536,767.48229,0.68060,767.48229,0.99080
765.55394,0.88924,765.55394,0.69351,765.55394,0.98484
763.62560,0.89917,763.62560,0.69716,763.62560,0.97761
761.69725,0.90361,761.69725,0.69057,761.69725,0.96909
759.76890,0.90134,759.76890,0.67655,759.76890,0.95917
757.84056,0.89401,757.84056,0.66319,757.84056,0.94757
755.91221,0.88560,755.91221,0.66089,755.91221,0.93393
753.98386,0.87882,753.98386,0.67551,753.98386,0.91901
752.05551,0.87869,752.05551,0.70414,752.05551,0.90604
750.12717,0.89160,750.12717,0.73814,750.12717,0.90117
748.19882,0.91328,748.19882,0.76964,748.19882,0.91044
746.27047,0.93207,746.27047,0.79516,746.27047,0.93317
744.34212,0.94369,744.34212,0.81481,744.34212,0.96008
742.41378,0.95085,742.41378,0.82993,742.41378,0.98130
740.48543,0.95512,740.48543,0.84197,740.48543,0.99396
738.55708,0.95390,738.55708,0.85212,738.55708,1.00069
736.62873,0.93919,736.62873,0.86115,736.62873,1.00441
734.70039,0.89884,734.70039,0.86910,734.70039,1.00665
732.77204,0.82569,732.77204,0.87581,732.77204,1.00835
730.84369,0.72734,730.84369,0.88144,730.84369,1.01017
728.91534,0.62377,728.91534,0.88615,728.91534,1.01223
