Imaginary time (a.u.), E_T (Hartee energy units), Number of walkers
8.29300000e+01, -3.07631332e+00, 1.29600000e+03
8.29400000e+01, -3.07940588e+00, 1.30400000e+03
8.29500000e+01, -3.07903830e+00, 1.30300000e+03
8.29600000e+01, -3.08020412e+00, 1.30600000e+03
8.29700000e+01, -3.08365403e+00, 1.31500000e+03
8.29800000e+01, -3.08252854e+00, 1.31200000e+03
8.29900000e+01, -3.08482628e+00, 1.31800000e+03
8.30000000e+01, -3.08560107e+00, 1.32000000e+03
8.30100000e+01, -3.08637479e+00, 1.32200000e+03
8.30200000e+01, -3.08752497e+00, 1.32500000e+03
8.30300000e+01, -3.08942516e+00, 1.33000000e+03
8.30400000e+01, -3.09206701e+00, 1.33700000e+03
8.30500000e+01, -3.09245833e+00, 1.33800000e+03
8.30600000e+01, -3.09097885e+00, 1.33400000e+03
8.30700000e+01, -3.09211937e+00, 1.33700000e+03
8.30800000e+01, -3.09101368e+00, 1.33400000e+03
8.30900000e+01, -3.09364785e+00, 1.34100000e+03
8.31000000e+01, -3.09366551e+00, 1.34100000e+03
8.31100000e+01, -3.09554397e+00, 1.34600000e+03
8.31200000e+01, -3.09444619e+00, 1.34300000e+03
8.31300000e+01, -3.09520798e+00, 1.34500000e+03
8.31400000e+01, -3.09448176e+00, 1.34300000e+03
8.31500000e+01, -3.09524354e+00, 1.34500000e+03
8.31600000e+01, -3.09637537e+00, 1.34800000e+03
8.31700000e+01, -3.09602226e+00, 1.34700000e+03
8.31800000e+01, -3.09900095e+00, 1.35500000e+03
8.31900000e+01, -3.09901921e+00, 1.35500000e+03
8.32000000e+01, -3.09866833e+00, 1.35400000e+03
8.32100000e+01, -3.10236574e+00, 1.36400000e+03
8.32200000e+01, -3.09981180e+00, 1.35700000e+03
8.32300000e+01, -3.09983014e+00, 1.35700000e+03
8.32400000e+01, -3.10278750e+00, 1.36500000e+03
8.32500000e+01, -3.10353826e+00, 1.36700000e+03
8.32600000e+01, -3.10099011e+00, 1.36000000e+03
8.32700000e+01, -3.10137608e+00, 1.36100000e+03
8.32800000e+01, -3.10286194e+00, 1.36500000e+03
8.32900000e+01, -3.10067798e+00, 1.35900000e+03
8.33000000e+01, -3.10143169e+00, 1.36100000e+03
8.33100000e+01, -3.09960992e+00, 1.35600000e+03
8.33200000e+01, -3.10036512e+00, 1.35800000e+03
8.33300000e+01, -3.10111932e+00, 1.36000000e+03
8.33400000e+01, -3.10113777e+00, 1.36000000e+03
8.33500000e+01, -3.10152373e+00, 1.36100000e+03
8.33600000e+01, -3.09933308e+00, 1.35500000e+03
8.33700000e+01, -3.09972017e+00, 1.35600000e+03
8.33800000e+01, -3.09863101e+00, 1.35300000e+03
8.33900000e+01, -3.09827946e+00, 1.35200000e+03
8.34000000e+01, -3.09681606e+00, 1.34800000e+03
8.34100000e+01, -3.09423076e+00, 1.34100000e+03
8.34200000e+01, -3.09722233e+00, 1.34900000e+03
8.34300000e+01, -3.09538361e+00, 1.34400000e+03
8.34400000e+01, -3.09502916e+00, 1.34300000e+03
8.34500000e+01, -3.09243391e+00, 1.33600000e+03
8.34600000e+01, -3.09357277e+00, 1.33900000e+03
8.34700000e+01, -3.09693973e+00, 1.34800000e+03
8.34800000e+01, -3.09991621e+00, 1.35600000e+03
8.34900000e+01, -3.10140720e+00, 1.36000000e+03
8.35000000e+01, -3.10252734e+00, 1.36300000e+03
8.35100000e+01, -3.10107638e+00, 1.35900000e+03
8.35200000e+01, -3.10476045e+00, 1.36900000e+03
8.35300000e+01, -3.10441389e+00, 1.36800000e+03
8.35400000e+01, -3.10406701e+00, 1.36700000e+03
8.35500000e+01, -3.10481672e+00, 1.36900000e+03
8.35600000e+01, -3.10447015e+00, 1.36800000e+03
8.35700000e+01, -3.10412327e+00, 1.36700000e+03
8.35800000e+01, -3.10414197e+00, 1.36700000e+03
8.35900000e+01, -3.10306218e+00, 1.36400000e+03
8.36000000e+01, -3.10308075e+00, 1.36400000e+03
8.36100000e+01, -3.10346575e+00, 1.36500000e+03
8.36200000e+01, -3.10348435e+00, 1.36500000e+03
8.36300000e+01, -3.10276982e+00, 1.36300000e+03
8.36400000e+01, -3.10131883e+00, 1.35900000e+03
8.36500000e+01, -3.10096911e+00, 1.35800000e+03
8.36600000e+01, -3.09951248e+00, 1.35400000e+03
8.36700000e+01, -3.10137357e+00, 1.35900000e+03
8.36800000e+01, -3.10139190e+00, 1.35900000e+03
8.36900000e+01, -3.10287974e+00, 1.36300000e+03
8.37000000e+01, -3.10179651e+00, 1.36000000e+03
8.37100000e+01, -3.09923471e+00, 1.35300000e+03
8.37200000e+01, -3.09888308e+00, 1.35200000e+03
8.37300000e+01, -3.09816090e+00, 1.35000000e+03
8.37400000e+01, -3.09891901e+00, 1.35200000e+03
8.37500000e+01, -3.09893702e+00, 1.35200000e+03
8.37600000e+01, -3.09747354e+00, 1.34800000e+03
8.37700000e+01, -3.09526088e+00, 1.34200000e+03
8.37800000e+01, -3.09453272e+00, 1.34000000e+03
8.37900000e+01, -3.09380336e+00, 1.33800000e+03
8.38000000e+01, -3.09568572e+00, 1.34300000e+03
8.38100000e+01, -3.09421189e+00, 1.33900000e+03
8.38200000e+01, -3.09497557e+00, 1.34100000e+03
8.38300000e+01, -3.09424681e+00, 1.33900000e+03
8.38400000e+01, -3.09501049e+00, 1.34100000e+03
8.38500000e+01, -3.09428172e+00, 1.33900000e+03
8.38600000e+01, -3.09579055e+00, 1.34300000e+03
8.38700000e+01, -3.09431671e+00, 1.33900000e+03
8.38800000e+01, -3.09396056e+00, 1.33800000e+03
8.38900000e+01, -3.09022696e+00, 1.32800000e+03
8.39000000e+01, -3.08986722e+00, 1.32700000e+03
8.39100000e+01, -3.09026073e+00, 1.32800000e+03
8.39200000e+01, -3.08952405e+00, 1.32600000e+03
8.39300000e+01, -3.08765193e+00, 1.32100000e+03
8.39400000e+01, -3.08766851e+00, 1.32100000e+03
8.39500000e+01, -3.08995096e+00, 1.32700000e+03
8.39600000e+01, -3.08770195e+00, 1.32100000e+03
8.39700000e+01, -3.08885274e+00, 1.32400000e+03
8.39800000e+01, -3.08811360e+00, 1.32200000e+03
8.39900000e+01, -3.08737321e+00, 1.32000000e+03
8.40000000e+01, -3.08890260e+00, 1.32400000e+03
8.40100000e+01, -3.08664830e+00, 1.31800000e+03
8.40200000e+01, -3.08438336e+00, 1.31200000e+03
8.40300000e+01, -3.08554151e+00, 1.31500000e+03
8.40400000e+01, -3.08631768e+00, 1.31700000e+03
8.40500000e+01, -3.08785036e+00, 1.32100000e+03
8.40600000e+01, -3.08482971e+00, 1.31300000e+03
8.40700000e+01, -3.08332035e+00, 1.30900000e+03
8.40800000e+01, -3.08333637e+00, 1.30900000e+03
8.40900000e+01, -3.08335238e+00, 1.30900000e+03
8.41000000e+01, -3.08336839e+00, 1.30900000e+03
8.41100000e+01, -3.08414776e+00, 1.31100000e+03
8.41200000e+01, -3.08530671e+00, 1.31400000e+03
8.41300000e+01, -3.08494228e+00, 1.31300000e+03
8.41400000e+01, -3.08266838e+00, 1.30700000e+03
8.41500000e+01, -3.08076785e+00, 1.30200000e+03
8.41600000e+01, -3.08001489e+00, 1.30000000e+03
8.41700000e+01, -3.07733089e+00, 1.29300000e+03
8.41800000e+01, -3.07657216e+00, 1.29100000e+03
8.41900000e+01, -3.07581214e+00, 1.28900000e+03
8.42000000e+01, -3.07930617e+00, 1.29800000e+03
8.42100000e+01, -3.08009148e+00, 1.30000000e+03
8.42200000e+01, -3.08087569e+00, 1.30200000e+03
8.42300000e+01, -3.08204211e+00, 1.30500000e+03
8.42400000e+01, -3.08205791e+00, 1.30500000e+03
8.42500000e+01, -3.08207371e+00, 1.30500000e+03
8.42600000e+01, -3.08208951e+00, 1.30500000e+03
8.42700000e+01, -3.08325341e+00, 1.30800000e+03
8.42800000e+01, -3.08212124e+00, 1.30500000e+03
8.42900000e+01, -3.08366725e+00, 1.30900000e+03
8.43000000e+01, -3.08215300e+00, 1.30500000e+03
8.43100000e+01, -3.08024940e+00, 1.30000000e+03
8.43200000e+01, -3.07988020e+00, 1.29900000e+03
8.43300000e+01, -3.08028048e+00, 1.30000000e+03
8.43400000e+01, -3.08068050e+00, 1.30100000e+03
8.43500000e+01, -3.07915645e+00, 1.29700000e+03
8.43600000e+01, -3.07762746e+00, 1.29300000e+03
8.43700000e+01, -3.08111092e+00, 1.30200000e+03
8.43800000e+01, -3.07997315e+00, 1.29900000e+03
8.43900000e+01, -3.07689984e+00, 1.29100000e+03
8.44000000e+01, -3.07302693e+00, 1.28100000e+03
8.44100000e+01, -3.07226035e+00, 1.27900000e+03
8.44200000e+01, -3.06992383e+00, 1.27300000e+03
8.44300000e+01, -3.07268000e+00, 1.28000000e+03
8.44400000e+01, -3.07347526e+00, 1.28200000e+03
8.44500000e+01, -3.07348997e+00, 1.28200000e+03
8.44600000e+01, -3.07311451e+00, 1.28100000e+03
8.44700000e+01, -3.07351934e+00, 1.28200000e+03
8.44800000e+01, -3.07118846e+00, 1.27600000e+03
8.44900000e+01, -3.07315830e+00, 1.28100000e+03
8.45000000e+01, -3.07512076e+00, 1.28600000e+03
8.45100000e+01, -3.07474669e+00, 1.28500000e+03
8.45200000e+01, -3.07398271e+00, 1.28300000e+03
8.45300000e+01, -3.07555387e+00, 1.28700000e+03
8.45400000e+01, -3.07440193e+00, 1.28400000e+03
8.45500000e+01, -3.07597193e+00, 1.28800000e+03
8.45600000e+01, -3.07792413e+00, 1.29300000e+03
8.45700000e+01, -3.07793933e+00, 1.29300000e+03
8.45800000e+01, -3.08142274e+00, 1.30200000e+03
8.45900000e+01, -3.08028494e+00, 1.29900000e+03
8.46000000e+01, -3.08030040e+00, 1.29900000e+03
8.46100000e+01, -3.07993080e+00, 1.29800000e+03
8.46200000e+01, -3.07878925e+00, 1.29500000e+03
8.46300000e+01, -3.08034655e+00, 1.29900000e+03
8.46400000e+01, -3.07959159e+00, 1.29700000e+03
8.46500000e+01, -3.08037737e+00, 1.29900000e+03
8.46600000e+01, -3.08154622e+00, 1.30200000e+03
8.46700000e+01, -3.07963799e+00, 1.29700000e+03
8.46800000e+01, -3.07849549e+00, 1.29400000e+03
8.46900000e+01, -3.07618693e+00, 1.28800000e+03
8.47000000e+01, -3.07425710e+00, 1.28300000e+03
8.47100000e+01, -3.07505062e+00, 1.28500000e+03
8.47200000e+01, -3.07467617e+00, 1.28400000e+03
8.47300000e+01, -3.07430136e+00, 1.28300000e+03
8.47400000e+01, -3.07275479e+00, 1.27900000e+03
8.47500000e+01, -3.07782575e+00, 1.29200000e+03
8.47600000e+01, -3.07706627e+00, 1.29000000e+03
8.47700000e+01, -3.07513954e+00, 1.28500000e+03
8.47800000e+01, -3.07670833e+00, 1.28900000e+03
8.47900000e+01, -3.07633526e+00, 1.28800000e+03
8.48000000e+01, -3.07401555e+00, 1.28200000e+03
8.48100000e+01, -3.07285878e+00, 1.27900000e+03
8.48200000e+01, -3.07130711e+00, 1.27500000e+03
8.48300000e+01, -3.07366885e+00, 1.28100000e+03
8.48400000e+01, -3.07446348e+00, 1.28300000e+03
8.48500000e+01, -3.07603459e+00, 1.28700000e+03
8.48600000e+01, -3.07410317e+00, 1.28200000e+03
8.48700000e+01, -3.07722824e+00, 1.29000000e+03
8.48800000e+01, -3.07724324e+00, 1.29000000e+03
8.48900000e+01, -3.07687050e+00, 1.28900000e+03
8.49000000e+01, -3.07727320e+00, 1.29000000e+03
8.49100000e+01, -3.07690045e+00, 1.28900000e+03
8.49200000e+01, -3.07769059e+00, 1.29100000e+03
8.49300000e+01, -3.08194784e+00, 1.30200000e+03
8.49400000e+01, -3.08464435e+00, 1.30900000e+03
8.49500000e+01, -3.08694679e+00, 1.31500000e+03
8.49600000e+01, -3.08886044e+00, 1.32000000e+03
8.49700000e+01, -3.09001186e+00, 1.32300000e+03
8.49800000e+01, -3.09078361e+00, 1.32500000e+03
8.49900000e+01, -3.09230733e+00, 1.32900000e+03
8.50000000e+01, -3.09457632e+00, 1.33500000e+03
8.50100000e+01, -3.09421864e+00, 1.33400000e+03
8.50200000e+01, -3.09498466e+00, 1.33600000e+03
8.50300000e+01, -3.09686946e+00, 1.34100000e+03
8.50400000e+01, -3.09576689e+00, 1.33800000e+03
8.50500000e+01, -3.09503607e+00, 1.33600000e+03
8.50600000e+01, -3.09841007e+00, 1.34500000e+03
8.50700000e+01, -3.10065301e+00, 1.35100000e+03
8.50800000e+01, -3.09992995e+00, 1.34900000e+03
8.50900000e+01, -3.10216649e+00, 1.35500000e+03
8.51000000e+01, -3.10144578e+00, 1.35300000e+03
8.51100000e+01, -3.10146355e+00, 1.35300000e+03
8.51200000e+01, -3.10479624e+00, 1.36200000e+03
8.51300000e+01, -3.10883635e+00, 1.37300000e+03
8.51400000e+01, -3.10776127e+00, 1.37000000e+03
8.51500000e+01, -3.10814459e+00, 1.37100000e+03
8.51600000e+01, -3.10523699e+00, 1.36300000e+03
8.51700000e+01, -3.10781647e+00, 1.37000000e+03
8.51800000e+01, -3.10490668e+00, 1.36200000e+03
8.51900000e+01, -3.10382228e+00, 1.35900000e+03
8.52000000e+01, -3.10347223e+00, 1.35800000e+03
8.52100000e+01, -3.10201527e+00, 1.35400000e+03
8.52200000e+01, -3.10129395e+00, 1.35200000e+03
8.52300000e+01, -3.10168133e+00, 1.35300000e+03
8.52400000e+01, -3.10280649e+00, 1.35600000e+03
8.52500000e+01, -3.10245548e+00, 1.35500000e+03
8.52600000e+01, -3.10025436e+00, 1.34900000e+03
8.52700000e+01, -3.09767065e+00, 1.34200000e+03
8.52800000e+01, -3.09917599e+00, 1.34600000e+03
8.52900000e+01, -3.10104733e+00, 1.35100000e+03
8.53000000e+01, -3.10032423e+00, 1.34900000e+03
8.53100000e+01, -3.09848511e+00, 1.34400000e+03
8.53200000e+01, -3.10257804e+00, 1.35500000e+03
8.53300000e+01, -3.10296471e+00, 1.35600000e+03
8.53400000e+01, -3.10298256e+00, 1.35600000e+03
8.53500000e+01, -3.10300040e+00, 1.35600000e+03
8.53600000e+01, -3.10264937e+00, 1.35500000e+03
8.53700000e+01, -3.10229803e+00, 1.35400000e+03
8.53800000e+01, -3.10231578e+00, 1.35400000e+03
8.53900000e+01, -3.10196411e+00, 1.35300000e+03
8.54000000e+01, -3.10198181e+00, 1.35300000e+03
8.54100000e+01, -3.10310694e+00, 1.35600000e+03
8.54200000e+01, -3.10533227e+00, 1.36200000e+03
8.54300000e+01, -3.10535036e+00, 1.36200000e+03
8.54400000e+01, -3.10573541e+00, 1.36300000e+03
8.54500000e+01, -3.10354765e+00, 1.35700000e+03
8.54600000e+01, -3.10282805e+00, 1.35500000e+03
8.54700000e+01, -3.10468745e+00, 1.36000000e+03
8.54800000e+01, -3.10507295e+00, 1.36100000e+03
8.54900000e+01, -3.10435568e+00, 1.35900000e+03
8.55000000e+01, -3.10326865e+00, 1.35600000e+03
8.55100000e+01, -3.10549397e+00, 1.36200000e+03
8.55200000e+01, -3.10477728e+00, 1.36000000e+03
8.55300000e+01, -3.10479525e+00, 1.36000000e+03
8.55400000e+01, -3.10738016e+00, 1.36700000e+03
8.55500000e+01, -3.10666637e+00, 1.36500000e+03
8.55600000e+01, -3.10778225e+00, 1.36800000e+03
8.55700000e+01, -3.10486800e+00, 1.36000000e+03
8.55800000e+01, -3.10635440e+00, 1.36400000e+03
8.55900000e+01, -3.10600583e+00, 1.36300000e+03
8.56000000e+01, -3.10785475e+00, 1.36800000e+03
8.56100000e+01, -3.10677536e+00, 1.36500000e+03
8.56200000e+01, -3.10459089e+00, 1.35900000e+03
8.56300000e+01, -3.10571134e+00, 1.36200000e+03
8.56400000e+01, -3.10572938e+00, 1.36200000e+03
8.56500000e+01, -3.10501266e+00, 1.36000000e+03
8.56600000e+01, -3.10576537e+00, 1.36200000e+03
8.56700000e+01, -3.10541616e+00, 1.36100000e+03
8.56800000e+01, -3.10433080e+00, 1.35800000e+03
8.56900000e+01, -3.10361174e+00, 1.35600000e+03
8.57000000e+01, -3.10399810e+00, 1.35700000e+03
8.57100000e+01, -3.10512007e+00, 1.36000000e+03
8.57200000e+01, -3.10587277e+00, 1.36200000e+03
8.57300000e+01, -3.10220617e+00, 1.35200000e+03
8.57400000e+01, -3.10259345e+00, 1.35300000e+03
8.57500000e+01, -3.10224139e+00, 1.35200000e+03
8.57600000e+01, -3.10299807e+00, 1.35400000e+03
8.57700000e+01, -3.10227665e+00, 1.35200000e+03
8.57800000e+01, -3.10118353e+00, 1.34900000e+03
8.57900000e+01, -3.10045914e+00, 1.34700000e+03
8.58000000e+01, -3.10047650e+00, 1.34700000e+03
8.58100000e+01, -3.09751544e+00, 1.33900000e+03
8.58200000e+01, -3.09641095e+00, 1.33600000e+03
8.58300000e+01, -3.09829560e+00, 1.34100000e+03
8.58400000e+01, -3.09980189e+00, 1.34500000e+03
8.58500000e+01, -3.09944727e+00, 1.34400000e+03
8.58600000e+01, -3.09946449e+00, 1.34400000e+03
8.58700000e+01, -3.09985359e+00, 1.34500000e+03
8.58800000e+01, -3.09875436e+00, 1.34200000e+03
8.58900000e+01, -3.09765250e+00, 1.33900000e+03
8.59000000e+01, -3.09766950e+00, 1.33900000e+03
8.59100000e+01, -3.09693911e+00, 1.33700000e+03
8.59200000e+01, -3.09508265e+00, 1.33200000e+03
8.59300000e+01, -3.09397193e+00, 1.32900000e+03
8.59400000e+01, -3.09436456e+00, 1.33000000e+03
8.59500000e+01, -3.09400508e+00, 1.32900000e+03
8.59600000e+01, -3.09062410e+00, 1.32000000e+03
8.59700000e+01, -3.08912280e+00, 1.31600000e+03
8.59800000e+01, -3.08723545e+00, 1.31100000e+03
8.59900000e+01, -3.08648784e+00, 1.30900000e+03
8.60000000e+01, -3.08802905e+00, 1.31300000e+03
8.60100000e+01, -3.08804488e+00, 1.31300000e+03
8.60200000e+01, -3.08577063e+00, 1.30700000e+03
8.60300000e+01, -3.08693255e+00, 1.31000000e+03
8.60400000e+01, -3.08771102e+00, 1.31200000e+03
8.60500000e+01, -3.09190140e+00, 1.32300000e+03
8.60600000e+01, -3.09267295e+00, 1.32500000e+03
8.60700000e+01, -3.09382009e+00, 1.32800000e+03
8.60800000e+01, -3.09534033e+00, 1.33200000e+03
8.60900000e+01, -3.09121071e+00, 1.32100000e+03
8.61000000e+01, -3.09198331e+00, 1.32300000e+03
8.61100000e+01, -3.08972683e+00, 1.31700000e+03
8.61200000e+01, -3.08974282e+00, 1.31700000e+03
8.61300000e+01, -3.09051753e+00, 1.31900000e+03
8.61400000e+01, -3.08977488e+00, 1.31700000e+03
8.61500000e+01, -3.08941107e+00, 1.31600000e+03
8.61600000e+01, -3.08714216e+00, 1.31000000e+03
8.61700000e+01, -3.08486249e+00, 1.30400000e+03
8.61800000e+01, -3.08487789e+00, 1.30400000e+03
8.61900000e+01, -3.08297243e+00, 1.29900000e+03
8.62000000e+01, -3.08260255e+00, 1.29800000e+03
8.62100000e+01, -3.08377197e+00, 1.30100000e+03
8.62200000e+01, -3.08455528e+00, 1.30300000e+03
8.62300000e+01, -3.08572049e+00, 1.30600000e+03
8.62400000e+01, -3.08535298e+00, 1.30500000e+03
8.62500000e+01, -3.08536841e+00, 1.30500000e+03
8.62600000e+01, -3.08423309e+00, 1.30200000e+03
8.62700000e+01, -3.08193892e+00, 1.29600000e+03
8.62800000e+01, -3.08156799e+00, 1.29500000e+03
8.62900000e+01, -3.08158298e+00, 1.29500000e+03
8.63000000e+01, -3.07966372e+00, 1.29000000e+03
8.63100000e+01, -3.08045306e+00, 1.29200000e+03
8.63200000e+01, -3.07930556e+00, 1.28900000e+03
8.63300000e+01, -3.07932027e+00, 1.28900000e+03
8.63400000e+01, -3.08049731e+00, 1.29200000e+03
8.63500000e+01, -3.07857341e+00, 1.28700000e+03
8.63600000e+01, -3.07586110e+00, 1.28000000e+03
8.63700000e+01, -3.07587539e+00, 1.28000000e+03
8.63800000e+01, -3.07510782e+00, 1.27800000e+03
8.63900000e+01, -3.07629435e+00, 1.28100000e+03
8.64000000e+01, -3.07513635e+00, 1.27800000e+03
8.64100000e+01, -3.07279760e+00, 1.27200000e+03
8.64200000e+01, -3.07044745e+00, 1.26600000e+03
8.64300000e+01, -3.06967058e+00, 1.26400000e+03
8.64400000e+01, -3.06889237e+00, 1.26200000e+03
8.64500000e+01, -3.06930187e+00, 1.26300000e+03
8.64600000e+01, -3.06812631e+00, 1.26000000e+03
8.64700000e+01, -3.06734540e+00, 1.25800000e+03
8.64800000e+01, -3.06536743e+00, 1.25300000e+03
8.64900000e+01, -3.06577935e+00, 1.25400000e+03
8.65000000e+01, -3.06897210e+00, 1.26200000e+03
8.65100000e+01, -3.06977731e+00, 1.26400000e+03
8.65200000e+01, -3.07215866e+00, 1.27000000e+03
8.65300000e+01, -3.07138445e+00, 1.26800000e+03
8.65400000e+01, -3.07415083e+00, 1.27500000e+03
8.65500000e+01, -3.07533995e+00, 1.27800000e+03
8.65600000e+01, -3.07535412e+00, 1.27800000e+03
8.65700000e+01, -3.07222856e+00, 1.27000000e+03
8.65800000e+01, -3.07066508e+00, 1.26600000e+03
8.65900000e+01, -3.07146797e+00, 1.26800000e+03
8.66000000e+01, -3.07266325e+00, 1.27100000e+03
8.66100000e+01, -3.07188969e+00, 1.26900000e+03
8.66200000e+01, -3.07150928e+00, 1.26800000e+03
8.66300000e+01, -3.07309779e+00, 1.27200000e+03
8.66400000e+01, -3.07035250e+00, 1.26500000e+03
8.66500000e+01, -3.06997066e+00, 1.26400000e+03
8.66600000e+01, -3.07274552e+00, 1.27100000e+03
8.66700000e+01, -3.07315259e+00, 1.27200000e+03
8.66800000e+01, -3.07355940e+00, 1.27300000e+03
8.66900000e+01, -3.07199976e+00, 1.26900000e+03
8.67000000e+01, -3.07319414e+00, 1.27200000e+03
8.67100000e+01, -3.07281478e+00, 1.27100000e+03
8.67200000e+01, -3.07361477e+00, 1.27300000e+03
8.67300000e+01, -3.07323576e+00, 1.27200000e+03
8.67400000e+01, -3.07285639e+00, 1.27100000e+03
8.67500000e+01, -3.07050428e+00, 1.26500000e+03
8.67600000e+01, -3.06972669e+00, 1.26300000e+03
8.67700000e+01, -3.06576556e+00, 1.25300000e+03
8.67800000e+01, -3.06737219e+00, 1.25700000e+03
8.67900000e+01, -3.06937028e+00, 1.26200000e+03
8.68000000e+01, -3.06819368e+00, 1.25900000e+03
8.68100000e+01, -3.06939695e+00, 1.26200000e+03
8.68200000e+01, -3.06742544e+00, 1.25700000e+03
8.68300000e+01, -3.06902718e+00, 1.26100000e+03
8.68400000e+01, -3.06904053e+00, 1.26100000e+03
8.68500000e+01, -3.06984628e+00, 1.26300000e+03
8.68600000e+01, -3.07025544e+00, 1.26400000e+03
8.68700000e+01, -3.06987320e+00, 1.26300000e+03
8.68800000e+01, -3.07107288e+00, 1.26600000e+03
8.68900000e+01, -3.06712133e+00, 1.25600000e+03
8.69000000e+01, -3.06633763e+00, 1.25400000e+03
8.69100000e+01, -3.06595177e+00, 1.25300000e+03
8.69200000e+01, -3.06716044e+00, 1.25600000e+03
8.69300000e+01, -3.06757149e+00, 1.25700000e+03
8.69400000e+01, -3.06519229e+00, 1.25100000e+03
8.69500000e+01, -3.06360389e+00, 1.24700000e+03
8.69600000e+01, -3.06241225e+00, 1.24400000e+03
8.69700000e+01, -3.06322801e+00, 1.24600000e+03
8.69800000e+01, -3.06404258e+00, 1.24800000e+03
8.69900000e+01, -3.06325339e+00, 1.24600000e+03
8.70000000e+01, -3.06646605e+00, 1.25400000e+03
8.70100000e+01, -3.06247583e+00, 1.24400000e+03
8.70200000e+01, -3.06489415e+00, 1.25000000e+03
8.70300000e+01, -3.06410634e+00, 1.24800000e+03
8.70400000e+01, -3.06491970e+00, 1.25000000e+03
8.70500000e+01, -3.06573188e+00, 1.25200000e+03
8.70600000e+01, -3.06733969e+00, 1.25600000e+03
8.70700000e+01, -3.06933927e+00, 1.26100000e+03
8.70800000e+01, -3.06816164e+00, 1.25800000e+03
8.70900000e+01, -3.06817482e+00, 1.25800000e+03
8.71000000e+01, -3.06659564e+00, 1.25400000e+03
8.71100000e+01, -3.06780338e+00, 1.25700000e+03
8.71200000e+01, -3.06781651e+00, 1.25700000e+03
8.71300000e+01, -3.06981455e+00, 1.26200000e+03
8.71400000e+01, -3.07141018e+00, 1.26600000e+03
8.71500000e+01, -3.07181851e+00, 1.26700000e+03
8.71600000e+01, -3.07183208e+00, 1.26700000e+03
8.71700000e+01, -3.07066036e+00, 1.26400000e+03
8.71800000e+01, -3.06988203e+00, 1.26200000e+03
8.71900000e+01, -3.06751253e+00, 1.25600000e+03
8.72000000e+01, -3.06911542e+00, 1.26000000e+03
8.72100000e+01, -3.06952534e+00, 1.26100000e+03
8.72200000e+01, -3.07191206e+00, 1.26700000e+03
8.72300000e+01, -3.07271427e+00, 1.26900000e+03
8.72400000e+01, -3.07114939e+00, 1.26500000e+03
8.72500000e+01, -3.07155797e+00, 1.26600000e+03
8.72600000e+01, -3.07038524e+00, 1.26300000e+03
8.72700000e+01, -3.07158486e+00, 1.26600000e+03
8.72800000e+01, -3.07199316e+00, 1.26700000e+03
8.72900000e+01, -3.07200672e+00, 1.26700000e+03
8.73000000e+01, -3.07398956e+00, 1.27200000e+03
8.73100000e+01, -3.07321656e+00, 1.27000000e+03
8.73200000e+01, -3.07323024e+00, 1.27000000e+03
8.73300000e+01, -3.07520857e+00, 1.27500000e+03
8.73400000e+01, -3.07600618e+00, 1.27700000e+03
8.73500000e+01, -3.07327184e+00, 1.27000000e+03
8.73600000e+01, -3.07249750e+00, 1.26800000e+03
8.73700000e+01, -3.06894954e+00, 1.25900000e+03
8.73800000e+01, -3.06975637e+00, 1.26100000e+03
8.73900000e+01, -3.06778314e+00, 1.25600000e+03
8.74000000e+01, -3.06859173e+00, 1.25800000e+03
8.74100000e+01, -3.06621442e+00, 1.25200000e+03
8.74200000e+01, -3.06582775e+00, 1.25100000e+03
8.74300000e+01, -3.06663928e+00, 1.25300000e+03
8.74400000e+01, -3.06505346e+00, 1.24900000e+03
8.74500000e+01, -3.06386377e+00, 1.24600000e+03
8.74600000e+01, -3.06267104e+00, 1.24300000e+03
8.74700000e+01, -3.06147526e+00, 1.24000000e+03
8.74800000e+01, -3.06068045e+00, 1.23800000e+03
8.74900000e+01, -3.05785749e+00, 1.23100000e+03
8.75000000e+01, -3.05746303e+00, 1.23000000e+03
8.75100000e+01, -3.05543820e+00, 1.22500000e+03
8.75200000e+01, -3.05789279e+00, 1.23100000e+03
8.75300000e+01, -3.05871635e+00, 1.23300000e+03
8.75400000e+01, -3.05669662e+00, 1.22800000e+03
8.75500000e+01, -3.05711535e+00, 1.22900000e+03
8.75600000e+01, -3.05834615e+00, 1.23200000e+03
8.75700000e+01, -3.05550905e+00, 1.22500000e+03
8.75800000e+01, -3.05633630e+00, 1.22700000e+03
8.75900000e+01, -3.05266698e+00, 1.21800000e+03
8.76000000e+01, -3.04938333e+00, 1.21000000e+03
8.76100000e+01, -3.05063235e+00, 1.21300000e+03
8.76200000e+01, -3.04857810e+00, 1.20800000e+03
8.76300000e+01, -3.04609925e+00, 1.20200000e+03
8.76400000e+01, -3.04444308e+00, 1.19800000e+03
8.76500000e+01, -3.04487058e+00, 1.19900000e+03
8.76600000e+01, -3.04779154e+00, 1.20600000e+03
8.76700000e+01, -3.04904446e+00, 1.20900000e+03
8.76800000e+01, -3.04864155e+00, 1.20800000e+03
8.76900000e+01, -3.04823825e+00, 1.20700000e+03
8.77000000e+01, -3.04492394e+00, 1.19900000e+03
8.77100000e+01, -3.04409957e+00, 1.19700000e+03
8.77200000e+01, -3.04159725e+00, 1.19100000e+03
8.77300000e+01, -3.04244614e+00, 1.19300000e+03
