Imaginary time (a.u.), E_T (Hartee energy units), Number of walkers
2.62700000e+01, -2.97281432e+00, 9.95000000e+02
2.62800000e+01, -2.97130355e+00, 9.92000000e+02
2.62900000e+01, -2.97130202e+00, 9.92000000e+02
2.63000000e+01, -2.96978611e+00, 9.89000000e+02
2.63100000e+01, -2.96978401e+00, 9.89000000e+02
2.63200000e+01, -2.96978190e+00, 9.89000000e+02
2.63300000e+01, -2.97028511e+00, 9.90000000e+02
2.63400000e+01, -2.96977789e+00, 9.89000000e+02
2.63500000e+01, -2.97129018e+00, 9.92000000e+02
2.63600000e+01, -2.97279847e+00, 9.95000000e+02
2.63700000e+01, -2.97179149e+00, 9.93000000e+02
2.63800000e+01, -2.96723777e+00, 9.84000000e+02
2.63900000e+01, -2.96519805e+00, 9.80000000e+02
2.64000000e+01, -2.96621359e+00, 9.82000000e+02
2.64100000e+01, -2.96519078e+00, 9.80000000e+02
2.64200000e+01, -2.96314197e+00, 9.76000000e+02
2.64300000e+01, -2.96364940e+00, 9.77000000e+02
2.64400000e+01, -2.96262041e+00, 9.75000000e+02
2.64500000e+01, -2.96158893e+00, 9.73000000e+02
2.64600000e+01, -2.96261045e+00, 9.75000000e+02
2.64700000e+01, -2.96003496e+00, 9.70000000e+02
2.64800000e+01, -2.95951348e+00, 9.69000000e+02
2.64900000e+01, -2.95743928e+00, 9.65000000e+02
2.65000000e+01, -2.95898455e+00, 9.68000000e+02
2.65100000e+01, -2.96155441e+00, 9.73000000e+02
2.65200000e+01, -2.96103511e+00, 9.72000000e+02
2.65300000e+01, -2.96102975e+00, 9.72000000e+02
2.65400000e+01, -2.96358982e+00, 9.77000000e+02
2.65500000e+01, -2.96307341e+00, 9.76000000e+02
2.65600000e+01, -2.96101544e+00, 9.72000000e+02
2.65700000e+01, -2.96101009e+00, 9.72000000e+02
2.65800000e+01, -2.96305814e+00, 9.76000000e+02
2.65900000e+01, -2.96305357e+00, 9.76000000e+02
2.66000000e+01, -2.96304900e+00, 9.76000000e+02
2.66100000e+01, -2.96763396e+00, 9.85000000e+02
2.66200000e+01, -2.96610596e+00, 9.82000000e+02
2.66300000e+01, -2.96813507e+00, 9.86000000e+02
2.66400000e+01, -2.97418088e+00, 9.98000000e+02
2.66500000e+01, -2.97367925e+00, 9.97000000e+02
2.66600000e+01, -2.97166864e+00, 9.93000000e+02
2.66700000e+01, -2.97116354e+00, 9.92000000e+02
2.66800000e+01, -2.97166581e+00, 9.93000000e+02
2.66900000e+01, -2.97166450e+00, 9.93000000e+02
2.67000000e+01, -2.97617449e+00, 1.00200000e+03
2.67100000e+01, -2.98064583e+00, 1.01100000e+03
2.67200000e+01, -2.98163602e+00, 1.01300000e+03
2.67300000e+01, -2.98311700e+00, 1.01600000e+03
2.67400000e+01, -2.98164141e+00, 1.01300000e+03
2.67500000e+01, -2.98312239e+00, 1.01600000e+03
2.67600000e+01, -2.98606943e+00, 1.02200000e+03
2.67700000e+01, -2.98509406e+00, 1.02000000e+03
2.67800000e+01, -2.98705471e+00, 1.02400000e+03
2.67900000e+01, -2.98705914e+00, 1.02400000e+03
2.68000000e+01, -2.98657504e+00, 1.02300000e+03
2.68100000e+01, -2.98363810e+00, 1.01700000e+03
2.68200000e+01, -2.98658243e+00, 1.02300000e+03
2.68300000e+01, -2.98511824e+00, 1.02000000e+03
2.68400000e+01, -2.98463149e+00, 1.01900000e+03
2.68500000e+01, -2.98610487e+00, 1.02200000e+03
2.68600000e+01, -2.98463905e+00, 1.01900000e+03
2.68700000e+01, -2.98513299e+00, 1.02000000e+03
2.68800000e+01, -2.98464624e+00, 1.01900000e+03
2.68900000e+01, -2.98317554e+00, 1.01600000e+03
2.69000000e+01, -2.98317849e+00, 1.01600000e+03
2.69100000e+01, -2.98120905e+00, 1.01200000e+03
2.69200000e+01, -2.98514829e+00, 1.02000000e+03
2.69300000e+01, -2.98269497e+00, 1.01500000e+03
2.69400000e+01, -2.98220488e+00, 1.01400000e+03
2.69500000e+01, -2.98319268e+00, 1.01600000e+03
2.69600000e+01, -2.98270325e+00, 1.01500000e+03
2.69700000e+01, -2.98418167e+00, 1.01800000e+03
2.69800000e+01, -2.98467589e+00, 1.01900000e+03
2.69900000e+01, -2.98172662e+00, 1.01300000e+03
2.70000000e+01, -2.97875871e+00, 1.00700000e+03
2.70100000e+01, -2.97876000e+00, 1.00700000e+03
2.70200000e+01, -2.98024865e+00, 1.01000000e+03
2.70300000e+01, -2.98025049e+00, 1.01000000e+03
2.70400000e+01, -2.97876497e+00, 1.00700000e+03
2.70500000e+01, -2.97727446e+00, 1.00400000e+03
2.70600000e+01, -2.97677695e+00, 1.00300000e+03
2.70700000e+01, -2.97727576e+00, 1.00400000e+03
2.70800000e+01, -2.97528048e+00, 1.00000000e+03
2.70900000e+01, -2.97427948e+00, 9.98000000e+02
2.71000000e+01, -2.97227108e+00, 9.94000000e+02
2.71100000e+01, -2.97577875e+00, 1.00100000e+03
2.71200000e+01, -2.97627819e+00, 1.00200000e+03
2.71300000e+01, -2.97427855e+00, 9.98000000e+02
2.71400000e+01, -2.97327517e+00, 9.96000000e+02
2.71500000e+01, -2.97226941e+00, 9.94000000e+02
2.71600000e+01, -2.97327333e+00, 9.96000000e+02
2.71700000e+01, -2.97826764e+00, 1.00600000e+03
2.71800000e+01, -2.98025287e+00, 1.01000000e+03
2.71900000e+01, -2.98124382e+00, 1.01200000e+03
2.72000000e+01, -2.97827276e+00, 1.00600000e+03
2.72100000e+01, -2.97877063e+00, 1.00700000e+03
2.72200000e+01, -2.97728012e+00, 1.00400000e+03
2.72300000e+01, -2.97578459e+00, 1.00100000e+03
2.72400000e+01, -2.97926911e+00, 1.00800000e+03
2.72500000e+01, -2.97728250e+00, 1.00400000e+03
2.72600000e+01, -2.97528722e+00, 1.00000000e+03
2.72700000e+01, -2.97428622e+00, 9.98000000e+02
2.72800000e+01, -2.97478660e+00, 9.99000000e+02
2.72900000e+01, -2.97528667e+00, 1.00000000e+03
2.73000000e+01, -2.97528667e+00, 1.00000000e+03
2.73100000e+01, -2.97678442e+00, 1.00300000e+03
2.73200000e+01, -2.97478697e+00, 9.99000000e+02
2.73300000e+01, -2.97528703e+00, 1.00000000e+03
2.73400000e+01, -2.97528703e+00, 1.00000000e+03
2.73500000e+01, -2.97428603e+00, 9.98000000e+02
2.73600000e+01, -2.97428567e+00, 9.98000000e+02
2.73700000e+01, -2.97328229e+00, 9.96000000e+02
2.73800000e+01, -2.97277930e+00, 9.95000000e+02
2.73900000e+01, -2.97126857e+00, 9.92000000e+02
2.74000000e+01, -2.97126710e+00, 9.92000000e+02
2.74100000e+01, -2.97176942e+00, 9.93000000e+02
2.74200000e+01, -2.97025527e+00, 9.90000000e+02
2.74300000e+01, -2.96619662e+00, 9.82000000e+02
2.74400000e+01, -2.96721061e+00, 9.84000000e+02
2.74500000e+01, -2.96414955e+00, 9.78000000e+02
2.74600000e+01, -2.96312196e+00, 9.76000000e+02
2.74700000e+01, -2.96003428e+00, 9.70000000e+02
2.74800000e+01, -2.96362403e+00, 9.77000000e+02
2.74900000e+01, -2.96310776e+00, 9.76000000e+02
2.75000000e+01, -2.96259078e+00, 9.75000000e+02
2.75100000e+01, -2.96309874e+00, 9.76000000e+02
2.75200000e+01, -2.96717598e+00, 9.84000000e+02
2.75300000e+01, -2.97021257e+00, 9.90000000e+02
2.75400000e+01, -2.97222688e+00, 9.94000000e+02
2.75500000e+01, -2.97121873e+00, 9.92000000e+02
2.75600000e+01, -2.97071299e+00, 9.91000000e+02
2.75700000e+01, -2.97020655e+00, 9.90000000e+02
2.75800000e+01, -2.96818044e+00, 9.86000000e+02
2.75900000e+01, -2.96512599e+00, 9.80000000e+02
2.76000000e+01, -2.96256478e+00, 9.75000000e+02
2.76100000e+01, -2.96101936e+00, 9.72000000e+02
2.76200000e+01, -2.96204197e+00, 9.74000000e+02
2.76300000e+01, -2.96255028e+00, 9.75000000e+02
2.76400000e+01, -2.96100486e+00, 9.72000000e+02
2.76500000e+01, -2.95945413e+00, 9.69000000e+02
2.76600000e+01, -2.95738018e+00, 9.65000000e+02
2.76700000e+01, -2.95633640e+00, 9.63000000e+02
2.76800000e+01, -2.95684853e+00, 9.64000000e+02
2.76900000e+01, -2.95528346e+00, 9.61000000e+02
2.77000000e+01, -2.95579630e+00, 9.62000000e+02
2.77100000e+01, -2.95578930e+00, 9.62000000e+02
2.77200000e+01, -2.95733914e+00, 9.65000000e+02
2.77300000e+01, -2.95836791e+00, 9.67000000e+02
2.77400000e+01, -2.96042585e+00, 9.71000000e+02
2.77500000e+01, -2.95835655e+00, 9.67000000e+02
2.77600000e+01, -2.95835051e+00, 9.67000000e+02
2.77700000e+01, -2.96040845e+00, 9.71000000e+02
2.77800000e+01, -2.95885596e+00, 9.68000000e+02
2.77900000e+01, -2.95781598e+00, 9.66000000e+02
2.78000000e+01, -2.96141988e+00, 9.73000000e+02
2.78100000e+01, -2.96038615e+00, 9.71000000e+02
2.78200000e+01, -2.96397246e+00, 9.78000000e+02
2.78300000e+01, -2.96702658e+00, 9.84000000e+02
2.78400000e+01, -2.96651529e+00, 9.83000000e+02
2.78500000e+01, -2.96854267e+00, 9.87000000e+02
2.78600000e+01, -2.96752612e+00, 9.85000000e+02
2.78700000e+01, -2.96344592e+00, 9.77000000e+02
2.78800000e+01, -2.96087632e+00, 9.72000000e+02
2.78900000e+01, -2.96292462e+00, 9.76000000e+02
2.79000000e+01, -2.96086687e+00, 9.72000000e+02
2.79100000e+01, -2.96137592e+00, 9.73000000e+02
2.79200000e+01, -2.96034221e+00, 9.71000000e+02
2.79300000e+01, -2.95982174e+00, 9.70000000e+02
2.79400000e+01, -2.96136029e+00, 9.73000000e+02
2.79500000e+01, -2.96186900e+00, 9.74000000e+02
2.79600000e+01, -2.96340197e+00, 9.77000000e+02
2.79700000e+01, -2.96134652e+00, 9.73000000e+02
2.79800000e+01, -2.96185524e+00, 9.74000000e+02
2.79900000e+01, -2.96082278e+00, 9.72000000e+02
2.80000000e+01, -2.96133185e+00, 9.73000000e+02
2.80100000e+01, -2.96081282e+00, 9.72000000e+02
2.80200000e+01, -2.95926215e+00, 9.69000000e+02
2.80300000e+01, -2.95770615e+00, 9.66000000e+02
2.80400000e+01, -2.95821731e+00, 9.67000000e+02
2.80500000e+01, -2.95509928e+00, 9.61000000e+02
2.80600000e+01, -2.95665063e+00, 9.64000000e+02
2.80700000e+01, -2.95612516e+00, 9.63000000e+02
2.80800000e+01, -2.95559896e+00, 9.62000000e+02
2.80900000e+01, -2.95350873e+00, 9.58000000e+02
2.81000000e+01, -2.95297889e+00, 9.57000000e+02
2.81100000e+01, -2.95244833e+00, 9.56000000e+02
2.81200000e+01, -2.95139321e+00, 9.54000000e+02
2.81300000e+01, -2.95295470e+00, 9.57000000e+02
2.81400000e+01, -2.95346908e+00, 9.58000000e+02
2.81500000e+01, -2.95189324e+00, 9.55000000e+02
2.81600000e+01, -2.95449603e+00, 9.60000000e+02
2.81700000e+01, -2.95240109e+00, 9.56000000e+02
2.81800000e+01, -2.95029667e+00, 9.52000000e+02
2.81900000e+01, -2.95290712e+00, 9.57000000e+02
2.82000000e+01, -2.94764717e+00, 9.47000000e+02
2.82100000e+01, -2.94816522e+00, 9.48000000e+02
2.82200000e+01, -2.95026103e+00, 9.52000000e+02
2.82300000e+01, -2.94709108e+00, 9.46000000e+02
2.82400000e+01, -2.95076741e+00, 9.53000000e+02
2.82500000e+01, -2.95389697e+00, 9.59000000e+02
2.82600000e+01, -2.95388956e+00, 9.59000000e+02
2.82700000e+01, -2.95751854e+00, 9.66000000e+02
2.82800000e+01, -2.95751242e+00, 9.66000000e+02
2.82900000e+01, -2.95957242e+00, 9.70000000e+02
2.83000000e+01, -2.95750092e+00, 9.66000000e+02
2.83100000e+01, -2.95749481e+00, 9.66000000e+02
2.83200000e+01, -2.96007002e+00, 9.71000000e+02
2.83300000e+01, -2.95696564e+00, 9.65000000e+02
2.83400000e+01, -2.95902760e+00, 9.69000000e+02
2.83500000e+01, -2.96108178e+00, 9.73000000e+02
2.83600000e+01, -2.95643056e+00, 9.64000000e+02
2.83700000e+01, -2.95486566e+00, 9.61000000e+02
2.83800000e+01, -2.95485864e+00, 9.61000000e+02
2.83900000e+01, -2.95537166e+00, 9.62000000e+02
2.84000000e+01, -2.95847365e+00, 9.68000000e+02
2.84100000e+01, -2.95587859e+00, 9.63000000e+02
2.84200000e+01, -2.95326914e+00, 9.58000000e+02
2.84300000e+01, -2.95430434e+00, 9.60000000e+02
2.84400000e+01, -2.95481772e+00, 9.61000000e+02
2.84500000e+01, -2.95585023e+00, 9.63000000e+02
2.84600000e+01, -2.95584360e+00, 9.63000000e+02
2.84700000e+01, -2.95739219e+00, 9.66000000e+02
2.84800000e+01, -2.95790345e+00, 9.67000000e+02
2.84900000e+01, -2.95582501e+00, 9.63000000e+02
2.85000000e+01, -2.95633734e+00, 9.64000000e+02
2.85100000e+01, -2.95529249e+00, 9.62000000e+02
2.85200000e+01, -2.95424511e+00, 9.60000000e+02
2.85300000e+01, -2.95267300e+00, 9.57000000e+02
2.85400000e+01, -2.95423025e+00, 9.60000000e+02
2.85500000e+01, -2.95474366e+00, 9.61000000e+02
2.85600000e+01, -2.95160516e+00, 9.55000000e+02
2.85700000e+01, -2.95054888e+00, 9.53000000e+02
2.85800000e+01, -2.95106484e+00, 9.54000000e+02
2.85900000e+01, -2.94631723e+00, 9.45000000e+02
2.86000000e+01, -2.94630733e+00, 9.45000000e+02
2.86100000e+01, -2.94735453e+00, 9.47000000e+02
2.86200000e+01, -2.94945249e+00, 9.51000000e+02
2.86300000e+01, -2.95101852e+00, 9.54000000e+02
2.86400000e+01, -2.94838286e+00, 9.49000000e+02
2.86500000e+01, -2.95257102e+00, 9.57000000e+02
2.86600000e+01, -2.95151732e+00, 9.55000000e+02
2.86700000e+01, -2.94993614e+00, 9.52000000e+02
2.86800000e+01, -2.95097688e+00, 9.54000000e+02
2.86900000e+01, -2.95410347e+00, 9.60000000e+02
2.87000000e+01, -2.95305361e+00, 9.58000000e+02
2.87100000e+01, -2.95720416e+00, 9.66000000e+02
2.87200000e+01, -2.96183495e+00, 9.75000000e+02
2.87300000e+01, -2.95925985e+00, 9.70000000e+02
2.87400000e+01, -2.95667056e+00, 9.65000000e+02
2.87500000e+01, -2.95666436e+00, 9.65000000e+02
2.87600000e+01, -2.95821016e+00, 9.68000000e+02
2.87700000e+01, -2.95613411e+00, 9.64000000e+02
2.87800000e+01, -2.95560879e+00, 9.63000000e+02
2.87900000e+01, -2.95612119e+00, 9.64000000e+02
2.88000000e+01, -2.95611482e+00, 9.64000000e+02
2.88100000e+01, -2.95766205e+00, 9.67000000e+02
2.88200000e+01, -2.95765623e+00, 9.67000000e+02
2.88300000e+01, -2.95868347e+00, 9.69000000e+02
2.88400000e+01, -2.95919373e+00, 9.70000000e+02
2.88500000e+01, -2.95970365e+00, 9.71000000e+02
2.88600000e+01, -2.95918335e+00, 9.70000000e+02
2.88700000e+01, -2.95659409e+00, 9.65000000e+02
2.88800000e+01, -2.95555058e+00, 9.63000000e+02
2.88900000e+01, -2.95864965e+00, 9.69000000e+02
2.89000000e+01, -2.95864420e+00, 9.69000000e+02
2.89100000e+01, -2.95397309e+00, 9.60000000e+02
2.89200000e+01, -2.95552609e+00, 9.63000000e+02
2.89300000e+01, -2.95914090e+00, 9.70000000e+02
2.89400000e+01, -2.96375342e+00, 9.79000000e+02
2.89500000e+01, -2.96323877e+00, 9.78000000e+02
2.89600000e+01, -2.96323493e+00, 9.78000000e+02
2.89700000e+01, -2.96578081e+00, 9.83000000e+02
2.89800000e+01, -2.96780831e+00, 9.87000000e+02
2.89900000e+01, -2.96932351e+00, 9.90000000e+02
2.90000000e+01, -2.97384669e+00, 9.99000000e+02
2.90100000e+01, -2.97083446e+00, 9.93000000e+02
2.90200000e+01, -2.97284330e+00, 9.97000000e+02
2.90300000e+01, -2.97584279e+00, 1.00300000e+03
2.90400000e+01, -2.98080367e+00, 1.01300000e+03
2.90500000e+01, -2.97833186e+00, 1.00800000e+03
2.90600000e+01, -2.97981912e+00, 1.01100000e+03
2.90700000e+01, -2.98031532e+00, 1.01200000e+03
2.90800000e+01, -2.98179739e+00, 1.01500000e+03
2.90900000e+01, -2.98670195e+00, 1.02500000e+03
2.91000000e+01, -2.98768086e+00, 1.02700000e+03
2.91100000e+01, -2.98719834e+00, 1.02600000e+03
2.91200000e+01, -2.98817646e+00, 1.02800000e+03
2.91300000e+01, -2.98574336e+00, 1.02300000e+03
2.91400000e+01, -2.98623578e+00, 1.02400000e+03
2.91500000e+01, -2.98379247e+00, 1.01900000e+03
2.91600000e+01, -2.98330478e+00, 1.01800000e+03
2.91700000e+01, -2.98526862e+00, 1.02200000e+03
2.91800000e+01, -2.98576135e+00, 1.02300000e+03
2.91900000e+01, -2.97986547e+00, 1.01100000e+03
2.92000000e+01, -2.97738841e+00, 1.00600000e+03
2.92100000e+01, -2.97937357e+00, 1.01000000e+03
2.92200000e+01, -2.97739114e+00, 1.00600000e+03
2.92300000e+01, -2.97689490e+00, 1.00500000e+03
2.92400000e+01, -2.97689575e+00, 1.00500000e+03
2.92500000e+01, -2.97540184e+00, 1.00200000e+03
2.92600000e+01, -2.97590093e+00, 1.00300000e+03
2.92700000e+01, -2.97440369e+00, 1.00000000e+03
2.92800000e+01, -2.97189742e+00, 9.95000000e+02
2.92900000e+01, -2.97239882e+00, 9.96000000e+02
2.93000000e+01, -2.97390190e+00, 9.99000000e+02
2.93100000e+01, -2.97589973e+00, 1.00300000e+03
2.93200000e+01, -2.97540149e+00, 1.00200000e+03
2.93300000e+01, -2.97789064e+00, 1.00700000e+03
2.93400000e+01, -2.97987399e+00, 1.01100000e+03
2.93500000e+01, -2.97987585e+00, 1.01100000e+03
2.93600000e+01, -2.97789555e+00, 1.00700000e+03
2.93700000e+01, -2.97839302e+00, 1.00800000e+03
2.93800000e+01, -2.97938546e+00, 1.01000000e+03
2.93900000e+01, -2.98037627e+00, 1.01200000e+03
2.94000000e+01, -2.97938918e+00, 1.01000000e+03
2.94100000e+01, -2.97839979e+00, 1.00800000e+03
2.94200000e+01, -2.97889693e+00, 1.00900000e+03
2.94300000e+01, -2.97939375e+00, 1.01000000e+03
2.94400000e+01, -2.97840436e+00, 1.00800000e+03
2.94500000e+01, -2.97392138e+00, 9.99000000e+02
2.94600000e+01, -2.97641747e+00, 1.00400000e+03
2.94700000e+01, -2.97392188e+00, 9.99000000e+02
2.94800000e+01, -2.97141293e+00, 9.94000000e+02
2.94900000e+01, -2.97392069e+00, 9.99000000e+02
2.95000000e+01, -2.97191450e+00, 9.95000000e+02
2.95100000e+01, -2.96989955e+00, 9.91000000e+02
2.95200000e+01, -2.97291614e+00, 9.97000000e+02
2.95300000e+01, -2.97341688e+00, 9.98000000e+02
2.95400000e+01, -2.97241353e+00, 9.96000000e+02
2.95500000e+01, -2.97541587e+00, 1.00200000e+03
2.95600000e+01, -2.97491696e+00, 1.00100000e+03
2.95700000e+01, -2.97391712e+00, 9.99000000e+02
2.95800000e+01, -2.97441721e+00, 1.00000000e+03
2.95900000e+01, -2.97291495e+00, 9.97000000e+02
2.96000000e+01, -2.97391645e+00, 9.99000000e+02
2.96100000e+01, -2.97691030e+00, 1.00500000e+03
2.96200000e+01, -2.97641338e+00, 1.00400000e+03
2.96300000e+01, -2.97691182e+00, 1.00500000e+03
2.96400000e+01, -2.97939405e+00, 1.01000000e+03
2.96500000e+01, -2.97989053e+00, 1.01100000e+03
2.96600000e+01, -2.97890228e+00, 1.00900000e+03
2.96700000e+01, -2.98137537e+00, 1.01400000e+03
2.96800000e+01, -2.98137772e+00, 1.01400000e+03
2.96900000e+01, -2.98236528e+00, 1.01600000e+03
2.97000000e+01, -2.98088939e+00, 1.01300000e+03
2.97100000e+01, -2.98433477e+00, 1.02000000e+03
2.97200000e+01, -2.98433810e+00, 1.02000000e+03
2.97300000e+01, -2.98727399e+00, 1.02600000e+03
2.97400000e+01, -2.98727831e+00, 1.02600000e+03
2.97500000e+01, -2.98630701e+00, 1.02400000e+03
2.97600000e+01, -2.98679904e+00, 1.02500000e+03
2.97700000e+01, -2.98680319e+00, 1.02500000e+03
2.97800000e+01, -2.98631929e+00, 1.02400000e+03
2.97900000e+01, -2.98583476e+00, 1.02300000e+03
2.98000000e+01, -2.98924823e+00, 1.03000000e+03
2.98100000e+01, -2.98828137e+00, 1.02800000e+03
2.98200000e+01, -2.99119581e+00, 1.03400000e+03
2.98300000e+01, -2.99409438e+00, 1.04000000e+03
2.98400000e+01, -2.99458150e+00, 1.04100000e+03
2.98500000e+01, -2.99266330e+00, 1.03700000e+03
2.98600000e+01, -2.99218699e+00, 1.03600000e+03
2.98700000e+01, -2.99171006e+00, 1.03500000e+03
2.98800000e+01, -2.99171581e+00, 1.03500000e+03
2.98900000e+01, -2.99220443e+00, 1.03600000e+03
2.99000000e+01, -2.99413713e+00, 1.04000000e+03
2.99100000e+01, -2.99269930e+00, 1.03700000e+03
2.99200000e+01, -2.99318730e+00, 1.03800000e+03
2.99300000e+01, -2.99511661e+00, 1.04200000e+03
2.99400000e+01, -2.99464341e+00, 1.04100000e+03
2.99500000e+01, -3.00180331e+00, 1.05600000e+03
2.99600000e+01, -3.00086454e+00, 1.05400000e+03
2.99700000e+01, -3.00323963e+00, 1.05900000e+03
2.99800000e+01, -3.00230401e+00, 1.05700000e+03
2.99900000e+01, -3.00231326e+00, 1.05700000e+03
3.00000000e+01, -3.00279531e+00, 1.05800000e+03
3.00100000e+01, -2.99996110e+00, 1.05200000e+03
3.00200000e+01, -3.00139337e+00, 1.05500000e+03
3.00300000e+01, -3.00234926e+00, 1.05700000e+03
3.00400000e+01, -3.00659780e+00, 1.06600000e+03
3.00500000e+01, -3.00613917e+00, 1.06500000e+03
3.00600000e+01, -3.00567995e+00, 1.06400000e+03
3.00700000e+01, -3.00709806e+00, 1.06700000e+03
3.00800000e+01, -3.01084369e+00, 1.07500000e+03
3.00900000e+01, -3.01178508e+00, 1.07700000e+03
3.01000000e+01, -3.01272505e+00, 1.07900000e+03
3.01100000e+01, -3.01227407e+00, 1.07800000e+03
3.01200000e+01, -3.01321333e+00, 1.08000000e+03
3.01300000e+01, -3.01553557e+00, 1.08500000e+03
3.01400000e+01, -3.01646992e+00, 1.08700000e+03
3.01500000e+01, -3.01786181e+00, 1.09000000e+03
3.01600000e+01, -3.02016443e+00, 1.09500000e+03
3.01700000e+01, -3.01880773e+00, 1.09200000e+03
3.01800000e+01, -3.01790573e+00, 1.09000000e+03
3.01900000e+01, -3.02020834e+00, 1.09500000e+03
3.02000000e+01, -3.01885163e+00, 1.09200000e+03
3.02100000e+01, -3.02069435e+00, 1.09600000e+03
3.02200000e+01, -3.02070953e+00, 1.09600000e+03
3.02300000e+01, -3.02026828e+00, 1.09500000e+03
3.02400000e+01, -3.02165128e+00, 1.09800000e+03
3.02500000e+01, -3.02257666e+00, 1.10000000e+03
3.02600000e+01, -3.02213766e+00, 1.09900000e+03
3.02700000e+01, -3.02260801e+00, 1.10000000e+03
3.02800000e+01, -3.02034584e+00, 1.09500000e+03
3.02900000e+01, -3.02081724e+00, 1.09600000e+03
3.03000000e+01, -3.02265387e+00, 1.10000000e+03
3.03100000e+01, -3.02403138e+00, 1.10300000e+03
3.03200000e+01, -3.02630897e+00, 1.10800000e+03
3.03300000e+01, -3.03081828e+00, 1.11800000e+03
3.03400000e+01, -3.03083667e+00, 1.11800000e+03
3.03500000e+01, -3.02906293e+00, 1.11400000e+03
3.03600000e+01, -3.02728215e+00, 1.11000000e+03
3.03700000e+01, -3.02729934e+00, 1.11000000e+03
3.03800000e+01, -3.02686587e+00, 1.10900000e+03
3.03900000e+01, -3.02643184e+00, 1.10800000e+03
3.04000000e+01, -3.02599724e+00, 1.10700000e+03
3.04100000e+01, -3.02556209e+00, 1.10600000e+03
3.04200000e+01, -3.02648199e+00, 1.10800000e+03
3.04300000e+01, -3.02514322e+00, 1.10500000e+03
3.04400000e+01, -3.02515963e+00, 1.10500000e+03
3.04500000e+01, -3.02608019e+00, 1.10700000e+03
3.04600000e+01, -3.02879959e+00, 1.11300000e+03
3.04700000e+01, -3.02746764e+00, 1.11000000e+03
3.04800000e+01, -3.02793501e+00, 1.11100000e+03
3.04900000e+01, -3.02614885e+00, 1.10700000e+03
3.05000000e+01, -3.02526136e+00, 1.10500000e+03
3.05100000e+01, -3.02573001e+00, 1.10600000e+03
3.05200000e+01, -3.02800183e+00, 1.11100000e+03
3.05300000e+01, -3.02531148e+00, 1.10500000e+03
3.05400000e+01, -3.02578012e+00, 1.10600000e+03
3.05500000e+01, -3.02534433e+00, 1.10500000e+03
3.05600000e+01, -3.02626483e+00, 1.10700000e+03
3.05700000e+01, -3.02582959e+00, 1.10600000e+03
3.05800000e+01, -3.02629794e+00, 1.10700000e+03
3.05900000e+01, -3.02495771e+00, 1.10400000e+03
3.06000000e+01, -3.02633073e+00, 1.10700000e+03
3.06100000e+01, -3.02589547e+00, 1.10600000e+03
3.06200000e+01, -3.02771698e+00, 1.11000000e+03
3.06300000e+01, -3.03042945e+00, 1.11600000e+03
3.06400000e+01, -3.03223627e+00, 1.12000000e+03
3.06500000e+01, -3.02867052e+00, 1.11200000e+03
3.06600000e+01, -3.02958631e+00, 1.11400000e+03
3.06700000e+01, -3.03139603e+00, 1.11800000e+03
3.06800000e+01, -3.03186125e+00, 1.11900000e+03
3.06900000e+01, -3.03588493e+00, 1.12800000e+03
3.07000000e+01, -3.03634762e+00, 1.12900000e+03
3.07100000e+01, -3.03592432e+00, 1.12800000e+03
3.07200000e+01, -3.03550047e+00, 1.12700000e+03
3.07300000e+01, -3.03640645e+00, 1.12900000e+03
3.07400000e+01, -3.03509582e+00, 1.12600000e+03
3.07500000e+01, -3.03467087e+00, 1.12500000e+03
3.07600000e+01, -3.03734960e+00, 1.13100000e+03
3.07700000e+01, -3.03471003e+00, 1.12500000e+03
3.07800000e+01, -3.03472917e+00, 1.12500000e+03
3.07900000e+01, -3.03652293e+00, 1.12900000e+03
3.08000000e+01, -3.03075192e+00, 1.11600000e+03
3.08100000e+01, -3.02987288e+00, 1.11400000e+03
3.08200000e+01, -3.02764118e+00, 1.10900000e+03
3.08300000e+01, -3.02585128e+00, 1.10500000e+03
3.08400000e+01, -3.02586747e+00, 1.10500000e+03
3.08500000e+01, -3.02588366e+00, 1.10500000e+03
3.08600000e+01, -3.02499404e+00, 1.10300000e+03
3.08700000e+01, -3.02455641e+00, 1.10200000e+03
3.08800000e+01, -3.02320913e+00, 1.09900000e+03
3.08900000e+01, -3.02458743e+00, 1.10200000e+03
3.09000000e+01, -3.02550977e+00, 1.10400000e+03
3.09100000e+01, -3.02461916e+00, 1.10200000e+03
3.09200000e+01, -3.02463487e+00, 1.10200000e+03
3.09300000e+01, -3.02555720e+00, 1.10400000e+03
3.09400000e+01, -3.02421265e+00, 1.10100000e+03
3.09500000e+01, -3.02331910e+00, 1.09900000e+03
3.09600000e+01, -3.02333435e+00, 1.09900000e+03
3.09700000e+01, -3.02561924e+00, 1.10400000e+03
3.09800000e+01, -3.02879549e+00, 1.11100000e+03
3.09900000e+01, -3.02881248e+00, 1.11100000e+03
3.10000000e+01, -3.02882946e+00, 1.11100000e+03
3.10100000e+01, -3.02794554e+00, 1.10900000e+03
3.10200000e+01, -3.02615553e+00, 1.10500000e+03
3.10300000e+01, -3.02707579e+00, 1.10700000e+03
3.10400000e+01, -3.02709217e+00, 1.10700000e+03
3.10500000e+01, -3.02710854e+00, 1.10700000e+03
3.10600000e+01, -3.02622075e+00, 1.10500000e+03
3.10700000e+01, -3.02668911e+00, 1.10600000e+03
