All days with start 2021-01-01,Fitted curve MK (deg),Fitted curve BA (deg),Days when measured beta,Beta naive min (deg), Beta uncertainty pm (deg)
639.0,61.52044522802059,64.49267521543322,,,
640.0,61.91081645428223,64.87106230896363,,,
641.0,62.30000291665613,65.24742337921008,,,
642.0,62.68789400974533,65.62165146732461,,,
643.0,63.07437949629207,65.99364022063601,,,
644.0,63.45934953850696,66.36328392287432,,,
645.0,63.84269472928447,66.73047752421458,,,
646.0,64.22430612329599,67.09511667113121,,,
647.0,64.60407526795177,67.45709773605445,,,
648.0,64.98189423422272,67.81631784682045,,,
649.0,65.35765564731342,68.17267491590677,,,
650.0,65.73125271717772,68.52606766944479,,,
651.0,66.102579268868,68.8763956760011,,,
652.0,66.47152977270986,69.2235593751191,,,
653.0,66.83799937429308,69.56746010561346,,,
654.0,67.20188392427102,69.90800013360877,,,
655.0,67.5630800079594,70.24508268031482,,,
656.0,67.92148497472647,70.57861194953027,,,
657.0,68.27699696716586,70.90849315486722,,,
658.0,68.62951495004415,71.23463254668874,,,
659.0,68.9789387390147,71.55693743875187,,,
660.0,69.32516902908965,71.87531623454817,,,
661.0,69.6681074228621,72.18967845333476,,,
662.0,70.00765645847031,72.49993475584836,,,
663.0,70.34371963729592,72.80599696969468,,,
664.0,70.67620145138858,73.10777811440632,,,
665.0,71.00500741060898,73.40519242616199,,,
666.0,71.33004406948257,73.69815538215987,,,
667.0,71.65121905375645,73.9865837246384,,,
668.0,71.96844108665175,74.27039548453735,,,
669.0,72.28162001480428,74.54951000479286,,,
670.0,72.59066683388563,74.82384796325955,,,
671.0,72.89549371389809,75.09333139525324,,,
672.0,73.19601402413538,75.35788371570787,,,
673.0,73.49214235780299,75.6174297409404,,,
674.0,73.78379455629036,75.87189571001736,,,
675.0,74.07088773308848,76.12120930571726,,,
676.0,74.35334029734604,76.36529967508241,,,
677.0,74.63107197705709,76.60409744955493,,,
678.0,74.90400384187417,76.83753476469059,,,
679.0,75.17205832554001,77.06554527944547,,,
680.0,75.43515924793154,77.2880641950295,,,
681.0,75.69323183671008,77.50502827332183,,,
682.0,75.94620274857134,77.71637585484248,,,
683.0,76.19400009008925,77.92204687627563,,,
684.0,76.43655343814795,78.12198288753902,,,
685.0,76.67379385995567,78.31612706839509,,,
686.0,76.90565393263526,78.50442424459877,,,
687.0,77.1320677623855,78.6868209035776,,,
688.0,77.35297100320784,78.86326520963962,,,
689.0,77.56830087519339,79.03370701870459,,,
690.0,77.77799618236466,79.19809789255457,,,
691.0,77.98199733006732,79.35639111259971,,,
692.0,78.1802463419067,79.50854169315528,,,
693.0,78.37268687622452,79.65450639422625,,,
694.0,78.55926424211101,79.7942437337957,,,
695.0,78.73992541494785,79.92771399961381,,,
696.0,78.91461905147752,80.05487926048369,,,
697.0,79.08329550439495,80.17570337704106,,,
698.0,79.2459068364571,80.2901520120249,,,
699.0,79.40240683410646,80.39819264003579,,,
700.0,79.55275102060492,80.49979455677929,,,
701.0,79.69689666867379,80.59492888779198,,,
702.0,79.83480281263678,80.68356859664726,,,
703.0,79.96643026006227,80.76568849263896,,,
704.0,80.09174160290172,80.84126523794028,,,
