Time (ps), Potential energy per cell (eV), Kinetic energy per cell (eV), Total energy per cell (eV), Temperature (C), Pressure (GPa), Volume per cell (Å^3)
0.27000000, 0.37254633, 0.39981015, 0.77235648, 500.11657758, 3.52263560, 65.45082700
0.28000000, 0.37700981, 0.39643614, 0.77344595, 493.59094243, 3.43968436, 65.45082700
0.29000000, 0.39233461, 0.38185151, 0.77418612, 465.38304281, 3.45213357, 65.45082700
0.30000000, 0.40584237, 0.36959253, 0.77543490, 441.67314530, 3.54078800, 65.45082700
0.31000000, 0.40720721, 0.36978437, 0.77699158, 442.04417046, 3.58165404, 65.45082700
0.32000000, 0.39241110, 0.38566010, 0.77807120, 472.74918632, 3.50970871, 65.45082700
0.33000000, 0.37121661, 0.40517610, 0.77639271, 510.49476278, 3.37859383, 65.45082700
0.34000000, 0.37554133, 0.40048266, 0.77602398, 501.41725336, 3.35398959, 65.45082700
0.35000000, 0.40737387, 0.37138722, 0.77876109, 445.14422908, 3.55661090, 65.45082700
0.36000000, 0.43034581, 0.35045813, 0.78080394, 404.66560150, 3.77072317, 65.45082700
0.37000000, 0.42860704, 0.35333893, 0.78194596, 410.23730222, 3.77238361, 65.45082700
0.38000000, 0.41418527, 0.36962074, 0.78380601, 441.72769674, 3.67969734, 65.45082700
0.39000000, 0.39203478, 0.39364614, 0.78568092, 488.19484753, 3.57822940, 65.45082700
0.40000000, 0.35965078, 0.42415923, 0.78381001, 547.20974480, 3.44283503, 65.45082700
0.41000000, 0.34807772, 0.43291650, 0.78099423, 564.14704769, 3.35536406, 65.45082700
0.42000000, 0.38119613, 0.40008440, 0.78128053, 500.64699586, 3.47947883, 65.45082700
0.43000000, 0.43272931, 0.35188393, 0.78461324, 407.42321372, 3.68080315, 65.45082700
0.44000000, 0.45085991, 0.33640422, 0.78726412, 377.48414437, 3.75115049, 65.45082700
0.45000000, 0.42376516, 0.36334993, 0.78711509, 429.59942061, 3.60455358, 65.45082700
0.46000000, 0.39175031, 0.39520046, 0.78695077, 491.20104119, 3.46685011, 65.45082700
0.47000000, 0.38375643, 0.40367811, 0.78743454, 507.59753150, 3.47111785, 65.45082700
0.48000000, 0.39740896, 0.39130800, 0.78871696, 483.67268973, 3.58649642, 65.45082700
0.49000000, 0.41012724, 0.38046993, 0.79059717, 462.71094803, 3.67622323, 65.45082700
0.50000000, 0.40042516, 0.38964098, 0.79006614, 480.44853182, 3.59831444, 65.45082700
0.51000000, 0.38452746, 0.40457334, 0.78910080, 509.32897964, 3.50779918, 65.45082700
0.52000000, 0.38487538, 0.40428612, 0.78916150, 508.77346835, 3.50800214, 65.45082700
0.53000000, 0.39812614, 0.39215815, 0.79028429, 485.31695746, 3.54725857, 65.45082700
0.54000000, 0.40401620, 0.38685423, 0.79087043, 475.05872883, 3.53945849, 65.45082700
0.55000000, 0.39855115, 0.39170202, 0.79025317, 484.43476157, 3.50753111, 65.45082700
0.56000000, 0.39793645, 0.39189289, 0.78982933, 484.80391923, 3.51904378, 65.45082700
0.57000000, 0.40993710, 0.38183586, 0.79177295, 465.35276920, 3.56296133, 65.45082700
0.58000000, 0.41396651, 0.37853496, 0.79250147, 458.96856740, 3.58210609, 65.45082700
0.59000000, 0.40902956, 0.38337759, 0.79240715, 468.33462079, 3.57058081, 65.45082700
0.60000000, 0.40430144, 0.38983877, 0.79414022, 480.83108880, 3.50908133, 65.45082700
0.61000000, 0.38894475, 0.40426022, 0.79320496, 508.72337547, 3.46682094, 65.45082700
0.62000000, 0.38225116, 0.41073118, 0.79298234, 521.23875884, 3.47610915, 65.45082700
0.63000000, 0.39011450, 0.40353044, 0.79364494, 507.31193289, 3.49329058, 65.45082700
0.64000000, 0.39574996, 0.39797760, 0.79372756, 496.57227047, 3.46513208, 65.45082700
0.65000000, 0.39686418, 0.39596918, 0.79283336, 492.68780823, 3.46916795, 65.45082700
0.66000000, 0.40947069, 0.38286779, 0.79233848, 467.34861796, 3.61799556, 65.45082700
0.67000000, 0.44000060, 0.35558363, 0.79558423, 414.57874869, 3.88748120, 65.45082700
0.68000000, 0.45234234, 0.34707580, 0.79941814, 398.12389397, 3.96265794, 65.45082700
0.69000000, 0.41831451, 0.38119533, 0.79950984, 464.11394363, 3.74723066, 65.45082700
0.70000000, 0.36880533, 0.42813552, 0.79694085, 554.90022225, 3.37787815, 65.45082700
0.71000000, 0.35529973, 0.43924763, 0.79454736, 576.39199407, 3.23458110, 65.45082700
0.72000000, 0.39308029, 0.40308078, 0.79616107, 506.44224212, 3.44291391, 65.45082700
0.73000000, 0.43523672, 0.36301579, 0.79825250, 428.95316429, 3.67059167, 65.45082700
0.74000000, 0.44385709, 0.35489454, 0.79875163, 413.24598666, 3.72124796, 65.45082700
0.75000000, 0.42716568, 0.37273354, 0.79989921, 447.74811908, 3.62819591, 65.45082700
0.76000000, 0.39888010, 0.40087501, 0.79975511, 502.17609352, 3.46628236, 65.45082700
0.77000000, 0.38024658, 0.41884960, 0.79909618, 536.94047704, 3.34877210, 65.45082700
0.78000000, 0.38258106, 0.41612132, 0.79870238, 531.66374123, 3.38006133, 65.45082700
0.79000000, 0.39785648, 0.40076598, 0.79862247, 501.96523148, 3.52053998, 65.45082700
0.80000000, 0.41310792, 0.38629929, 0.79940721, 473.98542329, 3.64274903, 65.45082700
0.81000000, 0.41506802, 0.38481493, 0.79988296, 471.11455628, 3.64020412, 65.45082700
0.82000000, 0.40519824, 0.39462743, 0.79982567, 490.09275647, 3.54206762, 65.45082700
0.83000000, 0.39442845, 0.40491819, 0.79934664, 509.99594394, 3.50416169, 65.45082700
0.84000000, 0.39239879, 0.40686402, 0.79926281, 513.75935189, 3.52888768, 65.45082700
0.85000000, 0.39958490, 0.40044526, 0.80003016, 501.34492107, 3.54972503, 65.45082700
0.86000000, 0.40324375, 0.39690013, 0.80014388, 494.48834632, 3.52795124, 65.45082700
0.87000000, 0.40097889, 0.39914503, 0.80012392, 498.83016902, 3.53508484, 65.45082700
0.88000000, 0.39769624, 0.40133577, 0.79903201, 503.06725317, 3.54272652, 65.45082700
0.89000000, 0.41029574, 0.38836122, 0.79865696, 477.97336640, 3.63372001, 65.45082700
0.90000000, 0.43856424, 0.36367294, 0.80223718, 430.22415440, 3.77761278, 65.45082700
0.91000000, 0.44004253, 0.36445247, 0.80449500, 431.73182820, 3.72309940, 65.45082700
0.92000000, 0.40659870, 0.39552927, 0.80212797, 491.83699103, 3.46712851, 65.45082700
0.93000000, 0.38826693, 0.41298490, 0.80125184, 525.59765854, 3.35064299, 65.45082700
