All days with start 2021-01-01,theoretical curve (deg),fitted curve (deg),Days when measured alpha,alpha naive min (deg),uncertainty_pm (deg)
0.0,80.77215930236207,80.07213076760816,57.0,66.5,1.5
1.0,80.69962420154593,79.99720132613358,58.0,66.0,1.5
2.0,80.6202674744245,79.91550841961103,63.0,64.5,1.5
3.0,80.53411263610865,79.82707640249346,68.0,62.0,1.5
4.0,80.44118521613636,79.73193163831095,79.0,58.0,1.5
5.0,80.34151275090771,79.6301024918112,241.0,50.0,1.5
6.0,80.23512477552525,79.52161932050335,267.0,59.5,1.5
7.0,80.12205281504212,79.40651446560776,284.0,65.0,1.5
8.0,80.00233037512052,79.28482224241434,289.0,67.0,1.5
9.0,79.8759929321032,79.15657893005243,295.0,69.0,1.5
10.0,79.74307792250114,79.02182276067526,326.0,77.5,1.5
11.0,79.6036247319002,78.88059390806194,338.0,80.0,1.5
12.0,79.4576746832904,78.73293447564097,370.0,80.25,0.5
13.0,79.30527102482102,78.57888848393812,385.0,77.5,0.5
14.0,79.14645891698521,78.41850185745301,386.0,77.0,0.5
15.0,78.98128541923795,78.25182241096803,389.0,76.75,0.5
16.0,78.80979947605137,78.0788998352937,392.0,75.75,0.5
17.0,78.63205190241139,77.89978568245462,394.0,75.0,0.5
18.0,78.44809536876019,77.71453335032089,395.0,74.75,0.5
19.0,78.25798438538882,77.52319806668885,405.0,71.75,0.5
20.0,78.06177528628456,77.32583687281655,418.0,67.375,0.5
21.0,77.85952621243803,77.12250860641848,423.0,65.375,0.5
22.0,77.65129709461469,76.91327388412469,428.0,63.5,0.5
23.0,77.43714963559611,76.69819508340979,429.0,63.25,0.5
24.0,77.21714729189608,76.47733632399667,436.0,60.5,0.5
25.0,76.99135525495707,76.25076344874113,437.0,60.0,0.5
26.0,76.75984043183263,76.0185440040026,438.0,59.75,0.5
27.0,76.52267142536134,75.78074721950716,441.0,58.625,0.5
28.0,76.27991851383834,75.53744398770856,444.0,57.375,0.5
29.0,76.03165363019036,75.28870684265364,472.0,46.75,0.5
30.0,75.77795034066041,75.03460993835837,477.0,45.0,0.5
31.0,75.51888382300857,74.77522902670088,498.0,39.0,0.5
32.0,75.25453084423509,74.51064143483816,512.0,36.0,0.5
33.0,74.98496973783281,74.24092604215312,520.0,35.0,0.5
34.0,74.71028038057518,73.96616325673892,528.0,34.5,0.5
35.0,74.430544168847,73.68643499142757,529.0,34.5,0.5
36.0,74.14584399452505,73.40182463936989,530.0,34.25,0.5
37.0,73.85626422041527,73.11241704917416,531.0,34.25,0.5
38.0,73.56189065525439,72.81829849961093,532.0,34.25,0.5
39.0,73.26281052828288,72.5195566738914,536.0,34.25,0.5
40.0,72.95911246339702,72.21628063352708,550.0,34.75,0.5
41.0,72.6508864528878,71.90856079177864,551.0,35.0,0.5
42.0,72.33822383077418,71.59648888670178,553.0,35.25,0.5
43.0,72.0212172457389,71.28015795379797,564.0,36.75,0.5
44.0,71.69996063367469,70.95966229827862,577.0,39.75,0.5
45.0,71.37454918984896,70.63509746695055,,,
46.0,71.0450793406955,70.30656021973151,,,
47.0,70.71164871524113,69.97414850080374,,,
48.0,70.3743561161762,69.63796140941479,,,
49.0,70.0333014905772,69.2980991703338,,,
50.0,69.68858590029026,68.95466310397231,,,
51.0,69.34031149198432,68.60775559617842,,,
52.0,68.98858146688296,68.25748006771329,,,
53.0,68.63350005018357,67.90394094341913,,,
54.0,68.27517246017322,67.5472436210879,,,
55.0,67.91370487705015,67.1874944400399,,,
56.0,67.54920441146035,66.82480064942162,,,
57.0,67.18177907275835,66.4592703762325,,,
58.0,66.81153773700167,66.09101259308981,,,
59.0,66.4385901146886,65.72013708574157,,,
60.0,66.06304671824847,65.34675442033699,,,
61.0,65.68501882929453,64.97097591046425,,,
62.0,65.30461846564882,64.59291358396548,,,
63.0,64.92195834814878,64.2126801495388,,,
