delta tau, 1st order E0 estimate, 1st order 2 sigma error, 2nd order E0 estimate, 2nd order 2 sigma error, 1st order E0 estimate, delta tau, 1st order fit, 1st order 10 sigma prediction interval, 2nd order fit, 2nd order 10 sigma prediction interval
5.000000e-03, -2.904391e+00, 1.934677e-03, -2.902901e+00, 2.199593e-03, 0.000000e+00, -2.903448e+00, 4.379481e-03, -2.902490e+00, 3.759868e-03
1.000000e-02, -2.906456e+00, 2.279703e-03, -2.904048e+00, 1.913806e-03, 4.004004e-04, -2.903562e+00, 4.347895e-03, -2.902506e+00, 3.732169e-03
1.500000e-02, -2.908771e+00, 1.470399e-03, -2.902861e+00, 1.942938e-03, 8.008008e-04, -2.903676e+00, 4.316500e-03, -2.902522e+00, 3.704640e-03
2.000000e-02, -2.909882e+00, 1.860009e-03, -2.903385e+00, 1.820237e-03, 1.201201e-03, -2.903791e+00, 4.285296e-03, -2.902538e+00, 3.677281e-03
2.500000e-02, -2.908022e+00, 1.718018e-03, -2.903629e+00, 1.613668e-03, 1.601602e-03, -2.903905e+00, 4.254284e-03, -2.902555e+00, 3.650092e-03
3.000000e-02, -2.914060e+00, 2.454924e-03, -2.904706e+00, 2.342085e-03, 2.002002e-03, -2.904019e+00, 4.223463e-03, -2.902572e+00, 3.623072e-03
3.500000e-02, -2.913278e+00, 2.050713e-03, -2.904837e+00, 2.009473e-03, 2.402402e-03, -2.904134e+00, 4.192833e-03, -2.902589e+00, 3.596223e-03
4.000000e-02, -2.916223e+00, 1.765673e-03, -2.906660e+00, 1.934374e-03, 2.802803e-03, -2.904248e+00, 4.162395e-03, -2.902606e+00, 3.569544e-03
4.500000e-02, -2.916811e+00, 2.000463e-03, -2.905529e+00, 2.283335e-03, 3.203203e-03, -2.904363e+00, 4.132148e-03, -2.902623e+00, 3.543035e-03
5.000000e-02, -2.920269e+00, 1.834598e-03, -2.906290e+00, 1.760782e-03, 3.603604e-03, -2.904477e+00, 4.102093e-03, -2.902641e+00, 3.516697e-03
5.500000e-02, -2.918797e+00, 1.867290e-03, -2.904730e+00, 1.860070e-03, 4.004004e-03, -2.904592e+00, 4.072230e-03, -2.902659e+00, 3.490529e-03
6.000000e-02, -2.919658e+00, 1.808323e-03, -2.906694e+00, 2.394913e-03, 4.404404e-03, -2.904707e+00, 4.042559e-03, -2.902677e+00, 3.464532e-03
6.500000e-02, -2.921741e+00, 1.850520e-03, -2.907767e+00, 1.713192e-03, 4.804805e-03, -2.904822e+00, 4.013080e-03, -2.902695e+00, 3.438705e-03
7.000000e-02, -2.922614e+00, 1.875901e-03, -2.908397e+00, 2.366154e-03, 5.205205e-03, -2.904936e+00, 3.983792e-03, -2.902713e+00, 3.413049e-03
7.500000e-02, -2.925203e+00, 1.363148e-03, -2.908800e+00, 1.802197e-03, 5.605606e-03, -2.905051e+00, 3.954697e-03, -2.902732e+00, 3.387563e-03
8.000000e-02, -2.927521e+00, 1.981872e-03, -2.910046e+00, 1.666702e-03, 6.006006e-03, -2.905166e+00, 3.925794e-03, -2.902751e+00, 3.362249e-03
