Radial distance r (atomic units), theoretical Hartree potential (atomic units), calculated Hartree potential (atomic units) with 10 points,Radial distance r (atomic units), theoretical Hartree potential (atomic units), calculated Hartree potential (atomic units) with 100 points,Radial distance r (atomic units), theoretical Hartree potential (atomic units), calculated Hartree potential (atomic units) with 1000 points
,,,,,,4.07,0.2453369531707483,0.2454368651165784
,,,,,,4.08,0.2447421125084385,0.2448420242621796
,,,,,,4.09,0.2441500665341674,0.2442499780996291
,,,,,,4.1,0.2435607967788151,0.2436607081597314
,,,,,,4.11,0.2429742849193022,0.2430741961193333
,,,,,,4.12,0.2423905127773766,0.2424904238001103
,,,,,,4.13,0.2418094623184094,0.2419093731673622
,,,,,,4.14,0.2412311156501984,0.2413310263288174
,,,,,,4.15,0.2406554550217816,0.2407553655334455
,,,,,,4.16,0.2400824628222586,0.240182373170279
,,,,,,4.17,0.2395121215796201,0.2396120317672432
,,,,,,4.18,0.2389444139595875,0.2390443239899952
,,,,,,4.19,0.2383793227644596,0.2384792326407707
,,,,,,4.2,0.237816830931969,0.2379167406572405
,,,,,,4.21,0.237256921534146,0.2373568311113744
,,,,,,4.22,0.2366995777761921,0.2367994872083146
,,,,,,4.23,0.2361447829953609,0.2362446922852565
,,,,,,4.24,0.2355925206598488,0.2356924298103393
,,,,,,4.25,0.2350427743676927,0.2351426833815442
,,,,,,4.26,0.2344955278456771,0.2345954367256008
,,,,,,4.2700000000000005,0.2339507649482495,0.2340506736969028
,,,,,,4.28,0.2334084696564435,0.2335083782764314
,,,,,,4.29,0.2328686260768112,0.232968534570687
,,,,,,4.3,0.2323312184403632,0.2324311268106294
,,,,,,4.3100000000000005,0.2317962311015167,0.2318961393506267
,,,,,,4.32,0.2312636485370531,0.2313635566674112
,,,,,,4.33,0.2307334553450818,0.2308333633590449
,,,,,,4.34,0.2302056362440141,0.2303055441438925
,,,,,,4.3500000000000005,0.2296801760715439,0.229780083859602
,,,,,,4.36,0.2291570597836374,0.2292569674620947
,,,,,,4.37,0.2286362724535299,0.2287361800245621
,,,,,,4.38,0.2281177992707316,0.2282177067364711
,,,,,,4.39,0.2276016255400407,0.2277015329025778
,,,,,,4.4,0.2270877366805646,0.2271876439419482
,,,,,,4.41,0.2265761182247493,0.2266760253869876
,,,,,,4.42,0.2260667558174162,0.2261666628824776
,,,,,,4.43,0.2255596352148069,0.2256595421846209
,,,,,,4.44,0.225054742283636,0.2251546491600939
,,,,,,4.45,0.2245520630001512,0.2246519697851067
,,,,,,4.46,0.2240515834492015,0.2241514901444717
,,,,,,4.47,0.2235532898233129,0.2236531964306787
,,,,,,4.48,0.2230571684217713,0.2231570749429786
,,,,,,4.49,0.222563205649714,0.2226631120864739
,,,,,,4.5,0.2220713880172273,0.2221712943712172
,,,,,,4.51,0.2215817021384532,0.221681608411317
,,,,,,4.5200000000000005,0.2210941347307017,0.2211940409240509
,,,,,,4.53,0.2206086726135723,0.2207085787289863
,,,,,,4.54,0.2201253027080813,0.2202252087471085
,,,,,,4.55,0.2196440120357977,0.2197439179999556
,,,,,,4.5600000000000005,0.2191647877179853,0.2192646936087614
,,,,,,4.57,0.2186876169747527,0.218787522793605
,,,,,,4.58,0.2182124871242098,0.2183123928725675
,,,,,,4.59,0.2177393855816325,0.2178392912608963
,,,,,,4.6000000000000005,0.217268299858633,0.2173682054701761
,,,,,,4.61,0.2167992175623388,0.2168991231075069
,,,,,,4.62,0.2163321263945768,0.2164320318746891
,,,,,,4.63,0.2158670141510658,0.2159669195674155
,,,,,,4.64,0.2154038687206159,0.2155037740744702
,,,,,,4.65,0.2149426780843329,0.2150425833769343
,,,,,,4.66,0.2144834303148324,0.2145833355473985
,,,,,,4.67,0.2140261135754577,0.2141260187491821
,,,,,,4.68,0.2135707161195066,0.2136706212355592
,,,,,,4.69,0.2131172262894638,0.2132171313489912
,,,,,,4.7,0.2126656325162398,0.2127655375203662
,,,,,,4.71,0.2122159233184171,0.2123158282682442
,,,,,,4.72,0.2117680873015023,0.2118679921981097
,,,,,,4.73,0.2113221131571846,0.2114220180016311
,,,,,,4.74,0.2108779896626014,0.2109778944559245
,,,,,,4.75,0.2104357056796096,0.2105356104228261
,,,,,,4.76,0.2099952501540632,0.21009515484817
,,,,,,4.7700000000000005,0.2095566121150979,0.209656516761072
,,,,,,4.78,0.2091197806744211,0.2092196852732202
,,,,,,4.79,0.2086847450256085,0.2087846495781714
,,,,,,4.8,0.2082514944434069,0.2083513989506535
,,,,,,4.8100000000000005,0.2078200182830427,0.207919922745875
,,,,,,4.82,0.2073903059795371,0.2074902103988391
,,,,,,4.83,0.2069623470470267,0.2070622514236647
,,,,,,4.84,0.2065361310780898,0.2066360354129132
,,,,,,4.8500000000000005,0.2061116477430801,0.2062115520369213
,,,,,,4.86,0.2056888867894641,0.2057887910431391
,,,,,,4.87,0.2052678380411664,0.2053677422554749
,,,,,,4.88,0.204848491397919,0.204948395573645
,,,,,,4.89,0.2044308368346178,0.2045307409725296
,,,,,,4.9,0.2040148644006836,0.2041147685015346
,,,,,,4.91,0.2036005642194298,0.203700468283958
,,,,,,4.92,0.2031879264874345,0.2032878305163636
,,,,,,4.93,0.2027769414739194,0.2028768454679587
,,,,,,4.94,0.202367599520133,0.2024675034799777
,,,,,,4.95,0.2019598910387405,0.2020597949650718
,,,,,,4.96,0.2015538065132179,0.201653710406704
,,,,,,4.97,0.2011493364972524,0.2012492403585478
,,,,,,4.98,0.2007464716141475,0.2008463754438939
,,,,,,4.99,0.2003452025562338,0.2004451063550603
,,,,,,5.0,0.199945520084285,0.2000454238528079
,,,,,,5.01,0.1995474150269386,0.1996473187657623
,,,,,,5.0200000000000005,0.1991508782801224,0.1992507819898392
,,,,,,5.03,0.1987559008064859,0.1988558044876764
,,,,,,5.04,0.1983624736348367,0.1984623772880699
,,,,,,5.05,0.1979705878595815,0.1980704914854152
,,,,,,5.0600000000000005,0.1975802346401732,0.1976801382391541
,,,,,,5.07,0.1971914052005619,0.1972913087732257
,,,,,,5.08,0.1968040908286509,0.1969039943755231
,,,,,,5.09,0.1964182828757587,0.1965181863973538
,,,,,,5.1000000000000005,0.1960339727560836,0.1961338762529065
,,,,,,5.11,0.1956511519461761,0.1957510554187213
,,,,,,5.12,0.1952698119844127,0.195369715433165
,,,,,,5.13,0.1948899444704773,0.1949898478959119
,,,,,,5.14,0.1945115410648453,0.1946114444674279
,,,,,,5.15,0.1941345934882733,0.1942344968684606
,,,,,,5.16,0.1937590935212933,0.1938589968795326
,,,,,,5.17,0.1933850330037108,0.1934849363404408
,,,,,,5.18,0.1930124038341082,0.1931123071497587
,,,,,,5.19,0.192641197969352,0.1927411012643445
,,,,,,5.2,0.1922714074241053,0.1923713106988527
,,,,,,5.21,0.1919030242703435,0.1920029275252507
,,,,,,5.22,0.1915360406368751,0.1916359438723388
,,,,,,5.23,0.191170448708867,0.1912703519252762
,,,,,,5.24,0.1908062407273733,0.1909061439251093
,,,,,,5.25,0.1904434089888693,0.1905433121683056
,,,,,,5.26,0.1900819458447885,0.1901818490062914
,,,,,,5.2700000000000005,0.1897218437010648,0.1898217468449933
,,,,,,5.28,0.1893630950176786,0.1894629981443845
,,,,,,5.29,0.1890056923082066,0.1891055954180348
,,,,,,5.3,0.1886496281393757,0.1887495312326642
,,,,,,5.3100000000000005,0.1882948951306216,0.1883947982077016
,,,,,,5.32,0.1879414859536503,0.1880413890148467
,,,,,,5.33,0.1875893933320046,0.1876892963776357
,,,,,,5.34,0.1872386100406339,0.1873385130710116
,,,,,,5.3500000000000005,0.1868891289054675,0.1869890319208977
,,,,,,5.36,0.186540942802993,0.1866408458037754
,,,,,,5.37,0.1861940446598372,0.1862939476462657
,,,,,,5.38,0.1858484274523517,0.1859483304247141
,,,,,,5.39,0.1855040842062013,0.1856039871647798
,,,,,,5.4,0.1851610079959571,0.1852609109410285
,,,,,,5.41,0.1848191919446927,0.1849190948765281
,,,,,,5.42,0.1844786292235841,0.1845785321424492
,,,,,,5.43,0.1841393130515133,0.1842392159576686
,,,,,,5.44,0.1838012366946751,0.183901139588376
,,,,,,5.45,0.1834643934661884,0.1835642963476851
,,,,,,5.46,0.1831287767257099,0.1832286795952477
,,,,,,5.47,0.1827943798790517,0.182894282736871
,,,,,,5.48,0.1824611963778027,0.1825610992241391
,,,,,,5.49,0.1821292197189526,0.1822291225540372
,,,,,,5.5,0.1817984434445206,0.1818983462685797
,,,,,,5.51,0.1814688611411856,0.1815687639544411
,,,,,,5.5200000000000005,0.1811404664399215,0.1812403692425909
,,,,,,5.53,0.1808132530156347,0.1809131558079313
,,,,,,5.54,0.1804872145868054,0.1805871173689379
,,,,,,5.55,0.1801623449151315,0.1802622476873048
,,,,,,5.5600000000000005,0.1798386378051766,0.1799385405675916
,,,,,,5.57,0.1795160871040205,0.1796159898568737
,,,,,,5.58,0.1791946867009129,0.1792945894443972
,,,,,,5.59,0.1788744305269305,0.1789743332612349
,,,,,,5.6000000000000005,0.1785553125546368,0.1786552152799466
,,,,,,5.61,0.1782373267977457,0.1783372295142424
,,,,,,5.62,0.1779204673107869,0.1780203700186485
,,,,,,5.63,0.1776047281887754,0.1777046308881763
,,,,,,5.64,0.1772901035668838,0.1773900062579949
,,,,,,5.65,0.1769765876201166,0.1770764903031056
,,,,,,5.66,0.1766641745629889,0.1767640772380199
,,,,,,5.67,0.1763528586492067,0.1764527613164408
,,,,,,5.68,0.176042634171351,0.1761425368309458
,,,,,,5.69,0.1757334954605636,0.1758333981126739
,,,,,,5.7,0.1754254368862376,0.1755253395310149
,,,,,,5.71,0.1751184528557084,0.1752183554933012
,,,,,,5.72,0.174812537813949,0.174912440444503
,,,,,,5.73,0.1745076862432677,0.1746075888669256
,,,,,,5.74,0.1742038926630085,0.1743037952799102
,,,,,,5.75,0.1739011516292537,0.1740010542395362
,,,,,,5.76,0.1735994577345299,0.1736993603383276
,,,,,,5.7700000000000005,0.173298805607516,0.1733987082049606
,,,,,,5.78,0.1729991899127544,0.173099092503975
,,,,,,5.79,0.1727006053503642,0.1728005079354873
,,,,,,5.8,0.1724030466557575,0.1725029492349071
,,,,,,5.8100000000000005,0.1721065085993576,0.1722064111726553
,,,,,,5.82,0.1718109859863205,0.1719108885538854
,,,,,,5.83,0.1715164736562583,0.171616376218207
,,,,,,5.84,0.1712229664829649,0.1713228690394119
,,,,,,5.8500000000000005,0.170930459374145,0.1710303619252025
,,,,,,5.86,0.1706389472711449,0.1707388498169227
,,,,,,5.87,0.1703484251486852,0.1704483276892912
,,,,,,5.88,0.1700588880145974,0.1701587905501372
,,,,,,5.89,0.1697703309095612,0.1698702334401381
,,,,,,5.9,0.169482748906845,0.1695826514325606
,,,,,,5.91,0.1691961371120489,0.1692960396330025
,,,,,,5.92,0.1689104906628491,0.1690103931791383
,,,,,,5.93,0.1686258047287456,0.1687257072404657
,,,,,,5.94,0.1683420745108111,0.1684419770180559
,,,,,,5.95,0.1680592952414434,0.1681591977443045
,,,,,,5.96,0.1677774621841187,0.1678773646826859
,,,,,,5.97,0.1674965706331476,0.1675964731275092
,,,,,,5.98,0.1672166159134338,0.1673165184036762
,,,,,,5.99,0.1669375933802342,0.1670374958664419
,,,,,,6.0,0.1666594984189211,0.1667594009011771
,,,,,,6.01,0.1663823264447473,0.1664822289231329
,,,,,,6.0200000000000005,0.1661060729026123,0.1662059753772073
,,,,,,6.03,0.1658307332668314,0.1659306357377138
,,,,,,6.04,0.165556303040906,0.1656562055081524
,,,,,,6.05,0.1652827777572969,0.1653826802209823
,,,,,,6.0600000000000005,0.1650101529771986,0.1651100554373964
,,,,,,6.07,0.1647384242903165,0.1648383267470989
,,,,,,6.08,0.1644675873146453,0.1645674897680829
,,,,,,6.09,0.1641976376962497,0.1642975401464118
,,,,,,6.1000000000000005,0.1639285711090474,0.1640284735560017
,,,,,,6.11,0.1636603832545931,0.1637602856984061
,,,,,,6.12,0.1633930698618652,0.1634929723026021
,,,,,,6.13,0.1631266266870541,0.1632265291247788
,,,,,,6.140000000000001,0.1628610495133522,0.1629609519481273
,,,,,,6.15,0.1625963341507461,0.1626962365826329
,,,,,,6.16,0.1623324764358102,0.1624323788648687
,,,,,,6.17,0.1620694722315023,0.1621693746577915
,,,,,,6.18,0.1618073174269613,0.161907219850539
,,,,,,6.19,0.161546007937306,0.1616459103582288
,,,,,,6.2,0.1612855397034364,0.1613854421217597
,,,,,,6.21,0.161025908691836,0.1611258111076142
,,,,,,6.22,0.1607671108943764,0.1608670133076628
,,,,,,6.23,0.1605091423281235,0.1606090447389703
,,,,,,6.24,0.1602519990351451,0.1603519014436034
,,,,,,6.25,0.1599956770823204,0.1600955794884403
,,,,,,6.26,0.159740172561151,0.1598400749649818
,,,,,,6.2700000000000005,0.159485481587574,0.1595853839891637
,,,,,,6.28,0.1592316003017762,0.1593315027011722
,,,,,,6.29,0.15897852486801,0.1590784272652584
,,,,,,6.3,0.1587262514744112,0.1588261538695574
,,,,,,6.3100000000000005,0.158474776332818,0.1585746787259063
,,,,,,6.32,0.1582240956785918,0.1583239980696659
,,,,,,6.33,0.1579742057704397,0.1580741081595422
,,,,,,6.34,0.157725102890238,0.1578250052774108
,,,,,,6.3500000000000005,0.157476783342858,0.1575766857281419
,,,,,,6.36,0.1572292434559922,0.1573291458394275
,,,,,,6.37,0.1569824795799835,0.1570823819616095
,,,,,,6.38,0.1567364880876544,0.1568363904675097
,,,,,,6.390000000000001,0.1564912653741385,0.1565911677522609
,,,,,,6.4,0.1562468078567135,0.1563467102331401
,,,,,,6.41,0.1560031119746352,0.1561030143494022
,,,,,,6.42,0.155760174188973,0.155860076562116
,,,,,,6.43,0.1555179909824473,0.1556178933540011
,,,,,,6.44,0.1552765588592675,0.1553764612292664
,,,,,,6.45,0.1550358743449724,0.1551357767134498
,,,,,,6.46,0.1547959339862709,0.1548958363532596
,,,,,,6.47,0.1545567343508847,0.154656636716417
,,,,,,6.48,0.1543182720273925,0.1544181743914998
,,,,,,6.49,0.1540805436250749,0.154180445987788
,,,,,,6.5,0.1538435457737612,0.1539434481351104
,,,,,,6.51,0.1536072751236769,0.1537071774836919
,,,,,,6.5200000000000005,0.1533717283452934,0.1534716307040033
,,,,,,6.53,0.1531369021291784,0.1532368044866116
,,,,,,6.54,0.1529027931858471,0.1530026955420315
,,,,,,6.55,0.152669398245616,0.1527693006005789
,,,,,,6.5600000000000005,0.1524367140584563,0.1525366164122246
,,,,,,6.57,0.1522047373938502,0.1523046397464502
,,,,,,6.58,0.1519734650406471,0.1520733673921044
,,,,,,6.59,0.1517428938069216,0.1518427961572616
,,,,,,6.6000000000000005,0.151513020519833,0.1516129228690802
,,,,,,6.61,0.1512838420254852,0.1513837443736639
,,,,,,6.62,0.1510553551887883,0.1511552575359223
,,,,,,6.63,0.1508275568933216,0.150927459239434
,,,,,,6.640000000000001,0.1506004440411971,0.1507003463863107
,,,,,,6.65,0.1503740135529244,0.1504739158970616
,,,,,,6.66,0.1501482623672776,0.1502481647104601
,,,,,,6.67,0.1499231874411614,0.1500230897834109
,,,,,,6.68,0.1496987857494806,0.1497986880908179
,,,,,,6.69,0.1494750542850086,0.1495749566254545
,,,,,,6.7,0.1492519900582591,0.1493518923978336
,,,,,,6.71,0.1490295900973567,0.1491294924360795
,,,,,,6.72,0.14880785144791,0.1489077537858006
,,,,,,6.73,0.1485867711728859,0.1486866735099632
,,,,,,6.74,0.1483663463524838,0.1484662486887664
,,,,,,6.75,0.1481465740840119,0.148246476419518
,,,,,,6.76,0.1479274514817641,0.1480273538165117
,,,,,,6.7700000000000005,0.1477089756768979,0.1478088780109043
,,,,,,6.78,0.1474911438173134,0.1475910461505958
,,,,,,6.79,0.1472739530675336,0.1473738554001087
,,,,,,6.8,0.1470574006085847,0.1471573029404691
,,,,,,6.8100000000000005,0.1468414836378791,0.1469413859690888
,,,,,,6.82,0.1466261993690976,0.1467261016996484
,,,,,,6.83,0.1464115450320736,0.146511447361981
,,,,,,6.84,0.1461975178726781,0.1462974202019573
,,,,,,6.8500000000000005,0.1459841151527055,0.1460840174813713
,,,,,,6.86,0.1457713341497604,0.1458712364778275
,,,,,,6.87,0.1455591721571455,0.1456590744846279
,,,,,,6.88,0.14534762648375,0.1454475288106618
,,,,,,6.890000000000001,0.1451366944539394,0.1452365967802943
,,,,,,6.9,0.1449263734074462,0.1450262757332575
,,,,,,6.91,0.1447166606992608,0.1448165630245417
,,,,,,6.92,0.1445075536995242,0.1446074560242877
,,,,,,6.93,0.1442990497934214,0.1443989521176799
,,,,,,6.94,0.1440911463810747,0.1441910487048407
,,,,,,6.95,0.1438838408774395,0.143983743200725
,,,,,,6.96,0.1436771307121996,0.1437770330350166
,,,,,,6.97,0.1434710133296642,0.1435709156520242
,,,,,,6.98,0.143265486188665,0.1433653885105793
,,,,,,6.99,0.1430605467624548,0.1431604490839347
,,,,,,7.0,0.1428561925386067,0.1429560948596631
,,,,,,7.01,0.1426524210189141,0.1427523233395576
,,,,,,7.0200000000000005,0.1424492297192915,0.1425491320395326
,,,,,,7.03,0.1422466161696759,0.1423465184895249
,,,,,,7.04,0.1420445779139297,0.1421444802333966
,,,,,,7.05,0.1418431125097434,0.1419430148288382
,,,,,,7.0600000000000005,0.1416422175285401,0.1417421198472724
,,,,,,7.07,0.14144189055538,0.1415417928737591
,,,,,,7.08,0.1412421291888659,0.1413420315069012
,,,,,,7.09,0.1410429310410497,0.1411428333587502
,,,,,,7.1000000000000005,0.1408442937373396,0.1409441960547143
,,,,,,7.11,0.1406462149164075,0.140746117233465
,,,,,,7.12,0.1404486922300982,0.140548594546847
,,,,,,7.13,0.140251723343338,0.1403516256597866
,,,,,,7.140000000000001,0.1400553059340454,0.1401552082502019
,,,,,,7.15,0.1398594376930415,0.1399593400089139
,,,,,,7.16,0.1396641163239617,0.1397640186395578
,,,,,,7.17,0.1394693395431677,0.1395692418584953
,,,,,,7.18,0.1392751050796606,0.1393750073947272
,,,,,,7.19,0.1390814106749945,0.1391813129898074
,,,,,,7.2,0.1388882540831905,0.138988156397757
,,,,,,7.21,0.1386956330706523,0.1387955353849794
,,,,,,7.22,0.1385035454160811,0.1386034477301758
,,,,,,7.23,0.1383119889103928,0.1384118912242619
,,,,,,7.24,0.1381209613566342,0.1382208636702843
,,,,,,7.25,0.1379304605699012,0.1380303628833388
,,,,,,7.26,0.1377404843772569,0.1378403866904884
,,,,,,7.27,0.1375510306176509,0.1376509329306826
,,,,,,7.28,0.1373620971418382,0.1374619994546762
,,,,,,7.29,0.1371736818123006,0.1372735841249508
,,,,,,7.3,0.1369857825031663,0.1370856848156346
,,,,,,7.31,0.1367983971001326,0.1368982994124248
,,,,,,7.32,0.1366115235003872,0.1367114258125088
,,,,,,7.33,0.1364251596125313,0.1365250619244879
,,,,,,7.34,0.1362393033565032,0.1363392056683001
,,,,,,7.35,0.1360539526635017,0.1361538549751444
,,,,,,7.36,0.1358691054759113,0.1359690077874048
,,,,,,7.37,0.1356847597472271,0.1357846620585765
,,,,,,7.38,0.1355009134419804,0.1356008157531905
,,,,,,7.390000000000001,0.1353175645356651,0.135417466846741
,,,,,,7.4,0.1351347110146649,0.1352346133256113
,,,,,,7.41,0.1349523508761808,0.1350522531870023
,,,,,,7.42,0.1347704821281587,0.1348703844388598
,,,,,,7.43,0.1345891027892184,0.1346890050998037
,,,,,,7.44,0.1344082108885828,0.1345081131990565
,,,,,,7.45,0.1342278044660075,0.1343277067763739
,,,,,,7.46,0.1340478815717111,0.1341477838819744
,,,,,,7.47,0.1338684402663062,0.1339683425764705
,,,,,,7.48,0.1336894786207305,0.1337893809307999
,,,,,,7.49,0.1335109947161792,0.1336108970261576
,,,,,,7.5,0.1333329866440367,0.1334328889539279
,,,,,,7.51,0.1331554525058103,0.1332553548156181
,,,,,,7.52,0.1329783904130631,0.1330782927227911
,,,,,,7.53,0.1328017984873484,0.1329017007970003
,,,,,,7.54,0.1326256748601441,0.1327255771697234
,,,,,,7.55,0.1324500176727877,0.1325499199822978
,,,,,,7.56,0.1322748250764115,0.1323747273858559
,,,,,,7.57,0.1321000952318794,0.1321999975412613
,,,,,,7.58,0.1319258263097227,0.1320257286190454
,,,,,,7.59,0.1317520164900772,0.1318519187993438
,,,,,,7.6,0.131578663962621,0.1316785662718347
,,,,,,7.61,0.1314057669265123,0.131505669235676
,,,,,,7.62,0.1312333235903276,0.1313332258994445
,,,,,,7.63,0.1310613321720012,0.131161234481074
,,,,,,7.640000000000001,0.130889790898764,0.1309896932077956
,,,,,,7.65,0.1307186980070836,0.1308186003160767
,,,,,,7.66,0.1305480517426044,0.130647954051562
,,,,,,7.67,0.1303778503600891,0.1304777526690135
,,,,,,7.68,0.1302080921233586,0.1303079944322527
,,,,,,7.69,0.130038775305235,0.1301386776141012
,,,,,,7.7,0.129869898187483,0.1299698004963238
,,,,,,7.71,0.1297014590607524,0.1298013613695702
,,,,,,7.72,0.1295334562245213,0.1296333585333186
,,,,,,7.73,0.1293658879870397,0.1294657902958188
,,,,,,7.74,0.1291987526652729,0.1292986549740361
,,,,,,7.75,0.1290320485848461,0.1291319508935957
,,,,,,7.76,0.128865774079989,0.128965676388727
,,,,,,7.77,0.1286999274934808,0.1287998298022094
,,,,,,7.78,0.1285345071765959,0.1286344094853173
,,,,,,7.79,0.1283695114890497,0.1284694137977659
,,,,,,7.8,0.1282049387989453,0.1283048411076583
,,,,,,7.81,0.1280407874827195,0.1281406897914312
,,,,,,7.82,0.1278770559250909,0.1279769582338032
,,,,,,7.83,0.1277137425190064,0.1278136448277213
,,,,,,7.84,0.1275508456655903,0.1276507479743096
,,,,,,7.85,0.1273883637740915,0.1274882660828169
,,,,,,7.86,0.1272262952618331,0.1273261975705664
,,,,,,7.87,0.1270646385541611,0.127164540862904
,,,,,,7.88,0.1269033920843937,0.1270032943931478
,,,,,,7.890000000000001,0.1267425542937715,0.1268424566025386
,,,,,,7.9,0.1265821236314078,0.1266820259401894
,,,,,,7.91,0.1264220985542389,0.1265220008630365
,,,,,,7.92,0.126262477526975,0.1263623798357902
,,,,,,7.930000000000001,0.1261032590220519,0.1262031613308862
,,,,,,7.94,0.1259444415195827,0.1260443438284375
,,,,,,7.95,0.1257860235073093,0.1258859258161861
,,,,,,7.96,0.1256280034805554,0.1257279057894556
,,,,,,7.97,0.125470379942179,0.1255702822511039
,,,,,,7.98,0.1253131514025257,0.1254130537114767
,,,,,,7.99,0.1251563163793818,0.1252562186883601
,,,,,,8.0,0.1249998733979284,0.1250997757069353
,,,,,,8.01,0.1248438209906955,0.1249437232997322
,,,,,,8.02,0.1246881576975163,0.1247880600065842
,,,,,,8.03,0.1245328820654824,0.1246327843745825
,,,,,,8.040000000000001,0.1243779926488984,0.1244778949580319
,,,,,,8.05,0.1242234880092379,0.1243233903184059
,,,,,,8.06,0.124069366715099,0.1241692690243026
,,,,,,8.07,0.1239156273421604,0.1240155296514008
,,,,,,8.08,0.1237622684731381,0.1238621707824162
,,,,,,8.09,0.1236092886977419,0.1237091910070588
,,,,,,8.1,0.1234566866126326,0.1235565889219892
,,,,,,8.11,0.1233044608213793,0.1234043631307767
,,,,,,8.120000000000001,0.1231526099344174,0.1232525122438565
,,,,,,8.13,0.1230011325690061,0.1231010348784879
,,,,,,8.14,0.1228500273491874,0.1229499296587127
,,,,,,8.15,0.1226992929057439,0.1227991952153136
,,,,,,8.16,0.1225489278761583,0.1226488301857733
,,,,,,8.17,0.1223989309045725,0.1224988332142337
,,,,,,8.18,0.1222493006417471,0.1223492029514553
,,,,,,8.19,0.1221000357450212,0.1221999380547771
,,,,,,8.2,0.1219511348782721,0.1220510371880767
,,,,,,8.21,0.1218025967118766,0.1219024990217305
,,,,,,8.22,0.1216544199226708,0.1217543222325747
,,,,,,8.23,0.1215066031939113,0.121606505503866
,,,,,,8.24,0.1213591452152367,0.1214590475252429
,,,,,,8.25,0.1212120446826288,0.1213119469926872
,,,,,,8.26,0.1210653002983744,0.1211652026084857
,,,,,,8.27,0.1209189107710277,0.1210188130811926
,,,,,,8.28,0.1207728748153722,0.1208727771255912
,,,,,,8.290000000000001,0.1206271911523835,0.1207270934626573
,,,,,,8.3,0.1204818585091922,0.1205817608195214
,,,,,,8.31,0.1203368756190469,0.1204367779294321
,,,,,,8.32,0.1201922412212778,0.1202921435317195
,,,,,,8.33,0.1200479540612602,0.120147856371759
,,,,,,8.34,0.1199040128903783,0.1200039152009348
,,,,,,8.35,0.1197604164659898,0.1198603187766044
,,,,,,8.36,0.1196171635513897,0.1197170658620631
,,,,,,8.370000000000001,0.1194742529157757,0.1195741552265083
,,,,,,8.38,0.1193316833342126,0.1194315856450048
,,,,,,8.39,0.1191894535875974,0.1192893558984499
,,,,,,8.4,0.1190475624626253,0.1191474647735384
,,,,,,8.41,0.1189060087517549,0.1190059110627291
,,,,,,8.42,0.1187647912531742,0.1188646935642099
,,,,,,8.43,0.1186239087707668,0.1187238110818644
,,,,,,8.44,0.1184833601140781,0.1185832624252381
,,,,,,8.45,0.1183431440982824,0.1184430464095051
,,,,,,8.46,0.1182032595441491,0.118303161855435
,,,,,,8.47,0.1180637052780106,0.11816360758936
,,,,,,8.48,0.1179244801317286,0.1180243824431419
,,,,,,8.49,0.1177855829426626,0.1178854852541402
,,,,,,8.5,0.1176470125536372,0.1177469148651794
,,,,,,8.51,0.1175087678129101,0.1176086701245172
,,,,,,8.52,0.1173708475741404,0.1174707498858128
,,,,,,8.53,0.1172332506963572,0.1173331530080951
,,,,,,8.540000000000001,0.1170959760439279,0.1171958783557317
,,,,,,8.55,0.1169590224865277,0.1170589247983976
,,,,,,8.56,0.1168223888991077,0.1169222912110442
,,,,,,8.57,0.1166860741618655,0.1167859764738686
,,,,,,8.58,0.1165500771602135,0.1166499794722836
,,,,,,8.59,0.1164143967847494,0.1165142990968868
,,,,,,8.6,0.1162790319312261,0.116378934243431
,,,,,,8.61,0.1161439815005214,0.116243883812794
,,,,,,8.620000000000001,0.1160092443986088,0.1161091467109494
,,,,,,8.63,0.1158748195365279,0.1159747218489367
,,,,,,8.64,0.1157407058303552,0.1158406081428325
,,,,,,8.65,0.1156069022011751,0.115706804513721
,,,,,,8.66,0.1154734075750509,0.1155733098876656
,,,,,,8.67,0.1153402208829964,0.1154401231956802
,,,,,,8.68,0.1152073410609473,0.1153072433737003
,,,,,,8.69,0.1150747670497331,0.1151746693625555
,,,,,,8.700000000000001,0.1149424977950488,0.1150424001079408
,,,,,,8.71,0.1148105322474275,0.1149104345603893
,,,,,,8.72,0.1146788693622122,0.1147787716752438
,,,,,,8.73,0.1145475080995286,0.1146474104126303
,,,,,,8.74,0.1144164474242578,0.1145163497374297
,,,,,,8.75,0.1142856863060094,0.1143855886192516
,,,,,,8.76,0.1141552237190939,0.1142551260324067
,,,,,,8.77,0.1140250586424969,0.1141249609558803
,,,,,,8.78,0.1138951900598518,0.1139950923733058
,,,,,,8.790000000000001,0.1137656169594137,0.1138655192729386
,,,,,,8.8,0.1136363383340332,0.1137362406476291
,,,,,,8.81,0.1135073531811305,0.1136072554947975
,,,,,,8.82,0.1133786605026694,0.1134785628164076
,,,,,,8.83,0.1132502593051315,0.1133501616189409
,,,,,,8.84,0.113122148599491,0.1132220509133718
,,,,,,8.85,0.1129943274011893,0.1130942297151415
,,,,,,8.86,0.1128667947301096,0.1129666970441334
,,,,,,8.870000000000001,0.1127395496105522,0.1128394519246477
,,,,,,8.88,0.1126125910712098,0.1127124933853769
,,,,,,8.89,0.1124859181451423,0.1125858204593812
,,,,,,8.9,0.1123595298697529,0.1124594321840636
,,,,,,8.91,0.1122334252867633,0.1123333276011459
,,,,,,8.92,0.1121076034421901,0.1122075057566445
,,,,,,8.93,0.1119820633863201,0.1120819657008465
,,,,,,8.94,0.1118568041736871,0.1119567064882856
