Distance (nm),Atom Count,C atom%,Co atom%,W atom%,WC atom%,Cr atom%,Fe atom%,C3 atom%,CoH atom%,Ga atom%,Ti atom%,OH atom%,Al atom%,N atom%,Ta atom%,P atom%,Ni atom%,Mn atom%,CrH atom%,Zr atom%,WO atom%,Noise reference atom%,H atom%,O atom%,C atom% Sigma,Co atom% Sigma,W atom% Sigma,WC atom% Sigma,Cr atom% Sigma,Fe atom% Sigma,C3 atom% Sigma,CoH atom% Sigma,Ga atom% Sigma,Ti atom% Sigma,OH atom% Sigma,Al atom% Sigma,N atom% Sigma,Ta atom% Sigma,P atom% Sigma,Ni atom% Sigma,Mn atom% Sigma,CrH atom% Sigma,Zr atom% Sigma,WO atom% Sigma,Noise reference atom% Sigma,H atom% Sigma,O atom% Sigma
-2.850000113248825,16815,13.838834374070771,58.92358013678264,12.64347308950342,0,12.08444840915849,0.3687184061849539,0,0,0.5173951828724354,0.19625334522747548,0,0.08920606601248886,0.011894142134998514,0.05947071067499256,0.1367826345524829,0.20220041629497473,0.05947071067499256,0,0.023788284269997028,0,0,0.4579244721974428,0.3865596193874517,0.2662913766323554,0.37939571320519505,0.2562904585016031,0,0.25136096371636235,0.046740874278347014,0,0,0.055326898933370054,0.034129782515401295,0,0.02302263153579353,0.008409928371016801,0.018800697031369936,0.028501638231325458,0.0346420089642854,0.018800697031369936,0,0.011892727344683648,0,0,0.05206571501095477,0.04785405854038973
-2.550000101327896,12017,20.196388449696265,44.8780893733877,17.93292835150204,0,14.288091869851044,0.4160772239327619,0,0,0.5492219355912457,0.3328617791462095,0,0.03328617791462095,0.08321544478655238,0.04160772239327619,0.19971706748772572,0.2662894233169676,0.04160772239327619,0,0.04992926687193143,0,0,0.3661479570608305,0.3245402346675543,0.366226781245637,0.4537130597766421,0.3499548724328047,0,0.3192343884974659,0.058719663200535635,0,0,0.06741864182052214,0.05254240270265414,0,0.01664031880267123,0.026304082837789143,0.01860366764269648,0.04072634593889704,0.04701104623805942,0.01860366764269648,0,0.020378448533732604,0,0,0.0550977339633318,0.05188363150048452
-2.250000089406967,9733,25.572793588821536,33.05250179800679,24.237131408609883,0,14.209390732559335,0.544539196547827,0,0,0.43152162745299494,0.3185040583581629,0,0.06164594677899928,0.08219459570533237,0.10274324463166547,0.16438919141066474,0.24658378711599713,0.06164594677899928,0,0.051371622315832734,0,0,0.44179595191616156,0.4212473029898284,0.442213079847084,0.4768106895275507,0.4343556269214428,0,0.353902998867133,0.0745942803412753,0,0,0.06644141253568409,0.057113844791683306,0,0.02515909401847447,0.02904823259703087,0.03247357165671731,0.04106350420086023,0.05027160909229561,0.02515909401847447,0,0.022968186083625428,0,0,0.0672242601569638,0.06564906514422547
-1.9500000774860382,8775,28.170940170940174,26.427350427350426,28.38746438746439,0,13.62962962962963,0.5356125356125356,0,0,0.6495726495726496,0.41025641025641024,0,0.07977207977207977,0.056980056980056974,0.15954415954415954,0.18233618233618232,0.25071225071225073,0.04558404558404558,0,0.09116809116809116,0,0,0.5014245014245015,0.4216524216524216,0.4802055764640387,0.4707186954760375,0.48132039478749583,0,0.366269584386912,0.07791760771711859,0,0,0.08575810433586527,0.06823566562344917,0,0.030138983647881562,0.0254749952173368,0.04260594185060092,0.04554246851865377,0.05338498400501504,0.022786827436862517,0,0.03221809138737472,0,0,0.07540282976380858,0.06917293362654356
-1.6500000655651093,8247,30.483812295380137,22.202012853158728,31.126470231599367,0,13.19267612465139,0.4728992360858494,0,0,0.65478355765733,0.3031405359524676,0,0.024251242876197406,0.04850248575239481,0.04850248575239481,0.24251242876197404,0.15763307869528315,0.036376864314296105,0,0.036376864314296105,0,0,0.4607736146477507,0.5092761004001455,0.5069085490780518,0.45764883162096714,0.5098508061770529,0,0.3726461486070743,0.07554521917891235,0,0,0.08881255526056862,0.06053614325806791,0,0.017146138835846907,0.024245360935078585,0.024245360935078585,0.054161633570264114,0.04368507801561848,0.020998372087156925,0,0.020998372087156925,0,0,0.07457494372249782,0.07838265068809817
-1.3500000536441803,8066,33.114306967517976,18.88172576245971,33.647408876766676,0,11.38110587651872,0.4339201586908009,0,0,0.582692784527647,0.45871559633027525,0,0.07438631291842301,0.07438631291842301,0.08678403173816018,0.11157946937763452,0.21076121993553187,0.03719315645921151,0,0.049590875278948676,0,0,0.4339201586908009,0.42152243987106375,0.5240169584341752,0.4357637356240797,0.5261088986279513,0,0.3536114230580672,0.07318658935565142,0,0,0.08474648793261864,0.07523921651505296,0,0.030356788132220536,0.030356788132220536,0.03278704459518721,0.03717240070449432,0.05106320828136122,0.021469485190055888,0,0.02478928873977918,0,0,0.07318658935565142,0.07213798080215231
-1.0500000417232513,8017,34.20232006985157,16.714481726331545,35.9236622177872,0,9.829113134588999,0.3492578271173756,0,0,0.648621678932269,0.5488337283273045,0,0.07484096295372333,0.07484096295372333,0.024946987651241113,0.1746289135586878,0.29936385181489333,0.07484096295372333,0,0.06236746912810278,0,0,0.48646625919920167,0.5114132468504429,0.5298185159334685,0.4167016900881259,0.535837620156875,0,0.3324944463783415,0.06588816323041159,0,0,0.08965545862453522,0.08251243333828463,0,0.030542259702674296,0.030542259702674296,0.017637983653843115,0.04663077150330991,0.06101585508905417,0.030542259702674296,0,0.02788288111815697,0,0,0.07770724180882276,0.07966483768562128
-0.7500000298023224,7815,35.57261676263595,14.024312220089572,38.74600127959053,0,8.803582853486883,0.473448496481126,0,0,0.5118362124120281,0.3966730646193218,0,0.02559181062060141,0.08957133717210493,0.05118362124120282,0.15355086372360846,0.2559181062060141,0.05118362124120282,0,0.12795905310300704,0,0,0.3071017274472169,0.40946896992962256,0.5415376573084041,0.39279334776074454,0.5510819362149295,0,0.3205192552709145,0.07764998173455769,0,0,0.0807210348549691,0.07110314112896374,0,0.018093827119199747,0.033839617763215785,0.02558526037462245,0.044292271457791244,0.057151756701925634,0.02558526037462245,0,0.040438308410218324,0,0,0.06259054735755483,0.07223622313563834
-0.45000001788139343,7788,37.46789933230611,11.72316384180791,40.31843862352337,0,7.588597842835131,0.4108885464817668,0,0,0.5136106831022085,0.3852080123266564,0,0.025680534155110426,0.038520801232665644,0.012840267077555213,0.17976373908577298,0.12840267077555212,0.025680534155110426,0,0.05136106831022085,0,0,0.5649717514124294,0.5649717514124294,0.5484893636440553,0.3645296224230592,0.5558517399630205,0,0.30007552701547435,0.0724861402640066,0,0,0.0810001619904473,0.07019345198140908,0,0.018156548047186683,0.02223571103636275,0.012839442688797819,0.04800067799700823,0.04057841273173497,0.018156548047186683,0,0.02567393840974541,0,0,0.08493175457659083,0.08493175457659083
-0.15000000596046448,7785,39.40912010276172,10.391779062299292,41.040462427745666,0,6.461143224149005,0.5009633911368016,0,0,0.5009633911368016,0.3082851637764933,0,0.07707129094412332,0.06422607578676942,0.02569043031470777,0.1798330122029544,0.16698779704560052,0.05138086062941554,0,0.07707129094412332,0,0,0.3596660244059088,0.3853564547206166,0.5538251711790517,0.345851426580634,0.5575115237371561,0,0.2786258487709481,0.0800171583995133,0,0,0.0800171583995133,0.06283137113861155,0,0.03145209549333056,0.028713549040576374,0.018163543891194536,0.04801915870596016,0.04627539630486702,0.02568382948461045,0,0.03145209549333056,0,0,0.06784814620185849,0.07022044916115205
0.15000000596046448,7712,39.63952282157676,8.03941908713693,43.685165975103736,0,5.588692946058091,0.46680497925311204,0,0,0.47977178423236516,0.29823651452282157,0,0.025933609958506226,0.025933609958506226,0.025933609958506226,0.2074688796680498,0.37603734439834025,0.09076763485477178,0,0.07780082987551867,0,0,0.4149377593360996,0.5575726141078838,0.5570023541144384,0.3096204780657102,0.5648002611219609,0,0.2615674022764944,0.07761902838886277,0,0,0.0786845603906226,0.0620938112408127,0,0.01833545347727925,0.01833545347727925,0.01833545347727925,0.051813387811260374,0.06969696778106621,0.03429136793989592,0,0.03174969781773437,0,0,0.0731989864826064,0.08479164587025104
0.45000001788139343,7837,40.01531198162562,7.4263110884266945,45.119305856832966,0,4.593594487686615,0.45935944876866147,0,0,0.43383947939262474,0.24243970907234913,0,0.06379992344009187,0.025519969376036747,0.07655990812811024,0.16587980094423888,0.33175960188847775,0.07655990812811024,0,0.12759984688018375,0,0,0.39555952532856964,0.44659946408064316,0.5534245013784707,0.2961797966151704,0.5621032279548218,0,0.23647768791232052,0.07638386313960417,0,0,0.07424128698230127,0.05555202100492162,0,0.028523089943379376,0.01804304067149031,0.031243484747958603,0.045968605252785115,0.06495539419744512,0.031243484747958603,0,0.04032486264437617,0,0,0.07090393697117137,0.07532033188927188
0.7500000298023224,8068,41.57164105106594,6.358453148239961,45.736241943480415,0,3.7555775904809123,0.3594447198810114,0,0,0.6445215666831929,0.17352503718393653,0,0.061973227565691624,0.03718393653941497,0.024789291026276646,0.07436787307882994,0.17352503718393653,0.012394645513138323,0,0.024789291026276646,0,0,0.45860188398611795,0.532969757064948,0.548690554339067,0.2716608671138982,0.5546285574974512,0,0.21166215327884128,0.06662714116404779,0,0,0.08909056060767676,0.04633626203587862,0,0.027706680569758398,0.021464164046747728,0.017526503033599497,0.030349265699924792,0.04633626203587862,0.012393877353147927,0,0.017526503033599497,0,0,0.07522060821131231,0.0810602453693806
1.0500000417232513,8269,41.87930825976539,5.7685330753416375,47.10364010158423,0,2.8782198572983435,0.20558713266416737,0,0,0.35070746160357963,0.24186721489902044,0,0.012093360744951022,0.06046680372475511,0.08465352521465716,0.14512032893941226,0.2660539363889225,0.04837344297980409,0,0.036280082234853066,0,0,0.44745434756318775,0.4716410690530899,0.5425485924481819,0.25639182493063806,0.5489257860624576,0,0.18386277205629978,0.04981092221206953,0,0,0.06501044171946059,0.05401770909980564,0,0.012092629475971067,0.02703339987733064,0.031982479297220714,0.04186222209124771,0.0566473828309555,0.024180870807308005,0,0.02094251522962284,0,0,0.07339628105168128,0.07534470437823702
1.3500000536441803,8409,42.882625758116305,4.495183731716019,47.80592222618623,0,2.235699845403734,0.47568081817100727,0,0,0.44000475680818174,0.23784040908550363,0,0.05946010227137591,0.047568081817100726,0.03567606136282554,0.11892020454275182,0.20216434772267808,0.047568081817100726,0,0.09513616363420145,0,0,0.392436674991081,0.4281127363539065,0.5397002581441457,0.2259509565088428,0.5447274843390683,0,0.16122215429350295,0.07503264408402893,0,0,0.07217701932429862,0.053119449586842796,0,0.026583459323307475,0.023778383429662396,0.020593909100403904,0.03758350347595046,0.04898246869158487,0.023778383429662396,0,0.03361970955009841,0,0,0.06818027923309478,0.07119922514410176
