Particle 1 x (Å), Particle 1 y (Å), Particle 1 z (Å), Particle 2 x (Å), Particle 2 y (Å), Particle 2 z (Å), Particle 3 x (Å), Particle 3 y (Å), Particle 3 z (Å)
4.24441188, 9.95478552, 2.08584417, 4.23805395, -0.06761300, 12.26357681, 12.17001602, 4.10937535, -0.26376344
4.24895283, 9.92598039, 2.05469477, 4.28143375, -0.09492221, 12.27551874, 12.19223808, 4.19262217, -0.16093871
4.24433065, 9.92136942, 2.02641658, 4.29518462, -0.09273003, 12.30153148, 12.22248534, 4.26177816, -0.05634556
4.23112516, 9.93710679, 2.00180862, 4.27853058, -0.06740856, 12.34450291, 12.25913260, 4.29495907, 0.01144108
4.20992339, 9.96717484, 1.98280449, 4.23498533, -0.03021530, 12.40219075, 12.30029303, 4.27716726, 0.02225702
4.17982341, 10.00563598, 1.97429983, 4.16963232, 0.01028255, 12.46731704, 12.34537193, 4.21962816, -0.01228413
4.14075884, 10.04756960, 1.98414086, 4.09103429, 0.04533757, 12.52540082, 12.39185206, 4.15144909, -0.06714566
4.09614415, 10.08744806, 2.02149444, 4.01276379, 0.06592641, 12.55494981, 12.43234215, 4.09888869, -0.12375609
4.05127049, 10.12080845, 2.09194634, 3.95037788, 0.06737244, 12.53722537, 12.45792826, 4.07528285, -0.17124429
4.01243158, 10.15126567, 2.19097674, 3.91192212, 0.05194426, 12.47062145, 12.46518841, 4.07964983, -0.20232485
3.98780647, 10.19044444, 2.29903219, 3.89420855, 0.02597764, 12.37481414, 12.45526099, 4.10141160, -0.21226066
3.98430663, 10.24838049, 2.39167846, 3.88959645, -0.00406473, 12.27744732, 12.43155218, 4.12914481, -0.20074310
3.99946614, 10.31673802, 2.44353471, 3.89436449, -0.03303448, 12.20036859, 12.39839557, 4.15436815, -0.17218053
4.02153980, 10.37305906, 2.43412998, 3.91145939, -0.05554999, 12.15810656, 12.36079533, 4.16898477, -0.13405789
4.04365569, 10.40733740, 2.36222802, 3.94622614, -0.06660923, 12.15493783, 12.32246122, 4.16432028, -0.09379332
4.06645633, 10.42713985, 2.24913140, 4.00031278, -0.06340553, 12.18278201, 12.28495513, 4.13248113, -0.05638082
4.09292918, 10.44106247, 2.12050890, 4.07102633, -0.04463306, 12.22475033, 12.24846328, 4.07222789, -0.02403099
4.13109913, 10.45292499, 1.99919849, 4.15057094, -0.01013263, 12.26255460, 12.21688142, 4.00009871, -0.00074022
4.18814474, 10.46346825, 1.90234110, 4.22603540, 0.04037105, 12.28362385, 12.19796779, 3.94633217, 0.00593602
4.26247718, 10.47656921, 1.84052675, 4.28006419, 0.10568597, 12.28284596, 12.19846308, 3.93406809, -0.00647904
4.33793698, 10.49318541, 1.81678102, 4.30012865, 0.18081151, 12.26289009, 12.21860287, 3.96221226, -0.02659355
4.38525006, 10.50174149, 1.82924103, 4.28832693, 0.25477023, 12.23378358, 12.25298351, 4.01610395, -0.03816813
4.37292961, 10.48648636, 1.87217960, 4.25458338, 0.31318109, 12.20883872, 12.29454346, 4.08251364, -0.03322438
4.29117303, 10.44732030, 1.93539026, 4.20968210, 0.34457686, 12.19878323, 12.33645814, 4.15352279, -0.01247266
4.15817824, 10.39557974, 2.00560921, 4.16528582, 0.34206313, 12.20702049, 12.37122610, 4.22293436, 0.02042462
4.00462784, 10.33328584, 2.07016666, 4.13209193, 0.30095864, 12.23010107, 12.38805784, 4.28003744, 0.05987145
3.85990325, 10.25441902, 2.12032780, 4.11739657, 0.22229797, 12.26247665, 12.37286105, 4.30656364, 0.09580882
3.74017623, 10.16059332, 2.15247093, 4.12302707, 0.11778077, 12.29789646, 12.31791914, 4.28635251, 0.11416983
3.65014627, 10.07111237, 2.16648668, 4.14391869, 0.00339938, 12.33139710, 12.23305402, 4.22246645, 0.10429939
3.59854601, 10.01753039, 2.16163084, 4.17305367, -0.10789193, 12.35953498, 12.14431582, 4.14137965, 0.06198674
3.59450703, 10.02177752, 2.14071018, 4.20332826, -0.20376741, 12.37731173, 12.08176633, 4.07310168, -0.01242926
3.63295959, 10.07788477, 2.10994835, 4.22475476, -0.27376836, 12.38020778, 12.06090400, 4.02866755, -0.10423613
3.69642922, 10.16217256, 2.07311019, 4.22776147, -0.31432003, 12.36874688, 12.07431879, 4.00104673, -0.18658215
3.76862069, 10.25234066, 2.03122673, 4.20922590, -0.33142336, 12.34967167, 12.10809948, 3.97665981, -0.23874239
3.83952360, 10.33420988, 1.98662230, 4.17538095, -0.33377887, 12.33178994, 12.15039729, 3.94262215, -0.25322005
3.90183731, 10.39696767, 1.94492888, 4.13773186, -0.32619566, 12.32159327, 12.18901183, 3.89298891, -0.23086915
3.95009849, 10.43265871, 1.91607958, 4.10785063, -0.30852365, 12.32102337, 12.21507804, 3.82946095, -0.17760418
3.98813282, 10.44343172, 1.90967172, 4.09581271, -0.27513414, 12.32824151, 12.22629977, 3.75883190, -0.10388049
4.02918905, 10.44230171, 1.93024983, 4.10847852, -0.21897018, 12.34017584, 12.22306690, 3.69397107, -0.02667829
4.08852973, 10.44085085, 1.97202285, 4.14362651, -0.13941677, 12.35290734, 12.20739257, 3.65127522, 0.03490653
4.17015936, 10.44326600, 2.02155882, 4.18842180, -0.04564278, 12.36014560, 12.18512484, 3.64576296, 0.07055245
4.25909629, 10.44853824, 2.06470358, 4.22438230, 0.04781701, 12.35466494, 12.16579737, 3.68593677, 0.08221929
4.32817246, 10.45228267, 2.09166528, 4.22915596, 0.12133593, 12.33156287, 12.15737499, 3.76808902, 0.07876893
4.35054151, 10.44559508, 2.09720439, 4.18576883, 0.15399807, 12.28997962, 12.16254497, 3.88224674, 0.06954883
4.31565007, 10.41795541, 2.08764483, 4.10184840, 0.13942789, 12.23561498, 12.18311378, 4.01713510, 0.06000111
4.24228220, 10.36519574, 2.08305551, 4.01047745, 0.09239170, 12.18278295, 12.22139689, 4.15777136, 0.05430531
4.16886126, 10.28949588, 2.10425864, 3.94396728, 0.03656830, 12.15192972, 12.27768984, 4.28597963, 0.05754601
4.12588135, 10.19736232, 2.15936994, 3.91726311, -0.00863958, 12.15816353, 12.35068791, 4.37797162, 0.08129443
4.11599781, 10.10144706, 2.23195714, 3.92915930, -0.03508696, 12.19531775, 12.43680381, 4.41063867, 0.13993129
4.12718968, 10.01957822, 2.29240961, 3.97070685, -0.04609465, 12.24153091, 12.52377494, 4.37958758, 0.22781383
4.15093514, 9.96445922, 2.32141088, 4.03168426, -0.04884265, 12.28062345, 12.58886497, 4.30109475, 0.31430282
4.18340109, 9.93668011, 2.31677300, 4.10131449, -0.04953585, 12.30696258, 12.60954299, 4.20103131, 0.36219206
4.22000708, 9.93128266, 2.28626103, 4.16707680, -0.05176549, 12.31977986, 12.58073362, 4.11152853, 0.34945589
4.25271973, 9.94382625, 2.24151901, 4.21601574, -0.05683421, 12.32067149, 12.51287533, 4.06031948, 0.28039775
4.27133217, 9.97204465, 2.19420348, 4.23796851, -0.06517642, 12.31358095, 12.41882560, 4.05359643, 0.18242009
4.26467380, 10.01302881, 2.14989959, 4.22929768, -0.07766020, 12.30498995, 12.30999769, 4.08353396, 0.08401101
4.22574196, 10.05793656, 2.10233508, 4.19418691, -0.09485728, 12.30099462, 12.19917626, 4.13488050, -0.00414940
4.15789160, 10.09367555, 2.04041643, 4.14323247, -0.11509038, 12.30385522, 12.09711956, 4.18754896, -0.08476119
4.07478258, 10.10727484, 1.96816521, 4.09125461, -0.13470824, 12.31134360, 12.01406410, 4.22401930, -0.15599810
3.99355728, 10.09172919, 1.90555132, 4.05165648, -0.14968532, 12.31859320, 11.95851190, 4.23989567, -0.21114059
3.92916863, 10.05455250, 1.86747125, 4.03025360, -0.15673192, 12.32203451, 11.93514881, 4.23770478, -0.24244238
3.89871802, 10.02052000, 1.85644916, 4.02504444, -0.15106422, 12.32139148, 11.94143362, 4.22184928, -0.24884876
3.91651730, 10.01880578, 1.87046023, 4.02728060, -0.12572446, 12.31993135, 11.96948514, 4.19531304, -0.23686470
3.97857880, 10.05976754, 1.90640545, 4.02646056, -0.07366127, 12.32049076, 12.01098139, 4.15780716, -0.21340467
4.06374762, 10.13064938, 1.95786326, 4.01681618, 0.00609717, 12.32239818, 12.06037718, 4.10723731, -0.18204607
4.14859527, 10.21261864, 2.01584761, 3.99874248, 0.10285808, 12.32231672, 12.11446719, 4.04303782, -0.14498568
4.21258379, 10.28677823, 2.07153508, 3.97800648, 0.20262355, 12.31707917, 12.17124167, 3.97035952, -0.10421395
4.23897345, 10.33430974, 2.11754081, 3.96263699, 0.29328216, 12.30747956, 12.23208283, 3.90278495, -0.05814229
4.22460370, 10.34983649, 2.14801377, 3.96961177, 0.35523804, 12.29703137, 12.30121612, 3.85974824, -0.00406864
4.18207795, 10.34488538, 2.15839467, 4.01975967, 0.36695377, 12.28926753, 12.38038834, 3.85393616, 0.05338912
4.13138024, 10.33354389, 2.14837582, 4.11581867, 0.32445431, 12.28640716, 12.46205258, 3.88734206, 0.10211617
4.08985692, 10.32285650, 2.12376164, 4.23329230, 0.24508670, 12.29149438, 12.53151787, 3.95376857, 0.13507055
4.06879272, 10.31614662, 2.09992235, 4.34184267, 0.14809948, 12.30671612, 12.57537846, 4.03721288, 0.15330035
4.07224304, 10.31406179, 2.09748045, 4.41980361, 0.04298225, 12.32975866, 12.58028393, 4.10820470, 0.15967702
4.09117139, 10.31389740, 2.12653219, 4.45212346, -0.06326451, 12.35536681, 12.53464088, 4.13859719, 0.15498348
4.10605131, 10.30978356, 2.17829436, 4.43443163, -0.16027366, 12.37705023, 12.44165475, 4.12675748, 0.13796809
4.10034646, 10.29880895, 2.23418508, 4.37310735, -0.23557654, 12.39299178, 12.32204932, 4.09229845, 0.10581960
4.07146318, 10.28242524, 2.27852713, 4.28385588, -0.28267216, 12.40698586, 12.19604215, 4.05623639, 0.05637437
4.03010891, 10.26336860, 2.30143393, 4.18552640, -0.29593078, 12.42901088, 12.07692130, 4.03269643, -0.00948424
3.99107122, 10.24288438, 2.29563386, 4.09253679, -0.26789314, 12.46935794, 11.98411931, 4.03261809, -0.08285742
3.96390244, 10.22233523, 2.25712377, 4.01618712, -0.20268662, 12.52203684, 11.94059774, 4.06383716, -0.14549154
3.95227520, 10.20444274, 2.18930347, 3.97385176, -0.12307705, 12.55538235, 11.95717819, 4.12286627, -0.17884629
3.95624310, 10.19174253, 2.10474820, 3.98099551, -0.05740789, 12.53896511, 12.02175879, 4.19274054, -0.17598504
3.97318097, 10.18335669, 2.02006450, 4.02320082, -0.01788338, 12.47775649, 12.10887297, 4.25090316, -0.14337908
3.99849794, 10.17438959, 1.94873580, 4.07396054, -0.00067393, 12.39444297, 12.19448594, 4.27955522, -0.09096065
4.02864518, 10.16161411, 1.89885986, 4.11462059, 0.00315166, 12.30676230, 12.26212003, 4.26961567, -0.02691999
4.06212953, 10.14804560, 1.87494077, 4.13393950, 0.00104749, 12.22994893, 12.29819199, 4.22075952, 0.03689902
4.09788402, 10.14169587, 1.87681926, 4.12464617, -0.00328805, 12.17986730, 12.28911137, 4.14470806, 0.08073696
4.13132419, 10.14916038, 1.89904366, 4.08741795, -0.00712004, 12.16369290, 12.23232197, 4.05843922, 0.09017352
4.15681965, 10.16904291, 1.93091059, 4.03151073, -0.00852109, 12.17455039, 12.15124044, 3.97713614, 0.06943499
4.17496227, 10.19240235, 1.96147072, 3.96836093, -0.00679868, 12.19963001, 12.08740054, 3.91396296, 0.03368633
4.19313445, 10.21021582, 1.98328329, 3.90707183, -0.00302683, 12.22560241, 12.07364681, 3.87915589, -0.00499039
4.21756884, 10.21994329, 1.99364023, 3.85649907, -0.00362276, 12.23979867, 12.11515300, 3.87176594, -0.04025849
4.24578876, 10.22542693, 1.99389410, 3.82373165, -0.01855128, 12.23679458, 12.19237809, 3.88182799, -0.06769114
4.26882747, 10.23343575, 1.98959927, 3.81178913, -0.05285758, 12.22123228, 12.28050174, 3.90334551, -0.08118322
4.27655950, 10.24798473, 1.98725283, 3.82065149, -0.10153916, 12.20343109, 12.36061179, 3.93774680, -0.07489538
4.26211665, 10.26759393, 1.99000406, 3.84757846, -0.15254696, 12.19383765, 12.42390952, 3.98794455, -0.04842884
4.22232589, 10.28526080, 1.99739000, 3.88742836, -0.18833078, 12.20549541, 12.46871000, 4.05330312, -0.00843593
4.15739100, 10.29152732, 2.00708823, 3.93468622, -0.18733674, 12.25177069, 12.49587774, 4.12917267, 0.03617999
4.07245693, 10.27902967, 2.01748904, 3.98646828, -0.13828251, 12.33397904, 12.50974090, 4.20681049, 0.07718827
3.97729708, 10.24619287, 2.02877333, 4.04330394, -0.05256573, 12.43461372, 12.51597171, 4.27426522, 0.10735656
3.88339322, 10.19769452, 2.03971060, 4.10053094, 0.04309265, 12.52521979, 12.51647964, 4.31576302, 0.12268202
3.80452236, 10.14600560, 2.04693611, 4.14139052, 0.12246309, 12.57993713, 12.50846461, 4.31510676, 0.12528304
3.75861233, 10.10822727, 2.04242164, 4.14443720, 0.16319741, 12.58228188, 12.48724941, 4.26120640, 0.12198353
3.76332681, 10.09888240, 2.01817316, 4.10734494, 0.15444895, 12.53168674, 12.45359643, 4.15959958, 0.11746295
3.81975906, 10.11875668, 1.97829489, 4.05110873, 0.10464214, 12.44258465, 12.41251694, 4.03589126, 0.11397427
3.90959058, 10.15563394, 1.93697483, 3.99803065, 0.03611352, 12.33651384, 12.36776770, 3.92461028, 0.11513341
4.01088561, 10.19572160, 1.90431383, 3.96530122, -0.03016318, 12.23747595, 12.32165710, 3.85218170, 0.12381688
4.10846083, 10.23067833, 1.88285184, 3.96565563, -0.08321100, 12.16640298, 12.27828743, 3.82894757, 0.13434615
4.19115412, 10.25902840, 1.87208449, 3.99720793, -0.12213788, 12.13232034, 12.24018320, 3.84710929, 0.13281754
4.24755247, 10.28324334, 1.87195497, 4.04412667, -0.14926292, 12.13007105, 12.20904345, 3.88898239, 0.10804159
4.27126032, 10.30560819, 1.88298457, 4.09092642, -0.16437748, 12.14704549, 12.18716002, 3.93597918, 0.05778306
4.26727851, 10.32588413, 1.90463123, 4.12884941, -0.16718327, 12.16906116, 12.17779360, 3.97585735, -0.01014415
4.25074891, 10.34005360, 1.93585849, 4.15464533, -0.15803165, 12.18426204, 12.18342350, 4.00512848, -0.08095900
4.23885952, 10.34264276, 1.97709203, 4.16705697, -0.13738241, 12.18183505, 12.20658450, 4.02675131, -0.13685680
4.24006973, 10.33191378, 2.02984738, 4.16899671, -0.10509893, 12.15658346, 12.24551730, 4.04656465, -0.16108994
4.24917651, 10.31135514, 2.09400460, 4.16630027, -0.06082854, 12.11389411, 12.29218656, 4.06943041, -0.14650304
4.25428538, 10.28525225, 2.16680771, 4.16689874, -0.00622348, 12.06749432, 12.33738929, 4.09589442, -0.09958133
4.24639576, 10.25631111, 2.24140595, 4.18108555, 0.04674397, 12.03415925, 12.37560193, 4.12329401, -0.03263593
4.22325523, 10.22624887, 2.30647044, 4.21915841, 0.07536685, 12.02800273, 12.40502977, 4.14597903, 0.04398524
4.18625889, 10.19799768, 2.34657275, 4.27811716, 0.06951219, 12.05292704, 12.42617657, 4.15608170, 0.12195062
4.13373946, 10.17363194, 2.34732445, 4.33541055, 0.04078030, 12.10531341, 12.43987875, 4.14673870, 0.19211388
4.06157356, 10.15155754, 2.30320064, 4.36889259, 0.00620469, 12.17857714, 12.44603934, 4.11622197, 0.24597965
3.97419503, 10.12847374, 2.22355122, 4.36965326, -0.02068961, 12.26301944, 12.44288118, 4.06687458, 0.27482098
3.88649301, 10.10194241, 2.13031477, 4.33866200, -0.03251726, 12.34367767, 12.42824527, 4.00860121, 0.27097165
3.82015754, 10.07227136, 2.04874753, 4.28069857, -0.03272009, 12.40621130, 12.40258549, 3.96124545, 0.22743475
3.79007903, 10.04356792, 1.99320229, 4.20580660, -0.03179228, 12.44141708, 12.37456590, 3.94960287, 0.14250003
3.79733514, 10.02292062, 1.96278855, 4.12741591, -0.03359632, 12.44832907, 12.35778506, 3.98742965, 0.02453506
3.83152479, 10.01454267, 1.94800681, 4.05827742, -0.03200595, 12.43437345, 12.35459127, 4.06263768, -0.11129771
3.87849211, 10.01776469, 1.93874317, 4.00871704, -0.02084071, 12.40948717, 12.35361046, 4.14545740, -0.24192893
3.92934414, 10.03055327, 1.92820598, 3.98257382, -0.00251445, 12.38055169, 12.34183642, 4.20433759, -0.33460468
3.98275238, 10.05159701, 1.91653431, 3.97709673, 0.01297523, 12.35080988, 12.31480564, 4.22352236, -0.36737334
4.04027173, 10.08050096, 1.91019071, 3.98566871, 0.01437532, 12.32278172, 12.27835447, 4.20838462, -0.34564430
4.10005981, 10.11582923, 1.91807202, 3.99854538, -0.00423215, 12.29729020, 12.23961809, 4.17191095, -0.28911562
4.15570981, 10.15493902, 1.94583709, 4.00665821, -0.03977419, 12.27182620, 12.20222878, 4.12456115, -0.21533212
4.19825650, 10.19461143, 1.99113174, 4.00722954, -0.08005768, 12.24182320, 12.16810332, 4.07270735, -0.13563795
4.21790274, 10.22931005, 2.04606683, 4.00476879, -0.10686922, 12.20435536, 12.13903262, 4.02326193, -0.05679236
4.20514133, 10.25214079, 2.10171015, 4.00550530, -0.10283880, 12.16319833, 12.11902372, 3.98393254, 0.01519658
4.15809814, 10.26225893, 2.15169091, 4.01185082, -0.06302638, 12.13051807, 12.11554630, 3.96279619, 0.07455884
4.08865064, 10.26736868, 2.19104663, 4.02268676, -0.00205792, 12.12052371, 12.13540232, 3.96463429, 0.11627519
4.01528330, 10.27748275, 2.21596771, 4.03503351, 0.05600227, 12.14119740, 12.17908548, 3.98628434, 0.13988650
3.95429166, 10.29720378, 2.22447174, 4.04496833, 0.08951673, 12.19291868, 12.23783308, 4.01533307, 0.15066011
3.91747885, 10.32520709, 2.21775335, 4.04671568, 0.08351817, 12.26640724, 12.29720904, 4.03455589, 0.15816545
3.90989255, 10.35684399, 2.20069097, 4.03713179, 0.02679741, 12.33967675, 12.34445435, 4.03001542, 0.17078452
3.92946811, 10.38769552, 2.18037382, 4.02020898, -0.08057437, 12.39174284, 12.37091529, 3.99755719, 0.19114928
3.96934520, 10.41502551, 2.16248602, 3.99982489, -0.21458124, 12.41927482, 12.37348545, 3.94480778, 0.21280906
4.02020296, 10.43460226, 2.15027907, 3.97536375, -0.33421129, 12.42822249, 12.35373287, 3.88554796, 0.22593366
4.07308926, 10.44153012, 2.14487887, 3.94796683, -0.39964985, 12.42316759, 12.31605902, 3.83247069, 0.22307196
4.12044512, 10.43067371, 2.14175080, 3.92740486, -0.39181019, 12.40907560, 12.26753870, 3.79590439, 0.20169676
4.15703868, 10.39638726, 2.12912985, 3.92587595, -0.32302161, 12.39341966, 12.21834233, 3.78560610, 0.16584249
4.18120777, 10.33550235, 2.09500761, 3.94549263, -0.21904834, 12.38153531, 12.18010841, 3.80694913, 0.12334773
4.19458154, 10.25372907, 2.03960914, 3.97892237, -0.10114052, 12.37302964, 12.15858405, 3.85647959, 0.08053301
4.19919504, 10.16549046, 1.97483659, 4.02018392, 0.01425084, 12.36316820, 12.14938710, 3.92263328, 0.03997288
4.19368476, 10.08483695, 1.91501785, 4.06561879, 0.11255160, 12.34502207, 12.14563809, 3.99227696, 0.00156404
4.17536127, 10.02178891, 1.87411299, 4.11210813, 0.17911946, 12.31215153, 12.14411227, 4.05636713, -0.03426613
4.14381497, 9.98274123, 1.86360050, 4.15344682, 0.20481461, 12.26206999, 12.14456969, 4.11122857, -0.06436820
4.10076399, 9.97156957, 1.88829885, 4.18281296, 0.19223172, 12.20140531, 12.15002626, 4.15651103, -0.08393687
4.05062901, 9.98548804, 1.94058639, 4.20203417, 0.16305261, 12.14597584, 12.16590402, 4.19189909, -0.08957873
4.00093648, 10.01529701, 2.00469591, 4.22284435, 0.15638960, 12.11758460, 12.19669150, 4.21794332, -0.07970949
3.96060896, 10.05187733, 2.06448830, 4.25513899, 0.20426624, 12.13125051, 12.24297592, 4.23516571, -0.05521020
3.93823039, 10.08973190, 2.10528529, 4.29590008, 0.29384940, 12.17971573, 12.30216272, 4.24509123, -0.01877993
3.93832609, 10.12528320, 2.11966382, 4.33516068, 0.38787191, 12.24418406, 12.36862253, 4.24975983, 0.02487183
3.96022884, 10.15439626, 2.10700040, 4.36356220, 0.45953075, 12.30740481, 12.43420189, 4.25045365, 0.06674365
3.99852554, 10.17332029, 2.07159056, 4.37404613, 0.49810117, 12.35498680, 12.48596557, 4.24776860, 0.08989988
4.04598991, 10.17997991, 2.02113758, 4.36142545, 0.50543235, 12.37776227, 12.50790796, 4.24063355, 0.07432043
4.09491451, 10.17361626, 1.96454486, 4.32130680, 0.49009934, 12.37482748, 12.49526944, 4.22451443, 0.01462297
4.13704779, 10.15452518, 1.91132474, 4.25362305, 0.46105127, 12.35139209, 12.46182665, 4.19469375, -0.06986762
4.16370455, 10.12593023, 1.87493007, 4.16698311, 0.42172046, 12.31568418, 12.42418354, 4.15064713, -0.15329648
4.17144535, 10.09507762, 1.86667639, 4.07418567, 0.37052719, 12.27666237, 12.39058761, 4.09782186, -0.21994081
4.16962472, 10.07122880, 1.88589829, 3.98751376, 0.30331440, 12.24462497, 12.36124215, 4.04404236, -0.26427070
4.17419183, 10.06215976, 1.92242178, 3.91506539, 0.21784271, 12.23111153, 12.33493891, 3.99710515, -0.28598232
4.19399976, 10.07098268, 1.96683167, 3.86225079, 0.11471390, 12.24447284, 12.31012935, 3.96237039, -0.28801965
4.22633738, 10.09604958, 2.01426951, 3.83199832, 0.00198713, 12.27978637, 12.28362230, 3.94402040, -0.27460719
4.26236596, 10.13378123, 2.06167922, 3.82698155, -0.10272697, 12.32237285, 12.25234933, 3.94596022, -0.25061587
4.29125919, 10.18042652, 2.10594795, 3.84980855, -0.18134944, 12.36110332, 12.21819139, 3.96824512, -0.21976486
4.30233399, 10.23286903, 2.14406346, 3.90035982, -0.22259167, 12.39459787, 12.19114741, 4.00452998, -0.18173644
4.28637656, 10.28785884, 2.17257160, 3.97033674, -0.22449711, 12.42746327, 12.18532529, 4.04477603, -0.13531370
4.24017141, 10.34186369, 2.18844485, 4.04542579, -0.19187619, 12.46257342, 12.20999574, 4.08238384, -0.07925122
4.16964275, 10.39160796, 2.19310538, 4.11319273, -0.13368114, 12.49499770, 12.26370119, 4.11628212, -0.01358852
4.08958597, 10.43439164, 2.19341312, 4.16399141, -0.06307472, 12.51203331, 12.33530437, 4.14632979, 0.05960026
4.01761617, 10.46852424, 2.19665272, 4.18972344, -0.00092647, 12.49591010, 12.40771910, 4.16990736, 0.13621293
3.96603630, 10.49494066, 2.20732100, 4.18510148, 0.03067897, 12.43328042, 12.46166119, 4.18216405, 0.21299690
3.93878575, 10.51562575, 2.22625898, 4.15458477, 0.02798611, 12.32951447, 12.47531558, 4.17803293, 0.28330552
3.93273677, 10.53087662, 2.25100831, 4.10911649, 0.00549328, 12.20672642, 12.43776602, 4.16029796, 0.33934703
3.94320711, 10.53725373, 2.27705015, 4.06373451, -0.02221593, 12.09319291, 12.35743563, 4.13914552, 0.37330837
3.96736690, 10.52736289, 2.29740503, 4.03476740, -0.04675806, 12.01731001, 12.25437971, 4.12339116, 0.37731650
4.00586037, 10.49374014, 2.30394027, 4.03049562, -0.06493608, 11.99800972, 12.15279949, 4.11394152, 0.34253093
4.06046201, 10.43611353, 2.28976467, 4.04125509, -0.07569255, 12.03612352, 12.07930876, 4.10437459, 0.25946750
4.13059791, 10.36645515, 2.25277750, 4.05235271, -0.07658236, 12.11867598, 12.04631066, 4.08757630, 0.13301924
4.21171487, 10.29937767, 2.19652601, 4.06006346, -0.06526372, 12.22747875, 12.04547967, 4.06083779, -0.00933043
4.29215545, 10.24394296, 2.12748314, 4.07220153, -0.04320421, 12.34160924, 12.06790460, 4.02360328, -0.13423794
4.35400688, 10.20560182, 2.05405311, 4.09940893, -0.01919240, 12.43733128, 12.11158413, 3.98093912, -0.22083823
4.38269767, 10.18707043, 1.98420015, 4.14588657, -0.01016383, 12.49696996, 12.16964055, 3.94614018, -0.26317081
4.37511172, 10.18445119, 1.92295276, 4.20243055, -0.02821877, 12.51688584, 12.22690096, 3.93065085, -0.26587771
4.33929714, 10.18808253, 1.87381803, 4.25088856, -0.07174124, 12.50287855, 12.26743020, 3.93476149, -0.24068527
4.28837070, 10.18721225, 1.83828571, 4.27436349, -0.12815164, 12.46020143, 12.27815184, 3.95451975, -0.20252488
4.23424635, 10.17444523, 1.81547304, 4.26388726, -0.18261552, 12.39193510, 12.25375934, 3.99362524, -0.16585399
4.18484266, 10.14689283, 1.80293625, 4.21995406, -0.22427651, 12.30690613, 12.20100934, 4.06068720, -0.13934731
4.14165670, 10.10692498, 1.79703228, 4.15233087, -0.24491075, 12.22250015, 12.13587122, 4.15541448, -0.12291804
4.10208799, 10.06090640, 1.79464583, 4.07860744, -0.23884789, 12.15833143, 12.07533651, 4.26062367, -0.11174950
4.06359100, 10.01768296, 1.79359589, 4.01883856, -0.20439126, 12.12729656, 12.04185545, 4.34544758, -0.10120226
4.02633810, 9.98659047, 1.79072487, 3.98295320, -0.14548055, 12.12893869, 12.05381254, 4.37943539, -0.08452684
3.99430668, 9.97705415, 1.78224429, 3.96611704, -0.07271106, 12.15232804, 12.10683227, 4.35690007, -0.05252005
3.97539883, 9.99830177, 1.76756023, 3.95950180, 0.00216594, 12.18531011, 12.17436152, 4.29697829, 0.00008082
3.97291185, 10.05544071, 1.75484714, 3.95641754, 0.06704442, 12.21680195, 12.23068334, 4.22361919, 0.07273126
3.97423516, 10.14384883, 1.76245429, 3.95227868, 0.10832754, 12.23250615, 12.26579084, 4.14946163, 0.15817292
3.96239398, 10.24825540, 1.80838849, 3.94486331, 0.11722037, 12.22142576, 12.28306013, 4.07605479, 0.24113737
3.93669166, 10.34797767, 1.89582941, 3.93476927, 0.09749272, 12.18725010, 12.29411978, 4.00365495, 0.30399281
3.91115569, 10.42390856, 2.01280623, 3.92451259, 0.06133368, 12.14481031, 12.31142203, 3.93344916, 0.33095171
3.90096630, 10.46205759, 2.13844614, 3.91859951, 0.02221268, 12.10824822, 12.33826498, 3.86763469, 0.31393703
3.91558775, 10.45582748, 2.25168440, 3.92159750, -0.00649495, 12.08710466, 12.36769808, 3.81252963, 0.25681436
3.95276984, 10.41083059, 2.33703169, 3.93456864, -0.01322460, 12.08643572, 12.39010859, 3.77504509, 0.17020532
3.99892247, 10.34310631, 2.38623337, 3.95375454, 0.00591017, 12.10570379, 12.40124952, 3.75610665, 0.06918199
4.03780311, 10.26843427, 2.39617126, 3.97438961, 0.04510607, 12.13951326, 12.40022601, 3.74942411, -0.02709745
4.06161095, 10.20049490, 2.36719378, 3.99022983, 0.09098104, 12.18039807, 12.38404812, 3.74864565, -0.10001528
4.07564557, 10.15205201, 2.30671868, 3.99172577, 0.12843402, 12.21928655, 12.34876051, 3.75206878, -0.13699642
4.09115433, 10.13633476, 2.23065917, 3.97182063, 0.14319453, 12.24443334, 12.29556415, 3.76377139, -0.14164431
4.11512346, 10.16429714, 2.15700495, 3.93167624, 0.12558136, 12.24634482, 12.23317908, 3.79157330, -0.13020139
4.14589093, 10.23334502, 2.09350724, 3.88023389, 0.07484633, 12.22450920, 12.17337836, 3.84186548, -0.11950031
4.17678072, 10.32248819, 2.03229244, 3.83064692, 0.00066826, 12.18931381, 12.12516883, 3.91547115, -0.11830719
4.19872517, 10.40233878, 1.95992928, 3.80190641, -0.08316720, 12.16077903, 12.09256781, 4.00610238, -0.12522851
4.20176517, 10.45265505, 1.87446114, 3.81863789, -0.16379124, 12.16319693, 12.07719470, 4.10407608, -0.13289807
4.18203730, 10.46814650, 1.79127922, 3.89357517, -0.22921976, 12.20564599, 12.08159519, 4.19867485, -0.13298266
4.14055475, 10.45056405, 1.73082890, 4.01201018, -0.27079633, 12.27269238, 12.10637741, 4.28117299, -0.11958106
