Distance (nm),Atom Count,C atom%,Co atom%,W atom%,WC atom%,Cr atom%,Fe atom%,C3 atom%,CoH atom%,Ga atom%,Ti atom%,Ni atom%,OH atom%,N atom%,Mn atom%,WO atom%,Ta atom%,P atom%,Al atom%,CrH atom%,Zr atom%,Noise refernece atom%,H atom%,O atom%,C atom% Sigma,Co atom% Sigma,W atom% Sigma,WC atom% Sigma,Cr atom% Sigma,Fe atom% Sigma,C3 atom% Sigma,CoH atom% Sigma,Ga atom% Sigma,Ti atom% Sigma,Ni atom% Sigma,OH atom% Sigma,N atom% Sigma,Mn atom% Sigma,WO atom% Sigma,Ta atom% Sigma,P atom% Sigma,Al atom% Sigma,CrH atom% Sigma,Zr atom% Sigma,Noise refernece atom% Sigma,H atom% Sigma,O atom% Sigma
-1.0500000417232513,2831,10.137760508654186,74.00211939244083,12.892970681737904,0,0.2119392440833628,0.4592016955139526,0,0,0.565171317555634,1.3069586718474038,0,0,0,0,0,0.17661603673613563,0.07064641469445425,0,0,0,0,0.1059696220416814,0.07064641469445425,0.5672698448805831,0.8243679840820162,0.6298442432964824,0,0.08643209646650411,0.12706688003090558,0,0,0.14089299037182498,0.21345398094984236,0,0,0,0,0,0.07891531181672835,0.049936910226958134,0,0,0,0,0.06114916426936323,0.049936910226958134
-0.7500000298023224,2295,19.477124183006538,55.86056644880174,21.917211328976034,0,0.17429193899782133,0.39215686274509803,0,0,0.30501089324618735,1.4814814814814816,0.04357298474945533,0,0,0,0,0.08714596949891067,0.08714596949891067,0,0,0,0,0.130718954248366,0.04357298474945533,0.8266672074266614,1.036512873634945,0.8635330428558994,0,0.08706999217888788,0.13046239079348482,0,0,0.11510733397723345,0.25218294079662623,0.04356349069013152,0,0,0,0,0.06159464980405495,0.06159464980405495,0,0,0,0,0.0754212800880824,0.04356349069013152
-0.45000001788139343,1702,33.54876615746181,35.13513513513514,28.08460634547591,0,0.11750881316098707,0.23501762632197415,0,0,0.6462984723854289,1.8801410105757932,0,0,0,0,0,0.05875440658049354,0.11750881316098707,0,0,0,0,0.05875440658049354,0.11750881316098707,1.144484783703199,1.157166347449403,1.08934469703507,0,0.0830424444973137,0.11737064872383528,0,0,0.19423559162707799,0.32922582233239367,0,0,0,0,0,0.058737143642973715,0.0830424444973137,0,0,0,0,0.058737143642973715,0.0830424444973137
-0.15000000596046448,1640,45.97560975609756,15.670731707317072,36.46341463414634,0,0.12195121951219512,0.1829268292682927,0,0,0.548780487804878,0.7317073170731708,0,0,0.06097560975609756,0,0,0,0,0.06097560975609756,0,0,0,0.06097560975609756,0.12195121951219512,1.2306562504646839,0.8976600130776993,1.1885533471083807,0,0.08617993743693214,0.10551621278141862,0,0,0.18242420537116305,0.21045151244677082,0,0,0.060957016796447105,0,0,0,0,0.060957016796447105,0,0,0,0.060957016796447105,0.08617993743693214
0.15000000596046448,1699,45.32077692760447,9.535020600353148,43.20188346085933,0,0.11771630370806356,0.11771630370806356,0,0,0.5297233666862861,0.7062978222483813,0.05885815185403178,0,0.11771630370806356,0,0,0.05885815185403178,0,0.05885815185403178,0,0,0,0.11771630370806356,0.05885815185403178,1.2077113596938571,0.7125319988833478,1.2017707191477824,0,0.08318898983525573,0.08318898983525573,0,0,0.17610615649085593,0.20316930548888093,0.058840827894317584,0,0.08318898983525573,0,0,0.058840827894317584,0,0.058840827894317584,0,0,0,0.08318898983525573,0.058840827894317584
0.45000001788139343,1851,49.21663965424095,5.294435440302539,44.03025391680173,0,0.05402485143165856,0.10804970286331712,0,0,0.2701242571582928,0.21609940572663425,0.1620745542949757,0,0,0,0,0.21609940572663425,0,0,0,0,0,0.21609940572663425,0.21609940572663425,1.1620196902104951,0.5204684013265634,1.1538492017547763,0,0.05401025603724614,0.0763613900109864,0,0,0.12063997051544105,0.1079328923395865,0.09349792715137202,0,0,0,0,0.1079328923395865,0,0,0,0,0,0.1079328923395865,0.1079328923395865
0.7500000298023224,2154,48.70009285051068,3.6675951717734447,46.239554317548745,0,0.04642525533890436,0.1392757660167131,0,0,0.18570102135561745,0.2785515320334262,0,0,0,0,0,0.09285051067780872,0.04642525533890436,0.04642525533890436,0,0.04642525533890436,0,0.2321262766945218,0.2785515320334262,1.0769618882435927,0.4049990903123366,1.0742748300711025,0,0.046414477566190604,0.08035488504121509,0,0,0.09276425844304995,0.1135596944353619,0,0,0,0,0,0.0656247380520845,0.046414477566190604,0.046414477566190604,0,0.046414477566190604,0,0.1036894716348334,0.1135596944353619
1.0500000417232513,2411,50.39402737453339,2.1153048527581917,46.49523019493986,0,0.04147656574035669,0.16590626296142677,0,0,0.2073828287017835,0.1244296972210701,0.08295313148071339,0,0,0,0,0,0,0,0,0,0,0.2073828287017835,0.16590626296142677,1.0182581931907295,0.2930523942716593,1.0157851181770943,0,0.04146796332073906,0.08288429069584288,0,0,0.092648202556614,0.07179481042559172,0.058632387949429265,0,0,0,0,0,0,0,0,0,0,0.092648202556614,0.08288429069584288
1.3500000536441803,2520,47.460317460317455,1.5873015873015872,50.03968253968254,0,0.03968253968253968,0.03968253968253968,0,0,0.35714285714285715,0.11904761904761905,0,0,0.03968253968253968,0,0,0,0.03968253968253968,0,0,0.03968253968253968,0,0.11904761904761905,0.11904761904761905,0.9947381430572713,0.24897458944823286,0.9960235274234088,0,0.03967466538150323,0.03967466538150323,0,0,0.1188348438658379,0.06869125071120949,0,0,0.03967466538150323,0,0,0,0.03967466538150323,0,0,0.03967466538150323,0,0.06869125071120949,0.06869125071120949
1.6500000655651093,2857,48.51242562128106,0.9800490024501224,49.84249212460623,0,0.03500175008750438,0.07000350017500875,0,0,0.1400070003500175,0.1400070003500175,0,0,0,0,0,0,0.03500175008750438,0,0,0,0,0.1400070003500175,0.10500525026251313,0.9350236394466394,0.18430203425688127,0.9354330915130441,0,0.034995623938846705,0.04948262079862482,0,0,0.06995447811005054,0.06995447811005054,0,0,0,0,0,0,0.034995623938846705,0,0,0,0,0.06995447811005054,0.060592971528832876
1.9500000774860382,2879,47.412295936088924,0.6946856547412296,51.05939562348038,0,0.03473428273706148,0.1736714136853074,0,0,0.1736714136853074,0,0,0,0,0,0,0,0,0.03473428273706148,0,0.03473428273706148,0,0.20840569642236886,0.1736714136853074,0.9306079663885362,0.15479594442230554,0.9316475937507859,0,0.034728249861160645,0.07760074429615718,0,0,0.07760074429615718,0,0,0,0,0,0,0,0,0.034728249861160645,0,0.034728249861160645,0,0.08499256594166074,0.07760074429615718
2.250000089406967,3011,46.496180670873464,0.23248090335436733,52.706741946197276,0,0.06642311524410495,0.06642311524410495,0,0,0.1328462304882099,0,0.033211557622052475,0,0,0,0,0.033211557622052475,0,0,0,0.06642311524410495,0,0.06642311524410495,0.09963467286615742,0.9089618477621014,0.08776732275857946,0.909865765778594,0,0.04695263374296254,0.04695263374296254,0,0,0.06637898027893689,0,0.03320604212627052,0,0,0,0,0.03320604212627052,0,0,0,0.04695263374296254,0,0.04695263374296254,0.0574954410812492
2.550000101327896,3227,47.66036566470406,0.061977068484660676,51.657886581964675,0,0,0,0,0,0.18593120545398203,0.030988534242330338,0.030988534242330338,0,0,0,0,0,0,0,0,0,0,0.18593120545398203,0.18593120545398203,0.8792138978348718,0.04381082275783405,0.8796940428068752,0,0,0,0,0,0.07583549737826073,0.0309837324240258,0.0309837324240258,0,0,0,0,0,0,0,0,0,0,0.07583549737826073,0.07583549737826073
2.850000113248825,3179,47.216105693614345,0.1887385970430953,51.903114186851205,0,0,0.06291286568103177,0,0,0.1887385970430953,0,0,0,0.031456432840515886,0,0,0.09436929852154766,0,0,0,0,0,0.15728216420257943,0.15728216420257943,0.8854224563629467,0.07697946161562143,0.8861554706769557,0,0,0.04447211800071987,0,0,0.07697946161562143,0,0,0,0.031451484915539854,0,0,0.054458425686321144,0,0,0,0,0,0.07028338526147594,0.07028338526147594
3.150000125169754,3447,45.111691325790545,0.05802146794313896,54.16304032492022,0,0,0.05802146794313896,0,0,0.17406440382941687,0,0.02901073397156948,0,0.02901073397156948,0.02901073397156948,0,0.05802146794313896,0,0,0,0,0,0.17406440382941687,0.11604293588627793,0.8475470909955839,0.04101546936784866,0.8486698572579588,0,0,0.04101546936784866,0,0,0.07099962197331953,0,0.029006525552896206,0,0.029006525552896206,0.029006525552896206,0,0.04101546936784866,0,0,0,0,0,0.07099962197331953,0.05798779326360872
3.450000137090683,3316,47.858866103739444,0.09047044632086852,51.4475271411339,0,0.09047044632086852,0.09047044632086852,0,0,0.060313630880579006,0.060313630880579006,0.030156815440289503,0,0.060313630880579006,0,0,0,0,0,0,0,0,0.15078407720144751,0.060313630880579006,0.8674894008380913,0.05220950341472547,0.8679219433517115,0,0.05220950341472547,0.05220950341472547,0,0,0.042635314121625384,0.042635314121625384,0.03015226792983007,0,0.042635314121625384,0,0,0,0,0,0,0,0,0.06738183125155331,0.042635314121625384
3.750000149011612,3366,45.33571004159239,0.11883541295306002,54.188948306595364,0,0.029708853238265005,0.05941770647653001,0,0,0.029708853238265005,0,0.029708853238265005,0,0,0,0,0,0,0,0,0,0,0.08912655971479501,0.11883541295306002,0.8580547718176658,0.05938239134326076,0.8587829952569882,0,0.02970443983064379,0.042002179242794195,0,0,0.02970443983064379,0,0.02970443983064379,0,0,0,0,0,0,0,0,0,0,0.05143430709627984,0.05938239134326076
4.050000160932541,3359,45.251562965168205,0.05954153021732659,54.33164632331051,0,0,0.05954153021732659,0,0,0.029770765108663295,0,0,0,0.05954153021732659,0,0,0.05954153021732659,0,0,0,0,0,0.029770765108663295,0.11908306043465318,0.858811107593065,0.042089683759627176,0.8594668064937978,0,0,0.042089683759627176,0,0,0.029766333286516126,0,0,0,0.042089683759627176,0,0,0.042089683759627176,0,0,0,0,0,0.029766333286516126,0.05950606771851825
4.35000017285347,3352,46.06205250596659,0.05966587112171838,53.60978520286396,0,0.02983293556085919,0.05966587112171838,0,0,0.05966587112171838,0.02983293556085919,0,0,0,0,0,0,0,0,0,0.02983293556085919,0,0.05966587112171838,0,0.8609280267731346,0.042177553639641055,0.8613570651432488,0,0.029828485208695868,0.042177553639641055,0,0,0.042177553639641055,0.029828485208695868,0,0,0,0,0,0,0,0,0,0.029828485208695868,0,0.042177553639641055,0
4.650000184774399,3419,45.89061128985084,0.17548990933021352,53.582918982158525,0,0,0.029248318221702253,0,0,0.08774495466510676,0,0.029248318221702253,0,0,0,0,0,0,0.029248318221702253,0,0,0,0.11699327288680901,0.058496636443404505,0.8522140399812604,0.07158056435617963,0.8529087047985002,0,0,0.02924404058830143,0,0,0.05063734270856078,0,0.02924404058830143,0,0,0,0,0,0,0.02924404058830143,0,0,0,0.05846240786443904,0.04135126844638464
4.950000196695328,3427,45.37496352494894,0.08754012255617158,54.07061569886198,0,0.02918004085205719,0.02918004085205719,0,0,0.08754012255617158,0.02918004085205719,0,0,0.02918004085205719,0,0,0,0,0.05836008170411438,0,0.02918004085205719,0,0.11672016340822876,0.05836008170411438,0.8504464296684179,0.05051918651536759,0.8512731137312568,0,0.029175783167515366,0.029175783167515366,0,0,0.05051918651536759,0.029175783167515366,0,0,0.029175783167515366,0,0,0,0,0.04125476609430769,0,0.029175783167515366,0,0.05832601276851738,0.04125476609430769
5.250000208616257,3396,45.111896348645466,0.08833922261484099,54.387514723203765,0,0.029446407538280327,0.029446407538280327,0,0,0.029446407538280327,0.029446407538280327,0.029446407538280327,0,0,0,0,0,0,0,0,0,0,0.17667844522968199,0.08833922261484099,0.8538878112475768,0.05098014129644395,0.8546880547616187,0,0.029442071764489867,0.029442071764489867,0,0,0.029442071764489867,0.029442071764489867,0.029442071764489867,0,0,0,0,0,0,0,0,0,0,0.07206492714877748,0.05098014129644395
5.550000220537186,3343,44.92970385880945,0.08973975471133712,54.62159736763387,0,0.05982650314089141,0.05982650314089141,0,0,0.05982650314089141,0,0.029913251570445706,0,0.08973975471133712,0,0,0,0,0,0,0,0,0.05982650314089141,0,0.860314604999485,0.05178801866766678,0.8610703045224506,0,0.042291069752360314,0.042291069752360314,0,0,0.042291069752360314,0,0.029908777222717377,0,0.05178801866766678,0,0,0,0,0,0,0,0,0.042291069752360314,0
5.850000232458115,3477,44.664941041127406,0.08628127696289906,54.5297670405522,0,0.057520851308599366,0.08628127696289906,0,0,0.08628127696289906,0.028760425654299683,0,0,0.057520851308599366,0.028760425654299683,0,0.057520851308599366,0,0,0,0.028760425654299683,0,0.14380212827149844,0.14380212827149844,0.8431041474020332,0.04979302354169798,0.8444580215587731,0,0.04066168449890353,0.04979302354169798,0,0,0.04979302354169798,0.02875628954646866,0,0,0.04066168449890353,0.02875628954646866,0,0.04066168449890353,0,0,0,0.02875628954646866,0,0.0642640104232422,0.0642640104232422
